事業所規模,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
100～499人,平成29,2017,7月,18.9,19.4,18,152.9,162.3,136.2,139.8,146.5,127.9,13.1,15.8,8.3
100～499人,平成29,2017,8月,18.1,18.5,17.5,147.7,155.6,133.6,135.4,140.8,125.7,12.3,14.8,7.9
100～499人,平成29,2017,9月,18.5,18.9,17.6,150,159.3,133.2,137.2,143.9,125.2,12.8,15.4,8
100～499人,平成29,2017,10月,18.7,19.2,17.9,152,161.3,135.3,138.9,145.5,127,13.1,15.8,8.3
100～499人,平成29,2017,11月,18.7,19.2,17.7,152,162.1,134.2,138.5,145.7,125.8,13.5,16.4,8.4
100～499人,平成29,2017,12月,18.5,19,17.5,150.4,160.5,133,137.1,144.3,124.6,13.3,16.2,8.4
500人以上,平成24,2012,年平均,19,19.3,18.3,153.9,159.9,142.4,139.5,143.7,131.5,14.4,16.2,10.9
500人以上,平成25,2013,年平均,18.5,18.9,17.8,151.2,157.4,139.7,136.7,141.1,128.6,14.5,16.3,11.1
500人以上,平成26,2014,年平均,18.6,18.9,18,150.9,157,140,136.4,140.5,129,14.5,16.5,11
500人以上,平成27,2015,年平均,18.3,18.6,17.6,150.2,157.2,138.3,135,139.5,127.4,15.2,17.7,10.9
500人以上,平成28,2016,年平均,18.3,18.6,17.6,149.5,156.7,137.8,134.9,139.8,127,14.6,16.9,10.8
500人以上,平成29,2017,年平均,18.3,18.7,17.7,149.9,157,138.1,136,140.9,127.8,13.9,16.1,10.3
500人以上,平成29,2017,1月,17.3,17.6,16.8,142,148.4,131.1,128.2,132.5,120.9,13.8,15.9,10.2
500人以上,平成29,2017,2月,17.5,18,16.8,144.5,152.2,131.7,130.3,135.6,121.4,14.2,16.6,10.3
500人以上,平成29,2017,3月,18.9,19.3,18.2,155.3,163,142.5,140.3,145.7,131.3,15,17.3,11.2
500人以上,平成29,2017,4月,18.9,19.3,18.3,155.9,163.1,144.1,141.2,146.2,133,14.7,16.9,11.1
500人以上,平成29,2017,5月,18.2,18.5,17.8,149.3,155.7,138.5,135.4,139.7,128.2,13.9,16,10.3
500人以上,平成29,2017,6月,19,19.3,18.3,154.4,161.7,142.3,140.7,145.7,132.3,13.7,16,10
500人以上,平成29,2017,7月,18.7,19.1,18,152.2,159.6,139.8,138.8,144.1,130,13.4,15.5,9.8
500人以上,平成29,2017,8月,18,18.2,17.7,147,152.9,137.4,134.2,138.1,127.8,12.8,14.8,9.6
500人以上,平成29,2017,9月,17.7,18,17.3,145,151.6,134.1,131.9,136.3,124.6,13.1,15.3,9.5
500人以上,平成29,2017,10月,18.6,19.1,17.9,152.4,160.2,139.7,138.3,143.8,129.3,14.1,16.4,10.4
500人以上,平成29,2017,11月,18.6,19,17.8,152.2,160.2,139.2,137.9,143.6,128.5,14.3,16.6,10.7
500人以上,平成29,2017,12月,18.1,18.5,17.4,148.5,155.7,136.6,134.5,139.7,126,14,16,10.6
,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成29年年報,,,,,,,,,,,,,,,
第８表　規模、性別常用労働者の１人平均月間出勤日数及び実労働時間（調査産業計）,,,,,,,,,,,,,,,
