事業所規模,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,平成29,2017,4月,497125,464952,427687,37265,32173,132898,131630,124975,6655,1268
500人以上,平成29,2017,5月,575127,449043,412509,36534,126084,138001,133625,127400,6225,4376
500人以上,平成29,2017,6月,1087196,452989,416937,36052,634207,136868,126937,121132,5805,9931
500人以上,平成29,2017,7月,661804,455216,419555,35661,206588,132785,127398,121578,5820,5387
500人以上,平成29,2017,8月,459569,453118,418211,34907,6451,132703,131850,126114,5736,853
500人以上,平成29,2017,9月,479975,456187,421478,34709,23788,139864,136842,131038,5804,3022
500人以上,平成29,2017,10月,493928,461215,423590,37625,32713,130686,129553,123478,6075,1133
500人以上,平成29,2017,11月,568365,457315,419113,38202,111050,133704,130003,123811,6192,3701
500人以上,平成29,2017,12月,1164025,454550,417490,37060,709475,138697,127506,120989,6517,11191
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成29年年報,,,,,,,,,,,,,
第４表　規模、就業形態別常用労働者の１人平均月間現金給与額（調査産業計）,,,,,,,,,,,,,
