事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
100～499人,平成24,2012,年平均,441651,527527,293396,353440,417815,242303,325489,27951,88211,109712,51093
100～499人,平成25,2013,年平均,444146,529158,297152,353237,416451,243934,324806,28431,90909,112707,53218
100～499人,平成26,2014,年平均,443464,530776,297418,350277,414557,242757,320927,29350,93187,116219,54661
100～499人,平成27,2015,年平均,460795,541682,313893,362683,421154,256492,335719,26964,98112,120528,57401
100～499人,平成28,2016,年平均,460852,542848,312225,360335,419300,253454,333406,26929,100517,123548,58771
100～499人,平成29,2017,年平均,460900,540488,318259,362051,420420,257440,334762,27289,98849,120068,60819
100～499人,平成29,2017,1月,377991,441816,261243,355639,413706,249424,329168,26471,22352,28110,11819
100～499人,平成29,2017,2月,376804,441601,258137,362773,423782,251043,335295,27478,14031,17819,7094
100～499人,平成29,2017,3月,431375,494998,314580,362879,422527,253383,335055,27824,68496,72471,61197
100～499人,平成29,2017,4月,407373,471996,289669,367229,423977,263869,338408,28821,40144,48019,25800
100～499人,平成29,2017,5月,373750,432741,267954,359026,414731,259124,332545,26481,14724,18010,8830
100～499人,平成29,2017,6月,713359,855583,464252,362112,421649,257833,335540,26572,351247,433934,206419
100～499人,平成29,2017,7月,487760,574163,333327,362109,419478,259571,335038,27071,125651,154685,73756
100～499人,平成29,2017,8月,379411,441748,268460,361719,418772,260172,335595,26124,17692,22976,8288
100～499人,平成29,2017,9月,383610,448183,268499,361858,419387,259304,335723,26135,21752,28796,9195
100～499人,平成29,2017,10月,385309,449766,269604,367512,427403,260004,340250,27262,17797,22363,9600
100～499人,平成29,2017,11月,396828,462070,280791,363595,421900,259896,334909,28686,33233,40170,20895
100～499人,平成29,2017,12月,809117,970982,529329,358200,417822,255143,329604,28596,450917,553160,274186
500人以上,平成24,2012,年平均,584344,693067,381267,446986,524593,302029,409881,37105,137358,168474,79238
500人以上,平成25,2013,年平均,598707,711086,388677,451491,530172,304441,413861,37630,147216,180914,84236
500人以上,平成26,2014,年平均,614000,732540,400272,455347,537443,307327,416458,38889,158653,195097,92945
500人以上,平成27,2015,年平均,554756,662972,371461,416177,490449,290376,380596,35581,138579,172523,81085
500人以上,平成28,2016,年平均,557517,669205,374030,416436,492930,290768,381513,34923,141081,176275,83262
500人以上,平成29,2017,年平均,557960,665979,378855,414050,486684,293617,381640,32410,143910,179295,85238
500人以上,平成29,2017,1月,443600,525488,305998,414028,488837,288321,382486,31542,29572,36651,17677
500人以上,平成29,2017,2月,417666,493471,290719,411540,485689,287367,379774,31766,6126,7782,3352
500人以上,平成29,2017,3月,451471,532663,315363,417700,491733,293594,384768,32932,33771,40930,21769
500人以上,平成29,2017,4月,448679,525115,320558,420617,492198,300634,387424,33193,28062,32917,19924
500人以上,平成29,2017,5月,521469,631240,341176,410325,481533,293369,377511,32814,111144,149707,47807
500人以上,平成29,2017,6月,960636,1164418,619524,409567,480019,291637,377543,32024,551069,684399,327887
500人以上,平成29,2017,7月,593515,710207,401229,412899,485279,293631,381090,31809,180616,224928,107598
500人以上,平成29,2017,8月,416222,489694,295473,410513,482507,292195,379475,31038,5709,7187,3278
500人以上,平成29,2017,9月,435393,515230,303972,414327,487671,293595,383407,30920,21066,27559,10377
500人以上,平成29,2017,10月,446833,523426,320548,418215,490386,299220,384680,33535,28618,33040,21328
500人以上,平成29,2017,11月,513998,613251,351626,416375,489682,296449,382177,34198,97623,123569,55177
500人以上,平成29,2017,12月,1032871,1250761,672614,412716,484984,293230,379563,33153,620155,765777,379384
,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成29年年報,,,,,,,,,,,,,,
第３表　規模、性別常用労働者の１人平均月間現金給与額　（調査産業計）,,,,,,,,,,,,,,
