年度末,End of fiscal year,地域階層,地域コード,地域,District,合計 Total／計 Total,合計 Total／計 Total／全部支給 Full payment,合計 Total／計 Total／一部支給 Partial payment,合計 Total／停止 Discontinued,都道府県知事支給対象者 Covered by Prefecture／計 Total,都道府県知事支給対象者 Covered by Prefecture／計 Total／全部支給 Full payment,都道府県知事支給対象者 Covered by Prefecture／計 Total／一部支給 Partial payment,都道府県知事支給対象者 Covered by Prefecture／停止 Discontinued,国支給対象者 Covered by the State／計 Total,国支給対象者 Covered by the State／計 Total／全部支給 Full payment,国支給対象者 Covered by the State／計 Total／一部支給 Partial payment,国支給対象者 Covered by the State／停止 Discontinued
平成26,2014,2,13109,品川区,Shinagawa-ku,1788,869,919,504,1788,869,919,504,-,-,-,-
平成26,2014,2,13110,目黒区,Meguro-ku,973,513,460,294,973,513,460,294,-,-,-,-
平成26,2014,2,13111,大田区,Ota-ku,3956,2092,1864,856,3955,2092,1863,856,1,-,1,-
平成26,2014,2,13112,世田谷区,Setagaya-ku,3545,1823,1722,952,3545,1823,1722,952,-,-,-,-
平成26,2014,2,13113,渋谷区,Shibuya-ku,820,435,385,188,820,435,385,188,-,-,-,-
平成26,2014,2,13114,中野区,Nakano-ku,1340,713,627,299,1340,713,627,299,-,-,-,-
平成26,2014,2,13115,杉並区,Suginami-ku,1869,957,912,514,1869,957,912,514,-,-,-,-
平成26,2014,2,13116,豊島区,Toshima-ku,1283,689,594,226,1283,689,594,226,-,-,-,-
平成26,2014,2,13117,北区,Kita-ku,2032,1084,948,291,2032,1084,948,291,-,-,-,-
平成26,2014,2,13118,荒川区,Arakawa-ku,1443,778,665,229,1443,778,665,229,-,-,-,-
平成26,2014,2,13119,板橋区,Itabashi-ku,3995,2312,1683,618,3995,2312,1683,618,-,-,-,-
平成26,2014,2,13120,練馬区,Nerima-ku,4532,2499,2033,837,4532,2499,2033,837,-,-,-,-
平成26,2014,2,13121,足立区,Adachi-ku,6543,3979,2564,821,6542,3979,2563,821,1,-,1,-
平成26,2014,2,13122,葛飾区,Katsushika-ku,3650,2068,1582,548,3650,2068,1582,548,-,-,-,-
平成26,2014,2,13123,江戸川区,Edogawa-ku,5848,3392,2456,853,5848,3392,2456,853,-,-,-,-
平成26,2014,1,13200,市部,All shi,27298,15146,12152,4865,27298,15146,12152,4865,-,-,-,-
平成26,2014,2,13201,八王子市,Hachioji-shi,4300,2416,1884,764,4300,2416,1884,764,-,-,-,-
平成26,2014,2,13202,立川市,Tachikawa-shi,1395,794,601,203,1395,794,601,203,-,-,-,-
平成26,2014,2,13203,武蔵野市,Musashino-shi,485,226,259,115,485,226,259,115,-,-,-,-
平成26,2014,2,13204,三鷹市,Mitaka-shi,867,501,366,138,867,501,366,138,-,-,-,-
平成26,2014,2,13205,青梅市,Ome-shi,1208,654,554,243,1208,654,554,243,-,-,-,-
平成26,2014,2,13206,府中市,Fuchu-shi,1649,958,691,321,1649,958,691,321,-,-,-,-
平成26,2014,2,13207,昭島市,Akishima-shi,989,544,445,123,989,544,445,123,-,-,-,-
平成26,2014,2,13208,調布市,Chofu-shi,1119,562,557,243,1119,562,557,243,-,-,-,-
平成26,2014,2,13209,町田市,Machida-shi,3020,1784,1236,562,3020,1784,1236,562,-,-,-,-
平成26,2014,2,13210,小金井市,Koganei-shi,378,170,208,79,378,170,208,79,-,-,-,-
平成26,2014,2,13211,小平市,Kodaira-shi,1106,616,490,210,1106,616,490,210,-,-,-,-
平成26,2014,2,13212,日野市,Hino-shi,1040,562,478,198,1040,562,478,198,-,-,-,-
平成26,2014,2,13213,東村山市,Higashimurayama-shi,1198,699,499,183,1198,699,499,183,-,-,-,-
平成26,2014,2,13214,国分寺市,Kokubunji-shi,432,233,199,85,432,233,199,85,-,-,-,-
平成26,2014,2,13215,国立市,Kunitachi-shi,439,228,211,71,439,228,211,71,-,-,-,-
平成26,2014,2,13218,福生市,Fussa-shi,609,345,264,83,609,345,264,83,-,-,-,-
平成26,2014,2,13219,狛江市,Komae-shi,346,171,175,87,346,171,175,87,-,-,-,-
平成26,2014,2,13220,東大和市,Higashiyamato-shi,697,406,291,76,697,406,291,76,-,-,-,-
平成26,2014,2,13221,清瀬市,Kiyose-shi,648,344,304,98,648,344,304,98,-,-,-,-
平成26,2014,2,13222,東久留米市,Higashikurume-shi,870,482,388,146,870,482,388,146,-,-,-,-
平成26,2014,2,13223,武蔵村山市,Musashimurayama-shi,817,494,323,87,817,494,323,87,-,-,-,-
平成26,2014,2,13224,多摩市,Tama-shi,1010,555,455,235,1010,555,455,235,-,-,-,-
平成26,2014,2,13225,稲城市,Inagi-shi,463,236,227,121,463,236,227,121,-,-,-,-
平成26,2014,2,13227,羽村市,Hamura-shi,470,235,235,102,470,235,235,102,-,-,-,-
平成26,2014,2,13228,あきる野市,Akiruno-shi,637,330,307,103,637,330,307,103,-,-,-,-
平成26,2014,2,13229,西東京市,Nishitokyo-shi,1106,601,505,189,1106,601,505,189,-,-,-,-
平成26,2014,1,13300,郡部,All gun,575,319,256,91,575,319,256,91,-,-,-,-
平成26,2014,1,13350,島部,All islands,205,99,106,47,205,99,106,47,-,-,-,-
,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成26年）TOKYO STATISTICAL YEARBOOK ( 2014 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,,,,,,,
18-5  児童扶養手当受給状況（平成22～26年度末） 18-5  RECIPIENTS OF CHILD CARE ALLOWANCES ( End of Fiscal Years 2010-2014 ),,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 「福祉・衛生統計年報」 Source: Bureau of Social Welfare and Public Health， TMG    ,,,,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,,,,,,,
