年次,Year,地域階層,地域コード,地域,District,マーク Mark,面積 Area (km2),千分比 Permillage (‰)
平成26,2014,3,13204,三鷹市,Mitaka-shi,,16.42,7.49
平成26,2014,3,13205,青梅市,Ome-shi,,103.31,47.15
平成26,2014,3,13206,府中市,Fuchu-shi,,29.43,13.43
平成26,2014,3,13207,昭島市,Akishima-shi,,17.34,7.91
平成26,2014,3,13208,調布市,Chofu-shi,,21.58,9.85
平成26,2014,3,13209,町田市,Machida-shi,,71.8,32.77
平成26,2014,3,13210,小金井市,Koganei-shi,,11.3,5.16
平成26,2014,3,13211,小平市,Kodaira-shi,,20.51,9.36
平成26,2014,3,13212,日野市,Hino-shi,,27.55,12.57
平成26,2014,3,13213,東村山市,Higashimurayama-shi,,17.14,7.82
平成26,2014,3,13214,国分寺市,Kokubunji-shi,,11.46,5.23
平成26,2014,3,13215,国立市,Kunitachi-shi,,8.15,3.72
平成26,2014,3,13218,福生市,Fussa-shi,,10.16,4.64
平成26,2014,3,13219,狛江市,Komae-shi,,6.39,2.92
平成26,2014,3,13220,東大和市,Higashiyamato-shi,,13.42,6.13
平成26,2014,3,13221,清瀬市,Kiyose-shi,,10.23,4.67
平成26,2014,3,13222,東久留米市,Higashikurume-shi,,12.88,5.88
平成26,2014,3,13223,武蔵村山市,Musashimurayama-shi,,15.32,6.99
平成26,2014,3,13224,多摩市,Tama-shi,,21.01,9.59
平成26,2014,3,13225,稲城市,Inagi-shi,,17.97,8.2
平成26,2014,3,13227,羽村市,Hamura-shi,,9.9,4.52
平成26,2014,3,13228,あきる野市,Akiruno-shi,,73.47,33.53
平成26,2014,3,13229,西東京市,Nishitokyo-shi,,15.75,7.19
平成26,2014,1,13300,郡部,All gun,,375.86,171.56
平成26,2014,3,13303,瑞穂町,Mizuho-machi,,16.85,7.69
平成26,2014,3,13305,日の出町,Hinode-machi,,28.07,12.81
平成26,2014,3,13307,檜原村,Hinohara-mura,,105.41,48.11
平成26,2014,3,13308,奥多摩町,Okutama-machi,,225.53,102.94
平成26,2014,1,13350,島部,All islands,,404.13,184.46
平成26,2014,2,13360,大島支庁,Oshima-shicho,,140.98,64.35
平成26,2014,3,13361,大島町,Oshima-machi,,90.76,41.43
平成26,2014,3,13362,利島村,Toshima-mura,,4.12,1.88
平成26,2014,3,13363,新島村,Niijima-mura,,27.52,12.56
平成26,2014,3,13364,神津島村,Kozushima-mura,,18.58,8.48
平成26,2014,2,13380,三宅支庁,Miyake-shicho,,75.81,34.6
平成26,2014,3,13381,三宅村,Miyake-mura,,55.27,25.23
平成26,2014,3,13382,御蔵島村,Mikurajima-mura,,20.54,9.38
平成26,2014,2,13400,八丈支庁,Hachijo-shicho,,82.99,37.88
平成26,2014,3,13401,八丈町,Hachijo-machi,,72.21,32.96
平成26,2014,3,13402,青ヶ島村,Aogashima-mura,,5.96,2.72
平成26,2014,3,,その他,Others ,3),4.81,2.2
平成26,2014,2,13420,小笠原支庁,Ogasawara-shicho,,104.35,47.63
平成26,2014,3,13421,小笠原村,Ogasawara-mura,,104.35,47.63
,,,,,,,,
東京都統計年鑑 （平成26年）TOKYO STATISTICAL YEARBOOK ( 2014 )　1  土地・気象 1   LAND AND CLIMATE,,,,,,,,
1-1  地域別土地面積（平成22～26年） 1-1  LAND AREA BY DISTRICT ( 2010-2014 ),,,,,,,,
各年10月1日現在,,,,,,,,
Figures are as of Oct. 1 of each year. ,,,,,,,,
この面積は，国土交通省国土地理院が公表した「全国都道府県市区町村別面積調」及び都総務局行政部が算出した基準で区分した。なお，面積の計測方法は，平成26年より，従来の2万5千分1地形図に基づく計測方法から電子国土基本図に基づく計測方法に変更されている。,,,,,,,,
"Land area is classified according to the ""Statistical reports on the land area by prefectures and municipalities in Japan"" prepared by the Geospatial Information Authority of Japan， Ministry of Land， Infrastructure， Transport and Tourism， and standards determined by the Local Administration Division， Bureau of General Affairs， TMG. The measurement method was changed in 2014 from one based on the 1:25，000 Topographic Map to one based on the Digital Japan Basic Map.",,,,,,,,
注1) 荒川河口部は境界の一部が未定のため，未定部分の面積を表示している。,,,,,,,,
2) 中央防波堤埋立地は所属未定のため，未定部分の面積を表示している。,,,,,,,,
3) 八丈支庁の 「その他」 は， 鳥島， ベヨネース列岩， 須美寿島及び孀婦岩である。,,,,,,,,
Note: 1) Area that does not fall under any municipality jurisdiction due to undetermined borders.,,,,,,,,
2) Area that does not fall under any municipality jurisdiction due to undetermined jurisdiction.,,,,,,,,
"3) ""Others"" of Hachijo-shicho refer to Tori-shima， Beyonesu-retsugan， Sumisu-jima and Sofu-gan.",,,,,,,,
資料：国土交通省国土地理院「全国都道府県市区町村別面積調」 Source: Ministry of Land， Infrastructure， Transport and Tourism,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:各支庁　3:区市町村),,,,,,,,
