年度末,End of fiscal year,地域階層,地区コード,地域,District,総人口 (A) Total population 1),排水区域 Areas served by sewerage system／人口 (B) Population,排水区域 Areas served by sewerage system／計画面積 Planned area (ha),排水区域 Areas served by sewerage system／面積 Area　(ha),処理区域 Areas served by sewerage system and sewage treatment system／人口 Population,処理区域 Areas served by sewerage system and sewage treatment system／計画面積 Planned area (ha),処理区域Areas served by sewerage system and sewage treatment system／面積 Area (ha),終末処理場数 Number of sewage treatment plants 2),終末処理場数 Number of sewage treatment plants,普及率 (B／A) Sewerage system coverage (%),,,
平成26,2014,2,13111,大田区,Ota-ku,709907,709588,4804,4797,709588,4804,4797,-,1,100,,,
平成26,2014,2,13112,世田谷区,Setagaya-ku,877833,877347,5726,5708,877347,5726,5708,-,-,100,,,
平成26,2014,2,13113,渋谷区,Shibuya-ku,218091,218091,1511,1511,218091,1511,1511,-,-,100,,,
平成26,2014,2,13114,中野区,Nakano-ku,318530,318530,1566,1566,318530,1566,1566,-,1,100,,,
平成26,2014,2,13115,杉並区,Suginami-ku,549998,549676,3338,3332,549676,3338,3332,-,-,100,,,
平成26,2014,2,13116,豊島区,Toshima-ku,277323,277323,1299,1299,277323,1299,1299,-,-,100,,,
平成26,2014,2,13117,北区,Kita-ku,338854,338854,1836,1836,338854,1836,1836,-,1,100,,,
平成26,2014,2,13118,荒川区,Arakawa-ku,209449,209449,887,887,209449,887,887,-,1,100,,,
平成26,2014,2,13119,板橋区,Itabashi-ku,546414,546344,2997,2994,546344,2997,2994,-,1,100,,,
平成26,2014,2,13120,練馬区,Nerima-ku,716377,716142,4684,4677,716142,4684,4677,-,-,100,,,
平成26,2014,2,13121,足立区,Adachi-ku,675654,672276,4787,4778,672276,4787,4778,-,2,100,,,
平成26,2014,2,13122,葛飾区,Katsushika-ku,450838,449641,2996,2961,449641,2996,2961,-,1,100,,,
平成26,2014,2,13123,江戸川区,Edogawa-ku,681951,680833,4043,4037,680833,4043,4037,-,1,100,,,
平成26,2014,1,13200,市部,All shi,4112017,4079729,51113,47797,4079560,51113,47644,7,12,99,,,
平成26,2014,2,13201,八王子市,Hachioji-shi,561055,557312,8739,8396,557234,8739,8394,1,2,99,,,
平成26,2014,2,13202,立川市,Tachikawa-shi,179040,179040,2278,2172,179040,2278,2172,-,1,100,,,
平成26,2014,2,13203,武蔵野市,Musashino-shi,142899,142899,1073,1073,142899,1073,1073,-,-,100,,,
平成26,2014,2,13204,三鷹市,Mitaka-shi,182570,182570,1650,1644,182570,1650,1644,-,1,100,,,
平成26,2014,2,13205,青梅市,Ome-shi,137108,132324,2367,2124,132324,2367,2124,-,-,97,,,
平成26,2014,2,13206,府中市,Fuchu-shi,255346,255346,2725,2725,255346,2725,2725,1,1,100,,,
平成26,2014,2,13207,昭島市,Akishima-shi,112826,112747,1504,1378,112747,1504,1378,1,1,100,,,
平成26,2014,2,13208,調布市,Chofu-shi,224703,224703,2037,1955,224703,2037,1955,-,-,100,,,
平成26,2014,2,13209,町田市,Machida-shi,426659,419634,5421.93,4906.08,419634,5421.93,4906.08,-,2,98,,,
平成26,2014,2,13210,小金井市,Koganei-shi,117671,117671,1133,1133,117671,1133,1133,-,-,100,,,
平成26,2014,2,13211,小平市,Kodaira-shi,187328,187328,2046,2046,187328,2046,2046,-,-,100,,,
平成26,2014,2,13212,日野市,Hino-shi,181936,172025,2397,2228,172025,2397,2228,1,1,95,,,
平成26,2014,2,13213,東村山市,Higashimurayama-shi,150993,150993,1696,1696,150993,1696,1696,-,-,100,,,
平成26,2014,2,13214,国分寺市,Kokubunji-shi,119527,119141,1148,1138.53,119141,1148,1138.53,-,-,100,,,
平成26,2014,2,13215,国立市,Kunitachi-shi,74546,74546,792,792,74546,792,792,1,1,100,,,
平成26,2014,2,13218,福生市,Fussa-shi,58643,58643,1000,653,58643,1000,653,-,-,100,,,
平成26,2014,2,13219,狛江市,Komae-shi,79244,79244,582,582,79244,582,582,-,-,100,,,
平成26,2014,2,13220,東大和市,Higashiyamato-shi,86092,86043,1009,983,86043,1009,983,-,-,100,,,
平成26,2014,2,13221,清瀬市,Kiyose-shi,74266,74252,1019,869,74252,1019,869,1,1,100,,,
平成26,2014,2,13222,東久留米市,Higashikurume-shi,116610,116610,1292,1292,116610,1292,1292,-,-,100,,,
平成26,2014,2,13223,武蔵村山市,Musashimurayama-shi,71984,71979,1290,1159,71979,1290,1159,-,-,100,,,
平成26,2014,2,13224,多摩市,Tama-shi,147633,147619,2019,2014,147619,2019,2014,-,-,100,,,
平成26,2014,2,13225,稲城市,Inagi-shi,86950,85811,1747,1026,85811,1747,1026,1,1,99,,,
平成26,2014,2,13227,羽村市,Hamura-shi,56412,56412,905,905,56412,905,822,-,-,100,,,
平成26,2014,2,13228,あきる野市,Akiruno-shi,81619,76480,1658,1322,76389,1658,1254,-,-,94,,,
平成26,2014,2,13229,西東京市,Nishitokyo-shi,198357,198357,1585,1585,198357,1585,1585,-,-,100,,,
平成26,2014,1,13300,郡部,All gun,58628,55918,1831,1564.62,55180,1831,1512.62,-,1,95,,,
平成26,2014,2,13303,瑞穂町,Mizuho-machi,33713,32696,830,748,32696,830,748,-,-,97,,,
平成26,2014,2,13305,日の出町,Hinode-machi,17059,17054,700,527,17054,700,527,-,-,100,,,
平成26,2014,2,13307,檜原村,Hinohara-mura,2373,1927,102,90.62,1866,102,90.62,-,-,81,,,
平成26,2014,2,13308,奥多摩町,Okutama-machi,5483,4241,199,199,3564,199,147,-,1,77,,,
平成26,2014,1,13350,島部,All islands,2837,1839,87,72,1839,87,72,-,1,65,,,
平成26,2014,2,13363,新島村,Niijima-mura,2837,1839,87,72,1839,87,72,-,1,65,,,
,,,,,,,,,,,,,,,,,,
6-8  地域別下水道の普及状況 （平成24～26年度末） ,,,,,,,,,,,,,,,,,,
6-8 SEWERAGE SERVICE BY DISTRICT ( End of Fiscal Years 2012～2014 ) ,,,,,,,,,,,,,,,,,,
　注． 1) 総人口は， 住民基本台帳人口である。 ,,,,,,,,,,,,,,,,,,
            2) 終末処理場の （　） 内の数値は流域下水道にかかるものであり， 内数である。 ,,,,,,,,,,,,,,,,,,
　　    3) 島部に関しては，新島村のみ公共下水道である。 ,,,,,,,,,,,,,,,,,,
　Note: 1) Total population data from the Basic Resident Register. ,,,,,,,,,,,,,,,,,,
          　2) Figures in parentheses show the number of sewage treatment plants for a regional sewerage system within the total number  (figures on the right). ,,,,,,,,,,,,,,,,,,
             3) In the islands， only Niijima-mura is served by public sewer.,,,,,,,,,,,,,,,,,,
資料：都下水道局総務部広報サービス課，同都市整備局都市基盤部調整課 ,,,,,,,,,,,,,,,,,,
　Source : Bureau of Sewerage， T.M.G.， Bureau of Urban Development， T.M.G.,,,,,,,,,,,,,,,,,, 
