年度,Fiscal year,地域階層,地域コード,地域,District,総数 Total,大気汚染 Air pollution,水質汚濁 Water pollution,土壌汚染 Soil pollution,騒音 Noises,振動 Vibration,地盤沈下 Ground subsidence,悪臭 Offensive odors,典型7公害以外計 Other pollution
平成26,2014,2,13119,板橋区,Itabashi-ku,250,48,1,-,141,34,-,23,3
平成26,2014,2,13120,練馬区,Nerima-ku,179,45,1,-,92,25,-,15,1
平成26,2014,2,13121,足立区,Adachi-ku,333,55,-,1,198,32,-,43,4
平成26,2014,2,13122,葛飾区,Katsushika-ku,134,25,1,-,76,11,-,16,5
平成26,2014,2,13123,江戸川区,Edogawa-ku,401,38,1,1,316,19,-,26,-
平成26,2014,1,13200,市部,All shi,2363,748,45,8,784,65,-,267,446
平成26,2014,2,13201,八王子市,Hachioji-shi,227,129,2,2,60,7,-,26,1
平成26,2014,2,13202,立川市,Tachikawa-shi,145,58,1,-,49,-,-,14,23
平成26,2014,2,13203,武蔵野市,Musashino-shi,68,10,-,-,39,9,-,9,1
平成26,2014,2,13204,三鷹市,Mitaka-shi,108,27,-,-,51,8,-,20,2
平成26,2014,2,13205,青梅市,Ome-shi,143,81,2,-,48,-,-,11,1
平成26,2014,2,13206,府中市,Fuchu-shi,99,38,-,-,46,2,-,12,1
平成26,2014,2,13207,昭島市,Akishima-shi,50,4,-,1,13,-,-,6,26
平成26,2014,2,13208,調布市,Chofu-shi,88,27,2,-,47,1,-,6,5
平成26,2014,2,13209,町田市,Machida-shi,146,48,1,-,49,12,-,31,5
平成26,2014,2,13210,小金井市,Koganei-shi,102,20,-,-,35,4,-,10,33
平成26,2014,2,13211,小平市,Kodaira-shi,106,37,-,-,49,6,-,10,4
平成26,2014,2,13212,日野市,Hino-shi,63,30,2,-,19,1,-,9,2
平成26,2014,2,13213,東村山市,Higashimurayama-shi,31,17,1,-,12,1,-,-,-
平成26,2014,2,13214,国分寺市,Kokubunji-shi,7,7,-,-,-,-,-,-,-
平成26,2014,2,13215,国立市,Kunitachi-shi,60,5,-,-,26,2,-,26,1
平成26,2014,2,13218,福生市,Fussa-shi,91,14,-,1,17,2,-,6,51
平成26,2014,2,13219,狛江市,Komae-shi,83,11,-,1,11,1,-,6,53
平成26,2014,2,13220,東大和市,Higashiyamato-shi,31,12,3,-,7,2,-,5,2
平成26,2014,2,13221,清瀬市,Kiyose-shi,73,29,-,-,14,1,-,2,27
平成26,2014,2,13222,東久留米市,Higashikurume-shi,79,26,10,-,32,-,-,9,2
平成26,2014,2,13223,武蔵村山市,Musashimurayama-shi,111,24,-,1,35,-,-,9,42
平成26,2014,2,13224,多摩市,Tama-shi,126,30,18,-,67,2,-,9,-
平成26,2014,2,13225,稲城市,Inagi-shi,74,-,1,-,6,1,-,12,54
平成26,2014,2,13227,羽村市,Hamura-shi,29,2,-,-,-,-,-,-,27
平成26,2014,2,13228,あきる野市,Akiruno-shi,145,38,-,1,17,-,-,7,82
平成26,2014,2,13229,西東京市,Nishitokyo-shi,78,24,2,1,35,3,-,12,1
平成26,2014,1,13300,郡部,All gun,94,13,1,-,13,-,-,6,61
平成26,2014,2,13303,瑞穂町,Mizuho-machi,55,10,1,-,9,-,-,4,31
平成26,2014,2,13305,日の出町,Hinode-machi,39,3,-,-,4,-,-,2,30
平成26,2014,2,13307,檜原村,Hinohara-mura,-,-,-,-,-,-,-,-,-
平成26,2014,2,13308,奥多摩町,Okutama-machi,-,-,-,-,-,-,-,-,-
平成26,2014,1,13350,島部,All islands,1,1,-,-,-,-,-,-,-
,,,,,,,,,,,,,,
東京都統計年鑑（平成26年）TOKYO STATISTICAL YEARBOOK ( 2014 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,
19-11 公害の種類別苦情件数（平成22～平成26年度） 19-11 COMPLAINTS ABOUT POLLUTIONS BY KIND  ( Fiscal Years 2010-2014 ),,,,,,,,,,,,,,
注.1) 東京都の窓口への苦情件数分を含む。                     Note.1)  Includes received cases of complaints at Metropolitan office windows,,,,,,,,,,,,,,
資料：都環境局総務部総務課 Source: Bureau of Environment， TMG,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,
