年度,Fiscal year,地域階層,地域コード,項番 Item number,地域,District,ごみ Refuse volume／排出量 Discharged／総計 Total (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／計 Total (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／可燃ごみ Combustibles (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量Volume collected and carried-in／不燃ごみ Non-combustibles (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／粗大ごみ Large-sized refuse (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／資源ごみ Recyclable refuse (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Collected and carried-in refuse／有害ごみ Toxic refuse (t),ごみ Refuse volume／排出量 Discharged／集団回収量 Group-collection recyclables (t),ごみ Refuse volume／中間処分量 Intermediate disposal／焼却 Incinerated (t),ごみ Refuse volume／中間処分量 Intermediate disposal／その他 Others (t),ごみ Refuse volume／最終処分量 Final disposal (t),ごみ Refuse volume／総資源化量 Total recycled amount (t),し尿 Human waste／排出量 Discharged (kl),し尿 Human waste／処分量 Disposed (kl)
平成25,2013,2,13211,11,小平市,Kodaira-shi,51898,49672,33353,5309,1061,9880,69,2226,38815,16320,103,17983,458,458
平成25,2013,2,13212,12,日野市,Hino-shi,44824,43070,26304,5552,1610,9542,62,1754,32504,15659,117,16179,7308,7308
平成25,2013,2,13213,13,東村山市,Higashimurayama-shi,40538,37515,24876,2089,1384,9107,59,3023,25546,12639,-,17313,350,350
平成25,2013,2,13214,14,国分寺市,Kokubunji-shi,31675,29291,17489,1913,746,9097,46,2384,19008,11855,21,14222,305,305
平成25,2013,2,13215,15,国立市,Kunitachi-shi,22730,21408,14370,1802,595,4616,25,1322,16150,7038,-,8092,228,228
平成25,2013,2,13218,16,福生市,Fussa-shi　,17788,16524,11410,682,528,3882,22,1264,12364,5114,31,6522,112,112
平成25,2013,2,13219,17,狛江市,Komae-shi,20702,19275,13183,982,426,4663,21,1427,14333,6092,-,7712,42,42
平成25,2013,2,13220,18,東大和市,Higashiyamato-shi,23514,22435,16070,982,238,5122,23,1079,17114,6366,20,8594,395,395
平成25,2013,2,13221,19,清瀬市,Kiyose-shi,19120,17919,12340,1389,74,4089,27,1201,13493,5579,-,7167,280,280
平成25,2013,2,13222,20,東久留米市,Higashikurume-shi,33956,30461,22047,2141,114,6123,36,3495,23813,8414,-,12956,415,415
平成25,2013,2,13223,21,武蔵村山市,Musashimurayama-shi,21554,20913,14788,1075,314,4709,27,641,16095,6125,23,7553,226,226
平成25,2013,2,13224,22,多摩市,Tama-shi,45730,41205,31839,1136,1225,6957,48,4525,33772,9366,72,15671,412,412
平成25,2013,2,13225,23,稲城市,Inagi-shi,23456,21537,16434,1275,356,3442,30,1919,17817,5103,-,7319,2467,2467
平成25,2013,2,13227,24,羽村市,Hamura-shi,18066,17028,11423,403,599,4579,24,1038,12202,5605,76,6741,536,536
平成25,2013,2,13228,25,あきる野市,Akiruno-shi,25380,23337,15289,2599,670,4744,35,2043,18568,8048,2468,6552,6156,6156
平成25,2013,2,13229,26,西東京市,Nishitokyo-shi,52167,48720,30893,3464,157,14151,55,3447,33712,17827,-,22394,550,550
平成25,2013,1,13300,,郡部,All gun,21117,19683,13547,1654,823,3627,32,1434,15326,6136,905,6167,6060,6060
平成25,2013,2,13303,1,瑞穂町,Mizuho-machi,12009,11653,8029,337,464,2806,17,356,8695,3624,39,4053,1650,1650
平成25,2013,2,13305,2,日の出町,Hinode-machi,5471,4876,3368,807,210,483,8,595,4316,1508,660,1080,523,523
平成25,2013,2,13307,3,檜原村,Hinohara-mura,812,794,433,98,75,188,-,18,591,361,83,213,765,765
平成25,2013,2,13308,4,奥多摩町,Okutama-machi,2825,2360,1717,412,74,150,7,465,1724,643,123,821,3122,3122
平成25,2013,1,13350,,島部,All islands,15540,15539,10865,1661,1375,1610,28,1,11169,2546,3648,1706,24707,24707
平成25,2013,2,13361,1,大島町,Oshima-machi,3877,3877,3252,192,81,345,7,-,3333,625,616,352,9528,9528
平成25,2013,2,13362,2,利島村,Toshima-mura,116,116,100,4,-,12,-,-,102,12,14,10,651,651
平成25,2013,2,13363,3,新島村,Niijima-mura,2332,2332,1149,1136,3,44,-,-,1149,47,1191,42,1908,1908
平成25,2013,2,13364,4,神津島村,Kouzushima-mura,1992,1992,905,67,991,29,-,-,926,207,1011,167,710,710
平成25,2013,2,13381,5,三宅村,Miyake-mura,1634,1634,1170,129,253,82,-,-,1356,465,267,32,2009,2009
平成25,2013,2,13382,6,御蔵島村,Mikurajima-mura,278,278,249,7,12,9,1,-,249,22,29,9,68,68
平成25,2013,2,13401,7,八丈町,Hachijo-machi,4063,4063,3293,106,-,660,4,-,3293,664,361,660,9244,9244
平成25,2013,2,13402,8,青ヶ島村,Aogashima-mura,119,119,76,20,-,23,-,-,76,43,9,23,251,251
平成25,2013,2,13421,9,小笠原村,Ogasawara-mura,1129,1128,671,-,35,406,16,1,685,461,150,411,338,338
,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成26年）TOKYO STATISTICAL YEARBOOK ( 2014 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,,,,,,,
19-9  ごみ ・ し尿 (平成23～平成25年度) 19-9  REFUSE AND HUMAN WASTE ( Fiscal years 2011-2013 ),,,,,,,,,,,,,,,,,,,,
資料：都環境局資源循環推進部一般廃棄物対策課「東京都区市町村清掃事業年報」 Source: Bureau of Environment， TMG        ,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,
