事業所規模,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５～29人,平成23,2011,10月,18,19,16.7,137,152.9,117.5,129.6,142.8,113.3,7.4,10.1,4.2
５～29人,平成23,2011,11月,18.3,19.4,16.9,139.4,156.1,119,131.6,145.5,114.6,7.8,10.6,4.4
５～29人,平成23,2011,12月,18.2,19.3,16.8,139.4,155.6,119.6,131.6,145.1,115.2,7.8,10.5,4.4
30～99人,平成17,2005,年平均,18.4,19.2,17.2,143.7,156.9,123.5,132.8,143.8,116,10.9,13.1,7.5
30～99人,平成18,2006,年平均,18.6,19.4,17.4,146.9,159.7,127.2,135.2,145.4,119.6,11.7,14.3,7.6
30～99人,平成19,2007,年平均,19.1,19.7,18,151.9,163.3,132.1,139.5,148.1,124.6,12.4,15.2,7.5
30～99人,平成20,2008,年平均,18.9,19.4,18,151.1,160.8,133.1,139.5,146.9,125.7,11.6,13.9,7.4
30～99人,平成21,2009,年平均,18.2,19,17,142.1,154.4,124.1,132,142,117.4,10.1,12.4,6.7
30～99人,平成22,2010,年平均,18.5,19.3,17.3,144.4,156.6,126.9,133.9,143.8,119.6,10.5,12.8,7.3
30～99人,平成23,2011,年平均,18.3,19.2,17.1,143.6,156.9,124.6,132.9,143.6,117.7,10.7,13.3,6.9
30～99人,平成23,2011,1月,17.1,17.8,16.1,134,145.3,118.3,124,132.9,111.6,10,12.4,6.7
30～99人,平成23,2011,2月,17.7,18.6,16.3,138.2,151.5,119.6,127.8,138.7,112.6,10.4,12.8,7
30～99人,平成23,2011,3月,18.6,19.6,17.2,145.6,159.2,126.7,135.3,146.2,120.2,10.3,13,6.5
30～99人,平成23,2011,4月,18.9,20,17.5,148.1,162.3,128.4,137.4,149,121.3,10.7,13.3,7.1
30～99人,平成23,2011,5月,17.6,18.4,16.6,138.4,150,122.2,128.4,137.7,115.4,10,12.3,6.8
30～99人,平成23,2011,6月,19.5,20.4,18.2,151.7,165.6,131.7,141.2,152.7,124.8,10.5,12.9,6.9
30～99人,平成23,2011,7月,18.7,19.6,17.5,147,160.8,127.3,136.2,147.4,120.1,10.8,13.4,7.2
30～99人,平成23,2011,8月,18.2,19.1,16.8,143.4,157.5,122.7,133,144.4,116.3,10.4,13.1,6.4
30～99人,平成23,2011,9月,18.5,19.4,17.3,145.2,158.7,125.4,134.3,145.2,118.4,10.9,13.5,7
30～99人,平成23,2011,10月,18.3,19.1,17,143.4,156.8,124.6,132.1,142.4,117.6,11.3,14.4,7
30～99人,平成23,2011,11月,18.5,19.4,17.1,144.7,159,124.5,133.6,145.1,117.4,11.1,13.9,7.1
30～99人,平成23,2011,12月,18.3,19.1,17,143.1,156.7,124.3,131.4,141.8,116.9,11.7,14.9,7.4
100～499人,平成17,2005,年平均,19,19.3,18.3,154.1,161.2,139.5,140.6,146,129.4,13.5,15.2,10.1
100～499人,平成18,2006,年平均,19,19.4,18.1,155,163,139.2,140.7,147,128.3,14.3,16,10.9
100～499人,平成19,2007,年平均,19.2,19.6,18.5,157.2,164.3,143.3,143,148.5,132.2,14.2,15.8,11.1
100～499人,平成20,2008,年平均,19.1,19.6,18.3,157.3,164.7,142.4,143.2,149,131.6,14.1,15.7,10.8
100～499人,平成21,2009,年平均,18.7,19.1,18,152.7,160.1,139.5,138.6,144,129.1,14.1,16.1,10.4
100～499人,平成22,2010,年平均,18.7,19.1,18.1,152.6,160.8,139.4,138.2,144.1,128.6,14.4,16.7,10.8
100～499人,平成23,2011,年平均,18.6,19.1,17.8,151.2,159.9,137.1,137.6,143.9,127.3,13.6,16,9.8
100～499人,平成23,2011,1月,17.5,17.9,16.8,142.5,150.6,129.6,128.7,134.5,119.5,13.8,16.1,10.1
100～499人,平成23,2011,2月,17.9,18.5,17.1,146.1,155.2,131.5,132.3,138.6,122.2,13.8,16.6,9.3
100～499人,平成23,2011,3月,18.9,19.5,17.9,153.3,163.4,137.1,139.3,146.7,127.5,14,16.7,9.6
100～499人,平成23,2011,4月,19.2,19.8,18.4,155.5,164.8,140.9,141.6,148.4,130.8,13.9,16.4,10.1
100～499人,平成23,2011,5月,18,18.3,17.4,145.4,152.9,133.7,132.4,137.8,123.9,13,15.1,9.8
100～499人,平成23,2011,6月,19.7,20.3,18.8,159.1,168.5,144.5,145.4,152.5,134.3,13.7,16,10.2
100～499人,平成23,2011,7月,19.1,19.7,18.2,154.6,163.5,140.5,141.1,147.8,130.5,13.5,15.7,10
100～499人,平成23,2011,8月,18.7,19.3,17.9,151.7,160.4,137.8,138.9,145.5,128.4,12.8,14.9,9.4
100～499人,平成23,2011,9月,18.6,19.1,17.8,151,158.8,138.5,137.8,143.3,128.9,13.2,15.5,9.6
100～499人,平成23,2011,10月,18.5,19,17.6,150.4,159.4,135.6,136.9,143.2,126.5,13.5,16.2,9.1
100～499人,平成23,2011,11月,18.8,19.4,17.8,152.6,162.3,136.9,138.9,146,127.5,13.7,16.3,9.4
100～499人,平成23,2011,12月,18.6,19,17.9,151.7,159.3,138.4,137.3,142.9,127.6,14.4,16.4,10.8
500人以上,平成17,2005,年平均,19,19.3,18.5,153.9,159.7,140.6,139.3,143.6,129.4,14.6,16.1,11.2
500人以上,平成18,2006,年平均,19.1,19.4,18.4,154.7,160.6,141.8,140,144.5,130.1,14.7,16.1,11.7
500人以上,平成19,2007,年平均,19.1,19.3,18.6,156,161.7,144.3,140,144,131.7,16,17.7,12.6
500人以上,平成20,2008,年平均,18.9,19.1,18.5,155.1,160.4,144.1,139.1,142.8,131.4,16,17.6,12.7
500人以上,平成21,2009,年平均,18.7,19.1,18,153.5,159.1,142.2,138.8,142.9,130.5,14.7,16.2,11.7
500人以上,平成22,2010,年平均,18.8,19.2,18.1,154.9,160.3,143.9,139.6,143.5,131.6,15.3,16.8,12.3
500人以上,平成23,2011,年平均,18.8,19.2,18.1,155.1,160.8,143.6,140,144,131.8,15.1,16.8,11.8
500人以上,平成23,2011,1月,17.7,18,16.9,146.5,151.7,135.6,131.3,135.2,123.1,15.2,16.5,12.5
500人以上,平成23,2011,2月,18,18.4,17.2,149.4,155.3,137.5,134,138.2,125.5,15.4,17.1,12
500人以上,平成23,2011,3月,19.4,19.8,18.5,160.3,166.3,147.9,144.1,148.2,135.7,16.2,18.1,12.2
500人以上,平成23,2011,4月,19.5,20,18.6,160.5,167,147.2,144.6,149.3,135.1,15.9,17.7,12.1
500人以上,平成23,2011,5月,17.9,18.3,17.3,149.2,154.3,138.6,134.2,137.8,126.7,15,16.5,11.9
500人以上,平成23,2011,6月,19.7,20,19.1,161.6,167,150.5,146.5,150,139.2,15.1,17,11.3
500人以上,平成23,2011,7月,19.3,19.7,18.5,158.6,164.7,146,144,148.5,134.8,14.6,16.2,11.2
500人以上,平成23,2011,8月,19.1,19.4,18.6,156.6,161.4,147,142.7,146,136.2,13.9,15.4,10.8
500人以上,平成23,2011,9月,18.7,19.1,18,153.6,159.1,142.5,139.6,143.7,131.4,14,15.4,11.1
500人以上,平成23,2011,10月,18.8,19.2,18.2,155.1,160.6,144.1,140.1,144,132.4,15,16.6,11.7
500人以上,平成23,2011,11月,19,19.4,18.2,156.2,162.1,144.2,140.6,144.8,131.9,15.6,17.3,12.3
500人以上,平成23,2011,12月,18.6,19,17.8,153.8,159.7,141.9,138.1,142.5,129.2,15.7,17.2,12.7
,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成23年確報,,,,,,,,,,,,,,,
第８表　規模、性別常用労働者の１人平均月間出勤日数及び実労働時間　（調査産業計）,,,,,,,,,,,,,,,
