規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成22,2010,4月,103.7,1.3,100,108.5,108.6,109.9,98.8,99,106.6,112.8,－,－,－,－,98.1,124.7,100.9,－
30人以上,平成22,2010,5月,93.9,1.1,87.9,95.5,97.5,95.4,91.9,92.5,96.4,99.7,－,－,－,－,84.2,106.9,83.7,－
30人以上,平成22,2010,6月,102,0.6,102.1,106.9,106.8,113.9,102.4,96.6,103.4,109.2,－,－,－,－,96.9,111.6,105.1,－
30人以上,平成22,2010,7月,101.9,-1.7,98.6,108.1,109.3,110.9,103.2,96.9,102.8,109.8,－,－,－,－,87.4,112.3,98,－
30人以上,平成22,2010,8月,97.4,1.5,93.9,103,102.3,106.4,99.5,96.2,99.7,106.4,－,－,－,－,63.5,111.7,90.7,－
30人以上,平成22,2010,9月,97.6,2.7,91.3,104.2,102.9,104.4,96.7,96.6,98.6,103,－,－,－,－,88.6,108.6,89.5,－
30人以上,平成22,2010,10月,97.8,-0.6,92.8,102.6,102.8,106.8,97.7,94.8,99.3,102.7,－,－,－,－,88.8,109.4,91.3,－
30人以上,平成22,2010,11月,99.3,2.1,93.1,105.2,105.2,107.1,98.9,97,100.6,104.7,－,－,－,－,93.2,109.6,92.4,－
30人以上,平成22,2010,12月,97.3,0.8,88.5,103.2,102.8,98.6,97.2,97.3,99.6,104.1,－,－,－,－,79.2,109,91.5,－
30人以上,平成23,2011,1月,91.9,-0.8,89.7,94.7,93.9,99.4,92.4,91.6,94.9,98.9,－,－,－,－,76,105.8,85.1,－
30人以上,平成23,2011,1月（対前年同月比（％））,－,－,-0.2,-1.3,-0.2,-0.9,0.5,0.1,-1.8,-1.7,-2.3,-1.2,3.2,1.8,0,-1,-2.9,-2.7
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年１月分,,,,,,,,,,,,,,,,,,,,,
第17表　労働時間指数（総実労働時間）,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から平成19年11月改定の日本標準産業分類による表章に変更しています。平成21年以前と接続しない産業は、指数は算出できないため「－」と表記していますが、対前年同月比は実数から算出しています。,,,,,,,,,,,,,,,,,,,,,
