規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成23,2011,1月,99,-0.5,109.7,99.2,102.4,106,109.5,99.4,104.3,101.4,－,－,－,－,92.2,106,113.1,－
５人以上,平成23,2011,2月,98.8,-1.1,108.5,99.9,103.8,106,110.7,100,100.9,101.3,－,－,－,－,93.8,105.4,111.2,－
５人以上,平成23,2011,3月,99.4,-1.7,108.3,101.5,103.1,125.5,111.2,100.7,102.6,100.7,－,－,－,－,96.9,105.7,113.1,－
５人以上,平成23,2011,4月,100.1,-1.4,110,100.7,103.7,118.6,111.2,101.7,103.2,104,－,－,－,－,95.1,108.1,112.1,－
５人以上,平成23,2011,5月,99.1,-0.5,103.7,99.3,102,117.5,109.4,98.6,103.5,98.9,－,－,－,－,93.8,105.7,110.1,－
５人以上,平成23,2011,6月,99.3,-0.3,105.4,98.8,102.5,113.7,110.1,100,101.6,100.8,－,－,－,－,93.9,107.7,112.6,－
５人以上,平成23,2011,7月,99.4,-0.5,106.6,99.9,104,103.4,110,100,101.3,101.8,－,－,－,－,92.2,106.8,110.6,－
５人以上,平成23,2011,8月,98.2,-1.6,107.6,100.6,102.5,99.9,108.8,98.5,99.8,99.4,－,－,－,－,90.3,105.4,110.7,－
５人以上,平成23,2011,9月,98.9,-0.8,106.1,101.2,103.5,100.5,107.9,98.4,101.3,101.1,－,－,－,－,92.8,106.6,109,－
５人以上,平成23,2011,10月,98.7,-0.4,106.3,100.5,103.6,101.4,106.1,100.1,102,99.4,－,－,－,－,93.7,103.9,110.6,－
５人以上,平成23,2011,10月（対前年同月比（％））,－,－,0.3,2.1,1.3,-5.6,-1,-1.6,-1.3,-1.6,-8.2,5.9,-3.6,4.3,-1,-3.5,1,1.3
30人以上,平成15,2003,年平均,96.9,－,102.2,96,108,86.8,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,99.9,3.1,107.1,95.3,107.8,106.7,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,0.1,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
30人以上,平成18,2006,年平均,99.2,-0.8,98.9,96.8,99.5,99.5,98.9,100.9,102.8,96.5,－,－,－,－,101,99.3,98.8,－
30人以上,平成19,2007,年平均,100.5,1.3,99.8,98,99.3,99.8,102,102.1,102.4,99.4,－,－,－,－,100.5,108.3,97.4,－
30人以上,平成20,2008,年平均,100.1,-0.4,101.8,97.7,99.5,103.6,104,104.1,104.6,99.3,－,－,－,－,95.7,104.3,112.4,－
30人以上,平成21,2009,年平均,99.8,-0.3,105.2,101.2,98.1,107.5,106.3,105.1,104.6,97.9,－,－,－,－,94,104.7,116,－
30人以上,平成22,2010,年平均,101,1.2,106.1,99.3,101.3,106.9,109.2,106.1,105.5,99.7,－,－,－,－,98.1,105.6,115.6,－
30人以上,平成22,2010,10月,100.4,0.2,103.5,99.1,101.7,108.2,108.6,105.8,103.7,98.6,－,－,－,－,97.9,104.7,112.5,－
30人以上,平成22,2010,11月,100.5,0,104.7,97,101.6,106.8,110.1,105,104.6,99.7,－,－,－,－,94.9,104.7,114.5,－
30人以上,平成22,2010,12月,101.4,0.4,103.3,101.9,102.2,103,111.6,108.6,103.6,102,－,－,－,－,96.2,105.1,113.9,－
30人以上,平成23,2011,1月,100.6,0.1,107.1,101.4,101.3,107,110.4,102.5,107.3,99,－,－,－,－,94.6,106.6,115.4,－
30人以上,平成23,2011,2月,100.2,-0.6,106,101.4,102.6,107.4,111.6,103.2,102.5,98.9,－,－,－,－,96.4,105,113.3,－
30人以上,平成23,2011,3月,101.3,-0.9,105.8,103.9,102.2,128.3,112,103.9,105,98.5,－,－,－,－,100.3,104.8,116.2,－
30人以上,平成23,2011,4月,101.9,-0.7,107.4,103,103.2,120.5,111.3,105.1,105.7,101.2,－,－,－,－,99.6,106.9,115.9,－
30人以上,平成23,2011,5月,100.3,-0.3,101.2,101.6,101.4,119.4,109.8,101.9,104.1,96.5,－,－,－,－,98.3,103.5,113.5,－
30人以上,平成23,2011,6月,100.6,0.2,102.8,100.3,101.7,115.1,110.3,103.3,102.9,98.4,－,－,－,－,97.8,105.4,116.2,－
30人以上,平成23,2011,7月,100.7,-0.1,104,100.5,103.1,104.3,110.5,103.5,102.6,99.1,－,－,－,－,96.9,105.6,115.8,－
30人以上,平成23,2011,8月,99.4,-1.6,105,100.8,101.6,100.8,109.4,102.2,101.1,97.6,－,－,－,－,94.3,103.6,115.9,－
30人以上,平成23,2011,9月,100.4,-0.4,103.5,102,102.5,101.5,108.5,101.6,102.9,99.8,－,－,－,－,97.2,105.2,113.5,－
30人以上,平成23,2011,10月,100.3,-0.1,103.8,101.4,103.1,103.1,106.6,104.2,104.4,97.3,－,－,－,－,98.2,102,115.9,－
30人以上,平成23,2011,10月（対前年同月比（％））,－,－,0.3,2.3,1.4,-4.7,-1.8,-1.5,0.7,-1.3,-2.2,2.8,-3.6,3.7,0.3,-2.6,3,1.3
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年１０月分,,,,,,,,,,,,,,,,,,,,,
第16表　実質賃金指数（きまって支給する給与）,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から平成19年11月改定の日本標準産業分類による表章に変更しています。平成21年以前と接続しない産業は、指数は算出できないため「－」と表記していますが、対前年同月比は実数から算出しています。,,,,,,,,,,,,,,,,,,,,,
