規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成22,2010,10月,107.4,-0.4,76.7,96.9,92.5,96.8,118.6,110.3,107.2,102.7,－,－,－,－,108.1,118.1,98.5,－
５人以上,平成22,2010,11月,107.6,-0.6,76.2,96.6,92.2,96.9,118.2,110.5,107.3,104,－,－,－,－,108.4,117.7,98.8,－
５人以上,平成22,2010,12月,107.5,-0.6,76.9,96.8,92.1,96.8,117.7,111.5,106.4,103.2,－,－,－,－,108.8,117.7,99.8,－
５人以上,平成23,2011,1月,107.2,-0.2,76.8,96.4,92.1,96.9,117.3,109.8,105.9,103.3,－,－,－,－,108.8,117.2,100.1,－
５人以上,平成23,2011,2月,107.1,-0.1,76.8,96,92.1,97,117.1,109.8,105.5,102.9,－,－,－,－,108.4,116.7,100.1,－
５人以上,平成23,2011,3月,106.5,0,76.6,95.7,91.9,97.3,116.9,109.9,105.7,102.5,－,－,－,－,106.6,117.4,98.2,－
５人以上,平成23,2011,4月,107.2,-0.8,81.6,96.9,93.3,96.5,119.5,112.6,106.5,104.2,－,－,－,－,104,119.2,100.4,－
５人以上,平成23,2011,5月,107.2,-0.5,81.9,97.5,93.4,99,119,112.1,106.5,104.1,－,－,－,－,105.3,118.8,99.5,－
５人以上,平成23,2011,6月,107.5,-0.2,81.7,97.2,92.7,101.1,119.2,112.7,106.5,105.2,－,－,－,－,106.3,119.1,99.5,－
５人以上,平成23,2011,7月,107.4,-0.4,81.4,96.2,92.7,99.7,119.2,112.1,106.7,104.1,－,－,－,－,106.5,118.9,99.1,－
５人以上,平成23,2011,7月（対前年同月比（％））,－,－,5.6,-2.2,-0.3,3.2,0.9,1.8,-0.1,-0.6,0.7,-0.5,-2.7,-6.2,-1.2,0.4,0.8,0.3
30人以上,平成15,2003,年平均,94.3,－,99.3,92.4,90.9,101.5,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,98.3,4.2,59.1,89.3,88,96.5,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,1.7,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
30人以上,平成18,2006,年平均,102.7,2.7,100.2,97.8,100.8,97.9,104.9,103.2,103.8,101.1,－,－,－,－,100.4,104.7,101.7,－
30人以上,平成19,2007,年平均,105,2.3,97.1,96.9,99.7,91.9,109.6,103.2,104.5,105,－,－,－,－,104.9,110,107,－
30人以上,平成20,2008,年平均,108.2,3,94.4,97.1,101.9,86.9,116.6,104.9,105.9,105,－,－,－,－,110.9,117.4,101.5,－
30人以上,平成21,2009,年平均,110.2,1.8,98.1,97.8,99.5,95.1,121.6,107.2,111.1,106,－,－,－,－,111.1,124.1,101.4,－
30人以上,平成22,2010,年平均,109.3,-0.8,101.7,98.2,97,95.6,120.5,107.2,111.1,108.9,－,－,－,－,110.3,125.4,95.2,－
30人以上,平成22,2010,7月,109.6,-0.8,103.2,98.7,97.1,95.3,121,106.7,111.6,110.1,－,－,－,－,110.8,126.2,94.9,－
30人以上,平成22,2010,8月,109.1,-1,104.3,98.5,96.9,95.2,121.1,106,110.8,109.9,－,－,－,－,110.5,126.1,95,－
30人以上,平成22,2010,9月,109.3,-0.7,103.8,98.4,96.7,95.2,120.6,107,111.9,110.3,－,－,－,－,110.5,126,95.9,－
30人以上,平成22,2010,10月,109.1,-0.6,102.8,97.1,96.7,95.1,121.5,107,111.9,107.7,－,－,－,－,111.1,126.1,96.3,－
30人以上,平成22,2010,11月,109.3,-1,102,96.8,96.3,95.3,121.3,106.8,111.8,109.1,－,－,－,－,111.6,126,95.9,－
30人以上,平成22,2010,12月,109.1,-0.9,102.9,96.5,96.1,95,120.8,107.7,110.3,108.2,－,－,－,－,112,126.7,97.4,－
30人以上,平成23,2011,1月,108.8,-0.5,102.8,96.4,96,95.5,120.4,106.1,109.3,108.2,－,－,－,－,112,126.2,97.7,－
30人以上,平成23,2011,2月,108.7,-0.1,102.8,96,96,95.6,120.3,106.3,108.7,108,－,－,－,－,111.6,125.7,97.4,－
30人以上,平成23,2011,3月,108.2,0,102.6,95.8,95.7,96,120.3,106.4,109.3,107.5,－,－,－,－,109.4,127,95.1,－
30人以上,平成23,2011,4月,109.4,-0.6,109.2,97.7,98,95.3,123.2,109.5,110.8,109.7,－,－,－,－,106.3,129.6,98.2,－
30人以上,平成23,2011,5月,109.4,-0.2,109.7,98.4,97.9,98.1,122.8,108.7,110.9,109.2,－,－,－,－,108,129.3,97,－
30人以上,平成23,2011,6月,109.8,0.1,109.4,98.1,96.8,100.4,122.8,109.5,110.8,110.6,－,－,－,－,109.4,129.5,96.9,－
30人以上,平成23,2011,7月,109.6,0,109,97.1,96.6,98.9,122.5,108.9,111,109.5,－,－,－,－,109.6,129.5,96.4,－
30人以上,平成23,2011,7月（対前年同月比（％））,－,－,5.6,-1.6,-0.5,3.8,1.2,2.1,-0.5,-0.5,0.5,-0.4,-4.8,-1.3,-1.1,2.6,1.6,0.3
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年７月分,,,,,,,,,,,,,,,,,,,,,
第20表　常用雇用指数,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から平成19年11月改定の日本標準産業分類による表章に変更しています。平成21年以前と接続しない産業は、指数は算出できないため「－」と表記していますが、対前年同月比は実数から算出しています。,,,,,,,,,,,,,,,,,,,,,
