規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成22,2010,9月,97.6,2.7,91.3,104.2,102.9,104.4,96.7,96.6,98.6,103,－,－,－,－,88.6,108.6,89.5,－
30人以上,平成22,2010,10月,97.8,-0.6,92.8,102.6,102.8,106.8,97.7,94.8,99.3,102.7,－,－,－,－,88.8,109.4,91.3,－
30人以上,平成22,2010,11月,99.3,2.1,93.1,105.2,105.2,107.1,98.9,97,100.6,104.7,－,－,－,－,93.2,109.6,92.4,－
30人以上,平成22,2010,12月,97.3,0.8,88.5,103.2,102.8,98.6,97.2,97.3,99.6,104.1,－,－,－,－,79.2,109,91.5,－
30人以上,平成23,2011,1月,91.9,-0.8,89.7,94.7,93.9,99.4,92.4,91.6,94.9,98.9,－,－,－,－,76,105.8,85.1,－
30人以上,平成23,2011,2月,94.3,-0.1,89.4,102,101,101.7,95.3,95,95.8,97.7,－,－,－,－,77.7,101.5,86.5,－
30人以上,平成23,2011,3月,99.7,-1.9,99.5,109.4,104.1,128.7,100.1,96.5,100.9,108.8,－,－,－,－,87.2,112.5,100.7,－
30人以上,平成23,2011,4月,100.9,-2.7,97.6,108.8,107,114.7,101.2,99.1,101.7,107.7,－,－,－,－,89.2,114.1,94.4,－
30人以上,平成23,2011,5月,94.2,0.3,87.7,97.2,96.1,106.7,93.4,92.7,94.7,100.8,－,－,－,－,86.8,109.8,85.2,－
30人以上,平成23,2011,6月,102.7,0.7,100.5,107.8,107.1,121,102.4,100.4,103.7,109,－,－,－,－,95.7,113.4,99.9,－
30人以上,平成23,2011,6月（対前年同月比（％））,－,－,-1.6,0.8,0.3,6.2,0,3.9,0.3,-0.2,0.6,-1,4.3,2.4,-1.2,1.6,-4.9,0.3
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年６月分,,,,,,,,,,,,,,,,,,,,,
第17表　労働時間指数（総実労働時間）,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から平成19年11月改定の日本標準産業分類による表章に変更しています。平成21年以前と接続しない産業は、指数は算出できないため「－」と表記していますが、対前年同月比は実数から算出しています。,,,,,,,,,,,,,,,,,,,,,
