規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成23,2011,2月,98.9,-1,101.5,97,103,100.3,110.5,105.6,100.8,98.4,－,－,－,－,95.5,103,114.2,－
30人以上,平成23,2011,3月,99.9,-1.5,101.8,98.3,102.9,101.5,110.9,105.9,103.7,97.8,－,－,－,－,99.5,102.4,117.4,－
30人以上,平成23,2011,4月,100.8,-1,103.9,98.9,101.7,102,112,107.6,104.3,100.9,－,－,－,－,99,105.3,115.9,－
30人以上,平成23,2011,5月,99.8,-0.1,97.2,98.6,103,103,111.2,105.8,102.9,95.9,－,－,－,－,97.7,101.8,113.9,－
30人以上,平成23,2011,6月,100.2,0,99.9,97.8,102.9,103.2,111.6,106,102.2,98.3,－,－,－,－,97.5,103.3,118,－
30人以上,平成23,2011,7月,99.9,0.2,100.4,96,104.2,96.7,111.4,106.1,101.2,98.7,－,－,－,－,96.4,103.7,117.8,－
30人以上,平成23,2011,8月,99.3,-1.3,102,97.2,103.2,95.2,111.3,105.8,100.4,97.8,－,－,－,－,94.4,102.1,118.4,－
30人以上,平成23,2011,9月,100.3,-0.5,100.9,98.3,104.2,95.9,110,104.7,102.1,100.4,－,－,－,－,97.6,104,116.9,－
30人以上,平成23,2011,9月（対前年同月比（％））,－,－,0.5,2,0.7,-5.4,-1.1,-6.3,0.3,0.8,-2.9,0.2,-0.5,0.5,-0.5,-0.1,2.2,-0.9
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年９月分,,,,,,,,,,,,,,,,,,,,,
第14表　名目賃金指数（所定内給与）,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から平成19年11月改定の日本標準産業分類による表章に変更しています。平成21年以前と接続しない産業は、指数は算出できないため「－」と表記していますが、対前年同月比は実数から算出しています。,,,,,,,,,,,,,,,,,,,,,
