事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30～99人,平成23,2011,9月,320725,394046,213673,313387,384944,208910,295504,17883,7338,9102,4763
30～99人,平成23,2011,10月,325518,401525,219107,313923,386851,211822,294494,19429,11595,14674,7285
30～99人,平成23,2011,11月,337104,413237,230066,312528,383367,212934,293460,19068,24576,29870,17132
30～99人,平成23,2011,12月,683217,866760,428589,317766,392136,214592,297385,20381,365451,474624,213997
100～499人,平成17,2005,年平均,491137,571734,321385,382797,443139,255707,352041,30756,108340,128595,65678
100～499人,平成18,2006,年平均,497115,584004,322487,383329,446545,256279,352614,30715,113786,137459,66208
100～499人,平成19,2007,年平均,484486,566942,320819,374699,434161,256673,345211,29488,109787,132781,64146
100～499人,平成20,2008,年平均,491655,574847,326738,377087,436547,259215,347606,29481,114568,138300,67523
100～499人,平成21,2009,年平均,462520,541337,321957,366142,425511,260263,338881,27261,96378,115826,61694
100～499人,平成22,2010,年平均,463184,545540,327279,364934,427547,261609,337833,27101,98250,117993,65670
100～499人,平成23,2011,年平均,461110,548339,321350,361679,427388,256400,335284,26395,99431,120951,64950
100～499人,平成23,2011,1月,381685,454847,265696,359348,425556,254384,333257,26091,22337,29291,11312
100～499人,平成23,2011,2月,371313,440290,260205,358277,424904,250956,330852,27425,13036,15386,9249
100～499人,平成23,2011,3月,397906,466795,288753,361198,429137,253551,332611,28587,36708,37658,35202
100～499人,平成23,2011,4月,388596,460644,275103,363958,429961,259988,333907,30051,24638,30683,15115
100～499人,平成23,2011,5月,379825,451346,267155,359106,424287,256424,334353,24753,20719,27059,10731
100～499人,平成23,2011,6月,750066,892308,525191,361390,426189,258947,336267,25123,388676,466119,266244
100～499人,平成23,2011,7月,476980,578596,316752,363007,429154,258706,337441,25566,113973,149442,58046
100～499人,平成23,2011,8月,370996,437393,265612,358123,422525,255906,333795,24328,12873,14868,9706
100～499人,平成23,2011,9月,376370,444332,268073,362227,427483,258243,337894,24333,14143,16849,9830
100～499人,平成23,2011,10月,372915,442689,258926,363176,429601,254659,337330,25846,9739,13088,4267
100～499人,平成23,2011,11月,393507,471609,268328,360283,426999,253353,333381,26902,33224,44610,14975
100～499人,平成23,2011,12月,870671,1022913,607599,370022,432677,261754,342231,27791,500649,590236,345845
500人以上,平成17,2005,年平均,591299,692678,360448,437268,506336,279991,400030,37238,154031,186342,80457
500人以上,平成18,2006,年平均,594616,699352,367378,430019,498832,280721,392586,37433,164597,200520,86657
500人以上,平成19,2007,年平均,583457,682734,378031,425435,490255,291308,387378,38057,158022,192479,86723
500人以上,平成20,2008,年平均,588935,684796,387900,428729,491632,296811,390793,37936,160206,193164,91089
500人以上,平成21,2009,年平均,580065,679706,377633,443702,512645,303637,407231,36471,136363,167061,73996
500人以上,平成22,2010,年平均,594802,697884,383630,449875,519581,307077,412075,37800,144927,178303,76553
500人以上,平成23,2011,年平均,601464,705165,390702,451359,521783,308229,413226,38133,150105,183382,82473
500人以上,平成23,2011,1月,484038,561023,327343,445182,514788,303507,407996,37186,38856,46235,23836
500人以上,平成23,2011,2月,474134,549231,320255,448741,519422,303911,410183,38558,25393,29809,16344
500人以上,平成23,2011,3月,503517,585403,336647,455163,527974,306787,413004,42159,48354,57429,29860
500人以上,平成23,2011,4月,488044,564437,331915,458682,529932,313065,418054,40628,29362,34505,18850
500人以上,平成23,2011,5月,522123,607721,345718,450434,519520,308056,411585,38849,71689,88201,37662
500人以上,平成23,2011,6月,1023590,1223023,618149,452961,522474,311643,415366,37595,570629,700549,306506
500人以上,平成23,2011,7月,672561,794766,424278,449500,517400,311548,411729,37771,223061,277366,112730
500人以上,平成23,2011,8月,459841,531756,313610,450650,520595,308423,415011,35639,9191,11161,5187
500人以上,平成23,2011,9月,462166,535420,314648,446986,516838,306319,411835,35151,15180,18582,8329
500人以上,平成23,2011,10月,472354,546351,322323,447959,517478,307007,412699,35260,24395,28873,15316
500人以上,平成23,2011,11月,495119,576535,330524,456128,528611,309592,416426,39702,38991,47924,20932
500人以上,平成23,2011,12月,1159011,1388953,698916,453925,526445,308818,414836,39089,705086,862508,390098
,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成23年確報,,,,,,,,,,,,,,
第３表　規模、性別常用労働者の１人平均月間現金給与額　（調査産業計）,,,,,,,,,,,,,,
