規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成23,2011,9月（対前年同月比（％））,－,－,-12.3,8,-1.8,6.5,3.6,-10.1,7.9,-4.1,-6.4,1.9,-16.1,-7,-12.8,-3.2,-1,1.9
30人以上,平成15,2003,年平均,101.3,－,402.7,89.7,97.8,69.1,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,115.3,13.8,147,74.9,102.3,108.2,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,-13.3,100,100,100,100,100,100,100,100,－,－,－,－,100,100,100,－
30人以上,平成18,2006,年平均,104.8,4.8,87,125.7,102.9,106.9,94.6,103.7,117.6,121.3,－,－,－,－,95.1,103.6,96.9,－
30人以上,平成19,2007,年平均,109.1,4.1,89.3,153.1,103,129.9,96.9,107.5,128,148.6,－,－,－,－,75.8,113,85.6,－
30人以上,平成20,2008,年平均,108.1,-0.9,72.5,168.8,101,160.8,98.3,98.5,132.2,165.2,－,－,－,－,58.3,117.2,50.7,－
30人以上,平成21,2009,年平均,99.2,-8.2,79.5,166.4,81.9,174.6,95.5,95.8,116.7,152.3,－,－,－,－,40.6,121.8,58.4,－
30人以上,平成22,2010,年平均,102.8,3.6,83,159.4,90.3,172,96.3,98.3,112,153.7,－,－,－,－,43.7,153,64.3,－
30人以上,平成22,2010,9月,97.7,3.3,71.5,162.7,89.1,175.8,91.8,96.8,95,148.6,－,－,－,－,43,137.9,57.5,－
30人以上,平成22,2010,10月,103.9,3.1,75.9,162.7,94.9,187.9,98.2,99.5,110,155.1,－,－,－,－,46,137.9,68.3,－
30人以上,平成22,2010,11月,107,7,74.7,172.7,97.1,183.9,100.5,105,118.8,155.1,－,－,－,－,45,144.8,65.1,－
30人以上,平成22,2010,12月,103.9,3.1,67.7,158.2,92.8,151.6,97.7,110.5,113.8,146.7,－,－,－,－,42,155.2,57.5,－
30人以上,平成23,2011,1月,99.2,0,73.4,159.1,84.1,171,94.1,96.8,107.5,143,－,－,－,－,36,150,58.1,－
30人以上,平成23,2011,2月,100.8,1.6,77.2,175.5,91.3,179.8,100.5,96.8,111.3,141.1,－,－,－,－,42,93.1,60.2,－
30人以上,平成23,2011,3月,102.3,-5.7,75.9,195.5,90.6,350.8,94.5,105.9,97.5,157.9,－,－,－,－,41,144.8,69.4,－
30人以上,平成23,2011,4月,103.1,-8.3,81.6,167.3,88.4,271,99.5,104.1,115,158.9,－,－,－,－,47,136.2,61.3,－
30人以上,平成23,2011,5月,96.9,-5.3,69,157.3,80.4,244.4,93.2,91.3,98.8,148.6,－,－,－,－,40,148.3,53.8,－
30人以上,平成23,2011,6月,100,0,69,145.5,92,221,97.3,105.5,102.5,144.9,－,－,－,－,42,134.5,50,－
30人以上,平成23,2011,7月,99.2,-3,72.8,156.4,88.4,179,96.3,97.7,110,144.9,－,－,－,－,36,139.7,48.9,－
30人以上,平成23,2011,8月,94.6,-2.4,65.8,156.4,83.3,166.9,95,95.9,101.3,135.5,－,－,－,－,20,124.1,43,－
30人以上,平成23,2011,9月,97.7,0,62.7,169.1,85.5,174.2,96.3,93.6,106.3,139.3,－,－,－,－,39,124.1,59.1,－
30人以上,平成23,2011,9月（対前年同月比（％））,－,－,-12.3,3.9,-4,-0.9,4.9,-3.3,11.9,-6.3,9.1,-1.5,-14.1,-12.2,-9.3,-10,2.8,-5.5
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２３年９月分,,,,,,,,,,,,,,,,,,,,,
第19表　労働時間指数（所定外労働時間）,,,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,,,
平成22年１月分から平成19年11月改定の日本標準産業分類による表章に変更しています。平成21年以前と接続しない産業は、指数は算出できないため「－」と表記していますが、対前年同月比は実数から算出しています。,,,,,,,,,,,,,,,,,,,,,
