"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","選択肢A","選択肢B","選択肢C","選択肢D","選択肢E","選択肢F","選択肢G","選択肢H","選択肢I","選択肢J","選択肢K","選択肢L","選択肢M","選択肢N","選択肢O","選択肢P","選択肢Q","選択肢R","選択肢S","選択肢T"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","性・年代別","女性 18～29歳","26","0","3","0","0","3","1","1","0","2","2","0","1","3","0","1","2","5","1","1","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","性・年代別","女性 30～39歳","49","1","2","2","5","2","2","2","4","1","4","0","3","1","1","5","0","8","4","1","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","性・年代別","女性 40～49歳","78","1","0","1","8","0","1","3","4","3","7","0","2","9","6","4","6","10","11","1","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","性・年代別","女性 50～59歳","62","0","0","0","2","2","3","3","2","2","5","2","3","11","2","3","1","9","7","3","2"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","性・年代別","女性 60～69歳","56","2","1","1","1","5","2","1","1","3","5","1","0","8","3","2","6","4","6","2","2"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","性・年代別","女性 70歳以上","42","2","0","2","5","1","0","1","1","2","2","0","5","4","2","4","1","7","2","0","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","性・年代別","女性 無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","性・年代別","無回答","14","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","10"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","職業別","自営業主・家族従業","86","5","1","8","3","3","4","10","3","7","5","2","5","6","4","4","5","5","5","0","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","職業別","会社員・団体職員・公務員","243","4","7","2","20","5","8","4","11","9","21","4","11","23","12","13","10","38","32","7","2"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","職業別","アルバイト・パートタイマー","35","1","0","1","0","1","1","0","0","1","2","1","0","7","1","1","3","6","7","1","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","職業別","家事専業","55","2","0","1","3","3","3","2","2","1","7","0","2","5","4","3","4","5","4","3","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","職業別","学生","13","0","1","0","1","1","1","0","0","1","1","0","0","1","0","2","1","2","0","1","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","職業別","無職","81","0","0","2","3","3","1","2","4","5","8","3","4","10","7","7","4","8","5","1","4"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","職業別","その他","31","1","0","1","1","2","1","3","2","1","1","0","2","2","1","1","4","4","3","1","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","職業別","無回答","14","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","1","0","0","10"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","居住地区別","芝地区","86","13","9","15","31","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","居住地区別","麻布地区","87","0","0","0","0","0","19","21","22","25","0","0","0","0","0","0","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","居住地区別","赤坂地区","81","0","0","0","0","0","0","0","0","0","45","10","26","0","0","0","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","居住地区別","高輪地区","146","0","0","0","0","0","0","0","0","0","0","0","0","54","29","32","31","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","居住地区別","芝浦港南地区","139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69","56","14","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","居住地区別","無回答","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","住居形態別","持家（一戸建）","64","4","0","3","2","2","3","1","2","4","6","2","4","13","3","4","8","0","0","0","3"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","住居形態別","持家（マンション）","267","5","2","3","16","8","6","10","10","16","27","1","12","27","15","15","13","41","36","1","3"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","住居形態別","借家（一戸建）","9","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1","1","1","0","0","2"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","住居形態別","民間の賃貸マンション・アパート","151","4","7","8","11","6","8","4","9","4","12","3","5","11","10","11","7","19","9","2","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","住居形態別","都営住宅・区営住宅・区立住宅","26","0","0","1","1","0","0","0","0","0","0","3","1","3","0","0","0","3","10","4","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","1","7","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","住居形態別","社宅・公務員宿舎","10","0","0","0","0","1","2","2","0","0","0","0","3","0","0","0","0","2","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","住居形態別","寮・寄宿舎・住み込み・間借り","4","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","住居形態別","その他","5","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","1","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","住居形態別","無回答","11","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","10"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","定住意向別","ずっと住み続けていたい","279","10","2","5","13","10","10","13","11","14","28","7","15","28","15","15","16","26","25","5","11"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","定住意向別","当分は住んでいたい","203","3","4","4","11","5","8","8","10","8","15","0","7","19","10","14","12","30","24","6","5"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","0","3","2","2","0","1","0","1","2","2","2","2","6","2","2","3","8","4","2","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","定住意向別","近いうちに区外に転居する予定である","13","0","0","1","3","2","0","0","0","1","0","1","1","0","1","0","0","1","1","0","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","定住意向別","わからない","10","0","0","2","1","0","0","0","0","0","0","0","0","1","0","1","0","3","2","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。","定住意向別","無回答","3","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"

"第33回港区民世論調査クロス集計表・あなたご自身についてQ33-5","Ver202203",,,,,,,,,,,,,,,,,,,,,,,,,
