"年月[西暦]","調査項目","設問","事業","回答者の属性種別","回答者の属性","参加・利用したことがある[人]","内容は知っている[人]","名前は知っている[人]","知らない[人]","無回答[人]","参加・利用したことがある[%]","内容は知っている[%]","名前は知っている[%]","知らない[%]","無回答[%]"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなと森と水会議","年齢","60～69歳","0","4","7","49","0","0.0","6.7","11.7","81.7","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなと森と水会議","年齢","70歳以上","4","7","13","54","6","4.8","8.3","15.5","64.3","7.1"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","性別","男性","4","11","21","120","0","2.6","7.1","13.5","76.9","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","性別","女性","16","14","28","210","3","5.9","5.2","10.3","77.5","1.1"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","年齢","18～29歳","2","2","10","19","0","6.1","6.1","30.3","57.6","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","年齢","30～39歳","3","4","2","56","0","4.6","6.2","3.1","86.2","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","年齢","40～49歳","3","2","11","80","0","3.1","2.1","11.5","83.3","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","年齢","50～59歳","4","3","11","72","0","4.4","3.3","12.2","80.0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","年齢","60～69歳","4","6","2","48","0","6.7","10.0","3.3","80.0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","年齢","70歳以上","4","8","13","56","3","4.8","9.5","15.5","66.7","3.6"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","性別","男性","5","12","14","124","1","3.2","7.7","9.0","79.5","0.6"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","性別","女性","2","15","24","227","3","0.7","5.5","8.9","83.8","1.1"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","年齢","18～29歳","1","1","6","25","0","3.0","3.0","18.2","75.8","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","年齢","30～39歳","0","2","4","59","0","0.0","3.1","6.2","90.8","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","年齢","40～49歳","0","6","8","82","0","0.0","6.3","8.3","85.4","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","年齢","50～59歳","2","7","5","76","0","2.2","7.8","5.6","84.4","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","年齢","60～69歳","2","2","5","51","0","3.3","3.3","8.3","85.0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","年齢","70歳以上","2","9","10","59","4","2.4","10.7","11.9","70.2","4.8"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","性別","男性","2","16","16","120","2","1.3","10.3","10.3","76.9","1.3"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","性別","女性","7","13","40","209","2","2.6","4.8","14.8","77.1","0.7"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","年齢","18～29歳","1","3","6","23","0","3.0","9.1","18.2","69.7","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","年齢","30～39歳","2","3","5","54","1","3.1","4.6","7.7","83.1","1.5"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","年齢","40～49歳","0","1","15","80","0","0.0","1.0","15.6","83.3","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","年齢","50～59歳","2","8","10","70","0","2.2","8.9","11.1","77.8","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","年齢","60～69歳","0","5","9","46","0","0.0","8.3","15.0","76.7","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","年齢","70歳以上","4","9","11","57","3","4.8","10.7","13.1","67.9","3.6"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","性別","男性","6","33","19","97","1","3.8","21.2","12.2","62.2","0.6"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","性別","女性","25","72","47","126","1","9.2","26.6","17.3","46.5","0.4"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","年齢","18～29歳","1","4","2","26","0","3.0","12.1","6.1","78.8","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","年齢","30～39歳","2","12","7","44","0","3.1","18.5","10.8","67.7","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","年齢","40～49歳","4","20","7","65","0","4.2","20.8","7.3","67.7","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","年齢","50～59歳","10","22","18","40","0","11.1","24.4","20.0","44.4","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","年齢","60～69歳","7","18","17","18","0","11.7","30.0","28.3","30.0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","年齢","70歳以上","7","30","15","30","2","8.3","35.7","17.9","35.7","2.4"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","性別","男性","2","7","20","126","1","1.3","4.5","12.8","80.8","0.6"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","性別","女性","6","36","32","195","2","2.2","13.3","11.8","72.0","0.7"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","年齢","18～29歳","1","0","3","29","0","3.0","0.0","9.1","87.9","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","年齢","30～39歳","1","3","8","53","0","1.5","4.6","12.3","81.5","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","年齢","40～49歳","0","10","9","77","0","0.0","10.4","9.4","80.2","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","年齢","50～59歳","3","13","8","66","0","3.3","14.4","8.9","73.3","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","年齢","60～69歳","0","9","7","44","0","0.0","15.0","11.7","73.3","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","年齢","70歳以上","3","8","18","52","3","3.6","9.5","21.4","61.9","3.6"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","性別","男性","2","7","9","136","2","1.3","4.5","5.8","87.2","1.3"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","性別","女性","1","14","28","223","5","0.4","5.2","10.3","82.3","1.8"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","年齢","18～29歳","1","0","3","29","0","3.0","0.0","9.1","87.9","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","年齢","30～39歳","0","6","4","55","0","0.0","9.2","6.2","84.6","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","年齢","40～49歳","1","5","6","84","0","1.0","5.2","6.3","87.5","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","年齢","50～59歳","0","4","5","80","1","0.0","4.4","5.6","88.9","1.1"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","年齢","60～69歳","0","4","7","48","1","0.0","6.7","11.7","80.0","1.7"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","年齢","70歳以上","1","2","12","64","5","1.2","2.4","14.3","76.2","6.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","性別","男性","4","12","8","129","3","2.6","7.7","5.1","82.7","1.9"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","性別","女性","4","27","17","221","2","1.5","10.0","6.3","81.5","0.7"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","年齢","18～29歳","1","0","1","31","0","3.0","0.0","3.0","93.9","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","年齢","30～39歳","1","3","2","59","0","1.5","4.6","3.1","90.8","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","年齢","40～49歳","2","3","4","87","0","2.1","3.1","4.2","90.6","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","年齢","50～59歳","1","8","4","77","0","1.1","8.9","4.4","85.6","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","年齢","60～69歳","0","9","3","47","1","0.0","15.0","5.0","78.3","1.7"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","年齢","70歳以上","4","16","11","49","4","4.8","19.0","13.1","58.3","4.8"

"港区の環境に関する区民アンケート（郵送）調査結果・クロス集計表・区の取組Q8","Ver202003",,,,,,,,,,,,,,
