事業所規模,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30～99人,平成20,2008,年平均,18.9,19.4,18,151.1,160.8,133.1,139.5,146.9,125.7,11.6,13.9,7.4
30～99人,平成21,2009,年平均,18.2,19,17,142.1,154.4,124.1,132,142,117.4,10.1,12.4,6.7
30～99人,平成22,2010,年平均,18.5,19.3,17.3,144.4,156.6,126.9,133.9,143.8,119.6,10.5,12.8,7.3
30～99人,平成23,2011,年平均,18.3,19.2,17.1,143.6,156.9,124.6,132.9,143.6,117.7,10.7,13.3,6.9
30～99人,平成24,2012,年平均,18.9,19.6,18,150.8,164.7,130.7,138.2,148.2,123.8,12.6,16.5,6.9
30～99人,平成25,2013,年平均,18.7,19.3,17.7,148.9,162.7,128.7,136.2,146.1,121.6,12.7,16.6,7.1
30～99人,平成25,2013,1月,17.1,17.7,16.3,136.3,148.5,118.5,124.3,132.7,112,12,15.8,6.5
30～99人,平成25,2013,2月,18.4,19.1,17.3,146.8,161.5,125.3,134.3,145,118.7,12.5,16.5,6.6
30～99人,平成25,2013,3月,18.1,18.9,17.1,144.8,158.9,124.3,132.2,142.4,117.3,12.6,16.5,7
30～99人,平成25,2013,4月,19.2,20,18.2,153.9,168.1,133.3,140.6,151.1,125.4,13.3,17,7.9
30～99人,平成25,2013,5月,18.7,19.3,17.8,149.2,162.2,129.9,136.7,146.2,122.7,12.5,16,7.2
30～99人,平成25,2013,6月,19.2,19.9,18.2,153,167,132.1,140.4,150.6,125.1,12.6,16.4,7
30～99人,平成25,2013,7月,19.3,19.9,18.3,154.4,168.8,132.6,141.5,151.9,125.8,12.9,16.9,6.8
30～99人,平成25,2013,8月,18.5,19.2,17.4,147.7,162.3,125.6,135.2,145.9,119,12.5,16.4,6.6
30～99人,平成25,2013,9月,18.5,19.1,17.6,147.2,160.3,127.9,135.2,144.8,121,12,15.5,6.9
30～99人,平成25,2013,10月,19,19.7,18.1,150.9,164.5,131.4,138.4,148.2,124.3,12.5,16.3,7.1
30～99人,平成25,2013,11月,19.3,20,18.3,154.8,168.5,134.5,140.9,150.6,126.6,13.9,17.9,7.9
30～99人,平成25,2013,12月,18.5,19.1,17.5,147.8,161.1,128.3,134.4,143.7,120.8,13.4,17.4,7.5
100～499人,平成18,2006,年平均,19,19.4,18.1,155,163,139.2,140.7,147,128.3,14.3,16,10.9
100～499人,平成19,2007,年平均,19.2,19.6,18.5,157.2,164.3,143.3,143,148.5,132.2,14.2,15.8,11.1
100～499人,平成20,2008,年平均,19.1,19.6,18.3,157.3,164.7,142.4,143.2,149,131.6,14.1,15.7,10.8
100～499人,平成21,2009,年平均,18.7,19.1,18,152.7,160.1,139.5,138.6,144,129.1,14.1,16.1,10.4
100～499人,平成22,2010,年平均,18.7,19.1,18.1,152.6,160.8,139.4,138.2,144.1,128.6,14.4,16.7,10.8
100～499人,平成23,2011,年平均,18.6,19.1,17.8,151.2,159.9,137.1,137.6,143.9,127.3,13.6,16,9.8
100～499人,平成24,2012,年平均,18.8,19.3,18,152.8,162.7,135.4,138.6,145.5,126.6,14.2,17.2,8.8
100～499人,平成25,2013,年平均,18.5,19,17.7,150.5,160.1,134,136.4,143.1,124.9,14.1,17,9.1
100～499人,平成25,2013,1月,17.3,17.7,16.6,140.9,149.7,125.4,127.5,133.6,116.9,13.4,16.1,8.5
100～499人,平成25,2013,2月,17.8,18.3,17,145.3,155,128.3,131.6,138.5,119.6,13.7,16.5,8.7
100～499人,平成25,2013,3月,18.2,18.7,17.4,149.7,159.4,132.4,135.1,142,122.9,14.6,17.4,9.5
100～499人,平成25,2013,4月,19.3,19.7,18.4,158,168,140.6,142.5,149.5,130.3,15.5,18.5,10.3
100～499人,平成25,2013,5月,18.8,19.2,18.2,152.9,161.7,137.3,138.6,144.7,127.8,14.3,17,9.5
100～499人,平成25,2013,6月,18.9,19.3,18.1,152.2,161.5,135.8,138.6,145.2,127,13.6,16.3,8.8
100～499人,平成25,2013,7月,19.2,19.7,18.4,155.3,165.3,138.2,141.3,148.3,129.3,14,17,8.9
100～499人,平成25,2013,8月,18.6,19,17.9,150.2,159.4,134.4,136.9,143.2,126,13.3,16.2,8.4
100～499人,平成25,2013,9月,18,18.4,17.3,145.9,154.5,130.8,132.6,138.5,122.3,13.3,16,8.5
100～499人,平成25,2013,10月,19,19.5,18,153.5,164.3,135.2,139.4,147.2,126.3,14.1,17.1,8.9
100～499人,平成25,2013,11月,18.9,19.4,18.2,154.5,164.2,138.3,139.7,146.4,128.6,14.8,17.8,9.7
100～499人,平成25,2013,12月,18.2,18.6,17.4,147.4,157.2,130.6,133,139.9,121.3,14.4,17.3,9.3
500人以上,平成18,2006,年平均,19.1,19.4,18.4,154.7,160.6,141.8,140,144.5,130.1,14.7,16.1,11.7
500人以上,平成19,2007,年平均,19.1,19.3,18.6,156,161.7,144.3,140,144,131.7,16,17.7,12.6
500人以上,平成20,2008,年平均,18.9,19.1,18.5,155.1,160.4,144.1,139.1,142.8,131.4,16,17.6,12.7
500人以上,平成21,2009,年平均,18.7,19.1,18,153.5,159.1,142.2,138.8,142.9,130.5,14.7,16.2,11.7
500人以上,平成22,2010,年平均,18.8,19.2,18.1,154.9,160.3,143.9,139.6,143.5,131.6,15.3,16.8,12.3
500人以上,平成23,2011,年平均,18.8,19.2,18.1,155.1,160.8,143.6,140,144,131.8,15.1,16.8,11.8
500人以上,平成24,2012,年平均,19,19.3,18.3,153.9,159.9,142.4,139.5,143.7,131.5,14.4,16.2,10.9
500人以上,平成25,2013,年平均,18.5,18.9,17.8,151.2,157.4,139.7,136.7,141.1,128.6,14.5,16.3,11.1
500人以上,平成25,2013,1月,17.3,17.6,16.9,140.5,145.4,131.4,127,130.3,120.9,13.5,15.1,10.5
500人以上,平成25,2013,2月,17.8,18.2,17.2,146.1,152.2,134.7,131.6,136,123.5,14.5,16.2,11.2
500人以上,平成25,2013,3月,18.3,18.6,17.5,149.6,156.1,137.5,134.7,139.5,126,14.9,16.6,11.5
500人以上,平成25,2013,4月,19.3,19.7,18.6,157.7,163.7,146.5,142.5,146.8,134.5,15.2,16.9,12
500人以上,平成25,2013,5月,18.9,19.2,18.3,153.9,159.7,143,139,143.2,131.1,14.9,16.5,11.9
500人以上,平成25,2013,6月,18.7,19.1,18,152.4,158.8,140.7,138.1,142.5,130.1,14.3,16.3,10.6
500人以上,平成25,2013,7月,19.4,19.9,18.7,159.5,165.3,148.4,144.8,148.8,137.3,14.7,16.5,11.1
500人以上,平成25,2013,8月,18.7,19.1,18,152.6,158.6,141.1,138.5,142.7,130.4,14.1,15.9,10.7
500人以上,平成25,2013,9月,17.6,18,17,144,149.7,133.2,130.3,134.3,122.9,13.7,15.4,10.3
500人以上,平成25,2013,10月,19.3,19.7,18.5,156.8,163.6,143.9,142,146.9,132.6,14.8,16.7,11.3
500人以上,平成25,2013,11月,19,19.5,18.1,154.2,161.3,140.8,139,144.1,129.4,15.2,17.2,11.4
500人以上,平成25,2013,12月,18.1,18.6,17.4,147.2,153.9,134.9,133,137.8,124.3,14.2,16.1,10.6
,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成25年年報,,,,,,,,,,,,,,,
第８表　規模、性別常用労働者の１人平均月間出勤日数及び実労働時間　（調査産業計）,,,,,,,,,,,,,,,
