事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,E 製造業,平成25,2013,2月,18.6,158.2,143.3,14.9,17.3,127,116.6,10.4
30人以上,E 製造業,平成25,2013,3月,18.6,158,142.7,15.3,17.2,127.4,115.9,11.5
30人以上,E 製造業,平成25,2013,4月,19.6,166,150.9,15.1,17.7,131.3,119.4,11.9
30人以上,E 製造業,平成25,2013,5月,18.7,158.2,144.2,14,17,125.4,113.8,11.6
30人以上,E 製造業,平成25,2013,6月,19.4,163.5,149.3,14.2,17.9,130.9,118.7,12.2
30人以上,E 製造業,平成25,2013,7月,19.7,166.9,152.4,14.5,17.7,131.3,119.5,11.8
30人以上,E 製造業,平成25,2013,8月,19.1,161.4,147.3,14.1,17.6,133.4,121.6,11.8
30人以上,E 製造業,平成25,2013,9月,18.2,154.1,140.3,13.8,17.2,127.4,115.7,11.7
30人以上,E 製造業,平成25,2013,10月,19.3,163.6,148.5,15.1,17.3,127.2,115.8,11.4
30人以上,E 製造業,平成25,2013,11月,19.9,168.8,153.6,15.2,18.2,134.7,121.6,13.1
30人以上,E 製造業,平成25,2013,12月,18.8,159.9,145.2,14.7,17.5,130,117.9,12.1
30人以上,F 電気・ガス・熱供給・水道業,平成18,2006,年平均,19,161.5,144.6,16.9,15.2,93.9,92.9,1
30人以上,F 電気・ガス・熱供給・水道業,平成19,2007,年平均,19.1,160.1,144.9,15.2,16,119.5,115.8,3.7
30人以上,F 電気・ガス・熱供給・水道業,平成20,2008,年平均,19.1,160,145,15,16,121.1,117.5,3.6
30人以上,F 電気・ガス・熱供給・水道業,平成21,2009,年平均,18.8,163.8,141.8,22,16.1,111.8,111.7,0.1
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,年平均,19,165,143.2,21.8,17.4,124.4,124.1,0.3
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,年平均,19.3,169.1,142.6,26.5,18.6,135.4,135.1,0.3
30人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,19.4,167,147.7,19.3,17.5,133.1,131.8,1.3
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,年平均,18.6,161.3,140.4,20.9,16.3,123.2,122.4,0.8
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,1月,17.5,153.1,133.2,19.9,15.9,120.4,119.7,0.7
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,2月,18.2,159.4,137.7,21.7,16.4,124.2,123.2,1
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,3月,19,166.4,144.3,22.1,17.2,130.4,128.9,1.5
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,4月,15.9,139.6,120.7,18.9,10.1,76.5,75.7,0.8
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,5月,19.2,165.9,145.2,20.7,16.6,125.9,125.2,0.7
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,6月,19.1,163.7,144.1,19.6,17.1,129,128.6,0.4
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,7月,20.5,176.7,155.4,21.3,18.4,139.7,139.2,0.5
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,8月,19.3,164.4,146.1,18.3,18.5,140.7,140.2,0.5
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,9月,17.9,156.5,135.2,21.3,16.6,124.9,124.2,0.7
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,10月,20.5,178.9,154.5,24.4,18.6,142,141.2,0.8
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,11月,19,166.7,143.6,23.1,17.2,130,129.6,0.4
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,12月,17.8,153.4,133.9,19.5,16.4,123.7,123.2,0.5
30人以上,G 情報通信業,平成18,2006,年平均,19.1,166.7,144.7,22,17,125.9,105.4,20.5
30人以上,G 情報通信業,平成19,2007,年平均,19.4,169.7,148.1,21.6,16.4,113,104.4,8.6
30人以上,G 情報通信業,平成20,2008,年平均,19.3,168.4,146.7,21.7,17.1,121.5,107.2,14.3
30人以上,G 情報通信業,平成21,2009,年平均,19.2,166.2,144.7,21.5,15.9,100.7,96.4,4.3
30人以上,G 情報通信業,平成22,2010,年平均,19.1,165.5,144,21.5,16,103.7,99.2,4.5
30人以上,G 情報通信業,平成23,2011,年平均,19.1,166.1,144.3,21.8,15.5,100.8,96.8,4
30人以上,G 情報通信業,平成24,2012,年平均,19.5,170.3,149,21.3,13.3,96.7,89.7,7
30人以上,G 情報通信業,平成25,2013,年平均,19.2,167.2,146.1,21.1,13,93.2,86.4,6.8
30人以上,G 情報通信業,平成25,2013,1月,17.6,155.1,134.3,20.8,13.2,95.6,88.4,7.2
30人以上,G 情報通信業,平成25,2013,2月,18,161.4,140.3,21.1,12.8,92.7,87,5.7
30人以上,G 情報通信業,平成25,2013,3月,19.1,168.5,146.2,22.3,14.8,108.9,101.4,7.5
30人以上,G 情報通信業,平成25,2013,4月,19.9,173.9,151.7,22.2,13.4,97.9,90.8,7.1
30人以上,G 情報通信業,平成25,2013,5月,19.5,168.7,146.9,21.8,13.8,101.7,93.2,8.5
30人以上,G 情報通信業,平成25,2013,6月,19.5,169.1,148.7,20.4,12.3,88.4,82.1,6.3
30人以上,G 情報通信業,平成25,2013,7月,20.3,174.9,154.1,20.8,12.8,90.5,83.3,7.2
30人以上,G 情報通信業,平成25,2013,8月,19.5,168,147.8,20.2,13.4,98.8,89.4,9.4
30人以上,G 情報通信業,平成25,2013,9月,18.5,159.8,140.1,19.7,12,84.1,78.1,6
30人以上,G 情報通信業,平成25,2013,10月,20.1,173.9,152.5,21.4,14.5,101.8,94.2,7.6
30人以上,G 情報通信業,平成25,2013,11月,19.7,170.9,148.9,22,12,85.8,80.4,5.4
30人以上,G 情報通信業,平成25,2013,12月,18.8,162.1,141.7,20.4,11.7,82.1,76.8,5.3
30人以上,"H 運輸業,郵便業",平成18,2006,年平均,20,178.1,152.9,25.2,12.1,73.2,67.4,5.8
30人以上,"H 運輸業,郵便業",平成19,2007,年平均,20.4,179.9,154.2,25.7,15.2,106.3,94.9,11.4
30人以上,"H 運輸業,郵便業",平成20,2008,年平均,20.4,182.5,157.9,24.6,14.9,108.1,98.3,9.8
30人以上,"H 運輸業,郵便業",平成21,2009,年平均,20.2,174.6,152.3,22.3,15.6,111,100.5,10.5
30人以上,"H 運輸業,郵便業",平成22,2010,年平均,20.2,176,153.1,22.9,15.7,109,99.3,9.7
30人以上,"H 運輸業,郵便業",平成23,2011,年平均,20.2,178.6,154.6,24,16,108.3,98.4,9.9
30人以上,"H 運輸業,郵便業",平成24,2012,年平均,19.8,180.5,158.3,22.2,17.8,112.5,102.6,9.9
30人以上,"H 運輸業,郵便業",平成25,2013,年平均,19.4,176.6,155.5,21.1,17.4,113.5,102.2,11.3
30人以上,"H 運輸業,郵便業",平成25,2013,1月,18.7,167.7,146.6,21.1,17,107.6,95.8,11.8
30人以上,"H 運輸業,郵便業",平成25,2013,2月,18.8,170.8,151.9,18.9,17.4,110.1,100.2,9.9
30人以上,"H 運輸業,郵便業",平成25,2013,3月,18.7,169.4,151.3,18.1,17.2,109.8,99.6,10.2
30人以上,"H 運輸業,郵便業",平成25,2013,4月,19.9,182.2,160.1,22.1,18,113.4,103.4,10
30人以上,"H 運輸業,郵便業",平成25,2013,5月,19.5,175.8,156.9,18.9,17.2,112.2,101.8,10.4
30人以上,"H 運輸業,郵便業",平成25,2013,6月,19.9,179.7,160.1,19.6,17.8,111.3,101.7,9.6
30人以上,"H 運輸業,郵便業",平成25,2013,7月,19.9,183.7,159.7,24,17.7,138.2,125.5,12.7
30人以上,"H 運輸業,郵便業",平成25,2013,8月,20.1,184.4,162.2,22.2,17.7,111.1,100.8,10.3
30人以上,"H 運輸業,郵便業",平成25,2013,9月,19.2,172.8,154,18.8,16.6,108.9,98.4,10.5
30人以上,"H 運輸業,郵便業",平成25,2013,10月,19.3,177.5,157,20.5,17.4,109.1,98.8,10.3
30人以上,"H 運輸業,郵便業",平成25,2013,11月,19.8,179.8,155.2,24.6,17.2,111.1,98.9,12.2
30人以上,"H 運輸業,郵便業",平成25,2013,12月,19.4,175.8,150.9,24.9,17.4,118.5,100.3,18.2
30人以上,"I 卸売業,小売業",平成18,2006,年平均,19.9,162.4,151.7,10.7,17.2,98.5,95.9,2.6
30人以上,"I 卸売業,小売業",平成19,2007,年平均,20,164.4,153,11.4,17.6,106.6,103.1,3.5
30人以上,"I 卸売業,小売業",平成20,2008,年平均,19.9,162.3,152.2,10.1,17.5,108.1,104.4,3.7
30人以上,"I 卸売業,小売業",平成21,2009,年平均,19.7,160.1,149.5,10.6,16.4,99.9,96.3,3.6
30人以上,"I 卸売業,小売業",平成22,2010,年平均,19.7,159.2,149,10.2,16,97.8,94.7,3.1
30人以上,"I 卸売業,小売業",平成23,2011,年平均,19.6,157.7,148.1,9.6,15.9,97.9,94,3.9
30人以上,"I 卸売業,小売業",平成24,2012,年平均,20,162.3,151.9,10.4,16.9,100.5,98.5,2
30人以上,"I 卸売業,小売業",平成25,2013,年平均,19.8,161.6,151.1,10.5,16.8,99.4,97.2,2.2
30人以上,"I 卸売業,小売業",平成25,2013,1月,18.4,150.6,140.3,10.3,16.5,98.1,95.8,2.3
30人以上,"I 卸売業,小売業",平成25,2013,2月,19.4,158,148,10,16.6,98.3,96.3,2
30人以上,"I 卸売業,小売業",平成25,2013,3月,19.3,157.5,146.7,10.8,16.2,96.4,94.4,2
30人以上,"I 卸売業,小売業",平成25,2013,4月,20.5,168,156.6,11.4,17.1,101.2,99.2,2
30人以上,"I 卸売業,小売業",平成25,2013,5月,19.9,161.8,151.3,10.5,16.8,100.3,97.9,2.4
30人以上,"I 卸売業,小売業",平成25,2013,6月,20.4,165.7,155.5,10.2,17.1,99.1,97.1,2
30人以上,"I 卸売業,小売業",平成25,2013,7月,20.6,168.3,158.4,9.9,17,100.1,97.8,2.3
30人以上,"I 卸売業,小売業",平成25,2013,8月,19.7,159.8,149.9,9.9,17.1,101.6,99.2,2.4
30人以上,"I 卸売業,小売業",平成25,2013,9月,19.3,157,147.2,9.8,16.8,98.9,96.7,2.2
30人以上,"I 卸売業,小売業",平成25,2013,10月,20.4,165.3,155,10.3,16.7,98.2,96,2.2
30人以上,"I 卸売業,小売業",平成25,2013,11月,20.2,165,154.1,10.9,17.1,100.8,98.4,2.4
30人以上,"I 卸売業,小売業",平成25,2013,12月,19.8,162,150.6,11.4,17,100.7,98.2,2.5
30人以上,"J 金融業,保険業",平成18,2006,年平均,19.4,158.1,142,16.1,16.9,117.2,113.1,4.1
30人以上,"J 金融業,保険業",平成19,2007,年平均,19.2,157.3,141.6,15.7,16,110.2,104.9,5.3
30人以上,"J 金融業,保険業",平成20,2008,年平均,19.1,156.7,140.9,15.8,15.5,105.6,101,4.6
30人以上,"J 金融業,保険業",平成21,2009,年平均,19.2,160.6,143.6,17,15.4,101.6,98.7,2.9
30人以上,"J 金融業,保険業",平成22,2010,年平均,19.2,160.5,143.4,17.1,15.7,106.9,103.6,3.3
30人以上,"J 金融業,保険業",平成23,2011,年平均,19.2,159.5,143.2,16.3,16,109.3,105.4,3.9
30人以上,"J 金融業,保険業",平成24,2012,年平均,19.5,160.9,143.3,17.6,16.5,109.6,105.2,4.4
30人以上,"J 金融業,保険業",平成25,2013,年平均,19.2,160.2,141.4,18.8,16.1,106,101.2,4.8
30人以上,"J 金融業,保険業",平成25,2013,1月,17.9,147.2,130.7,16.5,15.1,100.4,95.9,4.5
30人以上,"J 金融業,保険業",平成25,2013,2月,17.7,146.9,129.8,17.1,15.2,100.1,95.7,4.4
30人以上,"J 金融業,保険業",平成25,2013,3月,18.6,154.8,136.2,18.6,15.5,103.2,98.1,5.1
30人以上,"J 金融業,保険業",平成25,2013,4月,19.9,166.3,145.8,20.5,16.2,108.1,102.2,5.9
30人以上,"J 金融業,保険業",平成25,2013,5月,20.1,167.6,147.8,19.8,16.8,110.6,105.1,5.5
30人以上,"J 金融業,保険業",平成25,2013,6月,19.3,161.4,142.3,19.1,16.4,108.5,103.7,4.8
30人以上,"J 金融業,保険業",平成25,2013,7月,20.4,175.5,155.1,20.4,16.7,110,105.7,4.3
30人以上,"J 金融業,保険業",平成25,2013,8月,19.7,164.3,145.6,18.7,16.6,109.3,104.9,4.4
30人以上,"J 金融業,保険業",平成25,2013,9月,18.1,151.9,134.4,17.5,15.7,104.8,100.2,4.6
30人以上,"J 金融業,保険業",平成25,2013,10月,20.3,168.7,149.1,19.6,16.3,106.3,101.7,4.6
30人以上,"J 金融業,保険業",平成25,2013,11月,19.3,162.4,142.4,20,16.4,107.4,102.6,4.8
30人以上,"J 金融業,保険業",平成25,2013,12月,18.7,156,137.7,18.3,15.9,103.8,99.2,4.6
30人以上,"K 不動産業,物品賃貸業",平成18,2006,年平均,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成19,2007,年平均,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成20,2008,年平均,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成21,2009,年平均,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成22,2010,年平均,19.8,163.8,148.9,14.9,17.5,97.9,95.3,2.6
30人以上,"K 不動産業,物品賃貸業",平成23,2011,年平均,19.8,162.4,147.6,14.8,17.5,96.8,94.4,2.4
30人以上,"K 不動産業,物品賃貸業",平成24,2012,年平均,19.8,164.3,149.8,14.5,17.3,94.7,91.5,3.2
30人以上,"K 不動産業,物品賃貸業",平成25,2013,年平均,19.4,161.2,147.5,13.7,17.3,92,89,3
30人以上,"K 不動産業,物品賃貸業",平成25,2013,1月,18.1,150.6,137.8,12.8,15.6,88.1,84.8,3.3
30人以上,"K 不動産業,物品賃貸業",平成25,2013,2月,18.6,154.6,140.9,13.7,16.8,94.3,90.9,3.4
30人以上,"K 不動産業,物品賃貸業",平成25,2013,3月,19.2,159.1,144.1,15,16.7,93.5,90.2,3.3
30人以上,"K 不動産業,物品賃貸業",平成25,2013,4月,19.9,168.2,152.3,15.9,18.3,92.2,88.8,3.4
30人以上,"K 不動産業,物品賃貸業",平成25,2013,5月,19.8,164.8,150.4,14.4,17.5,90,86.8,3.2
30人以上,"K 不動産業,物品賃貸業",平成25,2013,6月,19.9,165.1,151.5,13.6,17.3,89.5,86.7,2.8
30人以上,"K 不動産業,物品賃貸業",平成25,2013,7月,20.4,167.6,154.6,13,17.7,92.5,89.8,2.7
30人以上,"K 不動産業,物品賃貸業",平成25,2013,8月,19.6,161.1,149.2,11.9,17.7,93.3,90.6,2.7
30人以上,"K 不動産業,物品賃貸業",平成25,2013,9月,18.5,153.1,141,12.1,17.4,92.6,89.9,2.7
30人以上,"K 不動産業,物品賃貸業",平成25,2013,10月,20.1,165.4,151.5,13.9,17.2,90.2,87.5,2.7
30人以上,"K 不動産業,物品賃貸業",平成25,2013,11月,20.1,166.3,152.1,14.2,17.9,97.5,94.4,3.1
30人以上,"K 不動産業,物品賃貸業",平成25,2013,12月,19,158,144.5,13.5,17.2,90.4,87.2,3.2
30人以上,"L 学術研究,専門・技術サービス業",平成18,2006,年平均,－,－,－,－,－,－,－,－
30人以上,"L 学術研究,専門・技術サービス業",平成19,2007,年平均,－,－,－,－,－,－,－,－
30人以上,"L 学術研究,専門・技術サービス業",平成20,2008,年平均,－,－,－,－,－,－,－,－
30人以上,"L 学術研究,専門・技術サービス業",平成21,2009,年平均,－,－,－,－,－,－,－,－
30人以上,"L 学術研究,専門・技術サービス業",平成22,2010,年平均,19.6,166.4,145.1,21.3,14.9,102.6,98.2,4.4
30人以上,"L 学術研究,専門・技術サービス業",平成23,2011,年平均,19.4,163.2,142.8,20.4,14.7,97.5,92.9,4.6
30人以上,"L 学術研究,専門・技術サービス業",平成24,2012,年平均,19.9,170.6,148.9,21.7,14.4,96.2,94.1,2.1
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,年平均,19.8,171.5,148,23.5,14.5,102.2,99.1,3.1
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,1月,17.2,148,127.5,20.5,13,88.6,86.7,1.9
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,2月,19.6,167.1,145.1,22,13.2,90.7,88.6,2.1
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,3月,19.5,171.9,149,22.9,14,96.5,93.4,3.1
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,4月,21.1,184.8,158.8,26,15,106.3,103.8,2.5
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,5月,20.5,178.2,151.1,27.1,14.6,102,99.3,2.7
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,6月,20.2,174.4,150.4,24,15,107.1,103.8,3.3
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,7月,20.3,174.5,151.3,23.2,15.7,114.2,110.4,3.8
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,8月,20.1,173.8,150.7,23.1,15,109.8,106.4,3.4
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,9月,19,164.1,141.8,22.3,14.1,97.5,93.4,4.1
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,10月,20.4,176.3,152.8,23.5,15.1,105.5,102.4,3.1
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,11月,20.7,179.7,154.8,24.9,15,106.5,103.3,3.2
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,12月,19.1,164.7,141.9,22.8,14,98.2,95.1,3.1
30人以上,"M 宿泊業,飲食サービス業",平成18,2006,年平均,－,－,－,－,－,－,－,－
30人以上,"M 宿泊業,飲食サービス業",平成19,2007,年平均,－,－,－,－,－,－,－,－
30人以上,"M 宿泊業,飲食サービス業",平成20,2008,年平均,－,－,－,－,－,－,－,－
30人以上,"M 宿泊業,飲食サービス業",平成21,2009,年平均,－,－,－,－,－,－,－,－
30人以上,"M 宿泊業,飲食サービス業",平成22,2010,年平均,20.5,171.1,159.4,11.7,13.6,77.7,74.9,2.8
30人以上,"M 宿泊業,飲食サービス業",平成23,2011,年平均,20.2,170.4,160.4,10,13.4,77,74.6,2.4
30人以上,"M 宿泊業,飲食サービス業",平成24,2012,年平均,21.1,177.9,163.1,14.8,15.5,89.3,86.4,2.9
30人以上,"M 宿泊業,飲食サービス業",平成25,2013,年平均,20.7,180.3,163,17.3,14.8,84.2,81.5,2.7
30人以上,"M 宿泊業,飲食サービス業",平成25,2013,1月,20.7,180.1,164.8,15.3,14.4,82.1,78.6,3.5
30人以上,"M 宿泊業,飲食サービス業",平成25,2013,2月,19.7,167,152.4,14.6,14,80.8,77.8,3
30人以上,"M 宿泊業,飲食サービス業",平成25,2013,3月,20.4,174.8,159.2,15.6,14.8,85.5,82.1,3.4
30人以上,"M 宿泊業,飲食サービス業",平成25,2013,4月,21.3,184.8,166.2,18.6,14.6,84.3,81,3.3
30人以上,"M 宿泊業,飲食サービス業",平成25,2013,5月,21.1,181.9,165.7,16.2,15.1,84.7,82.1,2.6
30人以上,"M 宿泊業,飲食サービス業",平成25,2013,6月,20.5,177.4,161.3,16.1,15,84.6,82.2,2.4
30人以上,"M 宿泊業,飲食サービス業",平成25,2013,7月,21.1,184.1,167.9,16.2,15.1,85.3,82.9,2.4
30人以上,"M 宿泊業,飲食サービス業",平成25,2013,8月,20.8,181.5,164.8,16.7,14.8,84.6,82.1,2.5
