事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30～99人,平成22,2010,年平均,381190,467914,257432,313958,382141,216658,296186,17772,67232,85773,40774
30～99人,平成23,2011,年平均,380620,473063,249991,312362,384215,210828,294107,18255,68258,88848,39163
30～99人,平成24,2012,年平均,360119,433785,252791,297553,355315,213397,276656,20897,62566,78470,39394
30～99人,平成25,2013,年平均,362110,434470,255525,295867,352010,213169,274793,21074,66243,82460,42356
30～99人,平成25,2013,1月,298433,358498,210630,290311,348430,205354,269227,21084,8122,10068,5276
30～99人,平成25,2013,2月,297440,356136,211831,293600,351111,209718,272933,20667,3840,5025,2113
30～99人,平成25,2013,3月,332242,404756,226566,295638,354723,209533,274240,21398,36604,50033,17033
30～99人,平成25,2013,4月,314254,374148,227328,296733,353046,215004,275134,21599,17521,21102,12324
30～99人,平成25,2013,5月,302154,358991,218832,294332,349118,214018,273600,20732,7822,9873,4814
30～99人,平成25,2013,6月,518307,626513,357095,294180,348347,213479,272852,21328,224127,278166,143616
30～99人,平成25,2013,7月,404592,487335,279842,296100,351399,212728,274907,21193,108492,135936,67114
30～99人,平成25,2013,8月,308667,366799,220425,299833,354691,216560,279257,20576,8834,12108,3865
30～99人,平成25,2013,9月,308709,366787,222219,297981,352942,216132,278656,19325,10728,13845,6087
30～99人,平成25,2013,10月,314057,377137,222737,295093,351207,213859,274523,20570,18964,25930,8878
30～99人,平成25,2013,11月,322605,384821,230718,298567,353668,217189,276244,22323,24038,31153,13529
30～99人,平成25,2013,12月,620289,747351,435610,297977,355459,214429,275888,22089,322312,391892,221181
100～499人,平成18,2006,年平均,497115,584004,322487,383329,446545,256279,352614,30715,113786,137459,66208
100～499人,平成19,2007,年平均,484486,566942,320819,374699,434161,256673,345211,29488,109787,132781,64146
100～499人,平成20,2008,年平均,491655,574847,326738,377087,436547,259215,347606,29481,114568,138300,67523
100～499人,平成21,2009,年平均,462520,541337,321957,366142,425511,260263,338881,27261,96378,115826,61694
100～499人,平成22,2010,年平均,463184,545540,327279,364934,427547,261609,337833,27101,98250,117993,65670
100～499人,平成23,2011,年平均,461110,548339,321350,361679,427388,256400,335284,26395,99431,120951,64950
100～499人,平成24,2012,年平均,441651,527527,293396,353440,417815,242303,325489,27951,88211,109712,51093
100～499人,平成25,2013,年平均,444146,529158,297152,353237,416451,243934,324806,28431,90909,112707,53218
100～499人,平成25,2013,1月,370538,441048,248064,353367,418904,239531,326265,27102,17171,22144,8533
100～499人,平成25,2013,2月,356916,421540,243177,351193,415798,237487,323423,27770,5723,5742,5690
100～499人,平成25,2013,3月,381323,450929,258564,353544,416644,242259,323993,29551,27779,34285,16305
100～499人,平成25,2013,4月,378409,444377,262319,359667,420896,251916,328607,31060,18742,23481,10403
100～499人,平成25,2013,5月,368679,432158,257068,354437,415235,247541,325526,28911,14242,16923,9527
100～499人,平成25,2013,6月,709420,860070,448483,353683,416441,244981,324453,29230,355737,443629,203502
100～499人,平成25,2013,7月,453687,543670,299506,351221,412847,245628,324214,27007,102466,130823,53878
100～499人,平成25,2013,8月,360742,425715,248203,350270,412347,242748,323021,27249,10472,13368,5455
100～499人,平成25,2013,9月,387121,457940,264854,352903,415856,244218,326109,26794,34218,42084,20636
100～499人,平成25,2013,10月,366537,433692,253028,353080,417155,244776,325909,27171,13457,16537,8252
100～499人,平成25,2013,11月,378041,446402,262994,356665,422192,246387,326935,29730,21376,24210,16607
100～499人,平成25,2013,12月,813272,989893,513414,348886,413198,239701,319262,29624,464386,576695,273713
500人以上,平成18,2006,年平均,594616,699352,367378,430019,498832,280721,392586,37433,164597,200520,86657
500人以上,平成19,2007,年平均,583457,682734,378031,425435,490255,291308,387378,38057,158022,192479,86723
500人以上,平成20,2008,年平均,588935,684796,387900,428729,491632,296811,390793,37936,160206,193164,91089
500人以上,平成21,2009,年平均,580065,679706,377633,443702,512645,303637,407231,36471,136363,167061,73996
500人以上,平成22,2010,年平均,594802,697884,383630,449875,519581,307077,412075,37800,144927,178303,76553
500人以上,平成23,2011,年平均,601464,705165,390702,451359,521783,308229,413226,38133,150105,183382,82473
500人以上,平成24,2012,年平均,584344,693067,381267,446986,524593,302029,409881,37105,137358,168474,79238
500人以上,平成25,2013,年平均,598707,711086,388677,451491,530172,304441,413861,37630,147216,180914,84236
500人以上,平成25,2013,1月,451823,532999,303267,439587,517739,296564,404991,34596,12236,15260,6703
500人以上,平成25,2013,2月,463990,546641,309105,450912,530249,302237,413516,37396,13078,16392,6868
500人以上,平成25,2013,3月,488189,575869,324617,455782,537284,303736,417458,38324,32407,38585,20881
500人以上,平成25,2013,4月,477497,558132,326807,462039,542727,311250,423156,38883,15458,15405,15557
500人以上,平成25,2013,5月,499250,589916,326961,450855,527321,305549,412291,38564,48395,62595,21412
500人以上,平成25,2013,6月,1032113,1248321,633438,447106,526310,301059,409031,38075,585007,722011,332379
500人以上,平成25,2013,7月,638042,763250,402239,446750,522300,304468,409745,37005,191292,240950,97771
500人以上,平成25,2013,8月,467639,549047,312518,451328,527450,306279,413588,37740,16311,21597,6239
500人以上,平成25,2013,9月,475835,558686,319566,453688,532735,304592,417875,35813,22147,25951,14974
500人以上,平成25,2013,10月,468069,547322,319592,455571,533300,309947,418165,37406,12498,14022,9645
500人以上,平成25,2013,11月,468141,551009,313643,454716,534250,306433,415134,39582,13425,16759,7210
500人以上,平成25,2013,12月,1247869,1513076,761508,449795,530673,301473,411616,38179,798074,982403,460035
,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成25年年報,,,,,,,,,,,,,,
第３表　規模、性別常用労働者の１人平均月間現金給与額　（調査産業計）,,,,,,,,,,,,,,
