事業所規模,産業,和暦年,西暦年,年平均・月,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,1727,1384,343,27,22,5,24,21,3,1730,1385,345,2.4,2.2,3.4
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,1月,1817,1447,370,40,30,10,32,26,6,1825,1451,374,0.9,0.8,1.1
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,2月,1825,1485,340,11,7,4,23,21,2,1813,1471,342,1,1,1.5
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,3月,1813,1430,383,22,15,7,36,31,5,1799,1414,385,1.1,1.1,1
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,4月,1799,1503,296,79,61,18,36,29,7,1842,1535,307,2.7,2.3,4.2
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,5月,1842,1460,382,15,13,2,9,7,2,1848,1466,382,2.2,2.1,2.6
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,6月,1848,1495,353,17,17,0,28,28,0,1837,1484,353,2.4,2.3,3.1
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,7月,1837,1448,389,17,14,3,20,18,2,1834,1444,390,2.3,2.2,2.6
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,8月,1834,1472,362,16,14,2,19,18,1,1831,1468,363,2.5,2.3,3.3
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,9月,1831,1468,363,28,27,1,29,28,1,1830,1467,363,2.5,2.3,3.3
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,10月,599,522,77,15,10,5,20,17,3,594,515,79,6.9,6,12.7
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,11月,1825,1431,394,47,39,8,19,17,2,1853,1453,400,2.3,2.2,2.5
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,12月,1853,1443,410,19,15,4,15,11,4,1857,1447,410,2.3,2.3,2.4
30人以上,D 建設業,平成18,2006,年平均,206605,183400,23205,2907,2412,496,2816,2311,505,206696,183501,23196,0.5,0.1,4.1
30人以上,D 建設業,平成19,2007,年平均,209211,182100,27111,3041,2558,483,3024,2547,477,209228,182111,27117,2.7,1.3,12.4
30人以上,D 建設業,平成20,2008,年平均,213696,186399,27297,3137,2683,454,2672,2230,443,214161,186852,27308,2.7,1.3,12.4
30人以上,D 建設業,平成21,2009,年平均,196280,171018,25262,2500,2103,397,2213,1968,246,196567,171153,25413,2.7,1.4,11.5
30人以上,D 建設業,平成22,2010,年平均,197690,171512,26177,2381,2113,268,2601,2215,386,197470,171410,26059,1.7,0.6,8.7
30人以上,D 建設業,平成23,2011,年平均,194039,169422,24618,2091,1823,268,2307,1941,366,193823,169304,24520,1.6,0.6,8.7
30人以上,D 建設業,平成24,2012,年平均,210124,182529,27595,2752,2370,382,2677,2276,401,210199,182623,27576,1.6,0.8,6.4
30人以上,D 建設業,平成25,2013,年平均,212250,183831,28419,2429,2035,395,2591,2317,274,212088,183549,28540,1.8,1,7.1
30人以上,D 建設業,平成25,2013,1月,210003,181324,28679,1871,1733,138,1117,1003,114,210757,182054,28703,1.7,0.9,6.7
30人以上,D 建設業,平成25,2013,2月,210757,183686,27071,1125,871,254,1431,1149,282,210451,183408,27043,1.8,0.9,7.9
30人以上,D 建設業,平成25,2013,3月,210451,183631,26820,1057,915,142,2320,2198,122,209188,182348,26840,1.6,0.8,7.3
30人以上,D 建設業,平成25,2013,4月,209188,182347,26841,12742,10660,2082,3849,3487,362,218081,189520,28561,1.7,0.9,7.2
30人以上,D 建設業,平成25,2013,5月,218081,189521,28560,2936,2646,290,4384,4059,325,216633,188108,28525,1.7,0.9,7.3
30人以上,D 建設業,平成25,2013,6月,216633,185117,31516,1086,953,133,2816,2597,219,214903,183473,31430,1.3,0.7,4.7
30人以上,D 建設業,平成25,2013,7月,214903,184921,29982,1987,1491,496,2307,1796,511,214583,184616,29967,1.8,0.9,7
30人以上,D 建設業,平成25,2013,8月,214583,186142,28441,604,570,34,2635,2340,295,212552,184372,28180,1.8,0.9,7.5
30人以上,D 建設業,平成25,2013,9月,212552,183712,28840,1194,1065,129,2758,2619,139,210988,182158,28830,2,1.1,7.5
30人以上,D 建設業,平成25,2013,10月,210988,182786,28202,1643,1270,373,2822,2629,193,209809,181427,28382,1.9,1.1,7.5
30人以上,D 建設業,平成25,2013,11月,209809,181812,27997,1833,1597,236,2592,2480,112,209050,180929,28121,2.3,1.5,7.5
30人以上,D 建設業,平成25,2013,12月,209050,180974,28076,1075,646,429,2060,1441,619,208065,180179,27886,2.3,1.5,7.5
30人以上,E 製造業,平成18,2006,年平均,524022,403059,120963,7687,5349,2337,7770,5288,2483,523939,403120,120817,8.3,3.5,24.6
30人以上,E 製造業,平成19,2007,年平均,512962,391994,120968,7012,4828,2184,6637,4664,1973,513337,392158,121179,6.2,1.7,20.8
30人以上,E 製造業,平成20,2008,年平均,519505,397808,121697,6573,4684,1889,6470,4586,1884,519608,397906,121702,6,1.7,20.1
30人以上,E 製造業,平成21,2009,年平均,529699,398942,130757,8606,6248,2359,8663,6437,2226,529642,398753,130890,5.3,2.3,14.3
30人以上,E 製造業,平成22,2010,年平均,516447,395325,121122,7690,5803,1887,7952,6101,1851,516185,395027,121158,5.4,2.8,14.1
30人以上,E 製造業,平成23,2011,年平均,512861,392817,120044,6629,5020,1609,7057,5406,1650,512433,392431,120003,5.8,2.9,15.1
30人以上,E 製造業,平成24,2012,年平均,550968,421410,129558,7158,5191,1967,6983,5332,1651,551143,421269,129874,5,2.1,14.3
30人以上,E 製造業,平成25,2013,年平均,544417,415078,129339,6531,4975,1556,7215,5488,1727,543733,414565,129168,5.3,2.2,15.1
30人以上,E 製造業,平成25,2013,1月,551510,419395,132115,4769,3748,1021,7799,6044,1755,548480,417099,131381,5.2,2.2,14.8
30人以上,E 製造業,平成25,2013,2月,544277,413688,130589,2644,1823,821,4347,3041,1306,542574,412470,130104,5.4,2.3,15.5
30人以上,E 製造業,平成25,2013,3月,542574,415036,127538,5928,4697,1231,5309,3995,1314,543193,415738,127455,5.3,2.2,15.5
30人以上,E 製造業,平成25,2013,4月,533377,408169,125208,30073,23237,6836,18039,14740,3299,545411,416666,128745,5.4,2.2,15.6
30人以上,E 製造業,平成25,2013,5月,554943,423744,131199,5883,4122,1761,8780,6890,1890,552046,420976,131070,5.2,2.2,15
30人以上,E 製造業,平成25,2013,6月,552047,420682,131365,3948,2945,1003,7377,5831,1546,548618,417796,130822,5.5,2.2,15.8
30人以上,E 製造業,平成25,2013,7月,548619,419411,129208,6202,4879,1323,8669,6572,2097,546152,417718,128434,4.9,2.1,13.8
30人以上,E 製造業,平成25,2013,8月,546153,416778,129375,2785,2115,670,6913,4887,2026,542025,414006,128019,5.1,2.1,14.9
30人以上,E 製造業,平成25,2013,9月,542026,412704,129322,3105,2368,737,5293,3705,1588,539838,411367,128471,5.2,2.2,14.7
30人以上,E 製造業,平成25,2013,10月,539839,411303,128536,6347,4975,1372,7130,5123,2007,539056,411155,127901,5.1,2.1,14.6
30人以上,E 製造業,平成25,2013,11月,539056,410008,129048,3833,2684,1149,4307,3222,1085,538582,409470,129112,5.4,2.4,15.2
30人以上,E 製造業,平成25,2013,12月,538582,410015,128567,2857,2106,751,2613,1802,811,538826,410319,128507,5.3,2.2,15.2
30人以上,F 電気・ガス・熱供給・水道業,平成18,2006,年平均,36832,31909,4923,317,274,42,346,297,49,36803,31886,4916,3.8,2.1,14.7
30人以上,F 電気・ガス・熱供給・水道業,平成19,2007,年平均,36713,30108,6606,672,570,103,676,572,103,36709,30106,6606,8.2,6.7,15.4
30人以上,F 電気・ガス・熱供給・水道業,平成20,2008,年平均,36676,30215,6461,916,744,172,570,449,122,37022,30510,6511,7.5,6.1,13.8
30人以上,F 電気・ガス・熱供給・水道業,平成21,2009,年平均,31166,27329,3837,637,566,71,535,491,44,31268,27404,3864,1.5,1.4,2.4
30人以上,F 電気・ガス・熱供給・水道業,平成22,2010,年平均,31428,27358,4070,569,490,78,593,538,55,31404,27310,4093,2.2,2.1,2.9
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,年平均,31746,27499,4247,632,543,89,683,587,96,31695,27455,4240,2.8,2.3,6.2
30人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,31375,27563,3812,290,268,21,364,331,33,31301,27500,3800,9.1,7.4,20.7
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,年平均,23454,20564,2890,257,225,32,1232,1078,154,22479,19711,2768,6.8,5.6,15.3
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,1月,31025,27200,3825,645,496,149,346,338,8,31324,27358,3966,9.4,7.7,21.6
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,2月,31324,27358,3966,130,109,21,330,261,69,31124,27206,3918,9.6,7.8,22.2
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,3月,31124,27206,3918,83,83,0,106,68,38,31101,27221,3880,9.6,7.7,22.4
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,4月,31101,27222,3879,870,760,110,12004,10400,1604,19967,17582,2385,5.9,4.9,13.2
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,5月,19967,17582,2385,146,130,16,157,157,0,19956,17555,2401,5.7,4.7,13.1
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,6月,19956,17555,2401,68,68,0,278,274,4,19746,17349,2397,5.8,4.7,13.1
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,7月,19746,17349,2397,427,375,52,630,573,57,19543,17151,2392,5.9,4.9,13.1
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,8月,19543,17151,2392,142,138,4,175,167,8,19510,17122,2388,6,5,13.1
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,9月,19510,17122,2388,72,68,4,165,157,8,19417,17033,2384,6,5,13.2
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,10月,19417,17033,2384,276,268,8,306,289,17,19387,17012,2375,5.9,5,12.7
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,11月,19387,17012,2375,92,84,8,135,123,12,19344,16973,2371,5.9,4.9,12.7
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,12月,19344,16973,2371,138,122,16,150,130,20,19332,16965,2367,5.9,5,12.7
30人以上,G 情報通信業,平成18,2006,年平均,496688,387191,109497,9959,7056,2903,9676,6992,2685,496971,387255,109715,4.1,2.2,10.7
30人以上,G 情報通信業,平成19,2007,年平均,501540,398249,103291,7737,5538,2199,6896,4881,2015,502381,398906,103475,3.9,1.3,13.7
30人以上,G 情報通信業,平成20,2008,年平均,516341,411317,105024,7922,5234,2688,6375,4215,2160,517888,412336,105552,4.8,1.9,16.2
30人以上,G 情報通信業,平成21,2009,年平均,626709,466690,160019,8484,5753,2730,8105,5197,2909,627088,467246,159840,3.5,1.1,10.6
30人以上,G 情報通信業,平成22,2010,年平均,621616,458013,163603,7675,5302,2372,7533,4979,2554,621758,458336,163421,2.4,0.5,7.7
30人以上,G 情報通信業,平成23,2011,年平均,627098,466642,160455,7406,4982,2424,7536,5248,2289,626968,466376,160590,2.2,0.5,7.1
30人以上,G 情報通信業,平成24,2012,年平均,643831,492617,151214,7512,4672,2839,8227,5400,2828,643116,491889,151225,2.9,1.5,7.4
30人以上,G 情報通信業,平成25,2013,年平均,636236,488869,147367,7146,4668,2478,7685,4863,2823,635697,488674,147022,2.5,1.3,6.7
30人以上,G 情報通信業,平成25,2013,1月,636283,487642,148641,8062,4914,3148,5480,3174,2306,638865,489382,149483,2.5,1.2,6.8
30人以上,G 情報通信業,平成25,2013,2月,638865,491051,147814,3530,1928,1602,4496,2698,1798,637899,490281,147618,2.3,1,6.5
30人以上,G 情報通信業,平成25,2013,3月,637899,486307,151592,4780,2879,1901,6905,3457,3448,635774,485729,150045,2.3,1.1,6
30人以上,G 情報通信業,平成25,2013,4月,635774,487890,147884,25865,18075,7790,17620,10695,6925,644019,495270,148749,2.2,1,6.1
30人以上,G 情報通信業,平成25,2013,5月,644019,496556,147463,5493,3290,2203,7665,4762,2903,641847,495084,146763,2.2,1,6.1
30人以上,G 情報通信業,平成25,2013,6月,641847,495278,146569,4266,3094,1172,5790,3737,2053,640323,494635,145688,2.8,1.5,7.2
30人以上,G 情報通信業,平成25,2013,7月,640323,494886,145437,6265,4023,2242,11907,9036,2871,634681,489873,144808,2.8,1.6,6.8
30人以上,G 情報通信業,平成25,2013,8月,634681,488701,145980,5511,3576,1935,9669,6790,2879,630523,485487,145036,1.9,0.9,5.3
30人以上,G 情報通信業,平成25,2013,9月,630523,486760,143763,6514,3913,2601,5198,3249,1949,631839,487424,144415,2.6,1.5,6.4
30人以上,G 情報通信業,平成25,2013,10月,631839,485435,146404,7517,5510,2007,7539,5012,2527,631817,485933,145884,2.3,1,6.8
30人以上,G 情報通信業,平成25,2013,11月,631817,482535,149282,4453,2577,1876,5305,3234,2071,630965,481878,149087,3.4,1.7,8.9
30人以上,G 情報通信業,平成25,2013,12月,630965,483390,147575,3500,2242,1258,4651,2507,2144,629814,483125,146689,3,1.6,7.7
30人以上,"H 運輸業,郵便業",平成18,2006,年平均,263850,203713,60137,4299,2793,1507,4453,3061,1392,263696,203445,60252,13.2,5.9,36.8
30人以上,"H 運輸業,郵便業",平成19,2007,年平均,258076,225819,32256,4788,3864,924,4745,3947,798,258119,225736,32382,11.9,9.4,28.9
30人以上,"H 運輸業,郵便業",平成20,2008,年平均,256995,225139,31856,4677,3887,790,4787,3995,791,256885,225031,31855,10.9,8.7,26.3
30人以上,"H 運輸業,郵便業",平成21,2009,年平均,289302,235423,53879,5454,3798,1656,5117,3782,1335,289639,235439,54200,10.8,9.2,17.8
30人以上,"H 運輸業,郵便業",平成22,2010,年平均,289993,234220,55773,5391,3673,1718,5575,3908,1667,289809,233985,55824,10.5,8.8,17.4
30人以上,"H 運輸業,郵便業",平成23,2011,年平均,292394,235890,56504,5295,3714,1581,4936,3383,1553,292753,236221,56532,11.2,9,20.6
30人以上,"H 運輸業,郵便業",平成24,2012,年平均,372665,311423,61241,5619,4227,1392,6461,5047,1413,371823,310603,61220,14,10.9,30
30人以上,"H 運輸業,郵便業",平成25,2013,年平均,367306,302504,64803,5948,4366,1582,6249,4820,1429,367005,302050,64956,15.6,12.3,30.5
30人以上,"H 運輸業,郵便業",平成25,2013,1月,367564,303595,63969,3671,2398,1273,4274,2887,1387,366961,303106,63855,14.5,11.2,30
30人以上,"H 運輸業,郵便業",平成25,2013,2月,366961,302348,64613,4512,2641,1871,5378,4232,1146,366095,300757,65338,15.5,12.1,31.2
30人以上,"H 運輸業,郵便業",平成25,2013,3月,366095,302680,63415,4739,3553,1186,7544,6103,1441,363290,300130,63160,16.1,12.7,32.2
30人以上,"H 運輸業,郵便業",平成25,2013,4月,363290,298382,64908,19833,15871,3962,13196,10323,2873,369927,303930,65997,15.3,12.1,30
30人以上,"H 運輸業,郵便業",平成25,2013,5月,369927,305722,64205,6042,4009,2033,4750,3109,1641,371219,306622,64597,15.4,12.6,29
30人以上,"H 運輸業,郵便業",平成25,2013,6月,371219,304639,66580,4038,3092,946,5886,4557,1329,369371,303174,66197,16.2,12.9,31.1
30人以上,"H 運輸業,郵便業",平成25,2013,7月,369371,306574,62797,5396,3665,1731,5163,4161,1002,369604,306078,63526,15.8,12.3,32.5
30人以上,"H 運輸業,郵便業",平成25,2013,8月,369604,305379,64225,3361,1983,1378,5253,3998,1255,367712,303364,64348,15.7,12.2,32.1
30人以上,"H 運輸業,郵便業",平成25,2013,9月,367712,302648,65064,5085,3924,1161,7355,6013,1342,365442,300559,64883,15.3,12.5,28.1
30人以上,"H 運輸業,郵便業",平成25,2013,10月,365442,299183,66259,7270,5280,1990,7330,5934,1396,365382,298529,66853,16.6,12.9,33.4
30人以上,"H 運輸業,郵便業",平成25,2013,11月,365382,299766,65616,4071,3204,867,4343,2943,1400,365110,300027,65083,15.5,12.6,29.1
30人以上,"H 運輸業,郵便業",平成25,2013,12月,365110,299129,65981,3357,2770,587,4515,3584,931,363952,298315,65637,14.8,11.9,27.5
30人以上,"I 卸売業,小売業",平成18,2006,年平均,816578,500528,316050,17384,8529,8855,14113,7362,6751,819849,501695,318154,19.8,6.9,40
30人以上,"I 卸売業,小売業",平成19,2007,年平均,829372,506915,322458,15140,7668,7472,15325,7879,7447,829187,506704,322483,21.9,7.7,44.3
30人以上,"I 卸売業,小売業",平成20,2008,年平均,841376,534439,306937,17664,9969,7694,14036,7923,6114,845004,536485,308517,18.8,6.1,40.7
30人以上,"I 卸売業,小売業",平成21,2009,年平均,864251,526661,337590,17432,10508,6924,14904,8646,6257,866779,528523,338257,18.5,6.1,37.9
30人以上,"I 卸売業,小売業",平成22,2010,年平均,867432,519029,348403,14235,6553,7682,14927,7973,6955,866740,517609,349130,17.8,6,35.4
30人以上,"I 卸売業,小売業",平成23,2011,年平均,860570,508127,352443,13231,7525,5706,13434,8015,5419,860367,507637,352730,18.8,6.5,36.6
30人以上,"I 卸売業,小売業",平成24,2012,年平均,902125,509072,393053,12697,6845,5852,15441,7735,7706,899381,508182,391199,23.9,10.4,41.4
30人以上,"I 卸売業,小売業",平成25,2013,年平均,866528,495524,371004,10908,5809,5099,12244,6619,5625,865192,494714,370478,24,10.5,42
30人以上,"I 卸売業,小売業",平成25,2013,1月,875914,497797,378117,7433,3569,3864,12007,6110,5897,871340,495256,376084,24.6,10.7,43
30人以上,"I 卸売業,小売業",平成25,2013,2月,871340,502132,369208,8780,4506,4274,13150,6449,6701,866970,500189,366781,24.1,10.3,42.7
30人以上,"I 卸売業,小売業",平成25,2013,3月,866970,495327,371643,9490,4524,4966,11870,6167,5703,864590,493684,370906,24.4,10.7,42.7
30人以上,"I 卸売業,小売業",平成25,2013,4月,864590,492216,372374,31067,17826,13241,26163,14954,11209,869494,495088,374406,23.7,10.2,41.5
30人以上,"I 卸売業,小売業",平成25,2013,5月,869494,498274,371220,12183,6067,6116,11177,5663,5514,870500,498678,371822,23.3,10.2,40.9
30人以上,"I 卸売業,小売業",平成25,2013,6月,870500,492778,377722,8659,4763,3896,10011,5125,4886,869148,492416,376732,24.4,10.7,42.3
30人以上,"I 卸売業,小売業",平成25,2013,7月,869148,501045,368103,8150,4616,3534,10679,6614,4065,866619,499047,367572,23.2,10.1,41
30人以上,"I 卸売業,小売業",平成25,2013,8月,866619,500623,365996,9380,5489,3891,11487,6371,5116,864512,499741,364771,23.3,10.2,41.4
30人以上,"I 卸売業,小売業",平成25,2013,9月,864512,490886,373626,7386,4176,3210,11632,5362,6270,860266,489700,370566,23.8,10.6,41.2
30人以上,"I 卸売業,小売業",平成25,2013,10月,860266,491897,368369,10694,6691,4003,12704,7791,4913,858256,490797,367459,24.5,10.9,42.6
30人以上,"I 卸売業,小売業",平成25,2013,11月,858256,490475,367781,10185,4721,5464,7714,3518,4196,860727,491678,369049,23.3,10.3,40.7
30人以上,"I 卸売業,小売業",平成25,2013,12月,860727,492841,367886,7483,2759,4724,8329,5302,3027,859881,490298,369583,25.1,11.1,43.6
30人以上,"J 金融業,保険業",平成18,2006,年平均,307963,178665,129298,7007,4008,2999,5936,3424,2512,309034,179249,129785,7.4,2.4,14.5
30人以上,"J 金融業,保険業",平成19,2007,年平均,326280,191431,134848,8234,4772,3462,6564,3982,2582,327950,192221,135728,6,2.1,11.6
30人以上,"J 金融業,保険業",平成20,2008,年平均,334470,193913,140557,6577,3725,2852,6334,3865,2469,334713,193773,140940,6.2,1.9,12.1
30人以上,"J 金融業,保険業",平成21,2009,年平均,307911,188403,119508,6722,3939,2783,6099,3878,2221,308534,188464,120070,4.7,1.6,9.6
30人以上,"J 金融業,保険業",平成22,2010,年平均,316464,187333,129131,7056,4155,2901,6562,4223,2339,316958,187265,129693,4.5,1.7,8.6
30人以上,"J 金融業,保険業",平成23,2011,年平均,316874,180997,135877,5419,3359,2059,5495,3583,1912,316798,180773,136024,5.2,2.1,9.3
30人以上,"J 金融業,保険業",平成24,2012,年平均,323215,175246,147969,6463,3520,2943,6690,4011,2679,322988,174755,148233,9,0.9,18.4
30人以上,"J 金融業,保険業",平成25,2013,年平均,322572,171725,150847,6206,3274,2932,6252,3513,2739,322526,171486,151040,9.6,0.8,19.5
30人以上,"J 金融業,保険業",平成25,2013,1月,321784,171520,150264,4090,2003,2087,4556,2381,2175,321318,171142,150176,9.6,0.9,19.5
30人以上,"J 金融業,保険業",平成25,2013,2月,321318,171449,149869,2182,1240,942,3650,1976,1674,319850,170713,149137,9.6,0.8,19.7
30人以上,"J 金融業,保険業",平成25,2013,3月,319850,172604,147246,5007,2225,2782,5501,2531,2970,319356,172298,147058,9.8,0.8,20.3
30人以上,"J 金融業,保険業",平成25,2013,4月,319356,170516,148840,22357,12533,9824,15908,10106,5802,325805,172943,152862,9.3,0.7,19
30人以上,"J 金融業,保険業",平成25,2013,5月,325805,172882,152923,5510,2598,2912,5649,2779,2870,325666,172701,152965,9.4,0.7,19.2
30人以上,"J 金融業,保険業",平成25,2013,6月,325666,172708,152958,2667,1274,1393,3074,1743,1331,325259,172239,153020,9.4,0.8,19.1
30人以上,"J 金融業,保険業",平成25,2013,7月,325259,172169,153090,9289,5506,3783,11753,7369,4384,322795,170306,152489,9.6,0.8,19.4
30人以上,"J 金融業,保険業",平成25,2013,8月,322795,173400,149395,3208,1830,1378,3218,1944,1274,322785,173286,149499,9.3,0.7,19.2
30人以上,"J 金融業,保険業",平成25,2013,9月,322785,173196,149589,2852,1038,1814,3233,1330,1903,322404,172904,149500,9.4,0.7,19.3
30人以上,"J 金融業,保険業",平成25,2013,10月,322404,169918,152486,11806,5886,5920,12331,6867,5464,321879,168937,152942,9.9,0.8,19.8
30人以上,"J 金融業,保険業",平成25,2013,11月,321879,171905,149974,3361,2037,1324,3281,1718,1563,321959,172224,149735,9.5,0.8,19.4
30人以上,"J 金融業,保険業",平成25,2013,12月,321959,168434,153525,2138,1113,1025,2868,1413,1455,321229,168134,153095,9.9,0.9,19.8
30人以上,"K 不動産業,物品賃貸業",平成18,2006,年平均,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成19,2007,年平均,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成20,2008,年平均,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成21,2009,年平均,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,"K 不動産業,物品賃貸業",平成22,2010,年平均,109769,74309,35459,1822,1125,697,1712,1020,691,109879,74414,35465,17.2,9.9,32.6
30人以上,"K 不動産業,物品賃貸業",平成23,2011,年平均,110601,73666,36935,2180,1330,849,2068,1299,770,110713,73697,37014,17.5,11.1,30.4
