設置,施設名,郵便番号,所在地,経度,緯度,座標系,電話番号,定員
区市町村,中清戸地域市民センター,204-0012,清瀬市中清戸４－８４７－５,139.52788,35.78493,JGD2011,042-494-7211,-
区市町村,松山地域市民センター,204-0022,清瀬市松山２－６－２５,139.51575,35.77155,JGD2011,042-491-5153,-
区市町村,大門町地区センター,203-0011,東久留米市大門町２－１０－５,139.54089,35.7648,JGD2011,042-470-8021,-
区市町村,浅間町地区センター,203-0012,東久留米市浅間町２－２４－１６,139.54146,35.75787,JGD2011,042-422-1013,-
区市町村,ひばりが丘地区センター,203-0022,東久留米市ひばりが丘団地１８５,139.53427,35.74645,JGD2011,042-451-2022,-
区市町村,南町地区センター,203-0031,東久留米市南町３－９－４５,139.52034,35.74057,JGD2011,042-472-1159,-
区市町村,野火止地区センター,203-0041,東久留米市野火止２－１－８３,139.51338,35.76219,JGD2011,042-475-7400,-
区市町村,中央町地区センター,203-0054,東久留米市中央町６－１－１,139.51939,35.75576,JGD2011,042-479-5550,-
区市町村,武蔵村山市第五老人福祉館,208-0002,武蔵村山市神明２－７,139.40135,35.75391,JGD2011,042-567-0883,-
区市町村,武蔵村山市第三老人福祉館,208-0004,武蔵村山市本町４－４０－１,139.38658,35.75829,JGD2011,042-560-9551,-
区市町村,武蔵村山市第一老人福祉館,208-0012,武蔵村山市緑が丘１４６０　１１１１号棟１階,139.40791,35.74292,JGD2011,042-590-0755,-
区市町村,武蔵村山市さいかち老人福祉館,208-0012,武蔵村山市緑が丘１４６０　１１３３号棟１階,139.40791,35.74292,JGD2011,042-562-8080,-
区市町村,武蔵村山市第四老人福祉館,208-0031,武蔵村山市岸町３－４７－７,139.35962,35.74366,JGD2011,042-560-5006,-
区市町村,武蔵村山市第二老人福祉館,208-0034,武蔵村山市残堀２－２２－１,139.37215,35.7477,JGD2011,042-560-3621,-
区市町村,多摩市立東寺方老人福祉館,206-0003,多摩市東寺方６２６－７,139.4371,35.6422,JGD2011,042-372-1668,-
区市町村,多摩市立諏訪老人福祉館,206-0024,多摩市諏訪５－４,139.45081,35.62234,JGD2011,042-373-4666,-
区市町村,多摩市立豊ケ丘老人福祉館,206-0031,多摩市豊ケ丘５－６,139.43442,35.61462,JGD2011,042-376-3636,-
