設置,施設名,郵便番号,所在地,経度,緯度,座標系,電話番号,定員
区市町村,久堅児童館,112-0002,文京区小石川５－２７－７,139.74146,35.71844,JGD2011,03-3815-7715,-
区市町村,柳町児童館,112-0002,文京区小石川１－２３－９,139.75053,35.71401,JGD2011,03-3811-9213,-
区市町村,水道児童館,112-0005,文京区水道１－３－２６,139.74171,35.70906,JGD2011,03-3812-2238,-
区市町村,小日向台町児童館,112-0006,文京区小日向２－２－２,139.73482,35.71336,JGD2011,03-3941-1740,-
区市町村,千石児童館,112-0011,文京区千石１－４－３,139.74319,35.72475,JGD2011,03-3947-9221,-
区市町村,千石西児童館,112-0011,文京区千石３－１５－１５,139.73869,35.72508,JGD2011,03-3944-2865,-
区市町村,大塚児童館,112-0012,文京区大塚６－２２－１９,139.72557,35.72487,JGD2011,03-3943-1632,-
区市町村,目白台児童館,112-0015,文京区目白台１－５－１,139.7206,35.71376,JGD2011,03-3941-8837,-
区市町村,目日台第二児童館,112-0015,文京区目白台３－１８－７,139.72348,35.71765,JGD2011,03-3943-9337,-
区市町村,白山東児童館,113-0001,文京区白山１－２９－１０,139.75258,35.71922,JGD2011,03-3813-6501,-
区市町村,本駒込児童館,113-0021,文京区本駒込５－６３－２,139.75244,35.73381,JGD2011,03-3822-3791,-
区市町村,本駒込南児童館,113-0021,文京区本駒込３－１１－１４,139.75514,35.72791,JGD2011,03-3823-3253,-
区市町村,しおみ児童館,113-0022,文京区千駄木２－２７－８,139.76186,35.72475,JGD2011,03-3827-9129,-
区市町村,根津児童館,113-0031,文京区根津１－１４－３,139.76311,35.71834,JGD2011,03-3824-6466,-
区市町村,本郷児童館,113-0033,文京区本郷５－３０－８,139.75862,35.71175,JGD2011,03-5689-4570,-
区市町村,湯島児童館,113-0033,文京区本郷３－１０－１８,139.76379,35.70407,JGD2011,03-3814-9247,-
区市町村,台東区立谷中児童館,110-0001,台東区谷中５－６－５谷中防災コミュニティセンター内,139.76668,35.72578,JGD2011,03-3824-4043,-
区市町村,池之端児童館,110-0008,台東区池之端２－３－３,139.76691,35.7149,JGD2011,03-3823-6644,-
区市町村,台東児童館,110-0016,台東区台東１－１１－５,139.77644,35.70124,JGD2011,03-3832-8493,-
区市町村,玉姫児童館,111-0022,台東区清川２－２２－１３,139.80383,35.72741,JGD2011,03-3874-6571,-
区市町村,今戸児童館,111-0024,台東区今戸１－３－６,139.80467,35.71895,JGD2011,03-3876-1656,-
区市町村,千束児童館,111-0031,台東区千束３－２０－６,139.79272,35.72279,JGD2011,03-3874-1714,-
区市町村,松が谷児童館,111-0036,台東区松が谷４－１５－１１,139.78609,35.71857,JGD2011,03-3841-6734,-
区市町村,寿児童館,111-0042,台東区寿１－４－５,139.78996,35.70683,JGD2011,03-3844-8602,-
区市町村,横川コミュニティ会館,130-0003,墨田区横川５－９－１,139.81725,35.70591,JGD2011,03-5608-4500,-
区市町村,外手児童館,130-0004,墨田区本所２－６－９,139.80077,35.70309,JGD2011,03-3621-4531,-
他の法人,本所賀川記念館児童クラブ・学童クラブ,130-0005,墨田区東駒形４－６－２,139.80548,35.70623,JGD2011,03-3622-7811,-
区市町村,東駒形コミュニティ会館,130-0005,墨田区東駒形４－１４－１,139.80779,35.70609,JGD2011,03-3623-1141,-
区市町村,江東橋児童館,130-0022,墨田区江東橋１－１５－４,139.80962,35.69584,JGD2011,03-3634-8883,-
区市町村,立川児童館,130-0023,墨田区立川１－５－２,139.79994,35.69039,JGD2011,03-3633-2874,-
区市町村,墨田児童会館,131-0031,墨田区墨田２－３０－１５,139.81886,35.7294,JGD2011,03-3614-7141,-
区市町村,フレンドリープラザ東向島児童館,131-0032,墨田区東向島６－６－１２,139.81963,35.7215,JGD2011,03-3611-2500,-
区市町村,さくら橋コミュニティセンター,131-0033,墨田区向島２－３－８,139.8058,35.71382,JGD2011,03-3623-2181,-
区市町村,梅若橋コミュニティ会館,131-0034,墨田区堤通２－９－１,139.81668,35.73567,JGD2011,03-3616-1101,-
区市町村,八広児童館,131-0041,墨田区八広２－３８－１４,139.82811,35.71611,JGD2011,03-3611-2227,-
区市町村,八広はなみずき児童館,131-0041,墨田区八広４－２７－８,139.8293,35.72468,JGD2011,03-3617-7060,-
区市町村,立花児童館,131-0043,墨田区立花１－２７－９,139.82912,35.70456,JGD2011,03-3619-5781,-
区市町村,中川児童館,131-0043,墨田区立花５－１８－９,139.83092,35.71284,JGD2011,03-3619-7188,-
区市町村,文花児童館,131-0044,墨田区文花１－３２－１１,139.82426,35.70822,JGD2011,03-3619-5753,-
社福法人,興望館地域活動部,131-0046,墨田区京島１－１１－６,139.81757,35.71526,JGD2011,03-3611-1880,-
区市町村,森下児童館,135-0004,江東区森下３－１４－６,139.80293,35.68589,JGD2011,03-3635-1535,-
区市町村,千田児童館,135-0013,江東区千田２１－１８,139.81638,35.68125,JGD2011,03-3647-0108,-
区市町村,東陽児童館,135-0016,江東区東陽５－１６－１３,139.81177,35.67148,JGD2011,03-3647-8190,-
区市町村,平野児童館,135-0023,江東区平野１－２－３,139.79893,35.67817,JGD2011,03-3643-1903,-
区市町村,塩浜児童館,135-0043,江東区塩浜２－５－２０,139.80518,35.66123,JGD2011,03-3647-3902,-
区市町村,古石場児童館,135-0045,江東区古石場１－１１－１１,139.79507,35.66928,JGD2011,03-3641-9532,-
区市町村,辰巳児童館,135-0053,江東区辰巳１－１－３６,139.80833,35.64758,JGD2011,03-3521-3261,-
区市町村,豊洲児童館,135-0061,江東区豊洲４－１０－４－１１１,139.80185,35.65342,JGD2011,03-3531-2079,-
区市町村,東雲児童館,135-0062,江東区東雲２－４－４－１０２,139.79816,35.64365,JGD2011,03-3529-1795,-
区市町村,亀戸第二児童館,136-0071,江東区亀戸１－２４－６,139.8242,35.69462,JGD2011,03-3685-8098,-
区市町村,亀戸児童館,136-0071,江東区亀戸２－１－１９,139.82028,35.69795,JGD2011,03-3685-5944,-
区市町村,亀戸第三児童館,136-0071,江東区亀戸７－３９－９,139.83957,35.6968,JGD2011,03-3636-5341,-
区市町村,大島児童館,136-0072,江東区大島７－２８－１－１０４,139.84024,35.693,JGD2011,03-3682-9494,-
区市町村,大島第二児童館,136-0072,江東区大島４－５－１,139.82713,35.68911,JGD2011,03-3637-2591,-
区市町村,小名木川児童館,136-0073,江東区北砂５－２０－５－１０１,139.83211,35.68379,JGD2011,03-3640-1941,-
区市町村,東砂児童館,136-0074,江東区東砂７－１５－３,139.83995,35.67421,JGD2011,03-3646-0461,-
区市町村,東砂第二児童館,136-0074,江東区東砂２－１３－１３,139.84155,35.6857,JGD2011,03-3646-1814,-
区市町村,南砂児童館,136-0076,江東区南砂２－３－１７,139.82301,35.6719,JGD2011,03-3649-8507,-
区市町村,北品川児童センター,140-0001,品川区北品川２－７－２１,139.74411,35.61884,JGD2011,03-3471-2360,-
区市町村,東品川児童センター,140-0002,品川区東品川１－３４－９,139.74596,35.61913,JGD2011,03-3472-5806,-
区市町村,南品川児童センター,140-0004,品川区南品川４－５－２８,139.73991,35.6139,JGD2011,03-3450-5043,-
区市町村,東大井児童センター,140-0011,品川区東大井３－４－４,139.73846,35.60338,JGD2011,03-3471-1070,-
区市町村,南大井児童センター,140-0013,品川区南大井３－７－１３,139.7343,35.59172,JGD2011,03-3761-4148,-
区市町村,水神児童センター,140-0013,品川区南大井５－１３－１９,139.73419,35.59551,JGD2011,03-3768-2027,-
区市町村,大井倉田児童センター,140-0014,品川区大井４－１１－３４,139.73378,35.60184,JGD2011,03-3776-4881,-
区市町村,滝王子児童センター,140-0014,品川区大井５－１９－１４,139.72887,35.59817,JGD2011,03-3771-3885,-
区市町村,伊藤児童センター,140-0015,品川区西大井６－１３－１,139.71771,35.59996,JGD2011,03-3771-1311,-
区市町村,冨士見台児童センター,140-0015,品川区西大井６－１－８,139.71378,35.60092,JGD2011,03-3785-7834,-
区市町村,小関児童センター,141-0001,品川区北品川５－８－１５,139.73285,35.61963,JGD2011,03-3449-1676,-
区市町村,東五反田児童センター,141-0022,品川区東五反田５－２４－１,139.72345,35.62775,JGD2011,03-3443-1629,-
区市町村,三ツ木児童センター,141-0033,品川区西品川２－６－１３,139.72658,35.61399,JGD2011,03-3491-1005,-
区市町村,大原児童センター,142-0041,品川区戸越６－１６－１,139.7155,35.60715,JGD2011,03-3785-5128,-
区市町村,南ゆたか児童センター,142-0042,品川区豊町４－１７－２１,139.72116,35.60647,JGD2011,03-3781-3577,-
区市町村,ゆたか児童センター,142-0042,品川区豊町１－１８－１５,139.72275,35.61148,JGD2011,03-3786-0633,-
区市町村,平塚児童センター,142-0051,品川区平塚２－２－３,139.71733,35.61859,JGD2011,03-3786-2228,-
区市町村,東中延児童センター,142-0052,品川区東中延２－５－１０,139.71361,35.60784,JGD2011,03-3785-0419,-
区市町村,中延児童センター,142-0054,品川区西中延１－６－１６,139.70831,35.61238,JGD2011,03-3781-9300,-
区市町村,西中延児童センター,142-0054,品川区西中延３－８－５,139.70827,35.60726,JGD2011,03-3783-1875,-
区市町村,後地児童センター,142-0062,品川区小山２－９－１９,139.7093,35.62122,JGD2011,03-3785-5033,-
区市町村,中原児童センター,142-0062,品川区小山１－４－１,139.71176,35.62147,JGD2011,03-3492-6119,-
区市町村,旗の台児童センター,142-0064,品川区旗の台５－１９－５,139.7003,35.60385,JGD2011,03-3785-1280,-
区市町村,目黒区立五本木住区センター児童館,152-0001,目黒区中央町２－１７－２,139.6893,35.63317,JGD2011,03-3792-9130,-
区市町村,目黒区立中央町児童館,152-0001,目黒区中央町２－３２－５,139.68837,35.63137,JGD2011,03-3714-6300,-
区市町村,目黒区立向原住区センター児童館,152-0002,目黒区目黒本町５－２２－１１,139.69901,35.61893,JGD2011,03-3794-5841,-
区市町村,こどもの森児童館,152-0002,目黒区本町１－１６－１７,139.69812,35.64141,JGD2011,03-6303-1200,-
区市町村,目黒区立原町住区センター児童館,152-0013,目黒区南１－８－９,139.68933,35.61538,JGD2011,03-3724-8088,-
区市町村,目黒区立八雲住区センター児童館,152-0023,目黒区八雲１－１０－５,139.67204,35.61869,JGD2011,03-3718-0841,-
区市町村,目黒区立平町児童館,152-0032,目黒区平野１－５－３,139.68083,35.61501,JGD2011,03-3723-3750,-
区市町村,目黒区立緑が丘児童館,152-0034,目黒区緑が丘２－７－２０,139.67447,35.6092,JGD2011,03-3718-1182,-
区市町村,目黒区立駒場児童館,153-0041,目黒区駒場２－７－５,139.68146,35.65858,JGD2011,03-3460-0453,-
区市町村,目黒区立東山児童館,153-0043,目黒区東山３－２４－２,139.68495,35.64754,JGD2011,03-3791-4613,-
区市町村,目黒区立烏森住区センター児童館,153-0051,目黒区上目黒３－４４－２,139.69121,35.64368,JGD2011,03-3719-0903,-
区市町村,目黒区立上目黒住区センター児童館,153-0052,目黒区祐天寺２－６－６,139.69362,35.63697,JGD2011,03-3793-1103,-
区市町村,目黒区立中目黒住区センター児童館,153-0061,目黒区中目黒２－１０－１３,139.7029,35.64057,JGD2011,03-5721-8578,-
区市町村,目黒区立目黒区民センター児童館,153-0063,目黒区目黒２－４－３６,139.70818,35.63549,JGD2011,03-3711-1839,-
区市町村,目黒区立不動児童館,153-0064,目黒区下目黒５－１８－４,139.70216,35.63036,JGD2011,03-3714-4144,-
区市町村,目黒区立油面住区センター児童館,153-0065,目黒区中町１－６－２３,139.69997,35.63133,JGD2011,03-3713-1809,-
区市町村,大森本町児童館,143-0011,大田区大森本町２－２－４,139.7377,35.58083,JGD2011,03-3298-3019,-
区市町村,大森児童館,143-0012,大田区大森東３－５－１５,139.73619,35.57087,JGD2011,03-3761-1916,-
区市町村,大森東一丁目児童館,143-0012,大田区大森東１－３１－３－１０５,139.73889,35.57647,JGD2011,03-3763-3288,-
区市町村,大森南児童館,143-0013,大田区大森南２－７－９,139.74649,35.56265,JGD2011,03-3743-3667,-
区市町村,大森中児童館,143-0014,大田区大森中２－１３－５,139.7348,35.56824,JGD2011,03-3761-7749,-
区市町村,大森西児童館,143-0015,大田区大森西５－２０－１７,139.72498,35.57154,JGD2011,03-3768-7776,-
区市町村,沢田児童館,143-0015,大田区大森西２－２－１,139.72833,35.57801,JGD2011,03-3298-3356,-
他の法人,子ども交流センター,143-0015,大田区大森西２－１６－２,139.7303,35.57668,JGD2011,03-5753-6801,-
区市町村,大森北児童館,143-0016,大田区大森北３－２５－２,139.73082,35.58214,JGD2011,03-3764-3060,-
区市町村,山王児童館,143-0023,大田区山王１－５－１３,139.72659,35.59198,JGD2011,03-3776-0351,-
区市町村,新井宿児童館,143-0024,大田区中央１－１５－４,139.7195,35.58059,JGD2011,03-3775-8725,-
区市町村,中央八丁目児童館,143-0024,大田区中央８－２９－４,139.71863,35.57356,JGD2011,03-3755-4366,-
区市町村,南馬込三丁目児童館,143-0025,大田区南馬込３－３－７,139.71796,35.5878,JGD2011,03-3773-7498,-
区市町村,南馬込児童館,143-0025,大田区南馬込１－５９－２１,139.71223,35.58917,JGD2011,03-3772-4340,-
区市町村,南馬込四丁目児童館,143-0025,大田区南馬込４－６－５,139.71004,35.58649,JGD2011,03-5742-5090,-
区市町村,中馬込児童館,143-0027,大田区中馬込１－１９－１－２０１,139.70491,35.59438,JGD2011,03-3777-4498,-
区市町村,東糀谷児童館,144-0033,大田区東糀谷４－１－７,139.743,35.55672,JGD2011,03-3745-5155,-
区市町村,糀谷児童館,144-0034,大田区西糀谷２－２６－３－１０１,139.73738,35.55719,JGD2011,03-3743-3854,-
区市町村,西糀谷児童館,144-0034,大田区西糀谷１－１２－１０,139.72835,35.55865,JGD2011,03-3743-0997,-
区市町村,南六郷三丁目児童館,144-0045,大田区南六郷３－１８－２,139.71796,35.54468,JGD2011,03-3739-5888,-
区市町村,南六郷児童館,144-0045,大田区南六郷１－２９－１－１０１,139.72572,35.54629,JGD2011,03-3739-4452,-
区市町村,東六郷児童館,144-0046,大田区東六郷３－５－１９,139.71388,35.54586,JGD2011,03-3731-3040,-
区市町村,萩中三丁目児童館,144-0047,大田区萩中３－３０－９,139.73386,35.5499,JGD2011,03-3744-7690,-
区市町村,萩中児童館,144-0047,大田区萩中１－１－８,139.72285,35.55213,JGD2011,03-3734-1806,-
区市町村,西蒲田児童館,144-0051,大田区西蒲田３－８－６,139.71011,35.56942,JGD2011,03-3751-3365,-
区市町村,蒲田児童館,144-0052,大田区蒲田２－８－８,139.72711,35.56638,JGD2011,03-3737-5537,-
区市町村,本蒲田児童館,144-0052,大田区蒲田１－４－２３,139.72125,35.56796,JGD2011,03-3736-3217,-
区市町村,高畑児童館,144-0056,大田区西六郷３－１８－２,139.70743,35.54653,JGD2011,03-3737-1807,-
区市町村,洗足池児童館,145-0063,大田区南千束２－１５－１,139.68948,35.60362,JGD2011,03-3729-7113,-
区市町村,上池台児童館,145-0064,大田区上池台２－３５－１８,139.69196,35.59763,JGD2011,03-3727-0503,-
区市町村,南雪谷児童館,145-0066,大田区南雪谷５－１８－２２,139.69023,35.58783,JGD2011,03-3728-8253,-
区市町村,田園調布二丁目児童館,145-0071,大田区田園調布２－１７－２,139.67274,35.59512,JGD2011,03-3722-5189,-
区市町村,田園調布本町児童館,145-0072,大田区田園調布本町１３－２２,139.67827,35.58424,JGD2011,03-3722-2540,-
区市町村,東嶺町児童館,145-0074,大田区東嶺町２０－４,139.68546,35.58276,JGD2011,03-3753-3054,-
区市町村,仲池上児童館,146-0081,大田区仲池上１－２１－１６,139.69809,35.5862,JGD2011,03-3751-3338,-
区市町村,池上児童館,146-0082,大田区池上５－９－９,139.70752,35.5727,JGD2011,03-3751-6603,-
区市町村,徳持児童館,146-0082,大田区池上８－１３－４,139.69839,35.56933,JGD2011,03-3751-9914,-
区市町村,千鳥児童館,146-0083,大田区千鳥３－１１－７,139.68713,35.57266,JGD2011,03-3758-8191,-
区市町村,久が原児童館,146-0085,大田区久が原５－４－９,139.69743,35.57875,JGD2011,03-3751-4751,-
区市町村,鵜の木児童館,146-0091,大田区鵜の木３－３４－７,139.67538,35.57582,JGD2011,03-3750-5483,-
区市町村,下丸子四丁目児童館,146-0092,大田区下丸子４－２５－１,139.67795,35.57227,JGD2011,03-3758-2420,-
区市町村,下丸子児童館,146-0092,大田区下丸子２－２０－１５,139.6875,35.56466,JGD2011,03-3757-1421,-
区市町村,矢口児童館,146-0093,大田区矢口３－３－２０,139.69482,35.56132,JGD2011,03-3758-4657,-
区市町村,蓮沼児童館,146-0094,大田区東矢口３－２－１－２０１,139.70828,35.56367,JGD2011,03-3738-9449,-
区市町村,多摩川児童館,146-0095,大田区多摩川２－２４－２５,139.70309,35.55588,JGD2011,03-5710-2057,-
区市町村,池尻児童館,154-0001,世田谷区池尻２－３－１１,139.68228,35.6466,JGD2011,03-3422-0411,-
区市町村,野沢児童館,154-0003,世田谷区野沢１－８－１４,139.67101,35.63489,JGD2011,03-3418-5578,-
区市町村,新町児童館,154-0014,世田谷区新町２－２３－４－１０１,139.64734,35.63029,JGD2011,03-3426-3314,-
区市町村,弦巻児童館,154-0016,世田谷区弦巻１－２６－１１,139.65196,35.63689,JGD2011,03-3426-9626,-
区市町村,上町児童館,154-0017,世田谷区世田谷２－３０－１６,139.64221,35.6429,JGD2011,03-3429-8275,-
区市町村,若林児童館,154-0023,世田谷区若林５－１８－１３,139.65675,35.64877,JGD2011,03-3412-6413,-
区市町村,代田児童館,155-0033,世田谷区代田６－３４－１３,139.66141,35.66281,JGD2011,03-3469-6095,-
区市町村,代田南児童館,155-0033,世田谷区代田１－１３－１４,139.66277,35.65179,JGD2011,03-3419-7192,-
区市町村,松沢児童館,156-0044,世田谷区赤堤４－３７－１４,139.64172,35.66439,JGD2011,03-3328-9266,-
区市町村,桜丘児童館,156-0054,世田谷区桜丘５－１４－１,139.62202,35.64478,JGD2011,03-3439-0641,-
区市町村,船橋児童館,156-0055,世田谷区船橋５－１７－２８,139.62376,35.65563,JGD2011,03-3303-1876,-
区市町村,上北沢児童館,156-0057,世田谷区上北沢３－８－９,139.62575,35.66763,JGD2011,03-3290-3700,-
区市町村,烏山児童館,157-0062,世田谷区南烏山４－２６－３,139.60088,35.67174,JGD2011,03-3309-3003,-
区市町村,粕谷児童館,157-0063,世田谷区粕谷４－１３－６,139.60489,35.66321,JGD2011,03-3305-7171,-
区市町村,上祖師谷ぱる児童館,157-0065,世田谷区上祖師谷４－５－６,139.59685,35.65361,JGD2011,03-3789-3131,-
区市町村,成城さくら児童館,157-0066,世田谷区成城３－１８－２３,139.5983,35.63367,JGD2011,03-3417-9411,-
区市町村,喜多見児童館,157-0067,世田谷区喜多見２－１０－４０,139.5929,35.624,JGD2011,03-3417-9151,-
区市町村,祖師谷児童館,157-0072,世田谷区祖師谷４－２８－６－１０１,139.60602,35.64854,JGD2011,03-3789-5633,-
区市町村,山野児童館,157-0073,世田谷区砧４－１－７,139.61452,35.63818,JGD2011,03-3417-8217,-
区市町村,鎌田児童館,157-0077,世田谷区鎌田３－３５－１,139.61351,35.62247,JGD2011,03-3709-6911,-
区市町村,深沢児童館,158-0081,世田谷区深沢４－３３－１１,139.65398,35.62007,JGD2011,03-3705-4123,-
区市町村,等々力児童館,158-0082,世田谷区等々力３－２５－１６,139.64983,35.61117,JGD2011,03-3703-3506,-
区市町村,森の児童館,158-0093,世田谷区上野毛４－２９－１８,139.63867,35.61683,JGD2011,03-3704-4917,-
区市町村,玉川台児童館,158-0096,世田谷区玉川台１－６－１５,139.633,35.62278,JGD2011,03-3709-4163,-
区市町村,上用賀児童館,158-0098,世田谷区上用賀４－１４－３－１０１,139.63025,35.63556,JGD2011,03-3426-2196,-
区市町村,代官山ティーンズ・クリエイティブ,150-0034,渋谷区代官山町７－９,139.70528,35.65105,JGD2011,03-3780-0816,-
区市町村,児童青少年センター　フレンズ本町,151-0071,渋谷区本町６－６－２,139.67931,35.68232,JGD2011,03-3377-5160,-
区市町村,文園児童館,164-0001,中野区中野６－１０－６,139.67668,35.70642,JGD2011,03-3367-8106,-
区市町村,城山ふれあいの家,164-0001,中野区中野１－２０－４,139.677,35.70409,JGD2011,03-3363-0388,-
区市町村,上高田児童館,164-0002,中野区上高田５－３０－１５,139.67455,35.71864,JGD2011,03-3388-6148,-
区市町村,朝日が丘児童館,164-0012,中野区本町２－３２－１４,139.68094,35.69505,JGD2011,03-3373-0380,-
区市町村,宮の台児童館,164-0012,中野区本町４－８－１６,139.67287,35.6952,JGD2011,03-3384-4449,-
区市町村,南中野児童館,164-0013,中野区弥生町４－３６－１５,139.67055,35.68969,JGD2011,03-3382-1687,-
区市町村,弥生児童館,164-0013,中野区弥生１－１４－６,139.66118,35.6862,JGD2011,03-3372-0841,-
区市町村,みなみ児童館,164-0014,中野区南台５－１５－３,139.66254,35.68022,JGD2011,03-3382-7399,-
区市町村,みずの塔ふれあいの家,165-0022,中野区江古田１－９－２４,139.67323,35.72551,JGD2011,03-3954-6755,-
区市町村,新井薬師児童館,165-0026,中野区新井５－４－１７,139.66707,35.71466,JGD2011,03-3389-5438,-
区市町村,野方児童館,165-0026,中野区新井２－４８－１０,139.66078,35.71073,JGD2011,03-3387-8836,-
区市町村,北原児童館,165-0027,中野区野方６－３５－１３,139.65051,35.72117,JGD2011,03-3337-9632,-
区市町村,かみさぎ児童館,165-0031,中野区上鷺宮３－９－１９,139.63121,35.73426,JGD2011,03-3998-0074,-
区市町村,鷺宮児童館,165-0032,中野区鷺宮３－４０－１３,139.64191,35.72448,JGD2011,03-3337-8430,-
区市町村,若宮児童館,165-0033,中野区若宮３－５４－７,139.64096,35.72025,JGD2011,03-3330-7899,-
区市町村,大和西児童館,165-0034,中野区大和町４－１４－９,139.64622,35.71419,JGD2011,03-3330-5399,-
区市町村,大和児童館,165-0034,中野区大和町２－８－１２,139.65149,35.7158,JGD2011,03-3330-3261,-
区市町村,西中野児童館,165-0035,中野区白鷺３－１５－５,139.63014,35.72253,JGD2011,03-3339-9826,-
区市町村,阿佐谷児童館,166-0001,杉並区阿佐谷北１－１－１,139.64175,35.70608,JGD2011,03-3337-7481,-
区市町村,馬橋児童館,166-0002,杉並区高円寺北４－２－１７,139.64351,35.70568,JGD2011,03-3330-0794,-
区市町村,高円寺東児童館,166-0003,杉並区高円寺南１－７－２２,139.65759,35.69867,JGD2011,03-3315-1802,-
区市町村,杉並区立子ども・子育てプラザ高円寺,166-0003,杉並区高円寺南２丁目５２番２号,139.65114,35.70226,JGD2011,03-3315-0395,-
区市町村,高円寺南児童館,166-0003,杉並区高円寺南３－２４－１５,139.64597,35.70125,JGD2011,03-3315-1866,-
区市町村,阿佐ヶ谷南児童館,166-0004,杉並区阿佐谷南１－１４－８,139.63687,35.69917,JGD2011,03-3315-0439,-
