設置,施設名,郵便番号,所在地,経度,緯度,座標系,電話番号,定員
社福法人,かふう保育園日本橋,103-0006,中央区日本橋富沢町１０－１８　日本橋富沢町スクエア２Ｆ,139.78209,35.68953,JGD2011,03-6661-7087,70
営利法人,さくらさくみらい人形町,103-0006,中央区日本橋富沢町２－６,139.78362,35.68782,JGD2011,03-6231-0597,74
営利法人,まちのてらこや保育園,103-0006,中央区日本橋富沢町４－１　ミズホビル１Ｆ・２Ｆ,139.78308,35.688,JGD2011,03-6661-2216,30
営利法人,あい保育園日本橋,103-0006,中央区日本橋富沢町９－１０　稲村ビル１階,139.78236,35.6892,JGD2011,03-6264-9465,60
営利法人,ＡＩＡＩ　ＮＵＲＳＥＲＹ　日本橋浜町,103-0007,中央区日本橋浜町１－９－１２　日本橋プラヤビル２階,139.7877,35.6903,JGD2011,03-5829-5815,50
社福法人,キッズハウス浜町公園,103-0007,中央区日本橋浜町２－４４－４　第１７村上ビル１・２Ｆ,139.78824,35.68755,JGD2011,03-6264-9870,48
区市町村,浜町保育園,103-0007,中央区日本橋浜町３－３７－１,139.79137,35.68542,JGD2011,03-3668-2353,125
営利法人,グローバルキッズ浜町園,103-0007,中央区日本橋浜町３－４０－３　パークホームズ日本橋浜町ザレジデンス１階・２階,139.79063,35.6863,JGD2011,03-6661-7287,45
区市町村,堀留町保育園,103-0012,中央区日本橋堀留町１－１－１－２Ｆ,139.77928,35.68706,JGD2011,03-5641-0125,81
営利法人,ほっぺるランド日本橋堀留町,103-0012,中央区日本橋堀留町２－８－４　日本橋コアビル１階,139.78149,35.68863,JGD2011,03-6661-7579,70
区市町村,人形町保育園,103-0013,中央区日本橋人形町２－１４－５,139.78506,35.68449,JGD2011,03-3669-3450,105
営利法人,モニカ人形町園,103-0013,中央区日本橋人形町３－７－５　ＩＫＴビル１～４Ｆ,139.78159,35.68666,JGD2011,03-6264-9244,60
区市町村,日本橋保育園,103-0014,中央区日本橋蛎殻町１－１－２,139.78352,35.68087,JGD2011,03-3666-9584,91
営利法人,グローバルキッズかきがら園,103-0014,中央区日本橋蛎殻町１－１６－１１　ＥＤＧＥ日本橋蛎殻町１・２階,139.78267,35.68312,JGD2011,03-3666-5411,45
営利法人,あい保育園水天宮,103-0014,中央区日本橋蛎殻町１－２９－９　ネオテック水天宮ビル１・２階,139.78365,35.68326,JGD2011,03-6264-9202,90
営利法人,キッズラボ水天宮前園,103-0014,中央区日本橋蛎殻町１－３５－５　セイラン水天宮ビル１・２階,139.78593,35.68169,JGD2011,03-5643-8484,56
営利法人,ＴＨＲＥＥ　　ＳＴＡＲ　ＮＵＲＳＥＲＹ蛎殻町園,103-0014,中央区日本橋蛎殻町２－１５－５　水天宮ＣＰビル１～４Ｆ,139.78699,35.68425,JGD2011,03-6661-7945,156
営利法人,コビープリスクールはこざき,103-0015,中央区日本橋箱崎町１７－９　箱崎升喜ビル１・２階,139.78513,35.68048,JGD2011,03-6661-7046,70
営利法人,ほっぺるランド茅場町,103-0025,中央区日本橋茅場町２－１６－６,139.77994,35.67824,JGD2011,03-6810-7630,75
社福法人,ＥＤＯ日本橋保育園,103-0027,中央区日本橋３－１５－１０,139.77507,35.67887,JGD2011,03-6262-5971,60
区市町村,八丁堀保育園,104-0032,中央区八丁堀４－５－１０,139.77544,35.674,JGD2011,03-3537-6551,79
営利法人,太陽の子新川保育園,104-0033,中央区新川１－２４－１　ユニゾ新川永代通りビル２階,139.78535,35.67662,JGD2011,03-6222-6611,95
営利法人,あい保育園新川,104-0033,中央区新川１－２６－９　新川イワデビル１．２階,139.78358,35.67604,JGD2011,03-5542-0848,80
営利法人,ミアヘルサ保育園ひびき八丁堀,104-0033,中央区新川２－３０－３,139.7827,35.67296,JGD2011,03-6262-8715,80
区市町村,桜川保育園,104-0042,中央区入船１－１－１３,139.77757,35.67356,JGD2011,03-3553-0020,131
社福法人,ブライト保育園東京入船,104-0042,中央区入船３－５－１０　藤和入船ビル２Ｆ,139.77654,35.67076,JGD2011,03-5540-0190,40
営利法人,ＴＫチルドレンズファーム湊校,104-0043,中央区湊１－２－９　ＴＫオフィスビルディング１～４Ｆ,139.77893,35.67294,JGD2011,03-6222-9440,66
区市町村,明石町保育園,104-0044,中央区明石町１２－１,139.77684,35.66659,JGD2011,03-3542-0020,128
他の法人,ぽけっとランド明石町保育園,104-0044,中央区明石町７－１５　ぱぱす明石町ビル２・３階,139.77898,35.66772,JGD2011,03-5148-1102,91
営利法人,さくらさくみらい築地,104-0045,中央区築地３－１０－７,139.77272,35.66777,JGD2011,03-6264-1439,48
区市町村,築地保育園,104-0045,中央区築地４－１５－１,139.76854,35.66605,JGD2011,03-3543-3156,123
営利法人,さくらさくみらいつくだ大通り,104-0051,中央区佃１－１０－７　コンフォール月島１～３階,139.78391,35.66749,JGD2011,03-5859-5139,70
営利法人,ほっぺるランド佃,104-0051,中央区佃１－１１－８　ピアウエストスクエアノースウイング２階,139.7834,35.66927,JGD2011,03-3532-5230,92
営利法人,さくらさくみらい佃,104-0051,中央区佃１－４－８,139.78275,35.66718,JGD2011,03-5547-4139,63
営利法人,保育所まぁむ月島駅前園,104-0051,中央区佃２－１０－９　ライオンズタワー月島１Ｆ,139.78441,35.66609,JGD2011,03-3520-8600,80
区市町村,つくだ保育園,104-0051,中央区佃２－２－２,139.78632,35.66964,JGD2011,03-3531-3595,131
社福法人,みちてる保育園,104-0051,中央区佃２－２２－２,139.78665,35.6663,JGD2011,03-3531-8809,64
営利法人,ほっぺるランド佃大橋,104-0052,中央区月島１－１－１３　プライマル月島１階・２階,139.78229,35.66628,JGD2011,03-5859-0571,76
営利法人,太陽の子月島保育園,104-0052,中央区月島１－５－２　キャピタルゲートプレイス２階,139.78331,35.66376,JGD2011,03-5547-8343,95
区市町村,月島保育園,104-0052,中央区月島２－１０－３,139.78418,35.66351,JGD2011,03-3531-6933,128
営利法人,アンジェリカ月島保育園,104-0052,中央区月島２－１３－５　オルフェ月島ビル２・３階,139.78348,35.663,JGD2011,03-6204-9344,100
営利法人,月島雲母保育園,104-0052,中央区月島３－２６－１１　レジデンスシャルマン月島１階,139.77852,35.6622,JGD2011,03-6864-9810,60
営利法人,さくらさくみらい東仲通り,104-0052,中央区月島４－３－１４,139.78284,35.66125,JGD2011,03-5534-9439,74
営利法人,さくらさくみらい　月の岬,104-0052,中央区月島４－４－１１,139.78395,35.66077,JGD2011,03-3520-9833,65
社福法人,月島聖ルカ保育園,104-0052,中央区月島４－５－８,139.78348,35.66042,JGD2011,03-3533-6231,102
区市町村,晴海保育園,104-0053,中央区晴海１－５－１５,139.78447,35.65961,JGD2011,03-3533-1463,107
営利法人,太陽の子晴海トリトン保育園,104-0053,中央区晴海１－８－２　晴海トリトンスクエア展示棟３階,139.78183,35.65556,JGD2011,03-6228-2085,49
営利法人,ポピンズナーサリースクール晴海,104-0053,中央区晴海２－１－４０　晴海フロント２階,139.78456,35.65663,JGD2011,03-5547-8487,96
営利法人,さくらさくみらい晴海,104-0053,中央区晴海２－５－２４　晴海センタービル１階,139.7827,35.65546,JGD2011,03-3520-9811,26
営利法人,アスク晴海３丁目保育園,104-0053,中央区晴海３－１０－１　Ｄａｉｗａ晴海ビル１Ｆ,139.77927,35.65395,JGD2011,03-5547-8019,45
営利法人,小学館アカデミー晴海保育園,104-0053,中央区晴海３－６－８　スカイリンクタワー２Ｆ,139.77844,35.65557,JGD2011,03-5547-5717,78
区市町村,勝どき保育園,104-0054,中央区勝どき１－４－１,139.77724,35.66024,JGD2011,03-3531-5901,143
区市町村,かちどき西保育園,104-0054,中央区勝どき１－８－１－３Ｆ,139.77692,35.65958,JGD2011,03-3534-7681,120
社福法人,勝どきちとせ保育園,104-0054,中央区勝どき２－１６－３,139.7784,35.65791,JGD2011,03-3536-1233,80
営利法人,まなびの森保育園勝どき,104-0054,中央区勝どき３－３－７　ＫＮリバーシティ２階,139.77493,35.65937,JGD2011,03-6220-8786,70
営利法人,ほっぺるランド勝どき,104-0054,中央区勝どき３－４－４,139.77534,35.65895,JGD2011,03-5859-0450,130
営利法人,ほっぺるランド清澄通り勝どき,104-0054,中央区勝どき３－７－２,139.77519,35.65804,JGD2011,03-6910-1640,94
営利法人,アスク勝どき保育園,104-0054,中央区勝どき４－８－１４,139.77563,35.65673,JGD2011,03-3536-7402,76
営利法人,ベネッセ勝どき保育園,104-0054,中央区勝どき５－１－１７　勝どきザ・リバーフロント２Ｆ,139.77255,35.65795,JGD2011,03-3534-7661,45
営利法人,ほっぺるランド新島橋かちどき,104-0054,中央区勝どき５－２－１５　ＥＤＧＥ勝どき１・２階,139.77344,35.65706,JGD2011,03-6228-2250,114
営利法人,勝どきえほん保育園,104-0054,中央区勝どき６－１－９,139.77435,35.65616,JGD2011,03-6204-2401,90
営利法人,ニチイキッズさわやか勝どき６丁目保育園,104-0054,中央区勝どき６－３－１　ザ・トーキョータワーズシータワー３階,139.77367,35.65488,JGD2011,03-3531-8854,105
営利法人,まなびの森保育園銀座,104-0061,中央区銀座１－１２－６,139.77005,35.67436,JGD2011,03-6264-4645,93
営利法人,グローバルキッズ虎ノ門保育園,105-0001,港区虎ノ門三丁目１９番１３号　虎ノ門スピリットビル３階,139.74644,35.66276,JGD2011,03-5473-7668,56
営利法人,にじいろ保育園新橋,105-0004,港区新橋六丁目１１番１３号,139.7547,35.66134,JGD2011,03-6432-0540,27
他の法人,こころ新橋保育園,105-0004,港区新橋六丁目４番３号　ル・グラシエルビル７号館２階,139.75378,35.66232,JGD2011,03-6432-0941,60
区市町村,芝公園保育園,105-0011,港区芝公園二丁目７番３号,139.75043,35.65449,JGD2011,03-3438-0435,154
営利法人,小鳩ナーサリースクール浜離宮,105-0013,港区浜松町一丁目３番１号,139.75742,35.65956,JGD2011,03-6432-0123,41
区市町村,神明保育園,105-0013,港区浜松町一丁目６番７号,139.75752,35.65886,JGD2011,03-5733-6822,170
営利法人,アスク芝公園保育園,105-0014,港区芝二丁目１２番１６号,139.75273,35.6515,JGD2011,03-5439-9398,60
営利法人,ニチイキッズ芝公園保育園,105-0014,港区芝二丁目１番２７号　穴水ビル２階,139.75104,35.65324,JGD2011,03-5765-5075,45
営利法人,にじいろ保育園竹芝,105-0022,港区海岸１－１３－１５,139.76181,35.65444,JGD2011,03-6381-5195,32
営利法人,太陽の子シーバンス保育園,105-0023,港区芝浦一丁目２番２号　シーバンスアモール３階,139.75661,35.6498,JGD2011,03-5439-4014,100
営利法人,アンジェリカ田町保育園,105-0023,港区芝浦一丁目６番４１号　グローバルフロントタワー１階,139.75528,35.64734,JGD2011,03-6435-2157,60
営利法人,太陽の子芝浦一丁目保育園,105-0023,港区芝浦一丁目９番７号　芝浦おもだかビル２階、３階,139.7532,35.64812,JGD2011,03-5439-5251,66
区市町村,西麻布保育園,106-0031,港区西麻布二丁目１３番３号,139.72279,35.66091,JGD2011,03-3409-4924,133
社福法人,コスモス西麻布保育園,106-0031,港区西麻布二丁目２番２号　ＮＫホームズ１階Ｂ,139.72037,35.66389,JGD2011,03-6427-3733,50
営利法人,ｓａｋｕｒａ保育園六本木,106-0032,港区六本木４－５－１１,139.73247,35.665,JGD2011,03-6434-5011,40
営利法人,リトルパルズ保育園六本木,106-0032,港区六本木６－５－２７,139.73076,35.66133,JGD2011,050-1741-0790,48
営利法人,まちの保育園六本木,106-0032,港区六本木一丁目９番１０号　アークヒルズ仙石山森タワー,139.74117,35.66346,JGD2011,03-6441-2478,70
区市町村,麻布保育園,106-0032,港区六本木五丁目１６番４６号,139.73579,35.66081,JGD2011,03-5545-7135,154
区市町村,飯倉保育園,106-0044,港区東麻布一丁目２１番２号,139.74361,35.65575,JGD2011,03-3583-1786,140
営利法人,ふたばクラブ東麻布保育園,106-0044,港区東麻布一丁目５番６号,139.74326,35.65813,JGD2011,03-5797-8728,59
区市町村,東麻布保育園,106-0044,港区東麻布二丁目１番１号,139.74277,35.65816,JGD2011,03-3584-3811,171
営利法人,ＡＩＡＩ　ＮＵＲＳＥＲＹ麻布十番,106-0044,港区東麻布二丁目３２番７号　麻布アコービル２階,139.7402,35.6559,JGD2011,03-5545-5461,70
社福法人,麻布十番ちとせ保育園,106-0045,港区麻布十番一丁目３番２号,139.73582,35.65682,JGD2011,03-3586-1058,49
営利法人,あい保育園元麻布,106-0046,港区元麻布三丁目２番１９号　ＭＯＭＯＮ六本木ビル２階,139.72783,35.65738,JGD2011,03-6447-1871,60
区市町村,元麻布保育園,106-0046,港区元麻布二丁目１４番１２号,139.73027,35.65291,JGD2011,03-5422-7338,180
営利法人,まなびの森保育園麻布十番,106-0047,港区南麻布一丁目１４番１号,139.73424,35.65102,JGD2011,03-6436-7887,50
営利法人,まなびの森保育園麻布,106-0047,港区南麻布一丁目８番１１号　（東町小学校内）,139.73596,35.65051,JGD2011,03-3455-3066,60
営利法人,太陽の子南麻布保育園,106-0047,港区南麻布四丁目１１番３０号　南麻布渋谷ビル２階,139.72691,35.6477,JGD2011,03-5488-8070,70
区市町村,南麻布保育園,106-0047,港区南麻布四丁目２番２９号,139.72354,35.64856,JGD2011,03-3442-8068,105
区市町村,本村保育園,106-0047,港区南麻布四丁目６番７号,139.72707,35.65039,JGD2011,03-3444-2385,114
営利法人,あい保育園南麻布,106-0047,港区南麻布二丁目１１番１０号　ＯＪビル３階,139.73599,35.64766,JGD2011,03-6453-7970,130
区市町村,赤坂保育園,107-0052,港区赤坂五丁目５番２６号,139.73383,35.67065,JGD2011,03-3583-2156,105
社福法人,赤坂山王保育園,107-0052,港区赤坂四丁目１番２６号,139.73473,35.67642,JGD2011,03-5114-5605,99
社福法人,赤坂ちとせ保育園,107-0052,港区赤坂四丁目７番１５号　陽栄光和ビル１階,139.73396,35.67539,JGD2011,03-6459-1012,50
社福法人,赤坂クレア保育園,107-0052,港区赤坂四丁目９番３号,139.73279,35.67519,JGD2011,03-6812-9268,52
営利法人,太陽の子赤坂保育園,107-0052,港区赤坂八丁目１２番１６号　ＮＯＺＹＡＫＡＳＡＫＡ１階、２階、３階,139.7294,35.66945,JGD2011,03-6434-9431,60
区市町村,青山保育園,107-0061,港区北青山三丁目４番１号,139.7123,35.66728,JGD2011,03-3401-1723,130
営利法人,おはよう保育園　ののあおやま,107-0061,港区北青山三丁目４番３号,139.7123,35.66728,JGD2011,03-6447-0195,23
区市町村,南青山保育園,107-0062,港区南青山一丁目３番１５号,139.72536,35.67149,JGD2011,03-3401-1650,142
営利法人,あい保育園青山一丁目,107-0062,港区南青山一丁目３番１号　パークアクシス青山一丁目タワー２階,139.72536,35.67149,JGD2011,03-6459-2860,60
営利法人,小学館アカデミー南青山保育園,107-0062,港区南青山四丁目１５番８号　南青山２４６ビル,139.71846,35.66496,JGD2011,03-5770-1512,50
営利法人,太陽の子南青山保育園,107-0062,港区南青山四丁目１番６号　セブン南青山１階２階,139.71936,35.66716,JGD2011,03-5413-5512,60
区市町村,芝保育園,108-0014,港区芝五丁目１８番１号,139.74849,35.64806,JGD2011,03-3455-4669,168
営利法人,にじいろ保育園海岸三丁目,108-0022,港区海岸三丁目１６番６号,139.75586,35.64248,JGD2011,03-6722-6865,101
区市町村,しばうら保育園,108-0023,港区芝浦三丁目１番１６号,139.74889,35.64499,JGD2011,03-5232-1130,263
営利法人,太陽の子芝浦三丁目保育園,108-0023,港区芝浦三丁目２０番２号　山楽ビル２階、３階,139.74719,35.64198,JGD2011,03-5439-6206,52
営利法人,アスク芝浦４丁目保育園,108-0023,港区芝浦四丁目１２番２８号,139.74895,35.64024,JGD2011,03-6435-2855,60
営利法人,デイジー保育園芝浦,108-0023,港区芝浦四丁目１７番３号　芝浦ＮＡビル３階,139.74776,35.63691,JGD2011,03-6275-1903,54
他の法人,にじのいるか保育園芝浦,108-0023,港区芝浦二丁目３番３１号　第二高取ビル２階,139.7545,35.64408,JGD2011,03-6435-3804,60
営利法人,太陽の子芝浦二丁目保育園,108-0023,港区芝浦二丁目９番１号　ブランズタワー芝浦２階,139.75296,35.64342,JGD2011,03-6435-4635,50
営利法人,あい保育園白金台,108-0071,港区白金台３－１３－１８,139.72485,35.63581,JGD2011,03-6277-4494,45
営利法人,えほんのもり白金台保育園,108-0071,港区白金台二丁目１１番３号,139.73074,35.63264,JGD2011,03-6450-3546,35
営利法人,ニチイキッズ白金台保育園,108-0071,港区白金台二丁目２６番１０号　グリーンオーク高輪台２階,139.72984,35.6319,JGD2011,03-5791-2161,70
営利法人,ゆらりん白金保育園,108-0072,港区白金一丁目２６番１０号　白金Ｋ－ＦＬＡＴ１階、２階の一部,139.73335,35.64402,JGD2011,03-6409-6310,50
区市町村,白金保育園,108-0072,港区白金三丁目１０番１２号,139.73108,35.64518,JGD2011,03-3441-5076,107
営利法人,ミアヘルサ保育園ひびき白金高輪,108-0072,港区白金三丁目２番３号,139.73122,35.6465,JGD2011,03-5860-2251,50
社福法人,みつばち保育園,108-0072,港区白金四丁目７番２号,139.72835,35.64256,JGD2011,03-3444-8767,30
営利法人,太陽の子三田保育園,108-0073,港区三田一丁目２番１８号　ＴＴＤＰＬＡＺＡビル２階,139.74052,35.65503,JGD2011,03-5439-6390,70
営利法人,あい保育園赤羽橋,108-0073,港区三田一丁目３番３１号　Ｆｏｒｅｃａｓｔ三田２階,139.74344,35.6546,JGD2011,03-6453-9325,60
営利法人,うれしい保育園白金高輪,108-0073,港区三田五丁目１７番２号,139.73694,35.6451,JGD2011,03-5795-2310,49
営利法人,太陽の子三田五丁目保育園,108-0073,港区三田五丁目４番３号　三田プラザビル３階,139.73889,35.64762,JGD2011,03-5439-6775,60
区市町村,伊皿子坂保育園,108-0073,港区三田四丁目１９番３０号,139.73956,35.64084,JGD2011,03-3444-7601,155
営利法人,高輪さつき保育園,108-0074,港区高輪一丁目１６番１５号　自動車部品会館２階,139.73421,35.64091,JGD2011,03-3473-2320,60
社福法人,愛星保育園,108-0074,港区高輪一丁目２７番４０号,139.73232,35.63655,JGD2011,03-3441-5410,65
営利法人,ゆらりん高輪保育園,108-0074,港区高輪一丁目５番３８号　ＨＵＧ高輪１階、２階,139.73677,35.642,JGD2011,03-5422-6170,101
社福法人,みなと保育園,108-0074,港区高輪一丁目６番９号,139.73553,35.6423,JGD2011,03-3443-3406,63
区市町村,高輪保育園,108-0074,港区高輪三丁目１８番１５号,139.7354,35.63314,JGD2011,03-3449-1641,155
社福法人,高輪夢保育園,108-0074,港区高輪三丁目２５番３３号　長田ビル３階,139.73883,35.63111,JGD2011,03-5791-9680,70
営利法人,ほっぺるランド高輪二丁目,108-0074,港区高輪二丁目１６番８号,139.73901,35.63874,JGD2011,03-5422-9781,49
営利法人,さくらさくみらい高輪,108-0074,港区高輪二丁目６番２１号,139.7336,35.63588,JGD2011,03-5860-2339,84
営利法人,ゆらりん港南保育園,108-0075,港区港南一丁目６番２７号　ＳＳＪ品川ビル２階,139.74547,35.63041,JGD2011,03-6712-1188,60
営利法人,ゆらりんはぁと保育園,108-0075,港区港南一丁目８番２３号,139.74399,35.63012,JGD2011,03-6260-0873,50
営利法人,グローバルキッズ港南保育園,108-0075,港区港南四丁目１番８号　リバージュ品川２階,139.74661,35.62985,JGD2011,03-3450-6130,99
区市町村,こうなん保育園,108-0075,港区港南四丁目２番３号,139.74774,35.6291,JGD2011,03-3450-3800,153
区市町村,たかはま保育園,108-0075,港区港南四丁目３番７号,139.74971,35.62935,JGD2011,03-5781-0255,163
営利法人,ベネッセ港南保育園,108-0075,港区港南四丁目６番７号,139.75101,35.62699,JGD2011,03-5783-5871,60
営利法人,ゆらりん港南緑水保育園,108-0075,港区港南四丁目７番３７号　（港南緑水公園内）,139.75125,35.62992,JGD2011,03-5781-2781,101
営利法人,ふたばクラブ港南保育園,108-0075,港区港南二丁目１６番６号　ＣａｎｏｎＳタワー,139.74068,35.62649,JGD2011,03-6712-9428,29
営利法人,にじいろ保育園四ツ谷,160-0004,新宿区四谷１－６－１　コモレ四谷２階,139.72881,35.68591,JGD2011,03-6709-9123,30
営利法人,グローバルキッズ愛住町園,160-0005,新宿区愛住町６,139.71976,35.6895,JGD2011,03-6380-6798,80
営利法人,グローバルキッズ若葉園,160-0011,新宿区若葉１－９,139.72581,35.6857,JGD2011,03-3353-2002,42
社福法人,二葉南元保育園,160-0012,新宿区南元町４,139.72333,35.6819,JGD2011,03-3351-3819,110
社福法人,新宿三つの木保育園もりさんかくしかく,160-0015,新宿区大京町２９番地,139.71617,35.68194,JGD2011,03-6457-4455,80
営利法人,フロンティアキッズ新宿,160-0022,新宿区新宿６－２７－５６　新宿スクエアビル２階,139.70866,35.69651,JGD2011,03-3208-2744,48
営利法人,きゃんばす東新宿保育園,160-0022,新宿区新宿７－１６－８,139.71118,35.69987,JGD2011,03-6380-3460,50
営利法人,グローバルキッズ西新宿園,160-0023,新宿区西新宿５－５－１,139.68648,35.69387,JGD2011,03-6383-3793,51
営利法人,あい保育園西新宿,160-0023,新宿区西新宿６－１１－３　Ｄタワー西新宿２階,139.68979,35.69478,JGD2011,03-6258-1098,46
社福法人,新宿成子坂愛育園,160-0023,新宿区西新宿６－７－３９,139.69193,35.69378,JGD2011,03-3342-6907,130
営利法人,ルーチェ保育園　西新宿,160-0023,新宿区西新宿七丁目１８番１号　ＴＯＭＯＥビル２階,139.69653,35.69614,JGD2011,03-5937-5581,65
営利法人,キッズガーデン新宿西落合,161-0031,新宿区西落合２－７－１６　伊勢光ビル２階・３階,139.67845,35.71988,JGD2011,03-6908-1723,80
営利法人,グローバルキッズ西落合保育園,161-0031,新宿区西落合３－１９－９,139.67963,35.72533,JGD2011,03-3952-5600,96
区市町村,中落合第ニ保育園,161-0032,新宿区中落合２－７－２４,139.69426,35.71777,JGD2011,03-3952-7165,136
社福法人,下落合そらいろ保育園,161-0032,新宿区中落合２－７－５　1階,139.69426,35.71777,JGD2011,03-3565-5050,80
営利法人,ウィズブック保育園中落合,161-0032,新宿区中落合３－２１－１０,139.68689,35.72094,JGD2011,03-6914-4960,66
社福法人,新宿こだま保育園,161-0032,新宿区中落合４丁目２５番１９号,139.68202,35.71888,JGD2011,03-5988-7807,105
社福法人,キッズタウン下落合保育園,161-0033,新宿区下落合１－９－１０,139.69901,35.71611,JGD2011,03-3365-1332,131
営利法人,ほっぺるランド上落合,161-0034,新宿区上落合１－１５－１３,139.69319,35.71539,JGD2011,03-6908-8415,116
営利法人,あい保育園落合,161-0034,新宿区上落合１－５－２　羽場ビル,139.69115,35.71143,JGD2011,03-6908-7381,117
他の法人,八幡神社愛育園,161-0034,新宿区上落合一丁目２６番１９号,139.6909,35.71284,JGD2011,03-3368-3939,76
他の法人,獅子吼保育園,161-0035,新宿区中井２－８－６,139.68637,35.71775,JGD2011,03-3951-0759,80
営利法人,ほっぺるランド早稲田鶴巻町,162-0041,新宿区早稲田鶴巻町５７５－１　早稲田鶴巻町パーク・ホームズ１階,139.72777,35.70897,JGD2011,03-3235-5008,60
区市町村,早稲田南町保育園,162-0043,新宿区早稲田南町５０,139.72243,35.70497,JGD2011,03-3203-7848,221
区市町村,戸山第ニ保育園,162-0052,新宿区戸山２－１８－１０１,139.7124,35.70209,JGD2011,03-3203-2385,111
社福法人,原町みゆき保育園,162-0053,新宿区原町２丁目４３番地,139.72382,35.69889,JGD2011,03-3356-2663,160
社福法人,至誠会保育園,162-0054,新宿区河田町１０番１３号,139.71794,35.69818,JGD2011,03-3341-4677,180
営利法人,フロンティアキッズ曙橋,162-0054,新宿区河田町３－２９　プラウドフラット新宿河田町１階,139.72084,35.69587,JGD2011,03-5379-1680,70
営利法人,アスク薬王寺保育園,162-0063,新宿区市谷薬王寺町５１,139.72418,35.69611,JGD2011,03-5362-7177,74
