区市町村通番,所管地域,名称,ヨミガナ,電話番号,ＦＡＸ番号,郵便番号,住所,緯度,経度,座標系,対応時間帯,特記事項,施設種別／地域包括支援センター,施設種別／ブランチ・サブセンター,施設種別／在宅介護支援センター,施設種別／その他相談窓口,相談内容／高齢者の異変,相談内容／消費者被害のおそれ
11,小比企町、片倉町、西片倉一丁目～三丁目、宇津貫町、みなみ野一丁目～六丁目、兵衛一丁目～三丁目、七国一丁目～六丁目、打越町（【片倉台地区】1481番地、1491番地、1499番地、1577番地、1589番地）,八王子市高齢者あんしん相談センター片倉,ﾊﾁｵｳｼﾞｼｺｳﾚｲｼｬｱﾝｼﾝｿｳﾀﾞﾝｾﾝﾀｰｶﾀｸﾗ,042-632-6331,042-632-6352,192-0914,八王子市片倉町440－2,35.642548,139.340469,JGD2011,平日、土曜日９時～17時30分,,〇,,,,〇,〇
12,下柚木、下柚木二丁目～三丁目、上柚木、上柚木二丁目～三丁目、中山、越野、南陽台一丁目～三丁目、堀之内、堀之内二丁目～三丁目,八王子市高齢者あんしん相談センター堀之内,ﾊﾁｵｳｼﾞｼｺｳﾚｲｼｬｱﾝｼﾝｿｳﾀﾞﾝｾﾝﾀｰﾎﾘﾉｳﾁ,042-679-1114,042-670-2212,192-0355,八王子市堀之内1206,35.63586,139.388535,JGD2011,平日、土曜日９時～17時30分,,〇,,,,〇,〇
13,並木町、長房町（【つつじヶ丘自治会地区】194-2番地、196番地、197－16～ 22番地、202-1～4番地を除く）、城山手一丁目～二丁目,八王子市高齢者あんしん相談センター長房,ﾊﾁｵｳｼﾞｼｺｳﾚｲｼｬｱﾝｼﾝｿｳﾀﾞﾝｾﾝﾀｰﾅｶﾞﾌｻ,042-629-2530,042-629-2577,193-0824,八王子市長房町588、長房アパート西22号棟1階,35.660057,139.331146,JGD2011,平日、土曜日９時～17時30分,,〇,,,,〇,〇
14,子安町一丁目～四丁目、寺町、天神町、南新町、万町、上野町、台町一丁目、緑町,八王子市高齢者あんしん相談センター子安,ﾊﾁｵｳｼﾞｼｺｳﾚｲｼｬｱﾝｼﾝｿｳﾀﾞﾝｾﾝﾀｰｺﾔｽ,042-649-6020,042-649-6021,192-0904,八王子市子安町4-10-9 西村ビル4階,35.653934,139.337601,JGD2011,平日、土曜日９時～17時30分,,〇,,,,〇,〇
15,叶谷町、泉町、横川町、元八王子町一丁目～三丁目、大楽寺町（517-2番地、 536-1.2.5番地、537-1番地、538-1番地、539番地、550番地、550-2番地）、四谷町（【泉町住宅ほか】662-1番地、701-1.5番地、702番地、702-5番地）、長房町（【つつじヶ丘地区】194-2番地、196番地、197-16～22番地、 202-1～4番地）、川町（【松子舞地区】789番地）、弐分方町（【松子舞地区】650番地）,八王子市高齢者あんしん相談センターもとはち南,ﾊﾁｵｳｼﾞｼｺｳﾚｲｼｬｱﾝｼﾝｿｳﾀﾞﾝｾﾝﾀｰﾓﾄﾊﾁﾐﾅﾐ,042-673-6241,042-673-6482,193-0826,八王子市元八王子町2-1946-2 宮崎ビル101,35.659649,139.280975,JGD2011,平日、土曜日９時～17時30分,,〇,,,,〇,〇
16,館町、椚田町、寺田町、大船町,八王子市高齢者あんしん相談センター寺田,ﾊﾁｵｳｼﾞｼｺｳﾚｲｼｬｱﾝｼﾝｿｳﾀﾞﾝｾﾝﾀｰﾃﾗﾀﾞ,042-673-6425,042-673-6561,193-0943,八王子市寺田町137-1,35.631626,139.310333,JGD2011,平日、土曜日９時～17時30分,,〇,,,,〇,〇
17,八幡町、八木町、平岡町、本郷町、大横町、小門町、台町二丁目～四丁目,八王子市高齢者あんしん相談センター大横,ﾊﾁｵｳｼﾞｼｺｳﾚｲｼｬｱﾝｼﾝｿｳﾀﾞﾝｾﾝﾀｰｵｵﾖｺ,042-634-8666,042-634-8880,192-0062,八王子市大横町11-35、大横保健福祉センター4階,35.664471,139.328445,JGD2011,平日、土曜日９時～17時30分,,〇,,,,〇,〇
18,下恩方町、上恩方町、西寺方町、小津町、美山町,八王子市高齢者あんしん相談センター恩方,ﾊﾁｵｳｼﾞｼｺｳﾚｲｼｬｱﾝｼﾝｿｳﾀﾞﾝｾﾝﾀｰｵﾝｶﾞﾀ,042-659-0314,042-659-0315,192-0154,八王子市下恩方町3395 恩方事務所内,35.669819,139.248489,JGD2011,平日、土曜日９時～17時30分,,〇,,,,〇,〇
19,市内全域,市民部消費生活センター,ｼﾐﾝﾌﾞｼｮｳﾋｾｲｶﾂｾﾝﾀｰ,042-631-5455,042-643-0025,192-0082,八王子市東町5-6 クリエイトホール地下1階,35.658527,139.339554,JGD2011,月曜日～土曜日(祝日・年末年始を除く。)9時～16時30分,,,,,〇,,〇
20,東中野、大塚、鹿島、松が谷,八王子市高齢者あんしん相談センター由木東,ﾊﾁｵｳｼﾞｼｺｳﾚｲｼｬｱﾝｼﾝｿｳﾀﾞﾝｾﾝﾀｰﾕｷﾞﾋｶﾞｼ,042-689-6070,042-689-6071,192-0353,八王子市鹿島111-1 由木東事務所内,35.634281,139.422501,JGD2011,平日、土曜日９時～17時30分,,〇,,,,〇,〇
21,高倉町、石川町、宇津木町、平町、小宮町、久保山町一丁目～二丁目、大谷町（１～13番地、35番地、54番地、59番地、92～815番地、817～832番地、 871～1108番地）、丸山町,八王子市高齢者あんしん相談センター石川,ﾊﾁｵｳｼﾞｼｺｳﾚｲｼｬｱﾝｼﾝｿｳﾀﾞﾝｾﾝﾀｰｲｼｶﾜ,042-631-0071,042-631-0072,192-0032,八王子市石川町481 石川事務所内,35.680756,139.366241,JGD2011,平日、土曜日９時～17時30分,,〇,,,,〇,〇
