01会計,02款,03項,04目,05節,06細節,07細々節,08予算額
01一般会計,12使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,04みたか井心亭使用料,0,3400
01一般会計,12使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,05山本有三記念館使用料,0,2500
01一般会計,12使用料及び手数料,01使用料,01総務使用料,09文化施設用地使用料,01山本有三記念館用地使用料,0,3
01一般会計,12使用料及び手数料,01使用料,01総務使用料,10三鷹市立アニメーション美術館内施設使用料,01三鷹市立アニメーション美術館内施設使用料,0,1915
01一般会計,12使用料及び手数料,01使用料,02民生使用料,01福祉センター使用料,01福祉センター使用料,0,912
01一般会計,12使用料及び手数料,01使用料,02民生使用料,02下連雀複合施設使用料,01下連雀複合施設用地使用料,0,2
01一般会計,12使用料及び手数料,01使用料,02民生使用料,02下連雀複合施設使用料,02下連雀複合施設施設使用料,0,1532
01一般会計,12使用料及び手数料,01使用料,02民生使用料,03福祉コアかみれん使用料,01福祉コアかみれん用地使用料,0,1
01一般会計,12使用料及び手数料,01使用料,02民生使用料,03福祉コアかみれん使用料,02福祉コアかみれん施設使用料,0,1071
01一般会計,12使用料及び手数料,01使用料,02民生使用料,04心身障がい児通所訓練施設なかよし教室使用料,01心身障がい児通所訓練施設なかよし教室施設使用料,0,3199
01一般会計,12使用料及び手数料,01使用料,02民生使用料,05北野ハピネスセンター用地使用料,01北野ハピネスセンター用地使用料,0,1
01一般会計,12使用料及び手数料,01使用料,02民生使用料,06福祉住宅使用料,01福祉住宅使用料,0,22608
01一般会計,12使用料及び手数料,01使用料,02民生使用料,07保育園用地使用料,01保育園用地使用料,0,13
01一般会計,12使用料及び手数料,01使用料,02民生使用料,08ちどりこども園使用料,01基本保育料,0,100
01一般会計,12使用料及び手数料,01使用料,02民生使用料,08ちどりこども園使用料,02預かり保育料,0,16
01一般会計,12使用料及び手数料,01使用料,02民生使用料,09子ども発達支援センター使用料,01子ども発達支援センター使用料,0,172
01一般会計,12使用料及び手数料,01使用料,02民生使用料,10多世代交流センター用地使用料,01多世代交流センター用地内水源用地等使用料,0,291
01一般会計,12使用料及び手数料,01使用料,02民生使用料,11学童保育所使用料,01学童保育所育成料,0,113288
01一般会計,12使用料及び手数料,01使用料,02民生使用料,11学童保育所使用料,02学童保育所延長育成料,0,5563
01一般会計,12使用料及び手数料,01使用料,03衛生使用料,01総合保健センター使用料,01総合保健センター使用料,0,192
01一般会計,12使用料及び手数料,01使用料,03衛生使用料,02リサイクル市民工房用地使用料,01高圧線下土地使用料,0,464
01一般会計,12使用料及び手数料,01使用料,04農林使用料,01農業公園用地使用料,01農業公園用地使用料,0,10812
01一般会計,12使用料及び手数料,01使用料,05土木使用料,01道路占用料,01ガス管、電柱等道路占用料,0,227152
01一般会計,12使用料及び手数料,01使用料,05土木使用料,02法定外公共物使用料,01ガス管、電柱等公共物使用料,0,6157
01一般会計,12使用料及び手数料,01使用料,05土木使用料,03交通公園等用地使用料,01交通公園等用地使用料,0,107
01一般会計,12使用料及び手数料,01使用料,05土木使用料,04都市公園等用地使用料,01高圧線下等土地使用料,0,1735
01一般会計,12使用料及び手数料,01使用料,05土木使用料,05三鷹中央防災公園使用料,01三鷹中央防災公園使用料,0,285
01一般会計,12使用料及び手数料,01使用料,05土木使用料,06市営住宅等使用料,01市営大沢住宅等使用料,0,34028
01一般会計,12使用料及び手数料,01使用料,05土木使用料,07下連雀市民住宅使用料,01下連雀市民住宅使用料,0,22104
01一般会計,12使用料及び手数料,01使用料,06消防使用料,01防災用地使用料,01消防団詰所用地使用料,0,3
01一般会計,12使用料及び手数料,01使用料,07教育使用料,01教育センター用地使用料,01教育センター用地使用料,0,1
01一般会計,12使用料及び手数料,01使用料,07教育使用料,01教育センター用地使用料,02教育センター暫定施設用地使用料,0,4
01一般会計,12使用料及び手数料,01使用料,07教育使用料,02川上郷自然の村用地使用料,01川上郷自然の村用地使用料,0,1
01一般会計,12使用料及び手数料,01使用料,07教育使用料,03学校用地使用料,01学校用地内水源用地等使用料,0,810
01一般会計,12使用料及び手数料,01使用料,07教育使用料,04大沢の里水車経営農家使用料,01大沢の里水車経営農家使用料,0,300
01一般会計,12使用料及び手数料,01使用料,07教育使用料,05学校施設使用料,01地域交流室使用料,0,40
01一般会計,12使用料及び手数料,01使用料,07教育使用料,05学校施設使用料,02体育施設使用料,0,1485
01一般会計,12使用料及び手数料,01使用料,07教育使用料,05学校施設使用料,03夜間照明設備使用料,0,1897
01一般会計,12使用料及び手数料,01使用料,07教育使用料,06生涯学習センター使用料,01生涯学習センター使用料,0,3263
01一般会計,12使用料及び手数料,01使用料,07教育使用料,07図書館用地使用料,01三鷹図書館ケーブルテレビ支柱用地使用料,0,1
01一般会計,12使用料及び手数料,01使用料,07教育使用料,07図書館用地使用料,02東部図書館ケーブルテレビ支柱用地使用料,0,1
01一般会計,12使用料及び手数料,01使用料,07教育使用料,07図書館用地使用料,03西部図書館ケーブルテレビ支柱用地使用料,0,1
01一般会計,12使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,01新川テニスコート施設使用料,0,2921
01一般会計,12使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,02大沢総合グラウンド施設使用料,0,21890
01一般会計,12使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,03大沢総合グラウンド夜間照明設備使用料,0,6598
01一般会計,12使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,04大沢野川グラウンド管理棟施設使用料,0,391
01一般会計,12使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,05総合スポーツセンター施設使用料,0,78326
01一般会計,12使用料及び手数料,01使用料,07教育使用料,09井口特設グラウンド用地使用料,01電柱用地等使用料,0,1
01一般会計,12使用料及び手数料,02手数料,01総務手数料,01自動車臨時運行許可手数料,01自動車臨時運行許可手数料,0,675
01一般会計,12使用料及び手数料,02手数料,01総務手数料,02住居表示台帳閲覧等手数料,01住居表示台帳閲覧等手数料,0,4
01一般会計,12使用料及び手数料,02手数料,01総務手数料,03自動交付手数料,01証明書自動交付手数料,0,26164
01一般会計,12使用料及び手数料,02手数料,01総務手数料,04税証明交付手数料,01税証明交付手数料,0,12933
01一般会計,12使用料及び手数料,02手数料,01総務手数料,05戸籍住民手数料,01戸籍証明書交付手数料,0,16112
01一般会計,12使用料及び手数料,02手数料,01総務手数料,05戸籍住民手数料,02住民票写し交付閲覧手数料,0,20151
01一般会計,12使用料及び手数料,02手数料,01総務手数料,05戸籍住民手数料,03印鑑登録証明等交付手数料,0,6173
01一般会計,12使用料及び手数料,02手数料,01総務手数料,05戸籍住民手数料,04通知カード再交付手数料,0,303
01一般会計,12使用料及び手数料,02手数料,01総務手数料,05戸籍住民手数料,05個人番号カード再交付手数料,0,184
01一般会計,12使用料及び手数料,02手数料,02民生手数料,01社会福祉法人理事証明書等交付手数料,01社会福祉法人理事証明書等交付手数料,0,1
01一般会計,12使用料及び手数料,02手数料,03衛生手数料,01工場認可申請手数料,01工場認可申請手数料,0,69
01一般会計,12使用料及び手数料,02手数料,03衛生手数料,02犬の登録等手数料,01犬の登録等手数料,0,4450
01一般会計,12使用料及び手数料,02手数料,03衛生手数料,03塵芥処理手数料,01ごみ収集処理手数料,0,357019
01一般会計,12使用料及び手数料,02手数料,03衛生手数料,03塵芥処理手数料,02一般廃棄物処理業許可申請等手数料,0,10
01一般会計,12使用料及び手数料,02手数料,03衛生手数料,04し尿処理手数料,01し尿処理手数料,0,8366
01一般会計,12使用料及び手数料,02手数料,03衛生手数料,04し尿処理手数料,02浄化槽清掃業許可申請手数料,0,10
01一般会計,12使用料及び手数料,02手数料,04土木手数料,01屋外広告物許可手数料,01屋外広告物許可手数料,0,1445
01一般会計,12使用料及び手数料,02手数料,04土木手数料,02道路証明手数料,01道路証明手数料,0,90
01一般会計,12使用料及び手数料,02手数料,04土木手数料,03境界確定図面等写し交付手数料,01境界確定図面等写し交付手数料,0,1800
01一般会計,12使用料及び手数料,02手数料,04土木手数料,04建築指導手数料,01建築物確認等申請手数料,0,3071
01一般会計,12使用料及び手数料,02手数料,04土木手数料,04建築指導手数料,02建築許可等申請手数料,0,4253
01一般会計,12使用料及び手数料,02手数料,04土木手数料,05建築指導証明手数料,01建築確認証明等手数料,0,1536
01一般会計,12使用料及び手数料,02手数料,04土木手数料,06都市計画証明等手数料,01都市計画証明等手数料,0,42
01一般会計,12使用料及び手数料,02手数料,04土木手数料,07優良宅地及び優良住宅等認定事務手数料,01優良宅地及び優良住宅等認定事務手数料,0,1
01一般会計,12使用料及び手数料,02手数料,04土木手数料,08マンション建替事業証明書交付手数料,01マンション建替事業証明書交付手数料,0,1
01一般会計,12使用料及び手数料,02手数料,04土木手数料,09緑化率適合証明手数料,01緑化率適合証明手数料,0,1
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,01生活困窮者自立相談支援事業費等負担金,01生活困窮者自立相談支援事業費負担金,0,20043
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,01生活困窮者自立相談支援事業費等負担金,02生活困窮者住居確保給付金負担金,0,4110
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,01生活困窮者自立相談支援事業費等負担金,03被保護者就労支援事業費負担金,0,2919
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,01居宅介護給付費負担金,0,229171
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,02療養介護給付費負担金,0,36882
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,03生活介護給付費負担金,0,429856
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,04短期入所給付費負担金,0,48033
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,05施設支援給付費負担金,0,134894
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,06サービス利用計画作成費負担金,0,25232
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,07自立生活援助給付費負担金,0,845
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援訓練等給付費負担金,01就労移行支援給付費負担金,0,65585
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援訓練等給付費負担金,02就労継続支援給付費負担金,0,306981
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援訓練等給付費負担金,03就労定着支援給付費負担金,0,5689
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援訓練等給付費負担金,04共同生活援助給付費負担金,0,159574
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援訓練等給付費負担金,05自立訓練給付費負担金,0,12292
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,04障害者自立支援医療給付費負担金,01更生医療給付費負担金,0,108833
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,04障害者自立支援医療給付費負担金,02育成医療給付費負担金,0,443
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,05障害者自立支援補装具費支給事業負担金,01障害者自立支援補装具費支給事業負担金,0,14315
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,01児童発達支援給付費負担金,0,57176
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,02医療型児童発達支援給付費負担金,0,396
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,03放課後等デイサービス給付費負担金,0,160805
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,04障がい児相談支援給付費負担金,0,8296
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,05保育所等訪問支援給付費負担金,0,805
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,07特別障害者手当等負担金,01特別障害者手当等負担金,0,49112
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,08国民健康保険保険基盤安定負担金,01保険基盤安定負担金,0,102390
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,09介護保険低所得者保険料軽減負担金,01介護保険低所得者保険料軽減負担金,0,4611
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,10児童扶養手当負担金,01児童扶養手当負担金,0,133479
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,11児童手当等負担金,01３歳未満被用者児童手当負担金,0,509823
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,11児童手当等負担金,02３歳から中学校修了前被用者児童手当負担金,0,896040
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,11児童手当等負担金,03非被用者児童手当負担金,0,293530
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,11児童手当等負担金,04特例給付負担金,0,234653
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,12施設型給付費負担金,01私立保育園給付費負担金,0,668205
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,12施設型給付費負担金,02公私連携型保育園給付費負担金,0,125844
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,12施設型給付費負担金,03公私連携型認定こども園施設給付費負担金,0,28768
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,13地域型保育給付費負担金,01小規模保育施設給付費負担金,0,59576
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,13地域型保育給付費負担金,02家庭的保育施設給付費負担金,0,24796
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,13地域型保育給付費負担金,03事業所内保育施設給付費負担金,0,17171
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,14児童福祉費負担金,01母子生活支援施設入所措置費負担金,0,13049
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,14児童福祉費負担金,02入院助産措置費負担金,0,1468
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,15生活保護費等負担金,01生活扶助費等負担金,0,2543310
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,15生活保護費等負担金,02介護扶助費負担金,0,88797
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,15生活保護費等負担金,03医療扶助費負担金,0,2283768
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,15生活保護費等負担金,04中国残留邦人等生活支援給付費等負担金,0,18000
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,15生活保護費等負担金,05中国残留邦人等介護支援給付費負担金,0,900
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,15生活保護費等負担金,06中国残留邦人等医療支援給付費負担金,0,24000
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,15生活保護費等負担金,07中国残留邦人等配偶者支援金負担金,0,1560
01一般会計,13国庫支出金,01国庫負担金,02衛生費国庫負担金,01母子保健衛生費負担金,01未熟児養育医療給付費負担金,0,3905
01一般会計,13国庫支出金,01国庫負担金,03教育費国庫負担金,01施設型給付費負担金,01幼稚園施設給付費負担金,0,105540
01一般会計,13国庫支出金,01国庫負担金,03教育費国庫負担金,01施設型給付費負担金,02認定こども園施設給付費負担金,0,23340
01一般会計,13国庫支出金,02国庫補助金,01総務費国庫補助金,01地方創生推進交付金,01地方創生推進交付金,0,5998
01一般会計,13国庫支出金,02国庫補助金,01総務費国庫補助金,02年金生活者支援給付金支給準備市町村事務取扱交付金,01年金生活者支援給付金支給準備市町村事務取扱交付金,0,550
01一般会計,13国庫支出金,02国庫補助金,01総務費国庫補助金,03社会保障・税番号制度事業費補助金,01社会保障・税番号制度事業費補助金,0,43621
01一般会計,13国庫支出金,02国庫補助金,01総務費国庫補助金,04社会保障・税番号制度事務費補助金,01社会保障・税番号制度事務費補助金,0,10944
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,01地域生活支援事業費等補助金,01地域生活支援事業費等補助金,0,57769
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,02生活困窮者就労準備支援事業費等補助金,01生活困窮者就労準備支援事業費等補助金,0,17309
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,02生活困窮者就労準備支援事業費等補助金,02生活困窮者子どもの学習等支援事業費補助金,0,6650
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,02生活困窮者就労準備支援事業費等補助金,03生活保護適正化等事業費補助金,0,18883
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,03公的賃貸住宅家賃対策調整補助金,01公的賃貸住宅家賃対策調整補助金,0,23199
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,04児童虐待・ＤＶ対策等総合支援事業費補助金,01児童虐待・ＤＶ対策等総合支援事業費補助金,0,920
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,05子ども・子育て支援交付金,01利用者支援事業交付金,0,9924
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,05子ども・子育て支援交付金,02子どもを守る地域ネットワーク機能強化事業交付金,0,620
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,05子ども・子育て支援交付金,03子育て援助活動支援事業交付金,0,3605
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,05子ども・子育て支援交付金,04養育支援訪問事業交付金,0,98
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,05子ども・子育て支援交付金,05地域子育て支援拠点事業交付金,0,26471
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,05子ども・子育て支援交付金,06一時預かり事業交付金,0,14835
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,05子ども・子育て支援交付金,07子育て短期支援事業交付金,0,917
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,05子ども・子育て支援交付金,08病児保育事業交付金,0,5115
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,05子ども・子育て支援交付金,09乳児家庭全戸訪問事業交付金,0,3323
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,05子ども・子育て支援交付金,10延長保育事業交付金,0,14452
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,05子ども・子育て支援交付金,11放課後児童健全育成事業交付金,0,58037
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,06地域子どもの未来応援交付金,01地域子どもの未来応援交付金,0,2250
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,07子ども・子育て支援体制整備総合推進事業費補助金,01子ども・子育て支援体制整備総合推進事業費補助金,0,642
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,08保育対策総合支援事業費補助金,01保育士宿舎借り上げ支援事業費補助金,0,56440
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,08保育対策総合支援事業費補助金,02保育所等改修費等支援事業補助金,0,64000
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,09保育所等整備交付金,01保育所等整備交付金,0,136185
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,10母子家庭等対策総合支援事業費補助金,01母子家庭等対策総合支援事業費補助金,0,5577
01一般会計,13国庫支出金,02国庫補助金,03衛生費国庫補助金,01子ども・子育て支援交付金,01利用者支援事業交付金,0,2854
01一般会計,13国庫支出金,02国庫補助金,03衛生費国庫補助金,02妊娠・出産包括支援事業補助金,01産後ケア事業補助金,0,5888
01一般会計,13国庫支出金,02国庫補助金,03衛生費国庫補助金,02妊娠・出産包括支援事業補助金,02妊娠・出産包括支援緊急整備事業補助金,0,2000
01一般会計,13国庫支出金,02国庫補助金,03衛生費国庫補助金,03地域自殺対策強化交付金,01地域自殺対策強化交付金,0,262
01一般会計,13国庫支出金,02国庫補助金,03衛生費国庫補助金,04社会資本整備総合交付金,01アスベスト調査助成事業費交付金,0,3000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,01市道第１３５号線整備事業費交付金,0,8250
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,02狭あい道路拡幅整備費交付金,0,20308
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,03自転車推奨ルート整備事業費交付金,0,14959
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,04橋梁改修事業費交付金,0,7975
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,05橋梁現況調査事業費交付金,0,825
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,06交通安全対策整備事業費交付金,0,550
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,07都市計画道路３・４・１３号（牟礼）整備事業費交付金,0,13000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,08循環型住まいづくり推進事業費交付金,0,653
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,09野崎三丁目公園整備事業費交付金,0,2000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,10新川あおやぎ公園用地取得事業費交付金,0,23000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,11丸池公園用地取得事業費交付金,0,22500
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,12大沢の里公園整備事業費交付金,0,3000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,13木造住宅耐震診断助成事業費交付金,0,1180
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,14木造住宅耐震改修助成事業費交付金,0,2400
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,15特定緊急輸送道路沿道建築物耐震化促進事業費交付金,0,17538
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,01幼稚園就園奨励費補助金,01私立幼稚園就園奨励費補助金,0,55898
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,02子ども・子育て支援交付金,01一時預かり事業交付金,0,11517
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,03学校教育設備整備費等補助金,01理科教育等設備整備費補助金,01小学校,250
