"年度[西暦]","調査項目","設問","選択肢","回答数[人]","構成比[%]"
"2022","港区の自殺対策について","問4. （問3で1～5のいずれかを答えた方）相談相手はどのような人ですか。（○はいくつでも）","その他","13","2.4"
"2022","港区の自殺対策について","問4. （問3で1～5のいずれかを答えた方）相談相手はどのような人ですか。（○はいくつでも）","無回答","53","9.8"
"2022","港区の自殺対策について","問5. もし仮に、あなたが身近な人の「うつ病のサイン」に気づいたときに、医療機関等専門の窓口に相談することを勧めますか。（○は1つ）","はい","424","78.4"
"2022","港区の自殺対策について","問5. もし仮に、あなたが身近な人の「うつ病のサイン」に気づいたときに、医療機関等専門の窓口に相談することを勧めますか。（○は1つ）","いいえ","96","17.7"
"2022","港区の自殺対策について","問5. もし仮に、あなたが身近な人の「うつ病のサイン」に気づいたときに、医療機関等専門の窓口に相談することを勧めますか。（○は1つ）","無回答","21","3.9"
"2022","港区の自殺対策について","問6. （問５で「2.いいえ」と答えた方）それはなぜですか。（○はいくつでも）","勧めることで嫌な思いをさせてしまうから","33","34.4"
"2022","港区の自殺対策について","問6. （問５で「2.いいえ」と答えた方）それはなぜですか。（○はいくつでも）","金銭的な負担を強いてしまうから","9","9.4"
"2022","港区の自殺対策について","問6. （問５で「2.いいえ」と答えた方）それはなぜですか。（○はいくつでも）","どの相談機関の利用を勧めたら良いかわからないから","43","44.8"
"2022","港区の自殺対策について","問6. （問５で「2.いいえ」と答えた方）それはなぜですか。（○はいくつでも）","過去に自分が利用して嫌な思いをしたことがあるから","5","5.2"
"2022","港区の自殺対策について","問6. （問５で「2.いいえ」と答えた方）それはなぜですか。（○はいくつでも）","根本的な問題の解決にはならないと思うから","31","32.3"
"2022","港区の自殺対策について","問6. （問５で「2.いいえ」と答えた方）それはなぜですか。（○はいくつでも）","治療をしなくてもほとんどのうつ病は自然に治ると思うから","5","5.2"
"2022","港区の自殺対策について","問6. （問５で「2.いいえ」と答えた方）それはなぜですか。（○はいくつでも）","その他","25","26.0"
"2022","港区の自殺対策について","問6. （問５で「2.いいえ」と答えた方）それはなぜですか。（○はいくつでも）","無回答","5","5.2"
"2022","港区の自殺対策について","問7. もし仮に、自分自身がうつ病のサインに気づいたら、以下の専門の相談窓口のどの機関を利用しようと思いますか。（○はいくつでも）","かかりつけの医療機関","215","39.7"
"2022","港区の自殺対策について","問7. もし仮に、自分自身がうつ病のサインに気づいたら、以下の専門の相談窓口のどの機関を利用しようと思いますか。（○はいくつでも）","精神科や心療内科等の医療機関","310","57.3"
"2022","港区の自殺対策について","問7. もし仮に、自分自身がうつ病のサインに気づいたら、以下の専門の相談窓口のどの機関を利用しようと思いますか。（○はいくつでも）","保健所等公的機関の相談窓口","57","10.5"
"2022","港区の自殺対策について","問7. もし仮に、自分自身がうつ病のサインに気づいたら、以下の専門の相談窓口のどの機関を利用しようと思いますか。（○はいくつでも）","いのちの電話等民間機関の相談窓口","38","7.0"
"2022","港区の自殺対策について","問7. もし仮に、自分自身がうつ病のサインに気づいたら、以下の専門の相談窓口のどの機関を利用しようと思いますか。（○はいくつでも）","なにも利用しない","51","9.4"
"2022","港区の自殺対策について","問7. もし仮に、自分自身がうつ病のサインに気づいたら、以下の専門の相談窓口のどの機関を利用しようと思いますか。（○はいくつでも）","その他","32","5.9"
"2022","港区の自殺対策について","問7. もし仮に、自分自身がうつ病のサインに気づいたら、以下の専門の相談窓口のどの機関を利用しようと思いますか。（○はいくつでも）","無回答","19","3.5"
"2022","港区の自殺対策について","問8. 周りの人から「つらい」、「死にたい」、「消えてしまいたい」等の相談を受けたことがありますか。（○は1つ）","ある","128","23.7"
"2022","港区の自殺対策について","問8. 周りの人から「つらい」、「死にたい」、「消えてしまいたい」等の相談を受けたことがありますか。（○は1つ）","ない","403","74.5"
"2022","港区の自殺対策について","問8. 周りの人から「つらい」、「死にたい」、「消えてしまいたい」等の相談を受けたことがありますか。（○は1つ）","無回答","10","1.8"
"2022","港区の自殺対策について","問9. もし身近な人から死にたいと打ち明けられた時、どう対応すればよいと思いますか。（○はいくつでも）","「死にたいくらいつらいんだね」と共感を示す","245","45.3"
"2022","港区の自殺対策について","問9. もし身近な人から死にたいと打ち明けられた時、どう対応すればよいと思いますか。（○はいくつでも）","「医師などの専門家に相談した方が良い」と提案する","258","47.7"
"2022","港区の自殺対策について","問9. もし身近な人から死にたいと打ち明けられた時、どう対応すればよいと思いますか。（○はいくつでも）","ひたすら耳を傾けて聞く","369","68.2"
"2022","港区の自殺対策について","問9. もし身近な人から死にたいと打ち明けられた時、どう対応すればよいと思いますか。（○はいくつでも）","「死んではいけない」と説得する","80","14.8"
"2022","港区の自殺対策について","問9. もし身近な人から死にたいと打ち明けられた時、どう対応すればよいと思いますか。（○はいくつでも）","「頑張って生きよう」と励ます","55","10.2"
"2022","港区の自殺対策について","問9. もし身近な人から死にたいと打ち明けられた時、どう対応すればよいと思いますか。（○はいくつでも）","「つまらないことを考えるな」と忠告する","21","3.9"
"2022","港区の自殺対策について","問9. もし身近な人から死にたいと打ち明けられた時、どう対応すればよいと思いますか。（○はいくつでも）","相談に乗らない、もしくは話題を変える","6","1.1"
"2022","港区の自殺対策について","問9. もし身近な人から死にたいと打ち明けられた時、どう対応すればよいと思いますか。（○はいくつでも）","わからない","31","5.7"
"2022","港区の自殺対策について","問9. もし身近な人から死にたいと打ち明けられた時、どう対応すればよいと思いますか。（○はいくつでも）","その他","26","4.8"
"2022","港区の自殺対策について","問9. もし身近な人から死にたいと打ち明けられた時、どう対応すればよいと思いますか。（○はいくつでも）","無回答","9","1.7"
"2022","港区の自殺対策について","問10. これまでの人生の中で本気で自殺をしたいと考えたことはありますか。（○は1つ）","ない","447","82.6"
"2022","港区の自殺対策について","問10. これまでの人生の中で本気で自殺をしたいと考えたことはありますか。（○は1つ）","ある","88","16.3"
"2022","港区の自殺対策について","問10. これまでの人生の中で本気で自殺をしたいと考えたことはありますか。（○は1つ）","無回答","6","1.1"
"2022","港区の自殺対策について","問11. （問10で「２.ある」と答えた方）その要因となったものは何ですか。（○はいくつでも）","家庭問題（子育て、家族関係の不和、家族の介護・看病等）","46","52.3"
"2022","港区の自殺対策について","問11. （問10で「２.ある」と答えた方）その要因となったものは何ですか。（○はいくつでも）","健康問題（自分の病気の悩み、体の悩み、心の悩み等）","19","21.6"
"2022","港区の自殺対策について","問11. （問10で「２.ある」と答えた方）その要因となったものは何ですか。（○はいくつでも）","経済生活問題（倒産、事業不振、借金、失業、生活困窮等）","13","14.8"
"2022","港区の自殺対策について","問11. （問10で「２.ある」と答えた方）その要因となったものは何ですか。（○はいくつでも）","勤務問題（転勤、仕事の不振、職場の人間関係、長時間労働等）","23","26.1"
"2022","港区の自殺対策について","問11. （問10で「２.ある」と答えた方）その要因となったものは何ですか。（○はいくつでも）","男女問題（恋愛、失恋、結婚をめぐる悩み等）","15","17.0"
"2022","港区の自殺対策について","問11. （問10で「２.ある」と答えた方）その要因となったものは何ですか。（○はいくつでも）","学校問題（いじめ、学業不振、教師との人間関係等）","11","12.5"
"2022","港区の自殺対策について","問11. （問10で「２.ある」と答えた方）その要因となったものは何ですか。（○はいくつでも）","その他","10","11.4"
"2022","港区の自殺対策について","問11. （問10で「２.ある」と答えた方）その要因となったものは何ですか。（○はいくつでも）","無回答","2","2.3"
"2022","港区の自殺対策について","問12. （問10で「２.ある」と答えた方）そのように考えた時に、思いとどまった理由やきっかけは何ですか。（○はいくつでも）","家族や友人・職場の同僚など身近な人に悩みを聞いてもらったから","21","23.9"
"2022","港区の自殺対策について","問12. （問10で「２.ある」と答えた方）そのように考えた時に、思いとどまった理由やきっかけは何ですか。（○はいくつでも）","医師やカウンセラーなど心の健康に関する専門家、弁護士や司法書士、公的機関の相談員等悩みのもととなる分野の専門家に相談したから","15","17.0"
"2022","港区の自殺対策について","問12. （問10で「２.ある」と答えた方）そのように考えた時に、思いとどまった理由やきっかけは何ですか。（○はいくつでも）","家族や恋人などの身近な人が悲しむことを考えたから","29","33.0"
"2022","港区の自殺対策について","問12. （問10で「２.ある」と答えた方）そのように考えた時に、思いとどまった理由やきっかけは何ですか。（○はいくつでも）","できるだけ休養をとるようにしたから","17","19.3"
"2022","港区の自殺対策について","問12. （問10で「２.ある」と答えた方）そのように考えた時に、思いとどまった理由やきっかけは何ですか。（○はいくつでも）","趣味や仕事など他のことで気を紛らわらせるように努めたから","15","17.0"
"2022","港区の自殺対策について","問12. （問10で「２.ある」と答えた方）そのように考えた時に、思いとどまった理由やきっかけは何ですか。（○はいくつでも）","将来を楽観的に考えるようにしたから","14","15.9"
"2022","港区の自殺対策について","問12. （問10で「２.ある」と答えた方）そのように考えた時に、思いとどまった理由やきっかけは何ですか。（○はいくつでも）","自殺防止のポスターや広告を見たから","0","0.0"
"2022","港区の自殺対策について","問12. （問10で「２.ある」と答えた方）そのように考えた時に、思いとどまった理由やきっかけは何ですか。（○はいくつでも）","自殺を我慢したから","13","14.8"
"2022","港区の自殺対策について","問12. （問10で「２.ある」と答えた方）そのように考えた時に、思いとどまった理由やきっかけは何ですか。（○はいくつでも）","自殺を試みたが死にきれなかったから","5","5.7"
"2022","港区の自殺対策について","問12. （問10で「２.ある」と答えた方）そのように考えた時に、思いとどまった理由やきっかけは何ですか。（○はいくつでも）","まだ思いとどまれたとは言えない","5","5.7"
"2022","港区の自殺対策について","問12. （問10で「２.ある」と答えた方）そのように考えた時に、思いとどまった理由やきっかけは何ですか。（○はいくつでも）","特に何もしなかった","7","8.0"
"2022","港区の自殺対策について","問12. （問10で「２.ある」と答えた方）そのように考えた時に、思いとどまった理由やきっかけは何ですか。（○はいくつでも）","その他","19","21.6"
"2022","港区の自殺対策について","問12. （問10で「２.ある」と答えた方）そのように考えた時に、思いとどまった理由やきっかけは何ですか。（○はいくつでも）","無回答","3","3.4"
"2022","港区の自殺対策について","問13. こころの悩みや自殺を考えた時の、下記の相談機関について、聞いたことがある、知っている機関を教えてください。（○はいくつでも）","みなと保健所の精神保健福祉相談","94","17.4"
"2022","港区の自殺対策について","問13. こころの悩みや自殺を考えた時の、下記の相談機関について、聞いたことがある、知っている機関を教えてください。（○はいくつでも）","保健所・各地区総合支所の保健師相談","80","14.8"
"2022","港区の自殺対策について","問13. こころの悩みや自殺を考えた時の、下記の相談機関について、聞いたことがある、知っている機関を教えてください。（○はいくつでも）","あいはーと・みなと","51","9.4"
"2022","港区の自殺対策について","問13. こころの悩みや自殺を考えた時の、下記の相談機関について、聞いたことがある、知っている機関を教えてください。（○はいくつでも）","こころのサポートルーム（リーブラ相談室）","54","10.0"
"2022","港区の自殺対策について","問13. こころの悩みや自殺を考えた時の、下記の相談機関について、聞いたことがある、知っている機関を教えてください。（○はいくつでも）","東京いのちの電話","320","59.1"
"2022","港区の自殺対策について","問13. こころの悩みや自殺を考えた時の、下記の相談機関について、聞いたことがある、知っている機関を教えてください。（○はいくつでも）","東京自殺防止センター","90","16.6"
"2022","港区の自殺対策について","問13. こころの悩みや自殺を考えた時の、下記の相談機関について、聞いたことがある、知っている機関を教えてください。（○はいくつでも）","東京都自殺相談ダイヤル　こころといのちのほっとライン","160","29.6"
"2022","港区の自殺対策について","問13. こころの悩みや自殺を考えた時の、下記の相談機関について、聞いたことがある、知っている機関を教えてください。（○はいくつでも）","SNS相談窓口（LINE相談「相談ホットLINE＠東京」）","44","8.1"
"2022","港区の自殺対策について","問13. こころの悩みや自殺を考えた時の、下記の相談機関について、聞いたことがある、知っている機関を教えてください。（○はいくつでも）","＃いのちSOS","56","10.4"
"2022","港区の自殺対策について","問13. こころの悩みや自殺を考えた時の、下記の相談機関について、聞いたことがある、知っている機関を教えてください。（○はいくつでも）","都立中部総合精神保健福祉センター","12","2.2"
"2022","港区の自殺対策について","問13. こころの悩みや自殺を考えた時の、下記の相談機関について、聞いたことがある、知っている機関を教えてください。（○はいくつでも）","知らない","132","24.4"
"2022","港区の自殺対策について","問13. こころの悩みや自殺を考えた時の、下記の相談機関について、聞いたことがある、知っている機関を教えてください。（○はいくつでも）","その他","13","2.4"
"2022","港区の自殺対策について","問13. こころの悩みや自殺を考えた時の、下記の相談機関について、聞いたことがある、知っている機関を教えてください。（○はいくつでも）","無回答","13","2.4"
"2022","港区の自殺対策について","問14. あなたの周りで自殺（自死）した人はいますか。（○はいくつでも）","同居の家族・親族","4","0.7"
"2022","港区の自殺対策について","問14. あなたの周りで自殺（自死）した人はいますか。（○はいくつでも）","同居外の家族・親族","54","10.0"
"2022","港区の自殺対策について","問14. あなたの周りで自殺（自死）した人はいますか。（○はいくつでも）","友人","54","10.0"
"2022","港区の自殺対策について","問14. あなたの周りで自殺（自死）した人はいますか。（○はいくつでも）","恋人","0","0.0"
"2022","港区の自殺対策について","問14. あなたの周りで自殺（自死）した人はいますか。（○はいくつでも）","学校・職場関係者","67","12.4"
"2022","港区の自殺対策について","問14. あなたの周りで自殺（自死）した人はいますか。（○はいくつでも）","近所の人","22","4.1"
"2022","港区の自殺対策について","問14. あなたの周りで自殺（自死）した人はいますか。（○はいくつでも）","知人","51","9.4"
"2022","港区の自殺対策について","問14. あなたの周りで自殺（自死）した人はいますか。（○はいくつでも）","いない","332","61.4"
"2022","港区の自殺対策について","問14. あなたの周りで自殺（自死）した人はいますか。（○はいくつでも）","その他","12","2.2"
"2022","港区の自殺対策について","問14. あなたの周りで自殺（自死）した人はいますか。（○はいくつでも）","無回答","7","1.3"
"2022","港区の自殺対策について","問15. （問14で「8.いない」以外を答えた方）その時、どのような支援が必要だと思いましたか。（○はいくつでも）","遺族等のつどい（思いを分かち合う場）","30","11.4"
"2022","港区の自殺対策について","問15. （問14で「8.いない」以外を答えた方）その時、どのような支援が必要だと思いましたか。（○はいくつでも）","法テラス（借金や法律問題について）","12","4.5"
"2022","港区の自殺対策について","問15. （問14で「8.いない」以外を答えた方）その時、どのような支援が必要だと思いましたか。（○はいくつでも）","区の窓口（心のケア・生活支援・子育てなどについて）","20","7.6"
"2022","港区の自殺対策について","問15. （問14で「8.いない」以外を答えた方）その時、どのような支援が必要だと思いましたか。（○はいくつでも）","学生支援機構等","8","3.0"
"2022","港区の自殺対策について","問15. （問14で「8.いない」以外を答えた方）その時、どのような支援が必要だと思いましたか。（○はいくつでも）","必要と思わなかった","11","4.2"
"2022","港区の自殺対策について","問15. （問14で「8.いない」以外を答えた方）その時、どのような支援が必要だと思いましたか。（○はいくつでも）","わからなかった","88","33.3"
"2022","港区の自殺対策について","問15. （問14で「8.いない」以外を答えた方）その時、どのような支援が必要だと思いましたか。（○はいくつでも）","その他","25","9.5"
"2022","港区の自殺対策について","問15. （問14で「8.いない」以外を答えた方）その時、どのような支援が必要だと思いましたか。（○はいくつでも）","無回答","51","19.3"
"2022","港区の自殺対策について","問16. 自殺防止対策の取組として効果的だと思うものは何ですか。（○はいくつでも）","自殺のサインに気づき適切な対応をとれる人の養成","298","55.1"
"2022","港区の自殺対策について","問16. 自殺防止対策の取組として効果的だと思うものは何ですか。（○はいくつでも）","自殺相談ダイヤル等による電話相談","210","38.8"
"2022","港区の自殺対策について","問16. 自殺防止対策の取組として効果的だと思うものは何ですか。（○はいくつでも）","状況に対応した様々な相談窓口の周知","276","51.0"
"2022","港区の自殺対策について","問16. 自殺防止対策の取組として効果的だと思うものは何ですか。（○はいくつでも）","SNS等を活用したSNS相談","154","28.5"
"2022","港区の自殺対策について","問16. 自殺防止対策の取組として効果的だと思うものは何ですか。（○はいくつでも）","自殺未遂者へのケア","172","31.8"
"2022","港区の自殺対策について","問16. 自殺防止対策の取組として効果的だと思うものは何ですか。（○はいくつでも）","自死遺族へのケア","140","25.9"
"2022","港区の自殺対策について","問16. 自殺防止対策の取組として効果的だと思うものは何ですか。（○はいくつでも）","SNSを活用した自殺防止啓発の取組","92","17.0"
"2022","港区の自殺対策について","問16. 自殺防止対策の取組として効果的だと思うものは何ですか。（○はいくつでも）","ポスター・チラシ・リーフレットによる自殺防止啓発の取組","86","15.9"
"2022","港区の自殺対策について","問16. 自殺防止対策の取組として効果的だと思うものは何ですか。（○はいくつでも）","動画による自殺防止啓発の取組","60","11.1"
"2022","港区の自殺対策について","問16. 自殺防止対策の取組として効果的だと思うものは何ですか。（○はいくつでも）","研修会・講演会による自殺防止啓発の取組","80","14.8"
"2022","港区の自殺対策について","問16. 自殺防止対策の取組として効果的だと思うものは何ですか。（○はいくつでも）","学校での教育","282","52.1"
"2022","港区の自殺対策について","問16. 自殺防止対策の取組として効果的だと思うものは何ですか。（○はいくつでも）","その他","61","11.3"
"2022","港区の自殺対策について","問16. 自殺防止対策の取組として効果的だと思うものは何ですか。（○はいくつでも）","無回答","11","2.0"
"2022","港区の自殺対策について","問17. ゲートキーパーという言葉を聞いたことがありますか。（○は1つ）","聞いたことはあり意味も知っている","72","13.3"
"2022","港区の自殺対策について","問17. ゲートキーパーという言葉を聞いたことがありますか。（○は1つ）","聞いたことはあったが意味はよくわからない","111","20.5"
"2022","港区の自殺対策について","問17. ゲートキーパーという言葉を聞いたことがありますか。（○は1つ）","聞いたことがない","355","65.6"
"2022","港区の自殺対策について","問17. ゲートキーパーという言葉を聞いたことがありますか。（○は1つ）","無回答","3","0.6"
"2022","港区の自殺対策について","問18. これまでに自殺対策の啓発物を見たことがありますか。（○はいくつでも）","広報みなとで見たことがある","184","34.0"
"2022","港区の自殺対策について","問18. これまでに自殺対策の啓発物を見たことがありますか。（○はいくつでも）","区内施設で見たことがある","101","18.7"
"2022","港区の自殺対策について","問18. これまでに自殺対策の啓発物を見たことがありますか。（○はいくつでも）","講演会やポスターのチラシを見たことがある","151","27.9"
"2022","港区の自殺対策について","問18. これまでに自殺対策の啓発物を見たことがありますか。（○はいくつでも）","図書館でリーフレットや関連図書の展示を見たことがある","70","12.9"
"2022","港区の自殺対策について","問18. これまでに自殺対策の啓発物を見たことがありますか。（○はいくつでも）","見聞きしたことはない","179","33.1"
"2022","港区の自殺対策について","問18. これまでに自殺対策の啓発物を見たことがありますか。（○はいくつでも）","その他","44","8.1"
"2022","港区の自殺対策について","問18. これまでに自殺対策の啓発物を見たことがありますか。（○はいくつでも）","無回答","7","1.3"
"2022","港区の自殺対策について","問19. あなたは港区の次の自殺対策の取り組みを知っていますか。（○はいくつでも）","新型コロナこころのサポートダイヤル","109","20.1"
"2022","港区の自殺対策について","問19. あなたは港区の次の自殺対策の取り組みを知っていますか。（○はいくつでも）","港区いのちのサポート相談","132","24.4"
"2022","港区の自殺対策について","問19. あなたは港区の次の自殺対策の取り組みを知っていますか。（○はいくつでも）","こころの体温計","22","4.1"
"2022","港区の自殺対策について","問19. あなたは港区の次の自殺対策の取り組みを知っていますか。（○はいくつでも）","わかちあいの会みなと（自死遺族のつどい）","22","4.1"
"2022","港区の自殺対策について","問19. あなたは港区の次の自殺対策の取り組みを知っていますか。（○はいくつでも）","インターネット検索連動広告","4","0.7"
"2022","港区の自殺対策について","問19. あなたは港区の次の自殺対策の取り組みを知っていますか。（○はいくつでも）","港区ホームページ　こころの健康・生きるための情報ラウンジ","38","7.0"
"2022","港区の自殺対策について","問19. あなたは港区の次の自殺対策の取り組みを知っていますか。（○はいくつでも）","港区こころといのちを支えるキャンペーン（毎年9月、10月、3月）","30","5.5"
"2022","港区の自殺対策について","問19. あなたは港区の次の自殺対策の取り組みを知っていますか。（○はいくつでも）","いずれも知らない","317","58.6"
"2022","港区の自殺対策について","問19. あなたは港区の次の自殺対策の取り組みを知っていますか。（○はいくつでも）","その他","11","2.0"
"2022","港区の自殺対策について","問19. あなたは港区の次の自殺対策の取り組みを知っていますか。（○はいくつでも）","無回答","9","1.7"

"令和4年度（2022年度）区政モニターアンケート・港区の自殺対策について","Ver202301",,,,
