"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","１８～１９歳[人]","２０～２４歳[人]","２５～２９歳[人]","３０～３４歳[人]","３５～３９歳[人]","４０～４４歳[人]","４５～４９歳[人]","５０～５４歳[人]","５５～５９歳[人]","６０～６４歳[人]","６５～６９歳[人]","７０～７４歳[人]","７５～７９歳[人]","８０歳以上[人]","無回答[人]"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","性・年代別","女性 18～29歳","28","7","7","14","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","性・年代別","女性 30～39歳","65","0","0","0","26","39","0","0","0","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","性・年代別","女性 40～49歳","95","0","0","0","0","0","56","39","0","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","性・年代別","女性 50～59歳","82","0","0","0","0","0","0","0","47","35","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","性・年代別","女性 60～69歳","55","0","0","0","0","0","0","0","0","0","25","30","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","性・年代別","女性 70歳以上","75","0","0","0","0","0","0","0","0","0","0","0","37","27","11","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","性・年代別","女性 無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","性・年代別","無回答","10","0","0","0","0","0","0","0","1","0","0","0","2","1","3","3"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","職業別","自営業主・家族従業","92","0","0","0","3","3","8","7","11","12","17","9","10","10","2","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","職業別","会社員・団体職員・公務員","280","0","3","24","32","39","45","34","37","32","15","8","7","1","2","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","職業別","アルバイト・パートタイマー","58","0","1","0","0","6","9","7","10","4","7","7","4","3","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","職業別","家事専業","94","0","0","1","5","8","12","7","8","9","5","9","13","11","6","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","職業別","学生","20","11","8","0","1","0","0","0","0","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","職業別","無職","83","0","0","2","1","1","1","3","2","2","3","11","21","18","17","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","職業別","その他","26","0","0","1","0","1","3","0","4","1","2","1","8","2","3","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","職業別","無回答","5","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","居住地区別","芝地区","107","2","2","3","12","9","10","8","14","9","13","6","11","6","2","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","居住地区別","麻布地区","140","1","3","6","8","11","22","17","13","10","12","7","12","9","9","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","居住地区別","赤坂地区","88","5","2","3","3","4","13","3","11","8","7","10","13","2","4","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","居住地区別","高輪地区","155","1","4","8","8","9","13","14","17","13","10","12","15","19","11","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","居住地区別","芝浦港南地区","164","2","1","8","11","25","20","15","17","20","7","10","12","11","5","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","居住地区別","無回答","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","住居形態別","持家（一戸建）","95","0","4","4","2","2","5","6","7","13","13","8","11","12","8","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","住居形態別","持家（マンション）","302","7","7","1","10","16","37","28","43","29","26","26","33","25","14","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","住居形態別","借家（一戸建）","7","1","0","2","0","2","1","0","0","0","1","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","171","0","0","17","26","27","31","18","14","11","4","6","11","2","4","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","28","1","0","1","0","3","0","2","3","0","0","4","6","4","4","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","0","0","0","1","5","2","2","1","3","0","0","1","2","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","住居形態別","社宅・公務員宿舎","20","1","1","1","2","2","2","1","4","3","1","0","1","1","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","0","1","1","1","0","1","0","0","2","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","住居形態別","その他","5","0","0","1","0","0","0","0","0","1","2","1","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","住居形態別","無回答","6","1","0","0","0","0","0","0","0","0","0","0","0","1","0","4"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","定住意向別","ずっと住み続けていたい","366","9","9","7","13","25","32","30","39","30","30","34","48","37","22","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","定住意向別","当分は住んでいたい","224","1","2","14","23","28","33","20","27","27","12","9","11","8","6","3"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","0","0","3","4","5","9","5","3","3","6","0","2","1","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","9","0","0","1","2","0","2","0","2","0","0","0","1","1","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","定住意向別","わからない","14","1","1","2","0","0","1","3","1","0","1","1","1","0","2","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（１つ選択）","定住意向別","無回答","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"

"第32回港区民世論調査クロス集計表・あなたご自身についてQ31-02","Ver202003",,,,,,,,,,,,,,,,,,,,
