区分,和暦（年度）,西暦（年度）,裸眼視力／計(%),裸眼視力／視力非矯正者の裸眼視力／1.0以上(%),裸眼視力／視力非矯正者の裸眼視力／1.0未満・0.7以上(%),裸眼視力／視力非矯正者の裸眼視力／0.7未満・0.3以上(%),裸眼視力／視力非矯正者の裸眼視力／0.3未満(%),裸眼視力／視力矯正者の裸眼視力／1.0以上(%),裸眼視力／視力矯正者の裸眼視力／1.0未満・0.7以上(%),裸眼視力／視力矯正者の裸眼視力／0.7未満・0.3以上(%),裸眼視力／視力矯正者の裸眼視力／0.3未満(%),裸眼視力／計(%),裸眼視力／1.0未満・0.7以上(%),裸眼視力／0.7未満・0.3以上(%),裸眼視力／0.3未満(%),眼の疾病・異常(%),難聴(%),耳鼻咽頭／耳疾患(%),耳鼻咽頭／鼻・副鼻腔疾患(%),耳鼻咽頭／口腔咽喉頭疾患・異常(%),歯・口腔／むし歯（う歯）／計(%),歯・口腔／むし歯（う歯）／処置完了者(%),歯・口腔／むし歯（う歯）／未処置歯のある者(%),歯・口腔／歯列・咬合(%),歯・口腔／顎関節(%),歯・口腔／歯垢の状態(%),歯・口腔／歯肉の状態(%),歯・口腔／その他の疾病・異常(%),永久歯の1人当り平均むし歯(う歯)等数／計(本),永久歯の1人当り平均むし歯(う歯)等数／喪失歯数(本),永久歯の1人当り平均むし歯(う歯)等数／むし歯（う歯）／計(本),永久歯の1人当り平均むし歯(う歯)等数／むし歯（う歯）／処置歯数(本),永久歯の1人当り平均むし歯(う歯)等数／むし歯（う歯）／未処置歯数(本),栄養状態(%),せき柱・胸郭・四肢の状態(%),皮膚疾患／アトピー性皮膚炎(%),皮膚疾患／その他の皮膚疾患(%),結核に関する検診／結核の精密検査の対象者(%),結核(%),心臓の疾病・異常(%),心電図異常(%),蛋白検出の者(%),尿糖検出の者(%),その他の疾病・異常／ぜん息(%),その他の疾病・異常／腎臓疾患(%),その他の疾病・異常／言語障害(%),その他の疾病・異常／その他の疾病・異常(%)
小学校,平成24,2012,100,63.9,12.5,9.2,3.9,0.4,0.6,2.5,6.9,35.7,13.1,11.7,10.8,7.3,0.5,6.8,11.6,0.8,48.9,27.9,21,3.5,0.1,4.1,2.6,4.3,…,…,…,…,…,1.8,0.4,4.3,0.7,0.2,-,0.7,0.9,0.7,0.1,5.6,0.2,0.2,2.4
小学校,平成25,2013,100,64.8,10.9,9.7,3.7,0.6,0.7,2.9,6.6,34.5,11.6,12.6,10.3,6,0.3,8.5,12,0.5,46.8,27.4,19.4,4,0.1,3,2.1,5,…,…,…,…,…,1,0.3,3.5,0.4,0.2,-,0.7,1.6,0.8,0.1,5.1,0.2,0.3,2.5
小学校,平成26,2014,100,66.4,11.5,9.2,3.7,0.5,0.6,2.4,5.7,33.1,12.1,11.6,9.4,6.2,0.5,8.6,14.1,0.7,46.2,25.4,20.8,3.7,0,3.4,1.1,5,…,…,…,…,…,1.1,0.2,3.6,0.6,0.5,-,0.6,1.3,0.7,0.1,4,0.2,0.3,2.5
小学校,平成27,2015,100,65.1,12.6,9.2,3.9,0.6,0.7,2.2,5.6,34.3,13.3,11.4,9.6,6.7,0.4,7,12.6,0.3,44.7,24.9,19.8,4.3,0,2.8,1.3,6.1,…,…,…,…,…,1.4,0.5,4.4,0.7,0.3,0,0.6,1.5,0.7,0.1,4.3,0.2,0.3,3
小学校,平成28,2016,100,64.4,11.6,10.1,4.1,0.6,0.8,2.6,5.9,35.1,12.4,12.7,10,6.2,0.7,8.9,14.3,0.6,40.2,22.4,17.7,4.3,0,2.6,1.6,5.3,…,…,…,…,…,1,1.8,3.6,0.7,0.3,-,0.7,1.7,0.8,0.1,4.3,0.2,0.3,3
小学校,平成29,2017,100,64.3,11.9,10.2,4,0.8,1,2.5,5.3,34.8,13,12.6,9.2,5.5,0.6,8.5,13.2,0.4,40.8,23.2,17.6,2.9,0.1,3.4,1.7,4.9,…,…,…,…,…,0.8,0.7,3.4,0.8,0.3,-,0.5,1.4,0.9,0.1,4.3,0.2,0.3,4
小学校,平成30,2018,100,61,12.8,10.6,3.8,0.9,1.1,3,6.8,38.2,14,13.6,10.6,7,0.3,8.5,14.8,0.5,38.9,22.4,16.5,3.6,0.1,3.8,2,4.4,…,…,…,…,…,1.3,0.9,3.5,0.7,0.2,-,0.9,1.2,0.7,0.1,4,0.2,0.5,4.5
小学校,令和元,2019,100,60.4,12.4,11.3,4.3,0.9,1.1,2.7,6.9,38.7,13.5,14.1,11.2,7.3,0.4,8.3,13,0.5,39.4,22.1,17.3,3.9,0,2.9,1.2,6.3,…,…,…,…,…,1.2,0.6,3.4,0.9,0.3,-,0.9,1.3,0.7,0.1,3.4,0.3,0.4,4.2
小学校,令和2,2020,100,57.6,12.9,12.3,5.3,0.9,1.2,3,6.8,41.5,14.1,15.3,12.1,5.7,0.7,7.8,10.4,0.5,34.3,19.5,14.8,3.6,0,3.3,1.6,3.7,…,…,…,…,…,1.5,0.4,3.6,0.5,0.4,-,0.6,1.7,0.8,0.1,3,0.3,0.3,2.2
小学校,令和3,2021,100,57.5,12.8,12.1,4.9,1.1,1.2,3.1,7.3,41.4,14,15.2,12.2,6.5,0.6,8.1,12.1,0.4,31.9,19.7,12.2,2.9,0.1,3,0.9,4.3,…,…,…,…,…,0.9,0.4,2.7,0.5,0.2,-,0.8,1.5,0.9,0.1,2.9,0.2,0.4,5.1
小学校,令和4,2022,100,56.2,13.1,11.3,5.7,0.9,1,3.2,8.6,42.9,14.1,14.5,14.2,4,0.4,9.7,11.7,0.1,27.2,15.6,11.6,3,0,2.2,1.4,3.8,…,…,…,…,…,1.6,0.5,2.9,0.5,0.2,-,0.7,1.6,1,0.1,2.7,0.3,0.5,4.4
中学校,平成24,2012,100,35.7,11,14.5,7.7,0.5,1.3,5.6,23.7,63.8,12.3,20.1,31.4,4.4,0.2,4,11.7,0.2,39.3,22.3,16.9,4.4,0.2,4.1,2.8,2.7,0.8,0,0.8,0.5,0.3,1.3,1.3,2.7,0.1,0.2,-,0.5,2,3,0.1,4.7,0.2,0,2.1
中学校,平成25,2013,100,42.4,11.3,11.9,6.3,1.2,1.3,6.2,19.4,56.5,12.6,18.1,25.7,4.2,0.4,4.5,11,0.2,42.9,25.9,17,5.1,0.2,6.1,5.1,2.2,1,0,1,0.7,0.3,0.9,1.2,2.4,0.1,0.1,-,0.6,2.5,2.6,0.1,4.6,0.2,0,2.4
中学校,平成26,2014,100,44.2,11.8,11.2,7.5,0.6,1.5,5.6,17.6,55.2,13.4,16.7,25.1,6.3,0.4,5.9,14.5,0.8,39.4,23.7,15.7,5.3,0.2,4.2,3.6,1.8,0.8,0,0.8,0.5,0.3,1,1.3,2.2,0.2,0.1,-,0.6,1.7,3.2,0.2,3.5,0.2,0,2.4
中学校,平成27,2015,100,41.5,11.7,15.8,8.5,0.9,2,5.3,14.4,57.6,13.7,21.1,22.8,5.9,0.3,5.3,15.2,0.4,37.1,21.8,15.4,4.3,0.2,5,4.6,2.9,0.8,0,0.8,0.5,0.3,1.2,1.5,4.1,0.2,0.1,-,0.8,2.3,3,0.2,4.6,0.2,0,2.6
中学校,平成28,2016,100,40.4,11.2,12.7,8.9,0.8,1.5,5.7,18.8,58.8,12.7,18.4,27.7,7.8,0.3,6.1,14.9,0.4,35.6,21.7,13.8,5.9,0.4,5.5,3.8,3.5,0.7,0,0.7,0.4,0.3,0.7,2.8,3.7,0.1,0.1,-,0.6,2.3,3,0.1,4.1,0.2,0.1,3.1
中学校,平成29,2017,100,36.6,13.5,18.7,8.1,0.7,1.4,3.7,17.4,62.7,14.9,22.4,25.4,7.9,0.4,7.3,12.8,0.2,34.7,20,14.7,3,0.1,4.2,3.9,2.9,0.7,0,0.7,0.5,0.2,0.6,2.8,3.1,0.2,0.2,-,0.6,2.7,3.1,0.2,3.6,0.3,0,5.4
中学校,平成30,2018,100,35.7,10.4,14.7,9.6,2.1,3.6,7.8,16.1,62.2,14.1,22.5,25.7,4.1,0.4,7.3,13.1,0.8,33.9,20.9,12.9,4.4,0.1,3,2.7,1.9,0.7,0,0.7,0.5,0.2,0.8,2.5,2.4,0.4,0.1,-,0.7,2,3.4,0.2,3,0.2,0.1,4
中学校,令和元,2019,100,31.4,17.6,16.3,10.1,0.9,1.5,4.3,18,67.7,19.1,20.6,28,5.2,0.3,5.5,11.2,0.5,29.9,19.5,10.4,5.6,0.2,4.3,3.3,1.8,0.6,0,0.6,0.4,0.2,0.6,1.7,2.5,0.4,0.1,-,0.6,2.5,2.5,0.1,2.9,0.2,0.1,4.6
中学校,令和2,2020,100,32,13,14.9,10.6,0.4,1.4,6.4,21.2,67.6,14.4,21.3,31.8,7.6,0.4,6.4,11.5,0.1,29.3,18.9,10.4,3.9,0.3,3.3,2.7,1.6,0.6,0,0.6,0.4,0.2,0.8,1.3,3.8,0.1,0.3,-,0.7,2.4,3.6,0.2,3.5,0.4,0.1,4.6
中学校,令和3,2021,100,35,9.9,13,7.8,0.4,0.9,10.2,22.9,64.6,10.8,23.2,30.7,3.8,0.2,5.8,7.8,0.1,26.7,17.6,9.1,3.9,0.1,4.3,3.1,1.1,0.5,0,0.5,0.3,0.1,1.1,1.2,3,1.1,0.1,-,0.7,2.2,3.2,0.1,2.3,0.2,0.1,4
中学校,令和4,2022,100,29.8,13.7,16.2,8.5,1.7,3.2,10,16.9,68.5,16.9,26.2,25.4,6,0.5,6.4,12.1,0.1,25.1,15.8,9.3,4.5,0.6,3.2,2.4,1.8,0.5,0,0.4,0.3,0.1,1.8,1.3,2.7,0.2,0.1,-,0.6,2.3,3,0.2,1.7,0.2,0.1,3.8
高等学校,平成24,2012,100,28.1,X,X,X,0.1,X,X,X,71.8,X,X,X,5,0.3,3.2,11.8,0.5,57,34.8,22.2,6.2,0.7,6.2,4.9,1.2,…,…,…,…,…,1,1.1,2,0.2,…,0,0.6,1.9,2.6,0.2,3.2,0.2,0,2.3
高等学校,平成25,2013,100,25.5,X,X,X,4.8,X,X,X,69.7,X,X,X,3.8,0.2,3.4,10.2,0.5,54.5,30.8,23.7,6,0.4,7.3,5.3,0.3,…,…,…,…,…,0.6,0.8,1.9,0.1,…,-,0.8,2.4,2.8,0.2,2.2,0.1,0,1.6
高等学校,平成26,2014,100,31.5,10.2,12,8.5,13,11.9,7.7,5.4,55.5,22.1,19.6,13.8,5.6,0.3,3.1,13.5,0.3,49.8,29.2,20.6,5.5,0.5,8.1,6,0.4,…,…,…,…,…,0.7,1,2.8,0.3,…,0,0.6,3.8,4.2,0.3,2.7,0.2,0,2.6
高等学校,平成27,2015,100,X,X,X,X,X,X,X,X,X,X,X,X,3.6,0.3,2.9,7,0.2,49.2,29.2,20.1,5.8,1.3,7.3,5.4,0.7,…,…,…,…,…,1.4,1.2,2.2,0.2,…,0,0.5,3,3.2,0.3,2.4,0.2,0,2.4
高等学校,平成28,2016,100,X,X,22.7,13.5,X,X,1.6,7.3,64.6,19.5,24.3,20.8,4.3,0.2,3.8,12.4,0.3,46.9,27.6,19.2,5.2,0.5,6.3,5.1,0.7,…,…,…,…,…,1.1,2.3,2.3,0.3,…,0,0.5,2.5,7.4,0.2,2.3,0.2,0,2
高等学校,平成29,2017,100,46.7,12.9,22.4,8.5,3.5,5,0.5,0.5,49.8,17.8,22.9,9.1,4.7,0.3,4.1,10.6,0.4,47.5,27.6,19.9,6.2,1,6.2,4.8,1.4,…,…,…,…,…,0.9,1.6,2.5,0.2,…,0,0.5,2.3,5.8,0.2,2.3,0.2,0,4.4
高等学校,平成30,2018,100,19.4,10.6,11.2,7,0.2,1.1,7.3,43.3,80.5,11.6,18.5,50.3,5.3,0.2,3.1,13,0.2,45,28.5,16.5,4.9,0.7,4.8,4.2,1,…,…,…,…,…,1.8,1.7,3.1,0.2,…,0.1,0.7,2.7,4.7,0.2,2.2,0.2,0,4.2
高等学校,令和元,2019,100,X,X,X,X,X,X,X,X,63.2,X,X,X,3.5,0.3,3.7,11.6,0.4,42.6,27.6,15,4.1,1.4,4.6,4.4,1.5,…,…,…,…,…,0.9,2.6,2.1,0.3,…,-,1,3.2,6.9,0.2,1.6,0.2,0,2.5
高等学校,令和2,2020,100,34.3,16.5,21.4,17.5,1.5,2.3,2.9,3.5,64.2,18.9,24.3,21,2.8,0.5,3.6,6.1,0.2,37.1,23.9,13.2,5.4,0.4,5.9,4.7,0.8,…,…,…,…,…,0.4,1,2.2,0.2,…,0,0.5,2.7,3.4,0.2,1.6,0.2,0,2
高等学校,令和3,2021,100,10.9,2.6,3.1,X,-,-,8.2,X,89.1,2.6,11.3,75.2,3.5,0.3,4.2,10.4,0.2,37.3,24.2,13.1,4.4,0.4,3,2.8,0.9,…,…,…,…,…,0.9,1.8,1.8,0.2,…,0.1,0.6,2.9,4.5,0.2,1.3,0.1,0,3.1
高等学校,令和4,2022,100,X,X,X,X,X,X,X,X,X,X,X,X,3.7,0.2,3.5,11,0.2,35.3,22.8,12.5,5,0.3,5.6,4.2,0.9,…,…,…,…,…,1.1,1.7,2.3,0.3,…,0,0.5,2.1,2.3,0.2,1.5,0.2,0,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和４年度　学校保健統計（学校保健統計調査報告書）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第５表　学校種別疾病・異常被患率等の推移（平成24年度～令和４年度　男女計）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注１）この表は、疾病・異常該当者（疾病・異常に該当する旨健康診断票に記載のあった者）の割合の推定値を示したものである。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
２）「X」は疾病・異常被患率等の標準誤差が５以上、受検者数が100人（５歳は50人）未満、回答校が１校以下又は疾病・異常被患率が100.0%のため統計数値を公表しない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
３）難聴については、６歳から８歳、10歳、12歳、14歳、15歳及び17歳、永久歯の１人当り平均むし歯（う歯）等数については、12歳、結核については、６歳から15歳、結核の精密検査の対象者については、６歳から14歳、心電図異常については、６歳、12歳及び15歳、尿糖検出の者については、６歳から17歳のみ実施している。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
４）結核に関する検診の取扱いについては、「学校保健安全法施行規則」の一部改正に伴い、平成24年４月から教育委員会に設置された結核対策委員会からの意見を聞かずに精密検査を行うことができるようになったため、「結核の精密検査の対象者」には、学校医の診察の結果、精密検査が必要と認められた者も含まれる。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
５）「せき柱・胸郭・四肢の状態」については平成27年度までは「せき柱・胸郭」のみを調査,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
６）令和４年度については、令和２年度、令和３年度に引き続き、例年４月1日から６月30日に実施される健康診断について当該年度末まで実施することとなったため、調査期間が延長された。成長の著しい時期において測定時期を異にしたデータを集計したものとなっており、令和元年度までの数値と単純比較はできない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
