男女別階層,区分,地域,和暦（年度）,西暦（年度）,幼稚園／5歳(%),小学校／6歳(%),小学校／7歳(%),小学校／8歳(%),小学校／9歳(%),小学校／10歳(%),小学校／11歳(%),中学校／12歳(%),中学校／13歳(%),中学校／14歳(%),高等学校／15歳(%),高等学校／16歳(%),高等学校／17歳(%)
1,男,東京都,令和元,2019,2.5,3.69,6.68,8.01,8.71,9.4,10.25,8.99,9.78,9.92,7.54,9.34,9.31
1,男,東京都,令和2,2020,3.41,6.53,9.47,12.28,11.5,13.94,9.58,13.17,13.43,11.02,11.33,12.48,14.74
1,男,東京都,令和3,2021,3.11,5.58,5.65,7.67,9.43,8.59,11.13,11.02,11.37,11.02,10.2,10.71,10.37
1,男,東京都,令和4,2022,3.18,3.89,7.38,11.28,12.47,15.55,13.2,12.14,12.28,11.7,9.55,9.24,10.11
1,男,全国,令和4,2022,3.56,5.74,8.02,11.14,13.17,15.11,13.95,13.27,12.25,11.31,12.51,11.13,11.42
1,女,東京都,平成24,2012,1.86,3.77,4.16,5.68,5.72,8.38,7.77,6.13,7.6,6.46,7.4,6.84,6.07
1,女,東京都,平成25,2013,2.21,4.08,4.99,4.78,6.08,5.76,7.93,7.43,7.45,7.75,7.17,5.48,6.43
1,女,東京都,平成26,2014,1.87,4.69,4.18,5.24,8.09,7.58,8.8,5.6,6.59,7.77,5.16,7.21,5.59
1,女,東京都,平成27,2015,0.8,3.95,2.51,5.05,6.17,5.06,6.19,6.79,6.45,6.81,6.85,6.96,6.8
1,女,東京都,平成28,2016,1.93,3.03,4.61,6.2,6.12,5.71,6.41,7.08,7.22,6.91,6.99,6.11,6.5
1,女,東京都,平成29,2017,2.52,4.23,2.45,6.22,8.16,7.35,9.18,7,6.63,6.42,6.39,8.33,8.15
1,女,東京都,平成30,2018,1.95,3.65,4.67,4.09,7.65,7.85,7.66,7.46,6.27,4.98,6.97,4.84,7.03
1,女,東京都,令和元,2019,2.42,2.5,2.74,3.84,6.07,7.05,8.2,5.99,5.91,6.25,6.36,6.76,7.42
1,女,東京都,令和2,2020,2.73,6.36,5.4,6.74,7.64,10.06,7.14,8.63,7.52,7.15,6.66,5.18,5.1
1,女,東京都,令和3,2021,3.11,4.58,7.23,6.64,5.86,8.99,7.18,7.52,5.54,6.64,7.71,5,4
1,女,東京都,令和4,2022,3.11,4.67,6.73,6.94,6.73,7.43,9.23,8.32,8.32,7.4,4.32,3.93,5.15
1,女,全国,令和4,2022,3.73,5.5,7.23,9.07,9.57,9.74,10.47,9.51,9.05,7.71,7.68,6.98,7.45
,,,,,,,,,,,,,,,,,
令和４年度　学校保健統計（学校保健統計調査報告書）,,,,,,,,,,,,,,,,,
第６表　年齢別肥満傾向児の出現率の推移（平成24年度～令和４年度）,,,,,,,,,,,,,,,,,
注１)肥満傾向児とは、性別・年齢別・身長別標準体重から肥満度を求め、肥満度が20％以上の者である。肥満度＝（実測体重－身長別標準体重）/ 身長別標準体重　× 100（％）,,,,,,,,,,,,,,,,,
注２)令和４年度については、令和２年度、令和３年度に引き続き、例年４月１日から６月30日に実施される健康診断について当該年度末まで実施することとなったため、調査期間が延長された。成長の著しい時期において測定時期を異にしたデータを集計したものとなっており、令和元年度までの数値と単純比較はできない。,,,,,,,,,,,,,,,,,
,　 ,,,,,,,,,,,,,,,,
,　 ,,,,,,,,,,,,,,,,
