男女別階層,年齢階層,性別,学校種別,年齢(歳),裸眼視力／計(%),裸眼視力／視力非矯正者の裸眼視力／1.0以上(%),裸眼視力／視力非矯正者の裸眼視力／1.0未満0.7以上(%),裸眼視力／視力非矯正者の裸眼視力／0.7未満0.3以上(%),裸眼視力／視力非矯正者の裸眼視力／0.3未満(%),裸眼視力／視力矯正者の裸眼視力／1.0以上(%),裸眼視力／視力矯正者の裸眼視力／1.0未満0.7以上(%),裸眼視力／視力矯正者の裸眼視力／0.7未満0.3以上(%),裸眼視力／視力矯正者の裸眼視力／0.3未満(%),裸眼視力／計(%),裸眼視力／1.0未満0.7以上(%),裸眼視力／0.7未満0.3以上(%),裸眼視力／0.3未満(%),眼の疾病・異常(%),難聴(%),耳鼻咽頭／耳疾患(%),耳鼻咽頭／鼻・副鼻腔疾患(%),耳鼻咽頭／口腔咽喉頭疾患・異常(%),歯・口腔／むし歯（う歯）／計(%),歯・口腔／むし歯（う歯）／処置完了者(%),歯・口腔／むし歯（う歯）／未処置歯のある者(%),歯・口腔／歯列・咬合(%),歯・口腔／顎関節(%),歯・口腔／歯垢の状態(%),歯・口腔／歯肉の状態(%),歯・口腔／その他の疾病・異常(%),永久歯の1人当り平均むし歯(う歯)等数／計(本),永久歯の1人当り平均むし歯(う歯)等数／喪失歯数(本),永久歯の1人当り平均むし歯(う歯)等数／むし歯（う歯）／計(本),永久歯の1人当り平均むし歯(う歯)等数／むし歯（う歯）／処置歯数(本),永久歯の1人当り平均むし歯(う歯)等数／むし歯（う歯）／未処置歯数(本),栄養状態(%),せき柱・胸郭・四肢の状態(%),皮膚疾患／アトピー性皮膚炎(%),皮膚疾患／その他の皮膚疾患(%),結核の精密検査の対象者(%),結核(%),心臓の疾病・異常(%),心電図異常(%),蛋白検出の者(%),尿糖検出の者(%),その他の疾病・異常／ぜん息(%),その他の疾病・異常／腎臓疾患(%),その他の疾病・異常／言語障害(%),その他の疾病・異常／その他の疾病・異常(%)
0,1,計,中学校,13,100,36.69,12.05,13.66,7.37,1,1.52,6.59,21.12,62.3,13.56,20.25,28.49,4.9,…,4.4,11.19,0.37,28.2,16.78,11.41,5.25,0.33,4.1,3.52,3.29,…,…,…,…,…,1.39,1.52,2.92,0.22,0.04,0,0.87,…,3.05,0.18,2.27,0.24,0.1,4.91
0,1,計,中学校,14,100,33.05,9.32,16,7.41,1.25,1.46,6.41,25.1,65.65,10.78,22.41,32.47,4.72,0.31,3.78,9.78,0.25,30.7,18.4,12.31,5.29,0.41,4.06,3.72,2.44,…,…,…,…,…,1.34,1.53,2.94,0.22,0.04,0,0.78,…,2.92,0.19,2.26,0.24,0.08,4.89
0,0,計,高等学校,計,100,28.01,10.38,11.62,6.68,0.43,1.01,6.44,35.43,71.56,11.39,18.06,42.11,3.58,0.26,2.25,8.51,0.28,38.3,23.79,14.51,4.57,0.63,4.23,3.88,1.2,…,…,…,…,…,0.66,1.12,2.68,0.21,…,0.03,0.76,3.03,2.83,0.21,1.71,0.2,0.06,4.3
0,1,計,高等学校,15,100,23.14,15.07,15.79,6.75,0.32,1.02,6.15,31.77,76.55,16.09,21.94,38.51,4.15,0.24,3.13,9.3,0.25,33.85,20.92,12.92,4.58,0.6,4.14,3.78,1.24,…,…,…,…,…,0.72,1.28,2.74,0.23,…,0.03,0.86,3.03,3.51,0.21,1.66,0.18,0.07,4.43
0,1,計,高等学校,16,100,33.96,7.62,9.27,8.14,0.46,1,5.71,33.83,65.57,8.62,14.98,41.97,3.24,…,2.01,8.23,0.32,38.15,23.8,14.34,4.72,0.6,4.26,3.9,1.2,…,…,…,…,…,0.65,1.05,2.67,0.2,…,…,0.7,…,2.68,0.21,1.71,0.2,0.05,4.32
0,1,計,高等学校,17,100,27.09,7.97,9.35,4.95,0.51,1.01,7.59,41.54,72.4,8.98,16.93,46.49,3.33,0.28,1.55,7.94,0.28,43.05,26.75,16.3,4.41,0.69,4.28,3.96,1.17,…,…,…,…,…,0.62,1.04,2.63,0.21,…,…,0.7,…,2.27,0.22,1.75,0.21,0.05,4.15
1,0,男,幼稚園,5,100,74.55,17.6,5.1,0.45,0.41,0.54,0.94,0.4,25.03,18.14,6.04,0.85,1.3,…,2.39,3.55,0.7,25.88,10.32,15.56,4.06,0.09,1.06,0.31,2.24,…,…,…,…,…,0.36,0.27,1.75,0.87,…,…,0.29,…,0.72,…,1.41,0.02,0.39,1.49
1,0,男,小学校,計,100,64.05,10.59,10.37,4.41,0.85,0.97,2.68,6.09,35.1,11.55,13.05,10.49,5.65,0.43,6.67,14.08,0.79,38.32,20.05,18.27,4.43,0.09,3.55,1.97,6.37,…,…,…,…,…,2.46,0.83,3.33,0.41,0.1,0,0.8,2.97,0.68,0.06,3.43,0.2,0.58,5.7
1,1,男,小学校,6,100,76.93,13.19,6.35,1.3,0.55,0.53,0.69,0.47,22.52,13.72,7.04,1.76,5.66,0.59,9.97,14.42,1.24,31.04,12.89,18.14,2.76,0.04,1.3,0.67,5.62,…,…,…,…,…,1.08,0.63,3.02,0.53,0.26,0,0.96,2.97,0.44,0.05,3.55,0.18,0.84,5.3
1,1,男,小学校,7,100,73.63,11.53,8.53,2.87,0.65,0.66,1,1.12,25.71,12.2,9.52,3.99,5.17,0.46,7.11,13.72,0.99,38.39,18.5,19.9,4.03,0.08,2.64,1.33,5.07,…,…,…,…,…,1.59,0.69,3.34,0.45,0.08,0,0.85,…,0.44,0.04,3.44,0.2,0.86,5.39
1,1,男,小学校,8,100,68.27,10.58,10.33,4.34,0.86,0.84,1.77,3.03,30.88,11.41,12.09,7.37,5.56,0.37,6.43,13.5,0.79,43.78,23.13,20.65,5.16,0.09,3.81,1.94,5.01,…,…,…,…,…,2.27,0.8,3.48,0.4,0.06,-,0.78,…,0.42,0.04,3.54,0.19,0.66,5.64
1,1,男,小学校,9,100,60.58,10.37,11.27,5.64,0.99,1.19,3.15,6.8,38.43,11.57,14.43,12.44,6.13,…,6.08,14.95,0.76,45.65,25.04,20.6,4.79,0.09,4.02,2.17,6.57,…,…,…,…,…,3.03,0.76,3.4,0.45,0.05,0,0.84,…,0.45,0.05,3.39,0.22,0.46,5.9
1,1,男,小学校,10,100,55.31,8.93,12.4,5.86,1.08,1.19,4.26,10.96,43.61,10.12,16.66,16.82,5.68,0.31,5.95,15.07,0.59,40.26,22.92,17.34,4.83,0.1,4.49,2.6,8.15,…,…,…,…,…,3.42,1,3.44,0.35,0.08,0,0.76,…,0.69,0.08,3.39,0.18,0.36,5.87
1,1,男,小学校,11,100,50.76,9.1,13.06,6.23,0.96,1.35,5.02,13.52,48.28,10.45,18.08,19.75,5.71,…,4.66,12.87,0.39,30.86,17.63,13.23,4.92,0.15,4.87,3.01,7.65,…,…,…,…,…,3.29,1.07,3.3,0.3,0.07,0,0.65,…,1.6,0.1,3.3,0.23,0.31,6.08
1,0,男,中学校,計,100,40.18,11.64,15.15,7.37,0.96,1.35,5.35,18,58.86,12.99,20.5,25.37,5.57,0.31,5.5,12.39,0.38,26.98,15.64,11.34,5.2,0.32,5,4.27,3.88,0.5,0.01,0.5,0.31,0.19,1.75,1.32,3.11,0.25,0.05,0,0.9,3.51,3.31,0.15,2.6,0.25,0.12,5.29
1,1,男,中学校,12,100,45.82,12.32,13.92,6.41,0.88,1.14,5.46,14.06,53.3,13.46,19.38,20.46,5.85,0.33,6.88,13.22,0.49,24.9,14.29,10.62,5.33,0.3,4.73,3.77,5.42,0.5,0.01,0.5,0.31,0.19,1.88,1.35,3.18,0.29,0.05,-,0.96,3.51,2.81,0.09,2.56,0.25,0.14,5.31
1,1,男,中学校,13,100,40.37,12.21,13.26,8.08,0.91,1.28,5.23,18.66,58.72,13.49,18.49,26.74,5.53,…,5.11,12.83,0.37,26.81,15.59,11.22,5.11,0.3,5.04,4.28,3.68,…,…,…,…,…,1.69,1.3,3.09,0.23,0.05,0,0.89,…,3.61,0.19,2.62,0.26,0.13,5.35
1,1,男,中学校,14,100,34.46,10.42,18.24,7.62,1.07,1.63,5.35,21.21,64.46,12.05,23.58,28.83,5.34,0.29,4.53,11.14,0.26,29.15,17,12.16,5.17,0.37,5.21,4.74,2.58,…,…,…,…,…,1.68,1.31,3.07,0.22,0.05,0,0.84,…,3.51,0.18,2.62,0.24,0.09,5.21
1,0,男,高等学校,計,100,28.78,9.2,15.12,8.52,0.41,0.9,6.26,30.8,70.81,10.1,21.38,39.33,3.97,0.24,2.59,9.06,0.29,36.69,21.8,14.88,4.55,0.56,5.3,4.87,1.26,…,…,…,…,…,0.8,0.96,2.87,0.21,…,0.03,0.82,3.66,3.24,0.22,1.91,0.22,0.08,4.34
1,1,男,高等学校,15,100,24.32,9.97,22.96,7.58,0.28,0.88,6.25,27.76,75.4,10.85,29.21,35.35,4.63,0.22,3.7,10.34,0.25,32.26,19.12,13.14,4.52,0.54,5.14,4.65,1.28,…,…,…,…,…,0.87,1.08,2.92,0.24,…,0.03,0.94,3.66,4.04,0.2,1.89,0.18,0.09,4.54
1,1,男,高等学校,16,100,32.77,8.38,11.3,11.68,0.49,0.85,5.45,29.07,66.73,9.23,16.75,40.75,3.62,…,2.26,8.65,0.31,36.42,21.72,14.7,4.7,0.54,5.36,4.95,1.24,…,…,…,…,…,0.79,0.91,2.87,0.18,…,…,0.78,…,3.04,0.21,1.91,0.23,0.07,4.36
1,1,男,高等学校,17,100,29.55,9.21,10.17,6.1,0.48,0.99,7.18,36.31,69.97,10.2,17.35,42.42,3.63,0.27,1.75,8.11,0.32,41.54,24.66,16.88,4.44,0.61,5.42,5.01,1.27,…,…,…,…,…,0.72,0.89,2.8,0.2,…,…,0.75,…,2.59,0.24,1.94,0.25,0.07,4.1
1,0,女,幼稚園,5,100,74.67,17.19,4.94,0.67,0.46,0.93,0.71,0.42,24.87,18.12,5.66,1.09,1.23,…,2.32,2.48,0.6,23.95,9.77,14.18,4.56,0.1,1.05,0.25,2.18,…,…,…,…,…,0.41,0.2,1.48,0.69,…,…,0.26,…,1.04,…,0.8,0.03,0.19,0.94
1,0,女,小学校,計,100,58.27,11.28,11.25,5.67,0.96,1.15,3.54,7.88,40.78,12.43,14.79,13.55,4.88,0.55,6.52,8.68,0.64,35.67,18.56,17.11,4.84,0.11,2.73,1.63,6.68,…,…,…,…,…,1.66,0.85,2.95,0.37,0.1,0,0.79,2.11,1.3,0.09,2.23,0.23,0.31,3.78
1,1,女,小学校,6,100,75.47,14.04,6.83,1.17,0.62,0.64,0.81,0.41,23.91,14.68,7.64,1.58,4.98,0.61,10.22,8.79,0.95,28.88,11.67,17.2,3.43,0.06,1.27,0.68,6.22,…,…,…,…,…,0.98,0.64,2.85,0.47,0.27,0.01,0.93,2.11,0.68,0.05,2.3,0.18,0.48,3.39
1,1,女,小学校,7,100,70.3,13.15,9.5,3.16,0.77,0.76,1.23,1.13,28.93,13.9,10.74,4.29,4.38,0.56,6.82,8.46,0.65,36.24,17.59,18.65,4.95,0.08,2.34,1.28,5.44,…,…,…,…,…,1.34,0.53,2.96,0.47,0.08,0,0.82,…,0.73,0.07,2.26,0.25,0.44,3.48
1,1,女,小学校,8,100,62.58,11.97,12.51,5.08,0.94,0.99,2.36,3.58,36.49,12.95,14.87,8.66,4.7,0.61,6.58,8.8,0.63,41.72,21.84,19.88,5.48,0.09,3,1.8,5.67,…,…,…,…,…,1.72,0.68,2.99,0.37,0.06,0,0.79,…,0.91,0.08,2.42,0.23,0.36,3.76
1,1,女,小学校,9,100,54.45,10.83,12.8,7.51,0.99,1.46,3.86,8.1,44.55,12.29,16.65,15.61,5.36,…,5.85,8.89,0.63,42.85,23.72,19.13,5.11,0.12,3.25,1.79,7.73,…,…,…,…,…,1.87,0.84,3.02,0.32,0.06,-,0.79,…,1.23,0.07,2.24,0.21,0.26,3.82
1,1,女,小学校,10,100,47.76,9.38,13.25,6.79,1.25,1.38,6.01,14.18,50.99,10.76,19.26,20.97,4.94,0.43,5.68,8.69,0.61,35.62,19.78,15.84,4.92,0.14,3.27,2.03,8.12,…,…,…,…,…,1.94,1.14,2.96,0.33,0.06,0,0.69,…,1.81,0.12,2.11,0.2,0.2,4.01
1,1,女,小学校,11,100,40.51,8.53,12.43,10,1.14,1.65,6.7,19.04,58.35,10.18,19.13,29.04,4.92,…,4.19,8.43,0.37,28.82,16.65,12.17,5.1,0.2,3.2,2.16,6.8,…,…,…,…,…,2.11,1.27,2.9,0.28,0.06,-,0.72,…,2.38,0.16,2.08,0.31,0.16,4.19
1,0,女,中学校,計,100,34.98,10.04,13.42,6.7,1.27,1.72,7.23,24.62,63.72,11.77,20.65,31.3,4.29,0.36,3.99,8.94,0.31,29.56,18.02,11.54,5.4,0.38,2.9,2.59,3.17,0.61,0.01,0.6,0.39,0.21,1.07,1.77,2.81,0.24,0.04,0,0.8,2.77,2.48,0.18,1.83,0.23,0.06,4.35
1,1,女,中学校,12,100,40.62,10.1,12.52,6.28,1.27,2.12,6.16,20.93,58.11,12.23,18.68,27.21,4.58,0.37,5.36,8.99,0.34,26.65,16.14,10.51,5.38,0.31,2.72,2.4,4.36,0.61,0.01,0.6,0.39,0.21,1.15,1.8,2.87,0.28,0.05,0,0.83,2.77,2.66,0.16,1.71,0.22,0.06,4.06
1,1,女,中学校,13,100,32.86,11.87,14.08,6.64,1.09,1.77,8.01,23.68,66.04,13.65,22.09,30.31,4.25,…,3.67,9.48,0.37,29.64,18.02,11.62,5.41,0.36,3.13,2.74,2.89,…,…,…,…,…,1.08,1.75,2.75,0.21,0.04,-,0.84,…,2.47,0.18,1.9,0.23,0.07,4.45
1,1,女,中学校,14,100,31.56,8.17,13.65,7.19,1.45,1.28,7.52,29.19,66.9,9.45,21.17,36.29,4.06,0.34,2.98,8.34,0.23,32.33,19.86,12.47,5.4,0.45,2.85,2.64,2.29,…,…,…,…,…,0.98,1.76,2.8,0.22,0.04,-,0.71,…,2.3,0.21,1.88,0.25,0.07,4.55
1,0,女,高等学校,計,100,27.23,11.61,8,4.76,0.44,1.12,6.62,40.22,72.33,12.73,14.62,44.98,3.19,0.27,1.89,7.94,0.28,39.96,25.84,14.12,4.59,0.7,3.11,2.86,1.14,…,…,…,…,…,0.53,1.29,2.49,0.21,…,0.03,0.69,2.38,2.4,0.21,1.5,0.18,0.03,4.27
1,1,女,高等学校,15,100,21.92,20.36,8.37,5.89,0.35,1.16,6.05,35.91,77.73,21.51,14.42,41.79,3.67,0.26,2.54,8.22,0.25,35.49,22.78,12.7,4.65,0.67,3.11,2.88,1.2,…,…,…,…,…,0.56,1.49,2.55,0.21,…,0.03,0.78,2.38,2.96,0.22,1.42,0.18,0.04,4.32
1,1,女,高等学校,16,100,35.18,6.83,7.17,4.49,0.44,1.17,5.98,38.74,64.38,8,13.15,43.23,2.85,…,1.76,7.8,0.33,39.92,25.95,13.97,4.74,0.66,3.12,2.81,1.15,…,…,…,…,…,0.51,1.19,2.47,0.21,…,…,0.62,…,2.31,0.21,1.52,0.18,0.03,4.28
1,1,女,高等学校,17,100,24.54,6.68,8.5,3.75,0.54,1.03,8.01,46.95,74.92,7.71,16.51,50.7,3.04,0.29,1.35,7.78,0.25,44.6,28.89,15.72,4.38,0.77,3.11,2.88,1.07,…,…,…,…,…,0.51,1.19,2.46,0.21,…,…,0.65,…,1.93,0.2,1.56,0.17,0.03,4.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和４年度　学校保健統計（学校保健統計調査報告書）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
参考表　年齢別疾病・異常被患率等（全国）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注１）この表は、疾病・異常該当者（疾病・異常に該当する旨健康診断票に記載のあった者）の割合の推定値（小数第３位を四捨五入）を示したものである。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
２）被患率等の標準誤差は受検者数と得られた被患率等により異なるが、むし歯（計）の被患率の標準誤差は、幼稚園で0.46、小学校で0.29、中学校で0.35、高等学校で0.48、裸眼視力では幼稚園で1.34、小学校で0.31、中学校で0.62、高等学校で0.96、ぜん息では幼稚園で0.09、小学校で0.07、中学校で0.07、高等学校で0.06、心臓の疾病・異常では幼稚園で0.04、小学校で0.02、中学校で0.03、高等学校で0.02である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
３）結核に関する検診の取扱いについては、「学校保健安全法施行規則」の一部改正に伴い、平成24年４月から教育委員会に設置された結核対策委員会からの意見を聞かずに精密検査を行うことができるようになったため、「結核の精密検査の対象者」には、学校医の診察の結果、精密検査が必要と認められた者も含まれる。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
男女別階層（0:計　1:男・女）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年齢階層（0:計　1:各年齢）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
