男女別階層,年齢階層,性別,学校種別,年齢(歳),裸眼視力／計(%),裸眼視力／視力非矯正者の裸眼視力／1.0以上(%),裸眼視力／視力非矯正者の裸眼視力／1.0未満・0.7以上(%),裸眼視力／視力非矯正者の裸眼視力／0.7未満・0.3以上(%),裸眼視力／視力非矯正者の裸眼視力／0.3未満(%),裸眼視力／視力矯正者の裸眼視力／1.0以上(%),裸眼視力／視力矯正者の裸眼視力／1.0未満・0.7以上(%),裸眼視力／視力矯正者の裸眼視力／0.7未満・0.3以上(%),裸眼視力／視力矯正者の裸眼視力／0.3未満(%),裸眼視力／計(%),裸眼視力／1.0未満・0.7以上(%),裸眼視力／0.7未満・0.3以上(%),裸眼視力／0.3未満(%),眼の疾病・異常(%),難聴(%),耳鼻咽頭／耳疾患(%),耳鼻咽頭／鼻・副鼻腔疾患(%),耳鼻咽頭／口腔咽喉頭疾患・異常(%),歯・口腔／むし歯（う歯）／計(%),歯・口腔／むし歯（う歯）／処置完了者(%),歯・口腔／むし歯（う歯）／未処置歯のある者(%),歯・口腔／歯列・咬合(%),歯・口腔／顎関節(%),歯・口腔／歯垢の状態(%),歯・口腔／歯肉の状態(%),歯・口腔／その他の疾病・異常(%),永久歯の1人当り平均むし歯(う歯)等数／計(本),永久歯の1人当り平均むし歯(う歯)等数／喪失歯数(本),永久歯の1人当り平均むし歯(う歯)等数／むし歯（う歯）／計(本),永久歯の1人当り平均むし歯(う歯)等数／むし歯（う歯）／処置歯数(本),永久歯の1人当り平均むし歯(う歯)等数／むし歯（う歯）／未処置歯数(本),栄養状態(%),せき柱・胸郭・四肢の状態(%),皮膚疾患／アトピー性皮膚炎(%),皮膚疾患／その他の皮膚疾患(%),結核の精密検査の対象者(%),結核(%),心臓の疾病・異常(%),心電図異常(%),蛋白検出の者(%),尿糖検出の者(%),その他の疾病・異常／ぜん息(%),その他の疾病・異常／腎臓疾患(%),その他の疾病・異常／言語障害(%),その他の疾病・異常／その他の疾病・異常(%)
0,1,計,中学校,13,100,27.2,X,X,X,2.7,X,X,X,70.1,X,X,X,6.6,…,6.4,12,0.1,24.9,15.8,9.1,4.4,0.6,3.2,2.7,1.8,…,…,…,…,…,1.9,1.5,2.7,0.2,0.1,-,0.7,…,3.3,0.2,1.4,0.2,0.1,3.9
0,1,計,中学校,14,100,25.5,X,X,X,1,X,X,X,73.4,X,X,X,5.5,0.5,5.9,11.9,0,28.5,17.7,10.8,5,0.5,3.5,2.6,1.1,…,…,…,…,…,1.6,1.6,2.4,0.2,0.1,-,0.4,…,3.1,0.2,1.9,0.3,0.1,4.1
0,0,計,高等学校,計,100,X,X,X,X,X,X,X,X,X,X,X,X,3.7,0.2,3.5,11,0.2,35.3,22.8,12.5,5,0.3,5.6,4.2,0.9,…,…,…,…,…,1.1,1.7,2.3,0.3,…,0,0.5,2.1,2.3,0.2,1.5,0.2,0,3
0,1,計,高等学校,15,100,X,X,X,X,X,X,X,X,X,X,X,X,3.6,0.1,3.9,11.2,0.2,31.2,20.7,10.5,4.8,0.3,6,4.2,0.8,…,…,…,…,…,1,1.9,2.3,0.3,…,0,0.7,2.1,2.9,0.3,1.4,0.2,0,3
0,1,計,高等学校,16,100,X,X,X,X,X,X,X,X,X,X,X,X,3.7,…,3.8,9.7,0.2,35.7,23.4,12.3,5.2,0.2,5.1,4,0.9,…,…,…,…,…,1.1,1.4,2.2,0.3,…,…,0.4,…,2.2,0.1,1.5,0.1,0,3
0,1,計,高等学校,17,-,-,-,-,-,-,-,-,-,-,-,-,-,3.8,0.3,2.9,12.1,0.1,39.2,24.4,14.8,4.8,0.3,5.8,4.4,0.8,…,…,…,…,…,1.1,1.7,2.3,0.3,…,…,0.5,…,1.8,0.2,1.7,0.2,0,2.8
1,0,男,幼稚園,5,100,X,X,X,X,X,X,X,X,X,X,X,X,2.1,…,3.8,2.8,2.1,16.1,6.5,9.6,3.5,0.1,1.2,0.3,2.4,…,…,…,…,…,0,0.2,1.3,1.4,…,…,0.2,…,1.2,…,1.1,-,0.4,0.7
1,0,男,小学校,計,100,59.1,12.4,11.3,5.2,0.8,0.9,2.9,7.5,40.1,13.2,14.2,12.7,4.4,0.3,9.8,14.7,0.2,27.8,16.1,11.7,2.9,0,2.5,1.5,3.7,…,…,…,…,…,1.9,0.5,3.1,0.6,0.1,-,0.6,1.8,0.6,0.1,3.4,0.2,0.5,5.1
1,1,男,小学校,6,100,73.5,16,6.9,1.7,0.5,0.4,0.5,0.4,26,16.4,7.5,2.1,3.7,0.4,12.2,14.4,0.2,18.8,9.8,9,1.1,-,1,0.6,3.2,…,…,…,…,…,0.8,0.4,2.5,0.7,0.4,-,0.9,1.8,0.2,-,3.1,0.3,0.7,4.8
1,1,男,小学校,7,100,70.3,13.8,8.4,3.7,0.6,0.5,1.2,1.5,29.1,14.3,9.6,5.3,4.4,0.4,11.4,13.3,0.2,26.5,14.7,11.8,2.6,-,2.3,0.9,2.5,…,…,…,…,…,0.7,0.5,3.5,0.7,0.1,-,0.9,…,0.5,0.1,3.4,0.1,0.7,4.8
1,1,男,小学校,8,100,62.7,13.1,11.4,5.3,0.8,0.6,1.9,4.1,36.5,13.7,13.4,9.4,4.7,0.3,9.8,16.5,0.2,33.1,19.4,13.7,3.4,-,2.2,1.5,3.1,…,…,…,…,…,2,0.3,2.9,0.3,0.1,-,0.4,…,0.3,0.1,3.5,0.1,0.6,4.8
1,1,男,小学校,9,100,53.9,11.1,12.6,6.7,1.3,1.3,4.4,8.7,44.8,12.4,16.9,15.4,4.5,…,8.9,14.8,0.3,34.2,19.6,14.6,3.1,-,3.2,2.1,3.8,…,…,…,…,…,2.8,0.4,3.4,0.7,0.1,-,0.7,…,0.4,0,3.3,0.3,0.5,6
1,1,男,小学校,10,100,49.8,10.9,13.1,7.1,1,1,4.1,13.2,49.3,11.9,17.2,20.3,4.6,0.2,8.6,15.4,0.2,31.8,19.1,12.7,3.2,0,2.8,1.8,4.9,…,…,…,…,…,3,0.7,3.3,0.6,0.1,-,0.5,…,0.6,0.2,3.5,0.2,0.3,5.1
1,1,男,小学校,11,100,43.6,9.4,15.2,6.7,0.8,1.4,5.6,17.3,55.6,10.8,20.8,24,4.5,…,7.8,13.5,0.1,22.7,14.1,8.6,3.8,0,3.3,2.1,5,…,…,…,…,…,2.4,0.8,3.1,0.4,0.1,-,0.4,…,1.4,0.1,3.4,0.3,0.4,5.1
1,0,男,中学校,計,100,32,16.3,14.5,8.9,1.5,4,8.1,14.8,66.5,20.2,22.6,23.7,7.2,0.6,7.3,14.3,0.1,23.6,14,9.6,4.7,0.8,4.4,3.3,2.1,0.4,0,0.4,0.3,0.1,2.8,0.9,3,0.2,0.1,-,0.6,2.2,3.6,0.2,2.1,0.3,0.1,4.7
1,1,男,中学校,12,100,41,11.2,13.5,9.4,1.4,2.4,7.7,13.3,57.5,13.6,21.2,22.7,7.1,0.6,7.5,15.3,0.1,21.4,12.5,8.9,4.5,0.8,4.1,2.4,2.8,0.4,0,0.4,0.3,0.1,3.1,0.5,3,0.2,0,-,0.7,2.2,2.8,0.1,2.3,0.4,0.1,3.9
1,1,男,中学校,13,100,X,X,X,X,X,X,X,X,X,X,X,X,7.8,…,7.1,13.8,0.1,22.8,13.9,9,4.1,0.7,4.1,3.6,2,…,…,…,…,…,2.8,0.9,3.5,0.3,0.1,-,0.7,…,3.7,0.3,1.8,0.2,0.1,4.8
1,1,男,中学校,14,100,X,X,X,X,X,X,X,X,X,X,X,X,6.7,0.5,7.3,13.7,0,26.5,15.7,10.8,5.4,0.8,5.2,3.9,1.4,…,…,…,…,…,2.3,1.3,2.5,0.1,0.1,-,0.4,…,4.2,0.2,2.3,0.3,0.1,5.3
1,0,男,高等学校,計,100,X,X,X,X,X,X,X,X,X,X,X,X,3.9,0.2,4,11.8,0.1,34.2,21.5,12.7,5.8,0.2,8,6.5,1,…,…,…,…,…,1.1,1.2,2.4,0.3,…,0,0.6,2.6,2.7,0.2,1.7,0.2,0.1,3
1,1,男,高等学校,15,100,X,X,X,X,X,X,X,X,X,X,X,X,4,0.1,4.2,12.2,0.1,29.8,19.3,10.5,5.6,0.2,8.3,6.4,0.9,…,…,…,…,…,1,1.5,2.4,0.4,…,0,0.9,2.6,3.5,0.2,1.8,0.1,0.1,3.2
1,1,男,高等学校,16,100,X,X,X,X,X,X,X,X,X,X,X,X,3.9,…,4.4,10.1,0.1,34.6,21.7,12.9,6,0.2,7.2,6.1,1,…,…,…,…,…,1.1,1,2.4,0.2,…,…,0.5,…,2.3,0.1,1.4,0.1,0,3
1,1,男,高等学校,17,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0.3,3.5,13,0.1,38.4,23.6,14.7,5.9,0.2,8.4,7,1.2,…,…,…,…,…,1.2,1.2,2.3,0.3,…,…,0.5,…,2.3,0.4,2,0.3,0.1,2.8
1,0,女,幼稚園,5,100,X,X,X,X,X,X,X,X,X,X,X,X,2,…,1.9,3.3,2.4,16.1,6.3,9.9,4.2,0.1,1.5,0.3,3.5,…,…,…,…,…,-,0.2,0.5,0.7,…,…,0.1,…,0.8,…,1,0.2,0,0.3
1,0,女,小学校,計,100,53.2,13.9,11.4,6.2,1.1,1.1,3.6,9.7,45.7,15,14.9,15.8,3.5,0.5,9.7,8.7,0.1,26.5,15,11.5,3.2,0.1,1.9,1.3,3.9,…,…,…,…,…,1.2,0.5,2.7,0.5,0.2,-,0.8,1.4,1.5,0.1,2,0.4,0.4,3.8
1,1,女,小学校,6,100,73.1,16.9,6.4,1.4,0.6,0.5,0.6,0.5,26.3,17.4,7,1.9,3.1,0.7,13.7,7.5,0.2,19.4,8.6,10.7,1.7,0.1,1.1,0.7,4.4,…,…,…,…,…,0.6,0.3,2.8,0.5,0.7,-,0.9,1.4,0.6,0,1.9,0.3,0.4,3.8
1,1,女,小学校,7,100,65.3,16.5,9.7,4.2,0.7,0.6,1.5,1.6,34,17.1,11.2,5.8,3.2,0.4,10.8,7.8,0.1,24,12.8,11.2,3.3,0,2,0.9,3.1,…,…,…,…,…,0.7,0.2,2.7,0.6,0.1,-,1.1,…,0.8,0.2,2.2,0.3,0.4,3.4
1,1,女,小学校,8,100,54.5,15.6,13.9,6.4,0.9,1.3,2.4,5,44.5,16.8,16.3,11.4,3.9,0.5,9.9,8.6,-,32.4,19.1,13.3,3.3,-,1.4,1.4,2.9,…,…,…,…,…,1.7,0.3,2.4,0.5,0.1,-,0.8,…,1,-,2.2,0.5,0.7,3.7
1,1,女,小学校,9,100,47.6,13,12.7,7.7,1.3,2.1,4.5,11.1,51.1,15,17.2,18.8,4.2,…,8,9.1,0.1,32.9,19.4,13.5,3.7,0,2.7,1.6,4.7,…,…,…,…,…,1.4,0.5,3,0.5,0.1,-,1,…,1.5,0.1,2.1,0.1,0.4,3.7
1,1,女,小学校,10,100,40.8,11.5,11.9,10,1.9,1.1,5.6,17.2,57.3,12.6,17.5,27.2,3.5,0.3,7.8,9.4,0.1,28.3,16.8,11.5,3.8,0.2,1.8,1.6,3.9,…,…,…,…,…,1.4,0.7,2.7,0.6,0.1,-,0.4,…,2.4,0.1,1.9,0.3,0.2,4
1,1,女,小学校,11,100,36.7,9.9,13.7,7.6,1,0.9,6.9,23.5,62.4,10.7,20.6,31.1,3.1,…,7.5,9.7,0.2,22.2,13.4,8.8,3.7,0.1,2.4,1.5,4.6,…,…,…,…,…,1.4,1.2,2.5,0.4,0.1,-,0.7,…,2.6,0.1,1.9,0.6,0.2,4.1
1,0,女,中学校,計,100,27.6,11,18,8,1.8,2.5,11.9,19.1,70.5,13.5,29.9,27.2,4.8,0.3,5.4,9.9,0.1,26.7,17.6,9.1,4.2,0.4,2,1.6,1.5,0.5,0,0.5,0.3,0.1,0.9,1.7,2.4,0.2,0.1,-,0.6,2.3,2.3,0.2,1.3,0.2,0,2.9
1,1,女,中学校,12,100,32.3,X,X,X,1,X,X,X,66.7,X,X,X,4.5,0.3,6.3,9.7,0.1,22.6,15.3,7.3,3.6,0.4,1.9,1.5,2.1,0.5,0,0.5,0.3,0.1,0.9,1.4,3,0.2,0.1,-,0.7,2.3,2.4,0.2,1.4,0.1,-,2.8
1,1,女,中学校,13,100,X,X,X,X,X,X,X,X,X,X,X,X,5.5,…,5.6,10.1,0.2,27.1,17.8,9.3,4.6,0.4,2.3,1.8,1.5,…,…,…,…,…,0.8,2,1.8,0.1,0,-,0.7,…,2.8,0.1,1,0.1,0,3
1,1,女,中学校,14,100,X,X,X,X,X,X,X,X,X,X,X,X,4.3,0.4,4.3,10,0,30.5,19.8,10.7,4.5,0.2,1.8,1.4,0.8,…,…,…,…,…,0.9,1.8,2.3,0.2,0.1,-,0.3,…,1.8,0.1,1.5,0.3,0.1,2.9
1,0,女,高等学校,計,100,X,X,X,X,X,X,X,X,X,X,X,X,3.5,0.3,3,10.2,0.2,36.4,24.1,12.3,4.1,0.3,3.4,2,0.7,…,…,…,…,…,1.1,2.1,2.2,0.3,…,0,0.5,1.6,1.9,0.2,1.3,0.2,0,2.9
1,1,女,高等学校,15,100,X,X,X,X,X,X,X,X,X,X,X,X,3.2,0.2,3.5,10.2,0.3,32.5,22.1,10.4,4.1,0.3,3.6,2.1,0.7,…,…,…,…,…,1,2.3,2.2,0.2,…,0,0.6,1.6,2.3,0.3,1,0.2,0,2.8
1,1,女,高等学校,16,100,X,X,X,X,X,X,X,X,X,X,X,X,3.6,…,3.2,9.3,0.2,36.7,25,11.7,4.6,0.2,3.1,2,0.9,…,…,…,…,…,1.2,1.9,1.9,0.3,…,…,0.4,…,2.1,0.1,1.5,0.1,-,3.1
1,1,女,高等学校,17,-,-,-,-,-,-,-,-,-,-,-,-,-,3.6,0.4,2.3,11.2,0.1,40,25.2,14.8,3.8,0.3,3.4,1.8,0.5,…,…,…,…,…,1.1,2.1,2.4,0.4,…,…,0.5,…,1.4,0.1,1.4,0.2,0,2.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和４年度　学校保健統計（学校保健統計調査報告書）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第４表　年齢別疾病・異常被患率等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注１）この表は、疾病・異常該当者（疾病・異常に該当する旨健康診断票に記載のあった者）の割合の推定値を示したものである。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　２）「X」は疾病・異常被患率等の標準誤差が５以上、受検者数が100人（５歳は50人）未満、回答校が１校以下又は疾病・異常被患率が100.0%のため統計数値を公表しない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　３）難聴については、６歳から８歳、10歳、12歳、14歳、15歳及び17歳、永久歯の１人当り平均むし歯（う歯）等数については、12歳、結核については、６歳から15歳、結核の精密検査の対象者については、６歳から14歳、心電図異常については、６歳、12歳及び15歳、尿糖検出の者については、６歳から17歳のみ実施している。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　４）結核に関する検診の取扱いについては、「学校保健安全法施行規則」の一部改正に伴い、平成24年４月から教育委員会に設置された結核対策委員会からの意見を聞かずに精密検査を行うことができるようになったため、「結核の精密検査の対象者」には、学校医の診察の結果、精密検査が必要と認められた者も含まれる。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　５）「せき柱・胸郭・四肢の状態」については平成27年度までは「せき柱・胸郭」のみを調査,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
男女別階層（0:計　1:男・女）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年齢階層（0:計　1:各年齢）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
