"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","選択肢A","選択肢B","選択肢C","選択肢D","選択肢E","選択肢F"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","職業別","アルバイト・パートタイマー","58","35","21","1","0","0","1"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","職業別","家事専業","94","57","29","3","4","0","1"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","職業別","学生","20","11","4","1","1","3","0"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","職業別","無職","83","54","18","3","2","4","2"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","職業別","その他","26","14","7","2","1","1","1"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","職業別","無回答","5","4","0","0","0","0","1"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","居住地区別","芝地区","107","66","31","3","4","1","2"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","居住地区別","麻布地区","140","71","48","12","3","3","3"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","居住地区別","赤坂地区","88","55","22","5","3","1","2"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","居住地区別","高輪地区","155","94","43","5","8","3","2"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","居住地区別","芝浦港南地区","164","100","41","12","11","0","0"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","居住地区別","無回答","4","2","1","0","0","0","1"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","住居形態別","持家（一戸建）","95","65","22","2","4","1","1"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","住居形態別","持家（マンション）","302","181","88","13","12","5","3"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","住居形態別","借家（一戸建）","7","5","2","0","0","0","0"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","171","86","52","18","11","0","4"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","28","18","5","2","2","1","0"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","13","5","0","0","0","0"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","住居形態別","社宅・公務員宿舎","20","11","7","2","0","0","0"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","6","3","3","0","0","0","0"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","住居形態別","その他","5","3","1","0","0","1","0"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","住居形態別","無回答","6","3","1","0","0","0","2"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","定住意向別","ずっと住み続けていたい","366","229","93","15","17","4","8"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","定住意向別","当分は住んでいたい","224","126","72","15","7","3","1"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","22","11","7","2","0","0"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","1","1","0","0","0","0"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","9","6","0","0","2","1","0"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","定住意向別","わからない","14","4","9","0","1","0","0"
"202003","プラスチックごみ","Q20. あなたは、ペットボトル以外のプラスチック製品を捨てる際に、どのような分別をしていますか。（１つ選択）","定住意向別","無回答","1","0","0","0","0","0","1"

"第32回港区民世論調査クロス集計表・プラスチックごみQ20","Ver202003",,,,,,,,,,
