"年月[西暦]","調査項目","設問","処遇","選択肢","件数[件]","(全体)[%]","(除不)[%]"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｅ）非正規職員から正規職員への転換機会の確保","従来より実施しており、今回更に充実した（今後充実する予定を含む）","20","15.2","16.8"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｅ）非正規職員から正規職員への転換機会の確保","従来、実施していなかったが、今回新たに実施した（今後実施する予定も含む）","2","1.5","1.7"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｅ）非正規職員から正規職員への転換機会の確保","従来より実施しており、今回内容等を変更していない（今後実施する予定を含む）","67","50.8","56.3"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｅ）非正規職員から正規職員への転換機会の確保","従来及び今回、実施していなかったが、今後実施する予定","6","4.5","5.0"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｅ）非正規職員から正規職員への転換機会の確保","従来及び今回、実施しておらず、今後も実施する予定なし","24","18.2","20.2"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｅ）非正規職員から正規職員への転換機会の確保","無回答","13","9.8",
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｆ）賃金体系等の人事制度の整備","従来より実施しており、今回更に充実した（今後充実する予定を含む）","20","15.2","16.8"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｆ）賃金体系等の人事制度の整備","従来、実施していなかったが、今回新たに実施した（今後実施する予定も含む）","2","1.5","1.7"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｆ）賃金体系等の人事制度の整備","従来より実施しており、今回内容等を変更していない（今後実施する予定を含む）","69","52.3","58.0"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｆ）賃金体系等の人事制度の整備","従来及び今回、実施していなかったが、今後実施する予定","9","6.8","7.6"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｆ）賃金体系等の人事制度の整備","従来及び今回、実施しておらず、今後も実施する予定なし","19","14.4","16.0"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｆ）賃金体系等の人事制度の整備","無回答","13","9.8",
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｇ）資格取得や能力向上に向けた教育研修機会の充実や対象者の拡大","従来より実施しており、今回更に充実した（今後充実する予定を含む）","26","19.7","21.3"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｇ）資格取得や能力向上に向けた教育研修機会の充実や対象者の拡大","従来、実施していなかったが、今回新たに実施した（今後実施する予定も含む）","2","1.5","1.6"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｇ）資格取得や能力向上に向けた教育研修機会の充実や対象者の拡大","従来より実施しており、今回内容等を変更していない（今後実施する予定を含む）","78","59.1","63.9"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｇ）資格取得や能力向上に向けた教育研修機会の充実や対象者の拡大","従来及び今回、実施していなかったが、今後実施する予定","6","4.5","4.9"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｇ）資格取得や能力向上に向けた教育研修機会の充実や対象者の拡大","従来及び今回、実施しておらず、今後も実施する予定なし","10","7.6","8.2"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｇ）資格取得や能力向上に向けた教育研修機会の充実や対象者の拡大","無回答","10","7.6",
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｈ）資格取得や外部の研修参加にかかる費用等の負担（一部を含む）","従来より実施しており、今回更に充実した（今後充実する予定を含む）","14","10.6","11.5"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｈ）資格取得や外部の研修参加にかかる費用等の負担（一部を含む）","従来、実施していなかったが、今回新たに実施した（今後実施する予定も含む）","7","5.3","5.7"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｈ）資格取得や外部の研修参加にかかる費用等の負担（一部を含む）","従来より実施しており、今回内容等を変更していない（今後実施する予定を含む）","86","65.2","70.5"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｈ）資格取得や外部の研修参加にかかる費用等の負担（一部を含む）","従来及び今回、実施していなかったが、今後実施する予定","5","3.8","4.1"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｈ）資格取得や外部の研修参加にかかる費用等の負担（一部を含む）","従来及び今回、実施しておらず、今後も実施する予定なし","10","7.6","8.2"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｈ）資格取得や外部の研修参加にかかる費用等の負担（一部を含む）","無回答","10","7.6",
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｉ）部下指導を管理職等の役割として明確化","従来より実施しており、今回更に充実した（今後充実する予定を含む）","21","15.9","17.5"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｉ）部下指導を管理職等の役割として明確化","従来、実施していなかったが、今回新たに実施した（今後実施する予定も含む）","5","3.8","4.2"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｉ）部下指導を管理職等の役割として明確化","従来より実施しており、今回内容等を変更していない（今後実施する予定を含む）","70","53.0","58.3"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｉ）部下指導を管理職等の役割として明確化","従来及び今回、実施していなかったが、今後実施する予定","13","9.8","10.8"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｉ）部下指導を管理職等の役割として明確化","従来及び今回、実施しておらず、今後も実施する予定なし","11","8.3","9.2"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｉ）部下指導を管理職等の役割として明確化","無回答","12","9.1",
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｊ）新人職員の指導担当・アドバイザーの設置","従来より実施しており、今回更に充実した（今後充実する予定を含む）","15","11.4","12.4"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｊ）新人職員の指導担当・アドバイザーの設置","従来、実施していなかったが、今回新たに実施した（今後実施する予定も含む）","2","1.5","1.7"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｊ）新人職員の指導担当・アドバイザーの設置","従来より実施しており、今回内容等を変更していない（今後実施する予定を含む）","60","45.5","49.6"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｊ）新人職員の指導担当・アドバイザーの設置","従来及び今回、実施していなかったが、今後実施する予定","14","10.6","11.6"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｊ）新人職員の指導担当・アドバイザーの設置","従来及び今回、実施しておらず、今後も実施する予定なし","30","22.7","24.8"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｊ）新人職員の指導担当・アドバイザーの設置","無回答","11","8.3",
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｋ）定期的なミーティング等による仕事上のコミュニケーションの充実","従来より実施しており、今回更に充実した（今後充実する予定を含む）","25","18.9","20.7"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｋ）定期的なミーティング等による仕事上のコミュニケーションの充実","従来、実施していなかったが、今回新たに実施した（今後実施する予定も含む）","3","2.3","2.5"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｋ）定期的なミーティング等による仕事上のコミュニケーションの充実","従来より実施しており、今回内容等を変更していない（今後実施する予定を含む）","84","63.6","69.4"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｋ）定期的なミーティング等による仕事上のコミュニケーションの充実","従来及び今回、実施していなかったが、今後実施する予定","3","2.3","2.5"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｋ）定期的なミーティング等による仕事上のコミュニケーションの充実","従来及び今回、実施しておらず、今後も実施する予定なし","6","4.5","5.0"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｋ）定期的なミーティング等による仕事上のコミュニケーションの充実","無回答","11","8.3",
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｌ）仕事内容や労働条件に関する個別面接機会の確保","従来より実施しており、今回更に充実した（今後充実する予定を含む）","23","17.4","19.2"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｌ）仕事内容や労働条件に関する個別面接機会の確保","従来、実施していなかったが、今回新たに実施した（今後実施する予定も含む）","2","1.5","1.7"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｌ）仕事内容や労働条件に関する個別面接機会の確保","従来より実施しており、今回内容等を変更していない（今後実施する予定を含む）","75","56.8","62.5"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｌ）仕事内容や労働条件に関する個別面接機会の確保","従来及び今回、実施していなかったが、今後実施する予定","9","6.8","7.5"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｌ）仕事内容や労働条件に関する個別面接機会の確保","従来及び今回、実施しておらず、今後も実施する予定なし","11","8.3","9.2"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｌ）仕事内容や労働条件に関する個別面接機会の確保","無回答","12","9.1",
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｍ）腰痛対策、メンタルケア等を含めた健康管理の充実","従来より実施しており、今回更に充実した（今後充実する予定を含む）","19","14.4","15.8"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｍ）腰痛対策、メンタルケア等を含めた健康管理の充実","従来、実施していなかったが、今回新たに実施した（今後実施する予定も含む）","4","3.0","3.3"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｍ）腰痛対策、メンタルケア等を含めた健康管理の充実","従来より実施しており、今回内容等を変更していない（今後実施する予定を含む）","67","50.8","55.8"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｍ）腰痛対策、メンタルケア等を含めた健康管理の充実","従来及び今回、実施していなかったが、今後実施する予定","14","10.6","11.7"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｍ）腰痛対策、メンタルケア等を含めた健康管理の充実","従来及び今回、実施しておらず、今後も実施する予定なし","16","12.1","13.3"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｍ）腰痛対策、メンタルケア等を含めた健康管理の充実","無回答","12","9.1",
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｎ）出産・子育て・家族等の介護を行う職員への支援の強化","従来より実施しており、今回更に充実した（今後充実する予定を含む）","19","14.4","15.8"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｎ）出産・子育て・家族等の介護を行う職員への支援の強化","従来、実施していなかったが、今回新たに実施した（今後実施する予定も含む）","9","6.8","7.5"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｎ）出産・子育て・家族等の介護を行う職員への支援の強化","従来より実施しており、今回内容等を変更していない（今後実施する予定を含む）","66","50.0","55.0"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｎ）出産・子育て・家族等の介護を行う職員への支援の強化","従来及び今回、実施していなかったが、今後実施する予定","10","7.6","8.3"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｎ）出産・子育て・家族等の介護を行う職員への支援の強化","従来及び今回、実施しておらず、今後も実施する予定なし","16","12.1","13.3"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｎ）出産・子育て・家族等の介護を行う職員への支援の強化","無回答","12","9.1",
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｏ）事故やトラブルへの対応体制の整備","従来より実施しており、今回更に充実した（今後充実する予定を含む）","25","18.9","20.7"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｏ）事故やトラブルへの対応体制の整備","従来、実施していなかったが、今回新たに実施した（今後実施する予定も含む）","2","1.5","1.7"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｏ）事故やトラブルへの対応体制の整備","従来より実施しており、今回内容等を変更していない（今後実施する予定を含む）","86","65.2","71.1"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｏ）事故やトラブルへの対応体制の整備","従来及び今回、実施していなかったが、今後実施する予定","4","3.0","3.3"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｏ）事故やトラブルへの対応体制の整備","従来及び今回、実施しておらず、今後も実施する予定なし","4","3.0","3.3"
"202003","組織・体制・人材について","Q7. 貴事業所の職員に対する給与等の引き上げ以外の処遇に関して、平成31年４月から令和元年９月までの対応の実施状況について、お答えください。","（Ｏ）事故やトラブルへの対応体制の整備","無回答","11","8.3",

"港区保健福祉基礎調査（事業所）・単純集計表・組織体制人材についてQ7","Ver202003",,,,,,
