市区町村コード,NO,都道府県名,市区町村名,データ名称,データ概要,データ形式,分類,更新頻度,URL,API対応有無,ライセンス,登録日,最終更新日,備考
132217,0000000011,東京都,清瀬市,投票所一覧,名称、住所、投票区域、バリアフリー情報、開設期間・時間等,"csv,xlsx",その他,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001604.html,無,CC BYに準拠,2020-01-24,2021-10-27,
132217,0000000012,東京都,清瀬市,駐車場,名称、緯度、経度、URL等,"csv,xlsx",交通情報,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001604.html,無,CC BYに準拠,2021-03-25,2021-03-25,
132217,0000000013,東京都,清瀬市,駐輪場,名称、緯度、経度、URL等,"csv,xlsx",交通情報,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001604.html,無,CC BYに準拠,2021-03-25,2022-11-02,
132217,0000000014,東京都,清瀬市,指定緊急避難所一覧,名称、住所、区分、設備等,"csv,xlsx",防災・災害計画,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001605.html,無,CC BYに準拠,2018-06-29,2019-03-04,
132217,0000000015,東京都,清瀬市,AED設置個所一覧,施設名称、設置住所、利用可能時間等,"csv,xlsx",医療・福祉,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001605.html,無,CC BYに準拠,2018-06-29,2020-01-28,
132217,0000000016,東京都,清瀬市,消防水利施設一覧,住所、区分、設置者名称等,"csv,xlsx",防災・災害計画,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001605.html,無,CC BYに準拠,2018-06-29,2022-11-02,
132217,0000000017,東京都,清瀬市,オープンデータ一覧,データ概要、最終更新日等,"csv,xlsx",その他,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001615.html,無,CC BYに準拠,2018-06-29,2023-03-17,
132217,0000000018,東京都,清瀬市,警察署一覧,名称、住所、電話番号等,"csv,xlsx",治安,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001605.html,無,CC BYに準拠,2020-01-24,2020-01-24,
132217,0000000019,東京都,清瀬市,消防署一覧,名称、住所、電話番号等,"csv,xlsx",治安,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001605.html,無,CC BYに準拠,2020-01-24,2020-01-24,
132217,0000000020,東京都,清瀬市,応急給水拠点一覧,名称、住所、電話番号等,"csv,xlsx",防災・災害計画,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001605.html,無,CC BYに準拠,2020-01-24,2022-11-02,
132217,0000000021,東京都,清瀬市,避難所一覧,名称、住所、電話番号等,"csv,xlsx",防災・災害計画,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001605.html,無,CC BYに準拠,2020-01-24,2021-10-13,
132217,0000000022,東京都,清瀬市,福祉避難所一覧,名称、住所、電話番号等,"csv,xlsx",防災・災害計画,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001605.html,無,CC BYに準拠,2020-01-24,2022-12-19,
132217,0000000023,東京都,清瀬市,地域・年齢別人口,地域名称、年齢、人口等,"csv,xlsx",人口減少・少子高齢化,月に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001606.html,無,CC BYに準拠,2018-06-29,2023-03-01,
132217,0000000024,東京都,清瀬市,文化財一覧,文化財名称、住所、区分、営業時間等,"csv,xlsx",観光,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001607.html,無,CC BYに準拠,2018-06-29,2020-11-19,
132217,0000000025,東京都,清瀬市,ケヤキロードギャラリー,名称、緯度、経度、URL、備考【作家名】等,"csv,xlsx",観光,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001607.html,無,CC BYに準拠,2021-03-25,2021-03-25,
132217,0000000026,東京都,清瀬市,イベント一覧,イベント名称、開催場所の住所、開催期間・時間等,"csv,xlsx",観光,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001608.html,無,CC BYに準拠,2018-06-29,2022-05-24,年度当初のイベントの予定情報です。このため、日程について多少の変更があることをご了承のうえご利用ください。
132217,0000000027,東京都,清瀬市,公衆無線ＬＡＮアクセスポイント一覧,設置場所名称、住所、SSID等,"csv,xlsx",観光,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001609.html,無,CC BYに準拠,2018-06-29,2018-09-28,CP課河上さんに確認中
132217,0000000028,東京都,清瀬市,市内の写真,秘書広報課が撮影した市内名所やまちなみの写真,xlsx,観光,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001610.html,無,CC BYに準拠,2020-01-24,2020-01-24,
132217,0000000029,東京都,清瀬市,予算（歳入・歳出）,会計科目、事業名称、金額等,"csv,xlsx",税金,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001611.html,無,CC BYに準拠,2020-01-24,2023-02-10,
132217,0000000030,東京都,清瀬市,決算（歳入・歳出）,会計科目、事業名称、金額等,"csv,xlsx",税金,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001611.html,無,CC BYに準拠,2020-01-24,2023-02-10,
132217,0000000031,東京都,清瀬市,ごみ収集日程,"各地域のごみ収集日の情報
（可燃ごみは月・木曜日など）","csv,xlsx",生活,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001613.html,無,CC BYに準拠,2020-01-24,2020-02-17,
132217,0000000032,東京都,清瀬市,市内掲示板一覧,住所、管理番号、目印等,"csv,xlsx",生活,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001614.html,無,CC BYに準拠,2020-01-24,2021-03-17,
132217,0000000033,東京都,清瀬市,市内の写真,秘書広報課が撮影した市内名所やまちなみの写真,jpg,観光,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001616.html,無,CC BYに準拠,2020-01-24,2020-01-24,
132217,0000000034,東京都,清瀬市,小中学校通学区域情報,通学区域_登録年月日、通学区域の住所等,"csv,xlsx",交通情報,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1008690.html,無,CC BYに準拠,2021-03-25,2021-03-26,
132217,0000000035,東京都,清瀬市,小学校生徒数,名称、1年生、6年生、合計等,"csv,xlsx",生活,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1008690.html,無,CC BYに準拠,2021-03-25,2022-11-04,
132217,0000000036,東京都,清瀬市,中学校生徒数,名称、1年生、3年生、合計等,"csv,xlsx",生活,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1008690.html,無,CC BYに準拠,2021-03-25,2022-11-04,
132217,0000000037,東京都,清瀬市,幼稚園児童数,名称、【市内】年少(3～4歳)、【市内】合計等,"csv,xlsx",生活,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1008690.html,無,CC BYに準拠,2021-03-25,2021-11-15,
132217,0000000038,東京都,清瀬市,保育園児童数,名称、類型、定員等,"csv,xlsx",生活,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1008690.html,無,CC BYに準拠,2021-03-25,2021-11-15,
132217,0000000039,東京都,清瀬市,清瀬市議会議員選挙投票率,名称、有権者数【合計】、投票者数【合計】、投票率【合計】等,"csv,xlsx",その他,4年に1回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1008692.html,無,CC BYに準拠,2021-03-25,2022-12-13,
132217,0000000040,東京都,清瀬市,清瀬市市長選挙投票率,名称、有権者数【合計】、投票者数【合計】、投票率【合計】等,"csv,xlsx",その他,4年に1回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1008692.html,無,CC BYに準拠,2021-03-25,2022-12-13,
132217,0000000041,東京都,清瀬市,市民からの問い合わせ,課名、手紙、メール、FAX、ホームページ等,"csv,xlsx",その他,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1008694.html,無,CC BYに準拠,2021-03-25,2022-11-18,
132217,0000000042,東京都,清瀬市,公文書開示請求処理状況,請求件数(件)、開示(件)、取り下げ(件)等,"csv,xlsx",その他,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1010465.html,無,CC BYに準拠,2022-04-13,2022-04-13,
132217,0000000043,東京都,清瀬市,メール一斉配信件数(配信・登録),イベント情報(件)、安心安全情報(件),"csv,xlsx",生活,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1008690.html,無,CC BYに準拠,2022-04-13,2022-11-02,
132217,0000000044,東京都,清瀬市,ごみ収集実績,可燃ごみ(kg)、容器包装プラスティック(kg)等,"csv,xlsx",環境,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001613.html,無,CC BYに準拠,2022-04-13,2022-11-02,
132217,0000000045,東京都,清瀬市,住居確保給付金給付事業,喪失の恐れのあるもの(申請)(人)、喪失の恐れのあるもの(支給決定)(人)等,"csv,xlsx",生活,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1010481.html,無,CC BYに準拠,2022-04-13,2022-11-02,
132217,0000000046,東京都,清瀬市,生活保護受給者数,非保護人員(人)、保護率(%)、生活扶助(人)等,"csv,xlsx",生活,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1010481.html,無,CC BYに準拠,2022-04-13,2022-11-02,
132217,0000000047,東京都,清瀬市,児童扶養手当事業(ひとり親家庭等),受給者数(人)、延支払児童数(人)、支払金額(円),"csv,xlsx",生活,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1008690.html,無,CC BYに準拠,2022-04-13,2022-11-02,
132217,0000000048,東京都,清瀬市,児童育成手当事業(ひとり親家庭等),受給者数(人)、延支払児童数(人)、支払金額(円),"csv,xlsx",生活,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1008690.html,無,CC BYに準拠,2022-04-13,2022-11-02,
132217,0000000049,東京都,清瀬市,児童手当等事業,受給者数(人)、延支払児童数(人)、支払金額(円),"csv,xlsx",生活,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1008690.html,無,CC BYに準拠,2022-04-13,2022-11-02,
132217,0000000050,東京都,清瀬市,放置自転車等の移送状況,移送(自転車)(台)、返還(原付)(台)、処分(自転車)(台)等,"csv,xlsx",交通情報,年に１回,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1010480.html,無,CC BYに準拠,2022-04-13,2022-11-02,
132217,0000000051,東京都,清瀬市,運動施設一覧,施設名称、区分、営業時間等,"csv,xlsx",まちづくり,変更の都度,https://www.city.kiyose.lg.jp/opendata/opendataichiran/1001604.html,無,CC BYに準拠,2022-04-13,2022-11-02,
