職員の区分,職務の級号給,１級給料月額（円）,２級給料月額（円）,３級給料月額（円）,４級給料月額（円）,５級給料月額（円）,６級給料月額（円）,７級給料月額（円）,８級給料月額（円）
定年前再任用短時間勤務職員以外の職員,84,304300,335700,356600,388400,412800,444900,466800,
定年前再任用短時間勤務職員以外の職員,85,305600,336800,357900,389600,413700,445500,467200,
定年前再任用短時間勤務職員以外の職員,86,306900,338000,359100,390700,414400,446100,467700,
定年前再任用短時間勤務職員以外の職員,87,308200,339000,360400,391700,415100,446700,468200,
定年前再任用短時間勤務職員以外の職員,88,309500,340100,361700,392800,415800,447200,468700,
定年前再任用短時間勤務職員以外の職員,89,310800,341200,362900,393800,416400,447800,469100,
定年前再任用短時間勤務職員以外の職員,90,312000,342300,364200,394600,417000,448300,469500,
定年前再任用短時間勤務職員以外の職員,91,313200,343400,365500,395400,417600,448800,470000,
定年前再任用短時間勤務職員以外の職員,92,314300,344400,366700,396200,418200,449300,470500,
定年前再任用短時間勤務職員以外の職員,93,315400,345500,367900,396900,418800,449800,471000,
定年前再任用短時間勤務職員以外の職員,94,316400,346500,369100,397700,419400,450300,471400,
定年前再任用短時間勤務職員以外の職員,95,317400,347600,370200,398400,420000,450800,471900,
定年前再任用短時間勤務職員以外の職員,96,318400,348700,371300,399100,420600,451300,472400,
定年前再任用短時間勤務職員以外の職員,97,319400,349700,372400,399800,421200,451700,472800,
定年前再任用短時間勤務職員以外の職員,98,320400,350600,373400,400500,421800,452200,473200,
定年前再任用短時間勤務職員以外の職員,99,321400,351500,374300,401200,422400,452700,473700,
定年前再任用短時間勤務職員以外の職員,100,322400,352500,375200,401800,423000,453200,474200,
定年前再任用短時間勤務職員以外の職員,101,323400,353400,376000,402400,423600,453600,474600,
定年前再任用短時間勤務職員以外の職員,102,324400,354400,376800,403000,424200,454100,475000,
定年前再任用短時間勤務職員以外の職員,103,325300,355300,377500,403600,424800,454600,475500,
定年前再任用短時間勤務職員以外の職員,104,326300,356200,378200,404200,425300,455000,476000,
定年前再任用短時間勤務職員以外の職員,105,327300,357000,378900,404800,425900,455500,476400,
定年前再任用短時間勤務職員以外の職員,106,328300,357700,379500,405400,426400,456000,,
定年前再任用短時間勤務職員以外の職員,107,329200,358400,380100,406000,427000,456500,,
定年前再任用短時間勤務職員以外の職員,108,330200,359100,380600,406600,427600,456900,,
定年前再任用短時間勤務職員以外の職員,109,331200,359800,381200,407200,428100,457300,,
定年前再任用短時間勤務職員以外の職員,110,332200,360400,381800,407800,428600,457800,,
定年前再任用短時間勤務職員以外の職員,111,333100,361000,382300,408400,429200,458300,,
定年前再任用短時間勤務職員以外の職員,112,334000,361500,382900,409000,429800,458700,,
定年前再任用短時間勤務職員以外の職員,113,334800,362000,383500,409600,430300,459100,,
定年前再任用短時間勤務職員以外の職員,114,,362500,384100,410200,430900,459600,,
定年前再任用短時間勤務職員以外の職員,115,,363000,384600,410800,431500,460100,,
定年前再任用短時間勤務職員以外の職員,116,,363500,385100,411300,432000,460500,,
定年前再任用短時間勤務職員以外の職員,117,,364000,385700,411900,432500,460900,,
定年前再任用短時間勤務職員以外の職員,118,,364500,386300,412400,433000,,,
定年前再任用短時間勤務職員以外の職員,119,,364900,386800,412900,433500,,,
定年前再任用短時間勤務職員以外の職員,120,,365400,387300,413500,434000,,,
定年前再任用短時間勤務職員以外の職員,121,,365800,387800,414100,434400,,,
定年前再任用短時間勤務職員以外の職員,122,,366200,388300,414600,434900,,,
定年前再任用短時間勤務職員以外の職員,123,,366600,388800,415200,435400,,,
定年前再任用短時間勤務職員以外の職員,124,,367000,389300,415800,435800,,,
定年前再任用短時間勤務職員以外の職員,125,,367400,389800,416300,436200,,,
定年前再任用短時間勤務職員以外の職員,126,,367800,390300,416900,436700,,,
定年前再任用短時間勤務職員以外の職員,127,,368200,390800,417500,437200,,,
定年前再任用短時間勤務職員以外の職員,128,,368600,391300,418000,437600,,,
定年前再任用短時間勤務職員以外の職員,129,,369000,391800,418500,438000,,,
定年前再任用短時間勤務職員以外の職員,130,,369300,392300,419000,438500,,,
定年前再任用短時間勤務職員以外の職員,131,,369600,392800,419500,439000,,,
定年前再任用短時間勤務職員以外の職員,132,,369900,393300,420000,439400,,,
定年前再任用短時間勤務職員以外の職員,133,,370200,393700,420400,439800,,,
定年前再任用短時間勤務職員以外の職員,134,,370500,394200,420900,440300,,,
定年前再任用短時間勤務職員以外の職員,135,,370800,394700,421400,440800,,,
定年前再任用短時間勤務職員以外の職員,136,,371100,395200,421900,441200,,,
定年前再任用短時間勤務職員以外の職員,137,,371400,395600,422300,441600,,,
定年前再任用短時間勤務職員以外の職員,138,,371700,396100,422800,442100,,,
定年前再任用短時間勤務職員以外の職員,139,,372000,396500,423300,442600,,,
定年前再任用短時間勤務職員以外の職員,140,,372300,396900,423800,443000,,,
定年前再任用短時間勤務職員以外の職員,141,,372600,397400,424200,443400,,,
定年前再任用短時間勤務職員以外の職員,142,,372900,397800,424700,,,,
定年前再任用短時間勤務職員以外の職員,143,,373200,398300,425200,,,,
定年前再任用短時間勤務職員以外の職員,144,,373500,398700,425600,,,,
定年前再任用短時間勤務職員以外の職員,145,,373800,399100,426100,,,,
定年前再任用短時間勤務職員以外の職員,146,,374100,399500,426600,,,,
定年前再任用短時間勤務職員以外の職員,147,,374400,400000,427100,,,,
定年前再任用短時間勤務職員以外の職員,148,,374700,400400,427500,,,,
定年前再任用短時間勤務職員以外の職員,149,,375000,400800,428000,,,,
定年前再任用短時間勤務職員以外の職員,150,,,401200,428500,,,,
定年前再任用短時間勤務職員以外の職員,151,,,401700,429000,,,,
定年前再任用短時間勤務職員以外の職員,152,,,402100,429400,,,,
定年前再任用短時間勤務職員以外の職員,153,,,402500,429800,,,,
定年前再任用短時間勤務職員以外の職員,154,,,,430300,,,,
定年前再任用短時間勤務職員以外の職員,155,,,,430800,,,,
定年前再任用短時間勤務職員以外の職員,156,,,,431200,,,,
定年前再任用短時間勤務職員以外の職員,157,,,,431600,,,,
定年前再任用短時間勤務職員（基準給料月額）,,232100,267900,284700,296600,306800,321900,338800,430600
