職員の区分,職務の級号給,１級給料月額（円）,２級給料月額（円）,３級給料月額（円）,４級給料月額（円）
定年前再任用短時間勤務職員以外の職員,40,216600,278500,314000,387900
定年前再任用短時間勤務職員以外の職員,41,217900,280200,316300,390300
定年前再任用短時間勤務職員以外の職員,42,219300,281900,318600,392600
定年前再任用短時間勤務職員以外の職員,43,220700,283500,320900,394900
定年前再任用短時間勤務職員以外の職員,44,222100,285200,323200,397200
定年前再任用短時間勤務職員以外の職員,45,223600,286900,325600,399600
定年前再任用短時間勤務職員以外の職員,46,225100,288600,328000,401900
定年前再任用短時間勤務職員以外の職員,47,226600,290300,330400,404100
定年前再任用短時間勤務職員以外の職員,48,228200,292000,332900,406300
定年前再任用短時間勤務職員以外の職員,49,229800,293700,335400,408600
定年前再任用短時間勤務職員以外の職員,50,231300,295300,338100,410900
定年前再任用短時間勤務職員以外の職員,51,232800,297000,340800,413100
定年前再任用短時間勤務職員以外の職員,52,234300,298700,343500,415300
定年前再任用短時間勤務職員以外の職員,53,235800,300400,346200,417300
定年前再任用短時間勤務職員以外の職員,54,237300,302100,348800,419200
定年前再任用短時間勤務職員以外の職員,55,238800,303700,351300,421200
定年前再任用短時間勤務職員以外の職員,56,240300,305400,353700,423100
定年前再任用短時間勤務職員以外の職員,57,241800,307000,356000,424900
定年前再任用短時間勤務職員以外の職員,58,243300,308700,358200,426700
定年前再任用短時間勤務職員以外の職員,59,244800,310300,360300,428400
定年前再任用短時間勤務職員以外の職員,60,246200,311900,362300,430200
定年前再任用短時間勤務職員以外の職員,61,247700,313500,364200,432000
定年前再任用短時間勤務職員以外の職員,62,249100,315000,366200,433500
定年前再任用短時間勤務職員以外の職員,63,250600,316500,368100,434600
定年前再任用短時間勤務職員以外の職員,64,252200,318100,369900,435500
定年前再任用短時間勤務職員以外の職員,65,253600,319700,371700,436400
定年前再任用短時間勤務職員以外の職員,66,255000,321300,373400,437200
定年前再任用短時間勤務職員以外の職員,67,256400,322800,375000,437900
定年前再任用短時間勤務職員以外の職員,68,257900,324400,376500,438600
定年前再任用短時間勤務職員以外の職員,69,259400,325900,378000,439300
定年前再任用短時間勤務職員以外の職員,70,260900,327300,379000,440000
定年前再任用短時間勤務職員以外の職員,71,262300,328700,380100,440700
定年前再任用短時間勤務職員以外の職員,72,263800,330200,381000,441400
定年前再任用短時間勤務職員以外の職員,73,265200,331600,381900,442100
定年前再任用短時間勤務職員以外の職員,74,266600,333000,382700,442800
定年前再任用短時間勤務職員以外の職員,75,268100,334200,383500,443500
定年前再任用短時間勤務職員以外の職員,76,269500,335500,384200,444100
定年前再任用短時間勤務職員以外の職員,77,270900,336700,385000,444700
定年前再任用短時間勤務職員以外の職員,78,272300,337700,385700,445400
定年前再任用短時間勤務職員以外の職員,79,273700,338700,386400,446000
定年前再任用短時間勤務職員以外の職員,80,275100,339600,387100,446600
定年前再任用短時間勤務職員以外の職員,81,276600,340400,387800,447200
定年前再任用短時間勤務職員以外の職員,82,277900,341200,388400,447800
定年前再任用短時間勤務職員以外の職員,83,279100,341900,389000,448400
定年前再任用短時間勤務職員以外の職員,84,280500,342600,389500,449000
定年前再任用短時間勤務職員以外の職員,85,281800,343300,390000,449600
定年前再任用短時間勤務職員以外の職員,86,283100,344100,390500,450200
定年前再任用短時間勤務職員以外の職員,87,284400,344700,391000,450800
定年前再任用短時間勤務職員以外の職員,88,285600,345400,391600,451300
定年前再任用短時間勤務職員以外の職員,89,287000,346100,392200,451800
定年前再任用短時間勤務職員以外の職員,90,288200,346700,392800,452400
定年前再任用短時間勤務職員以外の職員,91,289500,347200,393400,452900
定年前再任用短時間勤務職員以外の職員,92,290900,347600,393900,453400
定年前再任用短時間勤務職員以外の職員,93,292100,348100,394400,453900
定年前再任用短時間勤務職員以外の職員,94,293300,348600,395000,
定年前再任用短時間勤務職員以外の職員,95,294500,349100,395500,
定年前再任用短時間勤務職員以外の職員,96,295700,349600,396000,
定年前再任用短時間勤務職員以外の職員,97,296900,350000,396500,
定年前再任用短時間勤務職員以外の職員,98,298100,350500,397000,
定年前再任用短時間勤務職員以外の職員,99,299300,350900,397500,
定年前再任用短時間勤務職員以外の職員,100,300500,351400,398000,
定年前再任用短時間勤務職員以外の職員,101,301700,351900,398500,
定年前再任用短時間勤務職員以外の職員,102,302800,352300,399000,
定年前再任用短時間勤務職員以外の職員,103,303900,352800,399500,
定年前再任用短時間勤務職員以外の職員,104,305000,353100,400000,
定年前再任用短時間勤務職員以外の職員,105,306000,353400,400400,
定年前再任用短時間勤務職員以外の職員,106,306800,353700,400900,
定年前再任用短時間勤務職員以外の職員,107,307600,354100,401400,
定年前再任用短時間勤務職員以外の職員,108,308500,354500,401800,
定年前再任用短時間勤務職員以外の職員,109,309400,354900,402200,
定年前再任用短時間勤務職員以外の職員,110,310200,355200,402700,
定年前再任用短時間勤務職員以外の職員,111,311000,355600,403200,
定年前再任用短時間勤務職員以外の職員,112,311800,356000,403600,
定年前再任用短時間勤務職員以外の職員,113,312500,356400,404000,
定年前再任用短時間勤務職員以外の職員,114,313000,356800,404500,
定年前再任用短時間勤務職員以外の職員,115,313600,357100,405000,
定年前再任用短時間勤務職員以外の職員,116,314100,357500,405400,
定年前再任用短時間勤務職員以外の職員,117,314500,357900,405800,
定年前再任用短時間勤務職員以外の職員,118,314800,358200,406300,
定年前再任用短時間勤務職員以外の職員,119,315100,358600,406700,
定年前再任用短時間勤務職員以外の職員,120,315400,359000,407100,
定年前再任用短時間勤務職員以外の職員,121,315700,359400,407500,
定年前再任用短時間勤務職員以外の職員,122,316000,359700,408000,
定年前再任用短時間勤務職員以外の職員,123,316300,360100,408400,
定年前再任用短時間勤務職員以外の職員,124,316600,360500,408800,
定年前再任用短時間勤務職員以外の職員,125,316900,360900,409200,
定年前再任用短時間勤務職員以外の職員,126,317200,,409600,
定年前再任用短時間勤務職員以外の職員,127,317500,,410000,
定年前再任用短時間勤務職員以外の職員,128,317800,,410400,
定年前再任用短時間勤務職員以外の職員,129,318100,,410800,
定年前再任用短時間勤務職員以外の職員,130,318400,,411200,
定年前再任用短時間勤務職員以外の職員,131,318700,,411600,
定年前再任用短時間勤務職員以外の職員,132,319000,,412000,
定年前再任用短時間勤務職員以外の職員,133,319300,,412400,
定年前再任用短時間勤務職員以外の職員,134,319600,,,
定年前再任用短時間勤務職員以外の職員,135,319900,,,
定年前再任用短時間勤務職員以外の職員,136,320200,,,
定年前再任用短時間勤務職員以外の職員,137,320500,,,
定年前再任用短時間勤務職員以外の職員,138,320800,,,
定年前再任用短時間勤務職員以外の職員,139,321100,,,
定年前再任用短時間勤務職員以外の職員,140,321400,,,
定年前再任用短時間勤務職員以外の職員,141,321700,,,
定年前再任用短時間勤務職員以外の職員,142,322000,,,
定年前再任用短時間勤務職員以外の職員,143,322300,,,
定年前再任用短時間勤務職員以外の職員,144,322600,,,
定年前再任用短時間勤務職員以外の職員,145,322900,,,
定年前再任用短時間勤務職員以外の職員,146,323200,,,
定年前再任用短時間勤務職員以外の職員,147,323500,,,
定年前再任用短時間勤務職員以外の職員,148,323800,,,
定年前再任用短時間勤務職員以外の職員,149,324000,,,
定年前再任用短時間勤務職員（基準給料月額）,,201000,232200,272100,313700
