職員の区分,職務の級号給,１級給料月額（円）,２級給料月額（円）,３級給料月額（円）,４級給料月額（円）
定年前再任用短時間勤務職員以外の職員,110,273400,329800,361800,391700
定年前再任用短時間勤務職員以外の職員,111,274400,330100,362100,392000
定年前再任用短時間勤務職員以外の職員,112,275100,330400,362400,392300
定年前再任用短時間勤務職員以外の職員,113,276000,330700,362700,392600
定年前再任用短時間勤務職員以外の職員,114,276800,331000,363000,392900
定年前再任用短時間勤務職員以外の職員,115,277600,331300,363300,393200
定年前再任用短時間勤務職員以外の職員,116,278400,331600,363600,393500
定年前再任用短時間勤務職員以外の職員,117,279100,331900,363900,393800
定年前再任用短時間勤務職員以外の職員,118,279700,332200,364200,394100
定年前再任用短時間勤務職員以外の職員,119,280300,332500,364500,394400
定年前再任用短時間勤務職員以外の職員,120,280800,332800,364800,394700
定年前再任用短時間勤務職員以外の職員,121,281300,333100,365100,395000
定年前再任用短時間勤務職員以外の職員,122,281800,333400,365400,395300
定年前再任用短時間勤務職員以外の職員,123,282200,333700,365700,395600
定年前再任用短時間勤務職員以外の職員,124,282600,334000,366000,395900
定年前再任用短時間勤務職員以外の職員,125,283000,334300,366300,396200
定年前再任用短時間勤務職員以外の職員,126,283400,334600,366600,396500
定年前再任用短時間勤務職員以外の職員,127,283800,334900,366900,396800
定年前再任用短時間勤務職員以外の職員,128,284200,335200,367200,397100
定年前再任用短時間勤務職員以外の職員,129,284500,335500,367500,397400
定年前再任用短時間勤務職員以外の職員,130,284900,335800,367800,397700
定年前再任用短時間勤務職員以外の職員,131,285300,336100,368100,398000
定年前再任用短時間勤務職員以外の職員,132,285700,336400,368400,398300
定年前再任用短時間勤務職員以外の職員,133,286000,336700,368700,398600
定年前再任用短時間勤務職員以外の職員,134,286300,337000,369000,398900
定年前再任用短時間勤務職員以外の職員,135,286600,337300,369300,399200
定年前再任用短時間勤務職員以外の職員,136,286900,337600,369600,399500
定年前再任用短時間勤務職員以外の職員,137,287200,337900,369900,399800
定年前再任用短時間勤務職員以外の職員,138,287500,338200,370200,400100
定年前再任用短時間勤務職員以外の職員,139,287800,338500,370500,400400
定年前再任用短時間勤務職員以外の職員,140,288100,338800,370800,400700
定年前再任用短時間勤務職員以外の職員,141,288400,339100,371100,401000
定年前再任用短時間勤務職員以外の職員,142,288700,339400,371400,401300
定年前再任用短時間勤務職員以外の職員,143,289000,339700,371700,401600
定年前再任用短時間勤務職員以外の職員,144,289300,340000,372000,401900
定年前再任用短時間勤務職員以外の職員,145,289600,340300,372300,402200
定年前再任用短時間勤務職員以外の職員,146,289800,340600,372600,402500
定年前再任用短時間勤務職員以外の職員,147,290100,340900,372900,402800
定年前再任用短時間勤務職員以外の職員,148,290400,341200,373200,403100
定年前再任用短時間勤務職員以外の職員,149,290700,341500,373500,403400
定年前再任用短時間勤務職員以外の職員,150,291000,341800,373800,
定年前再任用短時間勤務職員以外の職員,151,291300,342100,374100,
定年前再任用短時間勤務職員以外の職員,152,291600,342400,374400,
定年前再任用短時間勤務職員以外の職員,153,291900,342700,374700,
定年前再任用短時間勤務職員以外の職員,154,292200,343000,375000,
定年前再任用短時間勤務職員以外の職員,155,292500,343300,375300,
定年前再任用短時間勤務職員以外の職員,156,292800,343600,375600,
定年前再任用短時間勤務職員以外の職員,157,293100,343900,375900,
定年前再任用短時間勤務職員以外の職員,158,293400,344200,376200,
定年前再任用短時間勤務職員以外の職員,159,293700,344500,376500,
定年前再任用短時間勤務職員以外の職員,160,294000,344800,376800,
定年前再任用短時間勤務職員以外の職員,161,294300,345100,377100,
定年前再任用短時間勤務職員以外の職員,162,294600,345400,377400,
定年前再任用短時間勤務職員以外の職員,163,294900,345700,377700,
定年前再任用短時間勤務職員以外の職員,164,295200,346000,378000,
定年前再任用短時間勤務職員以外の職員,165,295500,346300,378300,
定年前再任用短時間勤務職員以外の職員,166,295800,346600,378600,
定年前再任用短時間勤務職員以外の職員,167,296100,346900,378900,
定年前再任用短時間勤務職員以外の職員,168,296400,347200,379200,
定年前再任用短時間勤務職員以外の職員,169,296700,347500,379500,
定年前再任用短時間勤務職員以外の職員,170,297000,347800,379800,
定年前再任用短時間勤務職員以外の職員,171,297300,348100,380100,
定年前再任用短時間勤務職員以外の職員,172,297600,348400,380400,
定年前再任用短時間勤務職員以外の職員,173,297900,348700,380700,
定年前再任用短時間勤務職員以外の職員,174,298200,349000,381000,
定年前再任用短時間勤務職員以外の職員,175,298500,349300,381300,
定年前再任用短時間勤務職員以外の職員,176,298800,349600,381600,
定年前再任用短時間勤務職員以外の職員,177,299100,349900,381900,
定年前再任用短時間勤務職員以外の職員,178,299400,350200,382200,
定年前再任用短時間勤務職員以外の職員,179,299700,350500,382500,
定年前再任用短時間勤務職員以外の職員,180,300000,350800,382800,
定年前再任用短時間勤務職員以外の職員,181,300300,351100,383100,
定年前再任用短時間勤務職員以外の職員,182,300600,351400,383400,
定年前再任用短時間勤務職員以外の職員,183,300900,351700,383700,
定年前再任用短時間勤務職員以外の職員,184,301200,352000,384000,
定年前再任用短時間勤務職員以外の職員,185,301500,352300,384300,
定年前再任用短時間勤務職員以外の職員,186,301800,352600,384600,
定年前再任用短時間勤務職員以外の職員,187,302100,352900,384900,
定年前再任用短時間勤務職員以外の職員,188,302400,353200,385200,
定年前再任用短時間勤務職員以外の職員,189,302700,353500,385500,
定年前再任用短時間勤務職員以外の職員,190,303000,353800,385800,
定年前再任用短時間勤務職員以外の職員,191,303300,354100,386100,
定年前再任用短時間勤務職員以外の職員,192,303600,354400,386400,
定年前再任用短時間勤務職員以外の職員,193,303900,354700,386700,
定年前再任用短時間勤務職員以外の職員,194,304200,355000,,
定年前再任用短時間勤務職員以外の職員,195,304500,355300,,
定年前再任用短時間勤務職員以外の職員,196,304800,355600,,
定年前再任用短時間勤務職員以外の職員,197,305100,355900,,
定年前再任用短時間勤務職員以外の職員,198,305400,356200,,
定年前再任用短時間勤務職員以外の職員,199,305700,356500,,
定年前再任用短時間勤務職員以外の職員,200,306000,356800,,
定年前再任用短時間勤務職員以外の職員,201,306300,357100,,
定年前再任用短時間勤務職員以外の職員,202,306600,357400,,
定年前再任用短時間勤務職員以外の職員,203,306900,357700,,
定年前再任用短時間勤務職員以外の職員,204,307200,358000,,
定年前再任用短時間勤務職員以外の職員,205,307500,358300,,
定年前再任用短時間勤務職員以外の職員,206,307800,358600,,
定年前再任用短時間勤務職員以外の職員,207,308100,358900,,
定年前再任用短時間勤務職員以外の職員,208,308400,359200,,
定年前再任用短時間勤務職員以外の職員,209,308700,359500,,
定年前再任用短時間勤務職員以外の職員,210,309000,359800,,
定年前再任用短時間勤務職員以外の職員,211,309300,360100,,
定年前再任用短時間勤務職員以外の職員,212,309600,360400,,
定年前再任用短時間勤務職員以外の職員,213,309900,360700,,
定年前再任用短時間勤務職員以外の職員,214,310200,361000,,
定年前再任用短時間勤務職員以外の職員,215,310500,361300,,
定年前再任用短時間勤務職員以外の職員,216,310800,361600,,
定年前再任用短時間勤務職員以外の職員,217,311100,361900,,
定年前再任用短時間勤務職員以外の職員,218,311400,362200,,
定年前再任用短時間勤務職員以外の職員,219,311700,362500,,
定年前再任用短時間勤務職員以外の職員,220,312000,362800,,
定年前再任用短時間勤務職員以外の職員,221,312300,363100,,
定年前再任用短時間勤務職員以外の職員,222,312600,363400,,
定年前再任用短時間勤務職員以外の職員,223,312900,363700,,
定年前再任用短時間勤務職員以外の職員,224,313200,364000,,
定年前再任用短時間勤務職員以外の職員,225,313500,364300,,
定年前再任用短時間勤務職員以外の職員,226,313800,,,
定年前再任用短時間勤務職員以外の職員,227,314100,,,
定年前再任用短時間勤務職員以外の職員,228,314400,,,
定年前再任用短時間勤務職員以外の職員,229,314700,,,
定年前再任用短時間勤務職員以外の職員,230,315000,,,
定年前再任用短時間勤務職員以外の職員,231,315300,,,
定年前再任用短時間勤務職員以外の職員,232,315600,,,
定年前再任用短時間勤務職員以外の職員,233,315900,,,
定年前再任用短時間勤務職員以外の職員,234,316200,,,
定年前再任用短時間勤務職員以外の職員,235,316500,,,
定年前再任用短時間勤務職員以外の職員,236,316800,,,
定年前再任用短時間勤務職員以外の職員,237,317100,,,
定年前再任用短時間勤務職員以外の職員,238,317400,,,
定年前再任用短時間勤務職員以外の職員,239,317700,,,
定年前再任用短時間勤務職員以外の職員,240,318000,,,
定年前再任用短時間勤務職員以外の職員,241,318300,,,
定年前再任用短時間勤務職員以外の職員,242,318600,,,
定年前再任用短時間勤務職員以外の職員,243,318900,,,
定年前再任用短時間勤務職員以外の職員,244,319200,,,
定年前再任用短時間勤務職員以外の職員,245,319500,,,
定年前再任用短時間勤務職員以外の職員,246,319800,,,
定年前再任用短時間勤務職員以外の職員,247,320100,,,
定年前再任用短時間勤務職員以外の職員,248,320400,,,
定年前再任用短時間勤務職員以外の職員,249,320700,,,
定年前再任用短時間勤務職員以外の職員,250,321000,,,
定年前再任用短時間勤務職員以外の職員,251,321300,,,
定年前再任用短時間勤務職員以外の職員,252,321600,,,
定年前再任用短時間勤務職員以外の職員,253,321900,,,
定年前再任用短時間勤務職員以外の職員,254,322200,,,
定年前再任用短時間勤務職員以外の職員,255,322500,,,
定年前再任用短時間勤務職員以外の職員,256,322800,,,
定年前再任用短時間勤務職員以外の職員,257,323100,,,
定年前再任用短時間勤務職員以外の職員,258,323400,,,
定年前再任用短時間勤務職員以外の職員,259,323700,,,
定年前再任用短時間勤務職員以外の職員,260,324000,,,
定年前再任用短時間勤務職員以外の職員,261,324300,,,
定年前再任用短時間勤務職員（基準給料月額）,,208600,222900,243100,274600
