職員の区分,職務の級号給,１級給料月額（円）,２級給料月額（円）,３級給料月額（円）,４級給料月額（円）,５級給料月額（円）,６級給料月額（円）
定年前再任用短時間勤務職員以外の職員,47,234000,285900,351000,376900,430700,470900
定年前再任用短時間勤務職員以外の職員,48,235400,287800,353000,378800,432400,472600
定年前再任用短時間勤務職員以外の職員,49,236800,289800,354900,380600,434100,474200
定年前再任用短時間勤務職員以外の職員,50,238200,291700,356800,382500,435800,475900
定年前再任用短時間勤務職員以外の職員,51,239600,293600,358700,384400,437400,477600
定年前再任用短時間勤務職員以外の職員,52,241000,295500,360600,386200,439000,479200
定年前再任用短時間勤務職員以外の職員,53,242400,297400,362400,388100,440500,480700
定年前再任用短時間勤務職員以外の職員,54,243800,299300,364200,389900,442000,482400
定年前再任用短時間勤務職員以外の職員,55,245200,301200,366100,391600,443500,484000
定年前再任用短時間勤務職員以外の職員,56,246500,303100,367900,393400,445000,485500
定年前再任用短時間勤務職員以外の職員,57,247800,305000,369700,395200,446400,486900
定年前再任用短時間勤務職員以外の職員,58,249100,306900,371400,396900,447800,488100
定年前再任用短時間勤務職員以外の職員,59,250400,308800,373100,398500,449200,489300
定年前再任用短時間勤務職員以外の職員,60,251700,310700,374800,400100,450600,490400
定年前再任用短時間勤務職員以外の職員,61,252900,312600,376400,401600,451900,491500
定年前再任用短時間勤務職員以外の職員,62,254100,314500,377900,403100,453200,492500
定年前再任用短時間勤務職員以外の職員,63,255300,316400,379400,404700,454400,493400
定年前再任用短時間勤務職員以外の職員,64,256600,318200,380800,406300,455500,494200
定年前再任用短時間勤務職員以外の職員,65,257900,320000,382100,407800,456500,494900
定年前再任用短時間勤務職員以外の職員,66,259200,321800,383400,409200,457500,495700
定年前再任用短時間勤務職員以外の職員,67,260400,323600,384600,410700,458400,496400
定年前再任用短時間勤務職員以外の職員,68,261600,325400,385800,412100,459300,497100
定年前再任用短時間勤務職員以外の職員,69,262800,327100,386900,413400,460200,497700
定年前再任用短時間勤務職員以外の職員,70,264000,328800,388100,414600,461100,498300
定年前再任用短時間勤務職員以外の職員,71,265200,330400,389200,415800,461900,498900
定年前再任用短時間勤務職員以外の職員,72,266500,332000,390300,417100,462600,499500
定年前再任用短時間勤務職員以外の職員,73,267700,333600,391300,418300,463300,500100
定年前再任用短時間勤務職員以外の職員,74,269000,335200,392200,419400,463900,500600
定年前再任用短時間勤務職員以外の職員,75,270200,336800,393100,420600,464500,501100
定年前再任用短時間勤務職員以外の職員,76,271400,338400,393900,421700,465000,501600
定年前再任用短時間勤務職員以外の職員,77,272600,339900,394600,422700,465500,502100
定年前再任用短時間勤務職員以外の職員,78,273800,341400,395200,423700,466000,502600
定年前再任用短時間勤務職員以外の職員,79,275000,342800,395700,424700,466500,503100
定年前再任用短時間勤務職員以外の職員,80,276200,344100,396200,425700,467000,503600
定年前再任用短時間勤務職員以外の職員,81,277400,345400,396700,426700,467500,504100
定年前再任用短時間勤務職員以外の職員,82,278600,346700,397200,427600,468000,504600
定年前再任用短時間勤務職員以外の職員,83,279800,348000,397600,428500,468500,505100
定年前再任用短時間勤務職員以外の職員,84,280900,349300,398000,429300,469000,505600
定年前再任用短時間勤務職員以外の職員,85,282100,350500,398300,430000,469500,506100
定年前再任用短時間勤務職員以外の職員,86,283300,351600,398700,430500,470000,
定年前再任用短時間勤務職員以外の職員,87,284400,352600,399100,430900,470500,
定年前再任用短時間勤務職員以外の職員,88,285500,353600,399500,431300,471000,
定年前再任用短時間勤務職員以外の職員,89,286600,354500,399900,431700,471500,
定年前再任用短時間勤務職員以外の職員,90,287700,355400,400300,432200,472000,
定年前再任用短時間勤務職員以外の職員,91,288800,356200,400700,432600,472500,
定年前再任用短時間勤務職員以外の職員,92,289800,357000,401100,433000,473000,
定年前再任用短時間勤務職員以外の職員,93,290800,357700,401500,433300,473500,
定年前再任用短時間勤務職員以外の職員,94,291800,358300,401900,433700,474000,
定年前再任用短時間勤務職員以外の職員,95,292800,358900,402300,434100,474500,
定年前再任用短時間勤務職員以外の職員,96,293800,359500,402700,434500,475000,
定年前再任用短時間勤務職員以外の職員,97,294800,360100,403100,434900,475500,
定年前再任用短時間勤務職員以外の職員,98,295800,360700,403500,435300,476000,
定年前再任用短時間勤務職員以外の職員,99,296700,361200,403900,435700,476500,
定年前再任用短時間勤務職員以外の職員,100,297600,361700,404300,436100,477000,
定年前再任用短時間勤務職員以外の職員,101,298500,362100,404700,436500,477500,
定年前再任用短時間勤務職員以外の職員,102,299400,362600,405100,436900,,
定年前再任用短時間勤務職員以外の職員,103,300300,363100,405500,437300,,
定年前再任用短時間勤務職員以外の職員,104,301200,363600,405900,437700,,
定年前再任用短時間勤務職員以外の職員,105,302000,364100,406300,438100,,
定年前再任用短時間勤務職員以外の職員,106,302800,364500,406700,438500,,
定年前再任用短時間勤務職員以外の職員,107,303500,364900,407100,438900,,
定年前再任用短時間勤務職員以外の職員,108,304200,365300,407500,439300,,
定年前再任用短時間勤務職員以外の職員,109,304900,365700,407800,439700,,
定年前再任用短時間勤務職員以外の職員,110,305500,366100,408200,440100,,
定年前再任用短時間勤務職員以外の職員,111,306100,366400,408500,440500,,
定年前再任用短時間勤務職員以外の職員,112,306700,366700,408900,440900,,
定年前再任用短時間勤務職員以外の職員,113,307200,367000,409300,441300,,
定年前再任用短時間勤務職員以外の職員,114,307700,367400,409700,441700,,
定年前再任用短時間勤務職員以外の職員,115,308200,367700,410100,442100,,
定年前再任用短時間勤務職員以外の職員,116,308700,368000,410500,442500,,
定年前再任用短時間勤務職員以外の職員,117,309100,368300,410800,442900,,
定年前再任用短時間勤務職員以外の職員,118,309600,368700,411200,443300,,
定年前再任用短時間勤務職員以外の職員,119,310100,369000,411500,443700,,
定年前再任用短時間勤務職員以外の職員,120,310600,369300,411900,444100,,
定年前再任用短時間勤務職員以外の職員,121,311000,369600,412300,444500,,
定年前再任用短時間勤務職員以外の職員,122,311400,370000,412700,444900,,
定年前再任用短時間勤務職員以外の職員,123,311800,370300,413000,445300,,
定年前再任用短時間勤務職員以外の職員,124,312200,370600,413400,445700,,
定年前再任用短時間勤務職員以外の職員,125,312600,370900,413800,446100,,
定年前再任用短時間勤務職員以外の職員,126,313000,371300,414200,446500,,
定年前再任用短時間勤務職員以外の職員,127,313300,371600,414600,446900,,
定年前再任用短時間勤務職員以外の職員,128,313600,371900,415000,447300,,
定年前再任用短時間勤務職員以外の職員,129,313900,372200,415300,447700,,
定年前再任用短時間勤務職員以外の職員,130,314300,372600,415700,448100,,
定年前再任用短時間勤務職員以外の職員,131,314600,372900,416100,448500,,
定年前再任用短時間勤務職員以外の職員,132,314900,373200,416500,448900,,
定年前再任用短時間勤務職員以外の職員,133,315200,373500,416800,449300,,
定年前再任用短時間勤務職員以外の職員,134,315500,373900,417200,,,
定年前再任用短時間勤務職員以外の職員,135,315900,374200,417600,,,
定年前再任用短時間勤務職員以外の職員,136,316200,374500,418000,,,
定年前再任用短時間勤務職員以外の職員,137,316500,374800,418300,,,
定年前再任用短時間勤務職員以外の職員,138,316900,375200,418700,,,
定年前再任用短時間勤務職員以外の職員,139,317200,375500,419100,,,
定年前再任用短時間勤務職員以外の職員,140,317500,375800,419400,,,
定年前再任用短時間勤務職員以外の職員,141,317800,376100,419700,,,
定年前再任用短時間勤務職員以外の職員,142,318200,376400,420100,,,
定年前再任用短時間勤務職員以外の職員,143,318500,376700,420500,,,
定年前再任用短時間勤務職員以外の職員,144,318800,377000,420800,,,
定年前再任用短時間勤務職員以外の職員,145,319100,377300,421100,,,
定年前再任用短時間勤務職員以外の職員,146,319500,377600,421500,,,
定年前再任用短時間勤務職員以外の職員,147,319800,377900,421900,,,
定年前再任用短時間勤務職員以外の職員,148,320100,378200,422200,,,
定年前再任用短時間勤務職員以外の職員,149,320400,378500,422500,,,
定年前再任用短時間勤務職員以外の職員,150,320800,378800,,,,
定年前再任用短時間勤務職員以外の職員,151,321100,379100,,,,
定年前再任用短時間勤務職員以外の職員,152,321400,379400,,,,
定年前再任用短時間勤務職員以外の職員,153,321700,379700,,,,
定年前再任用短時間勤務職員以外の職員,154,322000,380000,,,,
定年前再任用短時間勤務職員以外の職員,155,322300,380300,,,,
定年前再任用短時間勤務職員以外の職員,156,322600,380600,,,,
定年前再任用短時間勤務職員以外の職員,157,322900,380900,,,,
定年前再任用短時間勤務職員以外の職員,158,323200,381200,,,,
定年前再任用短時間勤務職員以外の職員,159,323500,381500,,,,
定年前再任用短時間勤務職員以外の職員,160,323800,381800,,,,
定年前再任用短時間勤務職員以外の職員,161,324100,382100,,,,
定年前再任用短時間勤務職員以外の職員,162,324400,382400,,,,
定年前再任用短時間勤務職員以外の職員,163,324700,382700,,,,
定年前再任用短時間勤務職員以外の職員,164,325000,383000,,,,
定年前再任用短時間勤務職員以外の職員,165,325300,383300,,,,
定年前再任用短時間勤務職員以外の職員,166,325600,383600,,,,
定年前再任用短時間勤務職員以外の職員,167,325900,383900,,,,
定年前再任用短時間勤務職員以外の職員,168,326200,384200,,,,
定年前再任用短時間勤務職員以外の職員,169,326500,384500,,,,
定年前再任用短時間勤務職員以外の職員,170,,384800,,,,
定年前再任用短時間勤務職員以外の職員,171,,385100,,,,
定年前再任用短時間勤務職員以外の職員,172,,385400,,,,
定年前再任用短時間勤務職員以外の職員,173,,385700,,,,
定年前再任用短時間勤務職員以外の職員,174,,386000,,,,
定年前再任用短時間勤務職員以外の職員,175,,386300,,,,
定年前再任用短時間勤務職員以外の職員,176,,386600,,,,
定年前再任用短時間勤務職員以外の職員,177,,386900,,,,
定年前再任用短時間勤務職員（基準給料月額）,,220200,258700,277200,295200,325600,393300
