職員の区分,職務の級号給,１級給料月額（円）,２級給料月額（円）,３級給料月額（円）,４級給料月額（円）
定年前再任用短時間勤務職員以外の職員,84,285600,342900,389500,446600
定年前再任用短時間勤務職員以外の職員,85,287000,343700,390000,447200
定年前再任用短時間勤務職員以外の職員,86,288200,344500,390500,447800
定年前再任用短時間勤務職員以外の職員,87,289500,345200,391000,448400
定年前再任用短時間勤務職員以外の職員,88,290900,345900,391600,449000
定年前再任用短時間勤務職員以外の職員,89,292100,346500,392200,449600
定年前再任用短時間勤務職員以外の職員,90,293300,347000,392800,450200
定年前再任用短時間勤務職員以外の職員,91,294500,347400,393400,450800
定年前再任用短時間勤務職員以外の職員,92,295700,347800,393900,451300
定年前再任用短時間勤務職員以外の職員,93,297000,348300,394400,451800
定年前再任用短時間勤務職員以外の職員,94,298200,348700,395000,
定年前再任用短時間勤務職員以外の職員,95,299400,349100,395500,
定年前再任用短時間勤務職員以外の職員,96,300700,349600,396000,
定年前再任用短時間勤務職員以外の職員,97,301900,350100,396400,
定年前再任用短時間勤務職員以外の職員,98,303100,350500,396900,
定年前再任用短時間勤務職員以外の職員,99,304200,350900,397400,
定年前再任用短時間勤務職員以外の職員,100,305200,351400,397900,
定年前再任用短時間勤務職員以外の職員,101,306200,351900,398400,
定年前再任用短時間勤務職員以外の職員,102,307100,352300,398900,
定年前再任用短時間勤務職員以外の職員,103,307900,352700,399400,
定年前再任用短時間勤務職員以外の職員,104,308700,353100,399900,
定年前再任用短時間勤務職員以外の職員,105,309500,353400,400300,
定年前再任用短時間勤務職員以外の職員,106,310300,353800,400800,
定年前再任用短時間勤務職員以外の職員,107,311000,354200,401300,
定年前再任用短時間勤務職員以外の職員,108,311700,354600,401700,
定年前再任用短時間勤務職員以外の職員,109,312300,354900,402100,
定年前再任用短時間勤務職員以外の職員,110,312800,355200,402600,
定年前再任用短時間勤務職員以外の職員,111,313200,355600,403100,
定年前再任用短時間勤務職員以外の職員,112,313700,356000,403500,
定年前再任用短時間勤務職員以外の職員,113,314000,356400,403900,
定年前再任用短時間勤務職員以外の職員,114,314300,356800,404400,
定年前再任用短時間勤務職員以外の職員,115,314600,357200,404900,
定年前再任用短時間勤務職員以外の職員,116,314900,357500,405300,
定年前再任用短時間勤務職員以外の職員,117,315200,357900,405700,
定年前再任用短時間勤務職員以外の職員,118,315500,358300,406200,
定年前再任用短時間勤務職員以外の職員,119,315800,358700,406600,
定年前再任用短時間勤務職員以外の職員,120,316100,359100,407000,
定年前再任用短時間勤務職員以外の職員,121,316400,359400,407400,
定年前再任用短時間勤務職員以外の職員,122,316700,359700,407800,
定年前再任用短時間勤務職員以外の職員,123,317000,360100,408200,
定年前再任用短時間勤務職員以外の職員,124,317300,360500,408600,
定年前再任用短時間勤務職員以外の職員,125,317600,360800,409000,
定年前再任用短時間勤務職員以外の職員,126,317900,361100,409400,
定年前再任用短時間勤務職員以外の職員,127,318200,361500,409800,
定年前再任用短時間勤務職員以外の職員,128,318500,361900,410200,
定年前再任用短時間勤務職員以外の職員,129,318800,362200,410600,
定年前再任用短時間勤務職員以外の職員,130,319100,,,
定年前再任用短時間勤務職員以外の職員,131,319400,,,
定年前再任用短時間勤務職員以外の職員,132,319700,,,
定年前再任用短時間勤務職員以外の職員,133,320000,,,
定年前再任用短時間勤務職員以外の職員,134,320300,,,
定年前再任用短時間勤務職員以外の職員,135,320600,,,
定年前再任用短時間勤務職員以外の職員,136,320900,,,
定年前再任用短時間勤務職員以外の職員,137,321200,,,
定年前再任用短時間勤務職員以外の職員,138,321500,,,
定年前再任用短時間勤務職員以外の職員,139,321800,,,
定年前再任用短時間勤務職員以外の職員,140,322100,,,
定年前再任用短時間勤務職員以外の職員,141,322400,,,
定年前再任用短時間勤務職員以外の職員,142,322700,,,
定年前再任用短時間勤務職員以外の職員,143,323000,,,
定年前再任用短時間勤務職員以外の職員,144,323300,,,
定年前再任用短時間勤務職員以外の職員,145,323600,,,
定年前再任用短時間勤務職員（基準給料月額）,,205000,233400,272100,313700
