"資産名称","施設名称","施設類型","所在地","補助科目名称","数量","単位","取得年度","取得価額","減価償却累計額","当期減価償却額","期末簿価","経度","緯度","分類"
"整備_中野区立総合体育館　昇降機設備","中野区立総合体育館","A04_体育館","新井3-37-78","建物付属設備","0","","令和2年度","56243525","7536632","3768316","48706893","139.662941481091","35.7157521445502","固定資産台帳_事業用資産_建物等_資産別"
"改修_北原小学校　建具","北原小学校","A07_小学校","野方6-30-6","建物","0","","令和2年度","74375400","3272516","1636258","71102884","139.651571878047","35.7213190304244","固定資産台帳_事業用資産_建物等_資産別"
"改修_北原小学校　屋上防水","北原小学校","A07_小学校","野方6-30-6","建物","0","","令和2年度","8177400","359804","179902","7817596","139.651571878047","35.7213190304244","固定資産台帳_事業用資産_建物等_資産別"
"改修_北原小学校　階段","北原小学校","A07_小学校","野方6-30-6","建物","0","","令和2年度","1070850","47116","23558","1023734","139.651571878047","35.7213190304244","固定資産台帳_事業用資産_建物等_資産別"
"改修_白桜小学校　給食室","白桜小学校","A07_小学校","上高田1-2-28","建物","0","","令和2年度","54529083","2399278","1199639","52129805","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"改修_白桜小学校　既存校舎教室","白桜小学校","A07_小学校","上高田1-2-28","建物","0","","令和2年度","21178703","931862","465931","20246841","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃花小学校　給食室","桃花小学校","A07_小学校","中央5-43-1","建物","0","","令和2年度","54487015","2397428","1198714","52089587","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃花小学校　トイレ洋式化","桃花小学校","A07_小学校","中央5-43-1","建物付属設備","0","","令和2年度","2949485","395230","197615","2554255","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"改修_第七中学校　特別教室冷暖房設備","第七中学校","A08_中学校","江古田2-9-11","建物付属設備","0","","令和2年度","7306200","979030","489515","6327170","139.668060231201","35.7247158520865","固定資産台帳_事業用資産_建物等_資産別"
"改修_第七中学校　特別支援教室","第七中学校","A08_中学校","江古田2-9-11","建物","0","","令和2年度","11906400","523880","261940","11382520","139.668060231201","35.7247158520865","固定資産台帳_事業用資産_建物等_資産別"
"改修_塔山小学校　第二図工室冷房化","塔山小学校","A07_小学校","中央1-49-1","建物付属設備","0","","令和2年度","1823420","244338","122169","1579082","139.683745675354","35.7008431179998","固定資産台帳_事業用資産_建物等_資産別"
"改修_第五中学校　造園工事校庭","第五中学校","A08_中学校","上高田4-28-1","建物","0","","令和2年度","80586000","3545784","1772892","77040216","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"改修_第五中学校　造園工事スプリンクラー","第五中学校","A08_中学校","上高田4-28-1","建物","0","","令和2年度","22941600","1009430","504715","21932170","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"改修_第五中学校　造園工事防球ネット","第五中学校","A08_中学校","上高田4-28-1","建物","0","","令和2年度","31072800","1367202","683601","29705598","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"改修_第五中学校　電気設備工事照明器具設置","第五中学校","A08_中学校","上高田4-28-1","建物付属設備","0","","令和2年度","5808000","778272","389136","5029728","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"改修_上鷺宮小学校　フェンス設置","上鷺宮小学校","A07_小学校","上鷺宮1-24-36","建物","0","","令和2年度","10062400","442744","221372","9619656","139.635130520409","35.7314435950351","固定資産台帳_事業用資産_建物等_資産別"
"改修_上鷺宮小学校　防球ネット","上鷺宮小学校","A07_小学校","上鷺宮1-24-36","建物","0","","令和2年度","11907100","523912","261956","11383188","139.635130520409","35.7314435950351","固定資産台帳_事業用資産_建物等_資産別"
"改修_上鷺宮小学校　土留設置","上鷺宮小学校","A07_小学校","上鷺宮1-24-36","建物","0","","令和2年度","1365600","60086","30043","1305514","139.635130520409","35.7314435950351","固定資産台帳_事業用資産_建物等_資産別"
"改修_平和の森小学校　天井","平和の森小学校","A07_小学校","新井3-29-1","建物","0","","令和2年度","4576000","201344","100672","4374656","139.65978563979","35.7148932760754","固定資産台帳_事業用資産_建物等_資産別"
"改修_中野東中学校　天井","中野東中学校跡施設","A08_中学校","東中野5-12-1","建物","0","","令和2年度","4224000","185856","92928","4038144","139.688668972455","35.7083404615207","固定資産台帳_事業用資産_建物等_資産別"
"改修_第五中学校　トイレ洋式化","第五中学校","A08_中学校","上高田4-28-1","建物付属設備","0","","令和2年度","65667100","8799390","4399695","56867710","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"改修_第五中学校　外流し他","第五中学校","A08_中学校","上高田4-28-1","建物付属設備","0","","令和2年度","2981300","399494","199747","2581806","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"改修_第五中学校　特別支援教室","第五中学校","A08_中学校","上高田4-28-1","建物","0","","令和2年度","9806900","431502","215751","9375398","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"改修_南中野中学校　特別支援教室内装","南中野中学校","A08_中学校","南台5-22-17","建物","0","","令和2年度","4047700","178098","89049","3869602","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"改修_南中野中学校　普通教室掲示板","南中野中学校","A08_中学校","南台5-22-17","建物","0","","令和2年度","4194300","184548","92274","4009752","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"改修_緑野中学校　普通教室掲示板","緑野中学校","A08_中学校","丸山1-1-19","建物","0","","令和2年度","2694700","118566","59283","2576134","139.657294168838","35.7238336710175","固定資産台帳_事業用資産_建物等_資産別"
"改修_第二中学校　トイレ洋式化","第二中学校","A08_中学校","本町5-25-1","建物付属設備","0","","令和2年度","5418160","726032","363016","4692128","139.671354406024","35.692561222401","固定資産台帳_事業用資産_建物等_資産別"
"改修_第二中学校　特別支援教室","第二中学校","A08_中学校","本町5-25-1","建物","0","","令和2年度","4136000","181984","90992","3954016","139.671354406024","35.692561222401","固定資産台帳_事業用資産_建物等_資産別"
"改修_第二中学校　黒板改修その他","第二中学校","A08_中学校","本町5-25-1","建物","0","","令和2年度","5232040","230208","115104","5001832","139.671354406024","35.692561222401","固定資産台帳_事業用資産_建物等_資産別"
"改修_中野中学校　トイレ洋式化","中野中学校","A08_中学校","中野4-12-3","建物付属設備","0","","令和2年度","5376800","720490","360245","4656310","139.661247187591","35.7095397108047","固定資産台帳_事業用資産_建物等_資産別"
"改修_塔山小学校　普通教室化冷暖房設備整備","塔山小学校","A07_小学校","中央1-49-1","建物付属設備","0","","令和2年度","12146090","1627576","813788","10518514","139.683745675354","35.7008431179998","固定資産台帳_事業用資産_建物等_資産別"
"改修_第七中学校　普通教室化に伴う冷暖房設備整備","第七中学校","A08_中学校","江古田2-9-11","建物付属設備","0","","令和2年度","6597910","884118","442059","5713792","139.668060231201","35.7247158520865","固定資産台帳_事業用資産_建物等_資産別"
"改修_野方図書館　外壁その他","野方図書館","A02_図書館","野方3-19-5","建物","0","","令和2年度","6600000","264000","132000","6336000","139.654326218313","35.7174170015695","固定資産台帳_事業用資産_建物等_資産別"
"改修_中野保育園　アルミサッシ","中野保育園","A11_保育園","弥生町2-6-3","建物","0","","令和2年度","17886400","715456","357728","17170944","139.676546666892","35.6921690354023","固定資産台帳_事業用資産_建物等_資産別"
"改修_中野保育園　内装","中野保育園","A11_保育園","弥生町2-6-3","建物","0","","令和2年度","5741600","229664","114832","5511936","139.676546666892","35.6921690354023","固定資産台帳_事業用資産_建物等_資産別"
"改修_旧松が丘高齢者福祉センター　トイレ","旧松が丘高齢者福祉センター（松が丘シニアプラザ）","C02_高齢者福祉センター","松が丘1-32-10","建物付属設備","0","","令和2年度","34675850","4646562","2323281","30029288","139.672061083615","35.7211626713389","固定資産台帳_事業用資産_建物等_資産別"
"改修_清掃事務所庁舎　アルミサッシその他","清掃事務所庁舎","A29_清掃事務所","松が丘1-6-3","建物","0","","令和2年度","31912650","1276506","638253","30636144","139.669609434334","35.7176575920743","固定資産台帳_事業用資産_建物等_資産別"
"整備_かみさぎこぶし園　避難用滑り台設置","かみさぎこぶし園","A18_障害福祉施設（障害者通所施設）","上鷺宮1-21-30","建物付属設備","0","","令和2年度","24750000","3316500","1658250","21433500","139.636058495268","35.7298961545933","固定資産台帳_事業用資産_建物等_資産別"
"改修_東中野いこいの家　トイレ","東中野いこいの家","A17_高齢者会館","東中野4-9-22-201","建物付属設備","0","","令和2年度","6015000","806010","403005","5208990","139.685771207837","35.7074763909635","固定資産台帳_事業用資産_建物等_資産別"
"改修_みなみ児童館　トイレ","みなみ児童館","A13_児童館","南台5-15-3","建物付属設備","0","","令和2年度","2048000","274432","137216","1773568","139.662365281469","35.6800850509661","固定資産台帳_事業用資産_建物等_資産別"
"改修_かみさぎ児童館　児童遊園フェンス","かみさぎ児童館","A13_児童館","上鷺宮3-9-19","建物","0","","令和2年度","5797440","231896","115948","5565544","139.63149597971","35.7346422601636","固定資産台帳_事業用資産_建物等_資産別"
"改修_旧弥生高齢者福祉センター　トイレ","旧やよい高齢者福祉センター（やよいの園）","C02_高齢者福祉センター","弥生町3-33-8","建物付属設備","0","","令和2年度","44550000","5969700","2984850","38580300","139.674376638726","35.6887961717645","固定資産台帳_事業用資産_建物等_資産別"
"改修_特別養護老人ホームしらさぎホーム　電灯コンセント設備","特養老人ホームしらさぎホーム","C03_介護保険施設（特別養護老人ホーム","白鷺2-51-5","建物","0","","令和2年度","14690000","587600","293800","14102400","139.632032245668","35.7200813265781","固定資産台帳_事業用資産_建物等_資産別"
"改修_特別養護老人ホームしらさぎホーム　撤去","特養老人ホームしらさぎホーム","C03_介護保険施設（特別養護老人ホーム","白鷺2-51-5","建物","0","","令和2年度","1630000","65200","32600","1564800","139.632032245668","35.7200813265781","固定資産台帳_事業用資産_建物等_資産別"
"改修_特別養護老人ホームしらさぎホーム　冷暖房設備","特養老人ホームしらさぎホーム","C03_介護保険施設（特別養護老人ホーム","白鷺2-51-5","建物付属設備","0","","令和2年度","6380000","854920","427460","5525080","139.632032245668","35.7200813265781","固定資産台帳_事業用資産_建物等_資産別"
"改修_武蔵台小学校　照明器具","武蔵台小学校","A07_小学校","上鷺宮5-1-1","建物","0","","令和2年度","9510000","418440","209220","9091560","139.62951716535","35.7274406150234","固定資産台帳_事業用資産_建物等_資産別"
"改修_武蔵台小学校　誘導支援設備","武蔵台小学校","A07_小学校","上鷺宮5-1-1","建物","0","","令和2年度","3820000","168080","84040","3651920","139.62951716535","35.7274406150234","固定資産台帳_事業用資産_建物等_資産別"
"改修_北中野中学校　トイレ洋式化","北中野中学校","A08_中学校","上鷺宮5-7-1","建物付属設備","0","","令和2年度","8408400","1126724","563362","7281676","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"改修_北中野中学校　特別教室冷房化","北中野中学校","A08_中学校","上鷺宮5-7-1","建物付属設備","0","","令和2年度","12358500","1656038","828019","10702462","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"改修_沼袋保育園等複合施設　防水","沼袋保育園","A11_保育園","沼袋1-34-14","建物","0","","令和2年度","29098080","1163922","581961","27934158","139.665185670066","35.7197200650732","固定資産台帳_事業用資産_建物等_資産別"
"改修_沼袋保育園等複合施設　外壁","沼袋保育園","A11_保育園","沼袋1-34-14","建物","0","","令和2年度","70651020","2826040","1413020","67824980","139.665185670066","35.7197200650732","固定資産台帳_事業用資産_建物等_資産別"
"改修_沼袋保育園等複合施設　塗装","沼袋保育園","A11_保育園","沼袋1-34-14","建物","0","","令和2年度","2424840","96992","48496","2327848","139.665185670066","35.7197200650732","固定資産台帳_事業用資産_建物等_資産別"
"改修_沼袋保育園等複合施設　トイレ","沼袋保育園","A11_保育園","沼袋1-34-14","建物付属設備","0","","令和2年度","8046060","1078172","539086","6967888","139.665185670066","35.7197200650732","固定資産台帳_事業用資産_建物等_資産別"
"整備_旧Ｕ１８プラザ上高田　鉄筋コンクリート造擁壁の築造","旧U18プラザ上高田","X03_その他","上高田1-17-5","建物","0","","令和2年度","16242061","649682","324841","15592379","139.677590106504","35.7105112050025","固定資産台帳_事業用資産_建物等_資産別"
"整備_旧Ｕ１８プラザ上高田　フェンスの新設","旧U18プラザ上高田","X03_その他","上高田1-17-5","建物","0","","令和2年度","4792739","191708","95854","4601031","139.677590106504","35.7105112050025","固定資産台帳_事業用資産_建物等_資産別"
"改修_江古田小学校　トイレ洋式化","江古田小学校","A07_小学校","江古田2-13-28","建物付属設備","0","","令和2年度","3098810","415240","207620","2683570","139.666767963748","35.7263551533136","固定資産台帳_事業用資産_建物等_資産別"
"改修_江古田小学校　照明器具","江古田小学校","A07_小学校","江古田2-13-28","建物","0","","令和2年度","12631190","555772","277886","12075418","139.666767963748","35.7263551533136","固定資産台帳_事業用資産_建物等_資産別"
"改修_江原小学校　照明器具（第二期）","江原小学校","A07_小学校","江原町1-39-1","建物","0","","令和2年度","14960000","658240","329120","14301760","139.673334574156","35.729406692579","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃園第二小学校　誘導支援設備","桃園第二小学校","A07_小学校","中野6-13-1","建物","0","","令和2年度","3118000","137192","68596","2980808","139.675889819724","35.7071137564406","固定資産台帳_事業用資産_建物等_資産別"
"改修_江原小学校　誘導支援設備","江原小学校","A07_小学校","江原町1-39-1","建物","0","","令和2年度","3381000","148764","74382","3232236","139.673334574156","35.729406692579","固定資産台帳_事業用資産_建物等_資産別"
"改修_緑野中学校　構内交換設備","緑野中学校","A08_中学校","丸山1-1-19","建物","0","","令和2年度","1992000","87648","43824","1904352","139.657294168838","35.7238336710175","固定資産台帳_事業用資産_建物等_資産別"
"改修_第五中学校　誘導支援設備","第五中学校","A08_中学校","上高田4-28-1","建物","0","","令和2年度","2673000","117612","58806","2555388","139.67841520321","35.715341544942","固定資産台帳_事業用資産_建物等_資産別"
"改修_第七中学校　誘導支援設備","第七中学校","A08_中学校","江古田2-9-11","建物","0","","令和2年度","2675000","117700","58850","2557300","139.668060231201","35.7247158520865","固定資産台帳_事業用資産_建物等_資産別"
"改修_緑野中学校　誘導支援設備","緑野中学校","A08_中学校","丸山1-1-19","建物","0","","令和2年度","2754800","121210","60605","2633590","139.657294168838","35.7238336710175","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　誘導支援設備","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","0","","令和2年度","4113000","180972","90486","3932028","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_北原小学校　誘導支援設備","北原小学校","A07_小学校","野方6-30-6","建物","0","","令和2年度","3783000","166452","83226","3616548","139.651571878047","35.7213190304244","固定資産台帳_事業用資産_建物等_資産別"
"改修_西中野小学校　誘導支援設備","西中野小学校","A07_小学校","白鷺3-9-2","建物","0","","令和2年度","3944000","173536","86768","3770464","139.630648012991","35.7208878120389","固定資産台帳_事業用資産_建物等_資産別"
"改修_上鷺宮小学校　誘導支援設備","上鷺宮小学校","A07_小学校","上鷺宮1-24-36","建物","0","","令和2年度","1936700","85214","42607","1851486","139.635130520409","35.7314435950351","固定資産台帳_事業用資産_建物等_資産別"
"改修_北中野中学校　誘導支援設備","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","0","","令和2年度","3335300","146752","73376","3188548","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃園第二小学校　入退室管理設備","桃園第二小学校","A07_小学校","中野6-13-1","建物","0","","令和2年度","1109000","48796","24398","1060204","139.675889819724","35.7071137564406","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　入退室管理設備","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","0","","令和2年度","2143000","94292","47146","2048708","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_西中野小学校　入退室管理設備","西中野小学校","A07_小学校","白鷺3-9-2","建物","0","","令和2年度","1344900","59174","29587","1285726","139.630648012991","35.7208878120389","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃園第二小学校　防犯カメラ設備","桃園第二小学校","A07_小学校","中野6-13-1","建物","0","","令和2年度","1435000","63140","31570","1371860","139.675889819724","35.7071137564406","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　防犯カメラ設備","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","0","","令和2年度","1904000","83776","41888","1820224","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_西中野小学校　防犯カメラ設備","西中野小学校","A07_小学校","白鷺3-9-2","建物","0","","令和2年度","1348500","59334","29667","1289166","139.630648012991","35.7208878120389","固定資産台帳_事業用資産_建物等_資産別"
"改修_明和中学校　防犯カメラ設備","明和中学校","A08_中学校","若宮1-1-18","建物","0","","令和2年度","2145000","94380","47190","2050620","139.649712874633","35.7161821841538","固定資産台帳_事業用資産_建物等_資産別"
"改修_北中野中学校　防犯カメラ設備","北中野中学校","A08_中学校","上鷺宮5-7-1","建物","0","","令和2年度","1665600","73286","36643","1592314","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"改修_北原小学校　トイレ洋式化","北原小学校","A07_小学校","野方6-30-6","建物付属設備","0","","令和2年度","5841000","782694","391347","5058306","139.651571878047","35.7213190304244","固定資産台帳_事業用資産_建物等_資産別"
"改修_西中野小学校　トイレ洋式化","西中野小学校","A07_小学校","白鷺3-9-2","建物付属設備","0","","令和2年度","3894000","521796","260898","3372204","139.630648012991","35.7208878120389","固定資産台帳_事業用資産_建物等_資産別"
"改修_啓明小学校　万年塀","啓明小学校","A07_小学校","大和町1-18-1","建物付属設備","0","","令和2年度","6771600","907394","453697","5864206","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"改修_塔山小学校　トイレ","塔山小学校","A07_小学校","中央1-49-1","建物付属設備","0","","令和2年度","2655400","355822","177911","2299578","139.683745675354","35.7008431179998","固定資産台帳_事業用資産_建物等_資産別"
"改修_上鷺宮小学校　トイレ洋式化その他","上鷺宮小学校","A07_小学校","上鷺宮1-24-36","建物付属設備","0","","令和2年度","7069040","947250","473625","6121790","139.635130520409","35.7314435950351","固定資産台帳_事業用資産_建物等_資産別"
"整備_中部スポーツ・コミュニティプラザ　体育館配管ガード設置","中部スポーツ・コミュニティプラザ","A05_スポーツ・コミュニティプラザ","中央3-19-1","建物付属設備","0","","令和2年度","1658800","222278","111139","1436522","139.67420678233","35.7003729695231","固定資産台帳_事業用資産_建物等_資産別"
"改修_第二中学校　特別教室冷暖房化","第二中学校","A08_中学校","本町5-25-1","建物付属設備","0","","令和2年度","22110000","2962740","1481370","19147260","139.671354406024","35.692561222401","固定資産台帳_事業用資産_建物等_資産別"
"改修_第七中学校　トイレ洋式化","第七中学校","A08_中学校","江古田2-9-11","建物付属設備","0","","令和2年度","13195160","1768150","884075","11427010","139.668060231201","35.7247158520865","固定資産台帳_事業用資産_建物等_資産別"
"改修_緑野中学校　トイレ洋式化","緑野中学校","A08_中学校","丸山1-1-19","建物付属設備","0","","令和2年度","1819840","243858","121929","1575982","139.657294168838","35.7238336710175","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校　仮校舎整備","南台小学校","A07_小学校","南台4-4-1","建物","0","","令和2年度","25520000","1122880","561440","24397120","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"改修_明和中学校　再編冷暖房設備整備その他","明和中学校","A08_中学校","若宮1-1-18","建物付属設備","0","","令和2年度","24902000","3336868","1668434","21565132","139.649712874633","35.7161821841538","固定資産台帳_事業用資産_建物等_資産別"
"改修_明和中学校　再編給食機器増設その他","明和中学校","A08_中学校","若宮1-1-18","建物付属設備","0","","令和2年度","20676000","2770584","1385292","17905416","139.649712874633","35.7161821841538","固定資産台帳_事業用資産_建物等_資産別"
"改修_明和中学校　再編電気設備","明和中学校","A08_中学校","若宮1-1-18","建物付属設備","0","","令和2年度","14507000","1943938","971969","12563062","139.649712874633","35.7161821841538","固定資産台帳_事業用資産_建物等_資産別"
"改修_区役所庁舎　エレベーター","区役所庁舎","A26_本庁舎","中野4-8-1","建物付属設備","0","","令和2年度","5390000","722260","361130","4667740","139.663737226103","35.7068716920706","固定資産台帳_事業用資産_建物等_資産別"
"改修_緑野小学校　プール槽","緑野小学校","A07_小学校","丸山1-17-1","建物","0","","令和2年度","16133700","709882","354941","15423818","139.657358275999","35.725599467621","固定資産台帳_事業用資産_建物等_資産別"
"改修_中野中学校　プール槽","中野中学校","A08_中学校","中野4-12-3","建物","0","","令和2年度","12994300","571748","285874","12422552","139.661247187591","35.7095397108047","固定資産台帳_事業用資産_建物等_資産別"
"整備_みなみの小学校　校舎電気設備","みなみの小学校","A07_小学校","弥生町4-27-11","建物付属設備","0","","令和2年度","414760351","55577886","27788943","359182465","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"整備_キッズ・プラザみなみの　電気設備","キッズ・プラザみなみの","A15_キッズ・プラザ","弥生町4-27-11","建物付属設備","0","","令和2年度","33647701","4508790","2254395","29138911","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"整備_中央図書館みなみの小学校分室　電気設備","中央図書館みなみの小学校分室","A02_図書館","弥生町4-27-11","建物付属設備","0","","令和2年度","22082935","2959112","1479556","19123823","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"整備_みなみの小学校　付属棟電気設備","みなみの小学校","A07_小学校","弥生町4-27-11","建物付属設備","0","","令和2年度","2616833","350654","175327","2266179","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"整備_みなみの小学校　校舎機械設備","みなみの小学校","A07_小学校","弥生町4-27-11","建物付属設備","0","","令和2年度","611057277","81881674","40940837","529175603","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"整備_キッズ・プラザみなみの　機械設備","キッズ・プラザみなみの","A15_キッズ・プラザ","弥生町4-27-11","建物付属設備","0","","令和2年度","29607685","3967428","1983714","25640257","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"整備_中央図書館みなみの小学校分室　機械設備","中央図書館みなみの小学校分室","A02_図書館","弥生町4-27-11","建物付属設備","0","","令和2年度","19312783","2587912","1293956","16724871","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"整備_みなみの小学校　付属棟機械設備","みなみの小学校","A07_小学校","弥生町4-27-11","建物付属設備","0","","令和2年度","2222255","297782","148891","1924473","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"整備_みなみの小学校　校舎","みなみの小学校","A07_小学校","弥生町4-27-11","建物","8950.91","平方メートル","令和2年度","2988626945","131499584","65749792","2857127361","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"整備_キッズ・プラザみなみの","キッズ・プラザみなみの","A15_キッズ・プラザ","弥生町4-27-11","建物","699.94","平方メートル","令和2年度","54237484","2386448","1193224","51851036","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"整備_中央図書館みなみの小学校分室","中央図書館みなみの小学校分室","A02_図書館","弥生町4-27-11","建物","198.25","平方メートル","令和2年度","21953920","965972","482986","20987948","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"整備_みなみの小学校　付属棟","みなみの小学校","A07_小学校","弥生町4-27-11","建物","89","平方メートル","令和2年度","26919190","1184444","592222","25734746","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"整備_みなみの小学校　校庭","みなみの小学校","A07_小学校","弥生町4-27-11","工作物","0","","令和2年度","35034369","2382336","1191168","32652033","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"整備_みなみの小学校　昇降機","みなみの小学校","A07_小学校","弥生町4-27-11","建物付属設備","0","","令和2年度","72165473","8515524","4257762","63649949","139.669942251999","35.6874225543689","固定資産台帳_事業用資産_建物等_資産別"
"整備_美鳩小学校　校舎電気設備","美鳩小学校","A07_小学校","大和町4-26-5","建物付属設備","0","","令和2年度","377283985","50556052","25278026","326727933","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_資産別"
"整備_キッズ・プラザ美鳩　電気設備","キッズ・プラザ美鳩","A15_キッズ・プラザ","大和町4-26-5","建物付属設備","0","","令和2年度","22170720","2970876","1485438","19199844","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_資産別"
"整備_中央図書館美鳩小学校分室　電気設備","中央図書館美鳩小学校分室","A02_図書館","大和町4-26-5","建物付属設備","0","","令和2年度","13277802","1779224","889612","11498578","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_資産別"
"整備_美鳩小学校　付属棟電気設備","美鳩小学校","A07_小学校","大和町4-26-5","建物付属設備","0","","令和2年度","3175313","425490","212745","2749823","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_資産別"
"整備_美鳩小学校　校舎機械設備","美鳩小学校","A07_小学校","大和町4-26-5","建物付属設備","0","","令和2年度","651558181","87308796","43654398","564249385","139.645041100088","35.7144758684607","固定資産台帳_事業用資産_建物等_資産別"
