全国地方公共団体コード,ID,地方公共団体名,地区名,ゴミの品目,ゴミの品目_カナ,ゴミの品目_英字,分別区分,注意点,備考,粗大ごみ回収料金
132047,132047GMLT000389,三鷹市,全域,衣装ケース,イショウケース,Wardrobe,粗大ごみ,,3辺の和が195cm以下の場合 200円 3辺の和が195㎝を超え240㎝以下の場合 400円 3辺の和が240㎝を超え330㎝以下の場合 600円 3辺の和が330㎝超の場合 1000円,
132047,132047GMLT000390,三鷹市,全域,一斗缶（18リットル缶）,イットカン,1 Dou can (18 liter can),燃やせないごみ,,,
132047,132047GMLT000391,三鷹市,全域,イヤホン,イヤホン,Earphone,燃やせないごみ,,,
132047,132047GMLT000392,三鷹市,全域,衣類乾燥機,イルイカンソウキ,Clothes dryer,収集しません,,家電リサイクル受付センター（電話：042ー383ー0531）へご連絡ください,
132047,132047GMLT000393,三鷹市,全域,入れ歯,イレバ,Denture,燃やせるごみ,,,
132047,132047GMLT000023,三鷹市,全域,印鑑,インカン,Seal,収集しません,,石製は収集不可,
132047,132047GMLT000394,三鷹市,全域,印鑑,インカン,Seal,燃やせるごみ,,石製は収集不可,
132047,132047GMLT000395,三鷹市,全域,インクカートリッジ,インクカートリッジ,Ink cartridge,燃やせないごみ,,,
132047,132047GMLT000396,三鷹市,全域,インクリボン,インクリボン,Inked ribbon,燃やせないごみ,,,
132047,132047GMLT000397,三鷹市,全域,インスタントカメラ,インスタントカメラ,Instant camera,燃やせないごみ,,,
132047,132047GMLT000024,三鷹市,全域,ウィッグ,ウィッグ,Wig,燃やせないごみ,,金属が付いている場合は燃やせないごみ,
132047,132047GMLT000398,三鷹市,全域,ウィッグ,ウィッグ,Wig,燃やせるごみ,,金属が付いている場合は燃やせないごみ,
132047,132047GMLT000401,三鷹市,全域,ウェットシート・ウェットティッシュ,ウェットシート・ウェットティッシュ,Wet sheets/wet wipes,燃やせるごみ,,,
132047,132047GMLT000400,三鷹市,全域,植木鉢（プラスチック製）,ウエキバチ,Plant pot (plastic),プラスチック類,,土は取り除く 汚れているものは燃やせるごみ 最大辺40センチメートル以上あるものは粗大ごみ,
132047,132047GMLT000026,三鷹市,全域,植木鉢（プラスチック製）,ウエキバチ,Plant pot (plastic),粗大ごみ,,土は取り除く 最大辺40センチメートル以上あるものは粗大ごみ（1個から10個までは200円）,200
132047,132047GMLT000399,三鷹市,全域,植木鉢（素焼き・陶器等）,ウエキバチ,"Plant pots (unglazed, ceramic, etc.)",燃やせないごみ,,土は取り除く 最大辺40センチメートル以上あるものは粗大ごみ,
132047,132047GMLT000025,三鷹市,全域,植木鉢（素焼き・陶器等）,ウエキバチ,"Plant pots (unglazed, ceramic, etc.)",粗大ごみ,,土は取り除く 最大辺40センチメートル以上あるものは粗大ごみ 10㎏未満 200円 10kg超20kg以下の場合 400円,
132047,132047GMLT000027,三鷹市,全域,浮き輪,ウキワ,Float,プラスチック類,,発砲スチロール製はプラスチック類,
132047,132047GMLT000402,三鷹市,全域,浮き輪,ウキワ,Float,燃やせるごみ,,発砲スチロール製はプラスチック類,
132047,132047GMLT000403,三鷹市,全域,うちわ,ウチワ,Paper fan,燃やせるごみ,,,
132047,132047GMLT000404,三鷹市,全域,腕時計,ウデドケイ,Wristwatch,燃やせないごみ,,,
132047,132047GMLT000405,三鷹市,全域,羽毛布団,ウモウブトン,Down(-filled) quilt (futon),粗大ごみ,,,200
132047,132047GMLT000406,三鷹市,全域,ウレタン,ウレタン,Urethane foam,プラスチック類,,汚れているものは燃やせるごみ,
132047,132047GMLT000028,三鷹市,全域,ウレタン,ウレタン,Urethane foam,燃やせるごみ,,汚れているものは燃やせるごみ,
132047,132047GMLT000407,三鷹市,全域,運動靴,ウンドウクツ,Sports shoes,燃やせるごみ,,,
132047,132047GMLT000408,三鷹市,全域,エアコン,エアコン,Air conditioner,収集しません,,家電リサイクル受付センター（電話：042ー383ー0531）へご連絡ください,
132047,132047GMLT000409,三鷹市,全域,エアゾール缶、スプレー缶,エアゾールカン、スプレーカン,"Aerosol cans, spray cans",有害ごみ,,使い切って出す,
132047,132047GMLT000410,三鷹市,全域,絵の具のチューブ,エノグノチューブ,Tubes of paint,燃やせないごみ,,使い切って出す,
132047,132047GMLT000411,三鷹市,全域,MD（ミニディスク）,エムディー,MD (Mini Disc),燃やせないごみ,,,
132047,132047GMLT000412,三鷹市,全域,LED電球,エルイーディーデンキュウ,LED light bulb,燃やせないごみ,,,
132047,132047GMLT000413,三鷹市,全域,LD（レーザーディスク）,エルディー,LD (laser disk),プラスチック類,,,
132047,132047GMLT000414,三鷹市,全域,延長コード、ACアダプター,エンチョウコード、エーシーアダプター,"Extension cord, AC adapter",燃やせないごみ,,,
132047,132047GMLT000415,三鷹市,全域,えんぴつ,エンピツ,Pencil,燃やせるごみ,,,
132047,132047GMLT000416,三鷹市,全域,オアシス（吸水性スポンジ）,オアシス,Oasis (Water absorbent sponge),プラスチック類,,乾燥させる 汚れているものは燃やせるごみ,
132047,132047GMLT000029,三鷹市,全域,オアシス（吸水性スポンジ）,オアシス,Oasis (Water absorbent sponge),燃やせるごみ,,乾燥させる 汚れているものは燃やせるごみ,
132047,132047GMLT000418,三鷹市,全域,おたま,オタマ,Ladle,燃やせないごみ,,,
132047,132047GMLT000419,三鷹市,全域,落ち葉・草,オチバ・クサ,Fallen leaves and grass,燃やせるごみ,,有料化除外品 45リットル相当の透明または半透明の袋に入れて出す,
132047,132047GMLT000420,三鷹市,全域,お手拭き,オテフキ,(hand) towel,燃やせるごみ,,,
132047,132047GMLT000421,三鷹市,全域,おはじき,オハジキ,"Children's game similar to marbles, played with coin-shaped coloured glass",燃やせないごみ,,,
132047,132047GMLT000422,三鷹市,全域,おむつ,オムツ,Diaper,燃やせるごみ,,有料化除外品 汚物は取り除き、45リットル相当の透明または半透明の袋に入れて出す,
132047,132047GMLT000423,三鷹市,全域,おもちゃ,オモチャ,Toy,燃やせないごみ,,電池は外して有害ごみ,
132047,132047GMLT000417,三鷹市,全域,オートバイ,オートバイ,Motorcycle,収集しません,,詳細は二輪車リサイクルコールセンター（電話：050ー3000ー0727）へご連絡ください,
132047,132047GMLT000428,三鷹市,全域,貝殻,カイガラ,Shell,燃やせるごみ,,,
132047,132047GMLT000430,三鷹市,全域,傘,カサ,Umbrella,燃やせないごみ,,5本まではミニ袋（5リットル）、6～10本まではS袋（10リットル）の指定収集袋を1枚貼って出す,
132047,132047GMLT000002,三鷹市,全域,加湿器,カシツキ,Humidifier,収集しません,,フロンや代替フロンを使用しているものは収集不可,
132047,132047GMLT000431,三鷹市,全域,加湿器,カシツキ,Humidifier,燃やせないごみ,,最大辺40センチメートル以上あるものは粗大ごみ フロンや代替フロンを使用しているものは収集不可,
132047,132047GMLT000035,三鷹市,全域,加湿器,カシツキ,Humidifier,粗大ごみ,,最大辺40センチメートル以上あるものは粗大ごみ フロンや代替フロンを使用しているものは収集不可,200
132047,132047GMLT000433,三鷹市,全域,菓子の缶,カシノカン,Cans of Crackers,ビン・カン,,,
132047,132047GMLT000036,三鷹市,全域,果樹酒びん（梅酒などを漬けるもの）,カジュシュビン,"Fruit wine bottles (for pickling plum wine, etc.)",プラスチック類,,ふたは、プラスチック製のものはプラスチック類、金属製のものは不燃ごみ,
132047,132047GMLT000432,三鷹市,全域,果樹酒びん（梅酒などを漬けるもの）,カジュシュビン,"Fruit wine bottles (for pickling plum wine, etc.)",燃やせないごみ,,ふたは、プラスチック製のものはプラスチック類、金属製のものは不燃ごみ,
132047,132047GMLT000435,三鷹市,全域,カセットコンロ（卓上コンロ）,カセットコンロ,Cassette stove (tabletop stove),燃やせないごみ,,電池は外して有害ごみ カセットボンベは取り除く 最大辺40センチメートル以上あるものは粗大ごみ,
132047,132047GMLT000004,三鷹市,全域,カセットコンロ（卓上コンロ）,カセットコンロ,Cassette stove (tabletop stove),粗大ごみ,,電池は外して有害ごみ カセットボンベは取り除く 最大辺40センチメートル以上あるものは粗大ごみ,200
132047,132047GMLT000436,三鷹市,全域,カセットテープ,カセットテープ,Cassette tape,燃やせないごみ,,,
132047,132047GMLT000437,三鷹市,全域,カセットボンベ,カセットボンベ,Cassette (gasoline) cylinder,有害ごみ,,使い切って出す,
132047,132047GMLT000439,三鷹市,全域,カッターナイフ,カッターナイフ,Box cutter,燃やせないごみ,,,
132047,132047GMLT000440,三鷹市,全域,かっぱ（雨具）,カッパ,Kappa (rain gear),燃やせるごみ,,,
132047,132047GMLT000438,三鷹市,全域,かつら、つけ毛,カツラ、ツケゲ,"Wigs, false hair",燃やせるごみ,,,
132047,132047GMLT000441,三鷹市,全域,家庭用ゲーム機,カテイヨウゲームキ,Home video game console,燃やせないごみ,,,
132047,132047GMLT000442,三鷹市,全域,カテーテル,カテーテル,Catheter,燃やせるごみ,,針がついている場合は三鷹市薬剤師会へ 0422ー49ー7766,
132047,132047GMLT000444,三鷹市,全域,蚊取り線香,カトリセンコウ,Mosquito coil,燃やせるごみ,,水に浸して出す,
132047,132047GMLT000445,三鷹市,全域,かなづち,カナヅチ,Hammer,燃やせないごみ,,,
132047,132047GMLT000447,三鷹市,全域,かばん類（金属製以外）,カバンルイ,Bags (other than metal),燃やせるごみ,,,
132047,132047GMLT000446,三鷹市,全域,かばん類（金属製）,カバンルイ,Bags (metal),燃やせないごみ,,,
132047,132047GMLT000448,三鷹市,全域,花瓶,カビン,(flower) vase,燃やせないごみ,,,
132047,132047GMLT000450,三鷹市,全域,かみそり,カミソリ,Razor,燃やせないごみ,,新聞紙等に包み、袋に危険と表示する,
132047,132047GMLT000451,三鷹市,全域,紙粘土,カミネンド,Paper clay,燃やせるごみ,,,
132047,132047GMLT000454,三鷹市,全域,紙パック（内側が白色のもの）,カミパック,Paper carton (white inside),古紙・古着,,飲料用,
132047,132047GMLT000453,三鷹市,全域,紙パック（内側が白色以外やコーティングのもの）,カミパック,Paper cartons (with non-white or coated interior),燃やせるごみ,,飲料用,
132047,132047GMLT000452,三鷹市,全域,カメラ・デジタルカメラ,カメラ・デジタルカメラ,Cameras & Digital Cameras,燃やせないごみ,,,
132047,132047GMLT000457,三鷹市,全域,革製品,カワセイヒン,Leather goods (products),燃やせるごみ,,,
132047,132047GMLT000458,三鷹市,全域,瓦,カワラ,Roof tile,収集しません,,,
132047,132047GMLT000459,三鷹市,全域,缶切り,カンキリ,Can opener,燃やせないごみ,,,
132047,132047GMLT000460,三鷹市,全域,緩衝材（プラスチック製）,カンショウザイ,Cushioning material (plastic),プラスチック類,,,
132047,132047GMLT000461,三鷹市,全域,乾燥剤（シリカゲル）,カンソウザイ,Desiccant (silica gel),燃やせるごみ,,,
132047,132047GMLT000462,三鷹市,全域,乾電池,カンデンチ,"Dry cell batteries (manganese, alkaline, lithium-ion primary batteries)",有害ごみ,,,
132047,132047GMLT000463,三鷹市,全域,感熱紙,カンネツシ,Thermal paper,燃やせるごみ,,,
132047,132047GMLT000424,三鷹市,全域,カーテン類（レース含む）,カーテンルイ,Curtains (including lace),古紙・古着,,汚れているもの、破れているもの、濡れているものは燃やせるごみ,
132047,132047GMLT000031,三鷹市,全域,カーテン類（レース含む）,カーテンルイ,Curtains (including lace),燃やせるごみ,,汚れているもの、破れているもの、濡れているものは燃やせるごみ,
132047,132047GMLT000425,三鷹市,全域,カーテンレール（金属製）,カーテンレール,Curtain rail (metal),燃やせないごみ,,最大辺80センチメートル超えるものは粗大ごみ,
132047,132047GMLT000032,三鷹市,全域,カーテンレール（金属製）,カーテンレール,Curtain rail (metal),粗大ごみ,,最大辺80センチメートル超えるものは粗大ごみ,200
132047,132047GMLT000443,三鷹市,全域,カートリッジインキ,カートリッジインキ,Cartridge ink,燃やせないごみ,,,
132047,132047GMLT000426,三鷹市,全域,カーペット,カーペット,Carpet,燃やせないごみ,,2畳を超えるものは粗大ごみ,
132047,132047GMLT000033,三鷹市,全域,カーペット,カーペット,Carpet,粗大ごみ,,2畳を超えるものは粗大ごみ 2畳超6畳以下の場合 400円 6畳超10畳以下の場合 600円,
132047,132047GMLT000427,三鷹市,全域,カーボン紙,カーボンシ,Carbon paper,燃やせるごみ,,,
132047,132047GMLT000429,三鷹市,全域,額縁,ガクブチ,Frame ,燃やせないごみ,,最大辺40センチメートル以上あるものは粗大ごみ,
132047,132047GMLT000034,三鷹市,全域,額縁,ガクブチ,Frame ,粗大ごみ,,最大辺40センチメートル以上あるものは粗大ごみ,200
132047,132047GMLT000037,三鷹市,全域,ガスコンロ,ガスコンロ,Gas stove,燃やせないごみ,,最大辺40センチメートル未満のものは燃やせないごみ 電池は外して有害ごみ,
132047,132047GMLT000434,三鷹市,全域,ガスコンロ,ガスコンロ,Gas stove,粗大ごみ,,最大辺40センチメートル未満のものは燃やせないごみ 電池は外して有害ごみ,200
132047,132047GMLT000449,三鷹市,全域,画鋲,ガビョウ,Thumbtack,燃やせないごみ,,,
132047,132047GMLT000455,三鷹市,全域,ガムテープ（紙製、布製）,ガムテープ,Gummed tape (paper or cloth),燃やせるごみ,,,
132047,132047GMLT000456,三鷹市,全域,ガラス製品,ガラスセイヒン,Glassware,燃やせないごみ,,,
132047,132047GMLT000464,三鷹市,全域,木の板,キノイタ,Wooden board,燃やせるごみ,,長さ80センチメートル、幅30センチメートル、厚さ3センチメートル以下のもの 5枚まではS袋（10リットル）、6～10枚まではM袋（20リットル）の指定収集袋を1枚貼って出す,
132047,132047GMLT000465,三鷹市,全域,木の枝,キノエダ,Tree branch,燃やせるごみ,,有料化除外品 長さ80センチメートル、直径8センチメートル以下 直径50センチメートル以下に束ねて出す,
132047,132047GMLT000005,三鷹市,全域,木彫りの熊,キボリノクマ,Wood Carving Bear,収集しません,,直径8センチ超は収集不可,
132047,132047GMLT000467,三鷹市,全域,木彫りの熊,キボリノクマ,Wood Carving Bear,燃やせるごみ,,最大辺40センチメートル以上あるものは粗大ごみ 直径8センチ超は収集不可,
132047,132047GMLT000039,三鷹市,全域,木彫りの熊,キボリノクマ,Wood Carving Bear,粗大ごみ,,最大辺40センチメートル以上あるものは粗大ごみ 直径8センチ超は収集不可,200
132047,132047GMLT000469,三鷹市,全域,キャーリーカート,キャーリーカート,Carry cart,燃やせないごみ,,最大辺40センチメートル以上あるものは粗大ごみ,
132047,132047GMLT000040,三鷹市,全域,キャーリーカート,キャーリーカート,Carry cart,粗大ごみ,,最大辺40センチメートル以上あるものは粗大ごみ,200
132047,132047GMLT000471,三鷹市,全域,吸盤,キュウバン,Sucker,プラスチック類,,汚れているものは燃やせるごみ,
132047,132047GMLT000041,三鷹市,全域,吸盤,キュウバン,Sucker,燃やせるごみ,,汚れているものは燃やせるごみ,
132047,132047GMLT000468,三鷹市,全域,キーホルダー,キーホルダー,Keychain,燃やせないごみ,,,
132047,132047GMLT000466,三鷹市,全域,ギブス,ギブス,Plaster-of-paris,燃やせないごみ,,,
132047,132047GMLT000470,三鷹市,全域,牛乳パック（内側が白色のもの）,ギュウニュウパック,Milk carton (white inside),古紙・古着,,,
132047,132047GMLT000472,三鷹市,全域,空気入れ（自転車用など）,クウキイレ,"Air inflator (e.g., for bicycles)",燃やせないごみ,,,
132047,132047GMLT000006,三鷹市,全域,空気清浄器,クウキセイジョウキ,Air cleaner,収集しません,,フロンや代替フロンを使用しているものは収集不可,
132047,132047GMLT000473,三鷹市,全域,空気清浄器,クウキセイジョウキ,Air cleaner,燃やせないごみ,,最大辺40センチメートル以上あるものは粗大ごみ フロンや代替フロンを使用しているものは収集不可,
132047,132047GMLT000042,三鷹市,全域,空気清浄器,クウキセイジョウキ,Air cleaner,粗大ごみ,,最大辺40センチメートル以上あるものは粗大ごみ フロンや代替フロンを使用しているものは収集不可,200
132047,132047GMLT000475,三鷹市,全域,串（竹など）,クシ,"Skewer (bamboo, etc.)",燃やせるごみ,,新聞紙等に包む,
132047,132047GMLT000474,三鷹市,全域,串（金属製）,クシ,Skewer (metal),燃やせないごみ,,新聞紙等に包み、袋に危険と表示する,
132047,132047GMLT000477,三鷹市,全域,薬（飲み薬、貼り薬）,クスリ,Medication (oral or paste),燃やせるごみ,,,
132047,132047GMLT000476,三鷹市,全域,薬（飲み薬錠剤）の個別包装ケース,クスリノコベツホウソウケース,Individual packaging case for medicines (drinking tablets),プラスチック類,,プラマークを確認,
132047,132047GMLT000478,三鷹市,全域,薬のびん・缶,クスリノビン・カン,Medicine bottles and cans,燃やせないごみ,,,
132047,132047GMLT000479,三鷹市,全域,口紅,クチベニ,Lipstick,燃やせないごみ,,,
132047,132047GMLT000481,三鷹市,全域,クッション,クッション,Cushion,燃やせるごみ,,,
132047,132047GMLT000482,三鷹市,全域,クッションフロア（プラスチック製） 30センチメートル角,クッションフロア30センチメートルカク,Cushion floor (plastic) 30 cm square,プラスチック類,,,
132047,132047GMLT000480,三鷹市,全域,靴,クツ,Shoes,燃やせるごみ,,,
132047,132047GMLT000483,三鷹市,全域,熊手（掃除用具）,クマデ,Rake (cleaning tools),燃やせるごみ,,,
132047,132047GMLT000484,三鷹市,全域,クリアファイル,クリアファイル,Clear file,プラスチック類,,,
132047,132047GMLT000485,三鷹市,全域,クリスマスツリー,クリスマスツリー,Christmas tree,燃やせないごみ,,最大辺40センチメートル以上あるものは粗大ごみ,
132047,132047GMLT000043,三鷹市,全域,クリスマスツリー,クリスマスツリー,Christmas tree,粗大ごみ,,最大辺40センチメートル以上あるものは粗大ごみ,200
132047,132047GMLT000486,三鷹市,全域,クレヨン,クレヨン,Crayon,燃やせるごみ,,,
132047,132047GMLT000487,三鷹市,全域,グローランプ,グローランプ,Glow lamp,燃やせないごみ,,,
132047,132047GMLT000488,三鷹市,全域,蛍光灯,ケイコウトウ,Fluorescent light,有害ごみ,,,
132047,132047GMLT000489,三鷹市,全域,珪藻土（けいそうど）,ケイソウド,Diatomaceous earth,燃やせないごみ,,最大辺40センチメートル以上あるものは粗大ごみ,
132047,132047GMLT000044,三鷹市,全域,珪藻土（けいそうど）,ケイソウド,Diatomaceous earth,粗大ごみ,,最大辺40センチメートル以上あるものは粗大ごみ,200
132047,132047GMLT000490,三鷹市,全域,毛糸,ケイト,Knitting wool,燃やせるごみ,,,
132047,132047GMLT000492,三鷹市,全域,化粧品のびん,ケショウヒンノビン,Cosmetic Bottle,燃やせないごみ,,,
132047,132047GMLT000493,三鷹市,全域,毛玉取り機,ケダマトリキ,Ball mincer,燃やせないごみ,,最大辺40センチメートル以上あるものは粗大ごみ,
132047,132047GMLT000045,三鷹市,全域,毛玉取り機,ケダマトリキ,Ball mincer,粗大ごみ,,最大辺40センチメートル以上あるものは粗大ごみ,200
132047,132047GMLT000494,三鷹市,全域,血圧計,ケツアツケイ,Sphygmomanometer (instrument used to measure blood pressure),有害ごみ,,水銀を使っている物は有害ごみ、デジタル式の物は電池を外して燃やせないごみ,
132047,132047GMLT000046,三鷹市,全域,血圧計,ケツアツケイ,Sphygmomanometer (instrument used to measure blood pressure),燃やせないごみ,,水銀を使っている物は有害ごみ、デジタル式の物は電池を外して燃やせないごみ,
132047,132047GMLT000496,三鷹市,全域,けん玉,ケンダマ,Japanese bilboquet (cup-and-ball game),燃やせるごみ,,,
132047,132047GMLT000497,三鷹市,全域,剣道防具,ケンドウボウグ,Kendo protective gear,燃やせないごみ,,最大辺40センチメートル以上あるものは粗大ごみ,
132047,132047GMLT000048,三鷹市,全域,剣道防具,ケンドウボウグ,Kendo protective gear,粗大ごみ,,最大辺40センチメートル以上あるものは粗大ごみ,200
132047,132047GMLT000491,三鷹市,全域,劇薬,ゲキヤク,Powerful medicine,収集しません,,販売店または専門業者に相談,
132047,132047GMLT000007,三鷹市,全域,ゲーム機（家庭用ゲーム機）,ゲームキ,Game consoles (home video game consoles),有害ごみ,,電池は抜いて有害ごみ 電池以外は燃やせないごみ 最大辺40センチメートル以上あるものは粗大ごみ,
132047,132047GMLT000495,三鷹市,全域,ゲーム機（家庭用ゲーム機）,ゲームキ,Game consoles (home video game consoles),燃やせないごみ,,最大辺40センチメートル以上あるものは粗大ごみ 電池は抜いて有害ごみ,
132047,132047GMLT000047,三鷹市,全域,ゲーム機（家庭用ゲーム機）,ゲームキ,Game consoles (home video game consoles),粗大ごみ,,最大辺40センチメートル以上あるものは粗大ごみ 電池は抜いて有害ごみ,200
132047,132047GMLT000499,三鷹市,全域,鯉のぼり,コイノボリ,Carp streamer,燃やせるごみ,,,
132047,132047GMLT000500,三鷹市,全域,工具類,コウグルイ,Tools,燃やせないごみ,,,
132047,132047GMLT000501,三鷹市,全域,抗原・抗体検査キット,コウゲン・コウタイケンサキット,Antigen/Antibody Test Kits,燃やせるごみ,,ウイルスの感染力がなくなる1週間程度待ってから捨ててください,
132047,132047GMLT000502,三鷹市,全域,氷枕,コオリマクラ,Ice pillow,燃やせるごみ,,,
132047,132047GMLT000049,三鷹市,全域,こけし,コケシ,Kokeshi doll,収集しません,,直径8センチ超は収集不可,
132047,132047GMLT000503,三鷹市,全域,こけし,コケシ,Kokeshi doll,燃やせるごみ,,最大辺40センチメートル以上あるものは粗大ごみ 直径8センチ超は収集不可,
132047,132047GMLT000008,三鷹市,全域,こけし,コケシ,Kokeshi doll,粗大ごみ,,最大辺40センチメートル以上あるものは粗大ごみ 直径8センチ超は収集不可,200
132047,132047GMLT000507,三鷹市,全域,こたつ,コタツ,Kotatsu,粗大ごみ,,最大辺90cm以下の場合 200円 最大辺90cm超180cm以下の場合 400円 最大辺180cm超の場合 600円,
132047,132047GMLT000505,三鷹市,全域,コップ（ガラス・陶器）,コップ,Cups (glass and ceramic),燃やせないごみ,,,
132047,132047GMLT000506,三鷹市,全域,コップ（プラスチック）,コップ,Cup (plastic),プラスチック類,,,
132047,132047GMLT000510,三鷹市,全域,コルクボード,コルクボード,Cork board,燃やせるごみ,,最大辺40センチメートル以上あるものは粗大ごみ,
132047,132047GMLT000052,三鷹市,全域,コルクボード,コルクボード,Cork board,粗大ごみ,,最大辺40センチメートル以上あるものは粗大ごみ,200
132047,132047GMLT000515,三鷹市,全域,コンクリート類,コンクリートルイ,Concretes,収集しません,,,
132047,132047GMLT000516,三鷹市,全域,コンタクトレンズ,コンタクトレンズ,Contact lens,燃やせるごみ,,,
132047,132047GMLT000498,三鷹市,全域,碁石,ゴイシ,Go stones,収集しません,,,
132047,132047GMLT000504,三鷹市,全域,ござ,ゴザ,Mat,燃やせるごみ,,1畳以下はミニ袋（5リットル）、1畳を超えて2畳以下はS袋（10リットル）の指定収集袋を1枚貼って出す1畳以下はミニ袋（5リットル）、1畳を超えて2畳以下はS袋（10リットル）の指定収集袋を1枚貼って出す 2畳を超えるものは粗大ごみへ,
132047,132047GMLT000050,三鷹市,全域,ござ,ゴザ,Mat,粗大ごみ,,2畳を超えるものは粗大ごみ,200
132047,132047GMLT000051,三鷹市,全域,碁盤,ゴバン,Go board,収集しません,,厚さ3センチ超は収集不可,
132047,132047GMLT000508,三鷹市,全域,碁盤,ゴバン,Go board,燃やせるごみ,,厚さ3センチ超は収集不可,
132047,132047GMLT000509,三鷹市,全域,ゴム製品,ゴムセイヒン,Rubber goods,燃やせるごみ,,,
132047,132047GMLT000511,三鷹市,全域,ゴルフクラブ,ゴルフクラブ,Golf club,燃やせないごみ,,5本まではミニ袋（5リットル）、6～10本まではS袋（10リットル）の指定収集袋を1枚貼って出す,
132047,132047GMLT000512,三鷹市,全域,ゴルフバッグ,ゴルフバッグ,Golf bag,粗大ごみ,,,200
132047,132047GMLT000513,三鷹市,全域,ゴルフボール,ゴルフボール,Golf ball,燃やせるごみ,,,
132047,132047GMLT000514,三鷹市,全域,ゴルフ用具,ゴルフヨウグ,Golf equipment,粗大ごみ,,,200
132047,132047GMLT000517,三鷹市,全域,財布,サイフ,Purse,燃やせるごみ,,,
132047,132047GMLT000519,三鷹市,全域,酒パック（内側が銀色やコーティングのもの）,サケパック,Liquor packs (silver or coated inside),燃やせるごみ,,,
132047,132047GMLT000520,三鷹市,全域,殺虫剤 スプレー式,サッチュウザイスプレーシキ,Insecticide Spray type,有害ごみ,,使い切って出す,
132047,132047GMLT000522,三鷹市,全域,三角コーナー（プラスチック製）,サンカクコーナー,Corner sink strainer (plastic),プラスチック類,,汚れているものは燃やせるごみ,
132047,132047GMLT000053,三鷹市,全域,三角コーナー（プラスチック製）,サンカクコーナー,Corner sink strainer (plastic),燃やせるごみ,,汚れているものは燃やせるごみ,
132047,132047GMLT000523,三鷹市,全域,三角コーナー（金属製）,サンカクコーナー,Corner sink strainer (metal),燃やせないごみ,,,
132047,132047GMLT000524,三鷹市,全域,サングラス,サングラス,Sunglasses,燃やせないごみ,,,
132047,132047GMLT000525,三鷹市,全域,サンダル,サンダル,Sandal,燃やせるごみ,,,
132047,132047GMLT000518,三鷹市,全域,サーフボード,サーフボード,Surfboard,粗大ごみ,,最大辺2m以下,200
132047,132047GMLT000521,三鷹市,全域,座布団,ザブトン,Japanese cushion,燃やせるごみ,,一度に出せるのは3枚まで L袋（40リットル）の指定収集袋を1枚貼って出す,
132047,132047GMLT000526,三鷹市,全域,歯間ブラシ,シカンブラシ,Interdental brush,燃やせるごみ,,,
132047,132047GMLT000528,三鷹市,全域,湿布,シップ,Fomentation,燃やせるごみ,,,
132047,132047GMLT000533,三鷹市,全域,写真,シャシン,Photo,燃やせるごみ,,,
132047,132047GMLT000534,三鷹市,全域,写真のネガ,シャシンノネガ,Photo negatives,プラスチック類,,,
