区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／教育，学習支援業,411,404,7,1.7,197,155,42,27.1,214,249,-35,-14.1
〔就業者の主な産業別内訳〕／医療，福祉,890,815,75,9.2,236,208,28,13.5,653,607,46,7.6
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,696,746,-50,-6.7,414,430,-16,-3.7,282,316,-34,-10.8
〔雇用者の主な産業別内訳〕／建設業,341,366,-25,-6.8,263,276,-13,-4.7,79,90,-11,-12.2
〔雇用者の主な産業別内訳〕／製造業,633,687,-54,-7.9,436,494,-58,-11.7,197,193,4,2.1
〔雇用者の主な産業別内訳〕／情報通信業,801,790,11,1.4,546,533,13,2.4,255,257,-2,-0.8
〔雇用者の主な産業別内訳〕／運輸業，郵便業,372,344,28,8.1,272,269,3,1.1,100,75,25,33.3
〔雇用者の主な産業別内訳〕／卸売業，小売業,1233,1202,31,2.6,600,597,3,0.5,633,605,28,4.6
〔雇用者の主な産業別内訳〕／金融業，保険業,273,254,19,7.5,133,98,35,35.7,141,155,-14,-9
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,260,238,22,9.2,153,144,9,6.3,108,94,14,14.9
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,398,400,-2,-0.5,246,241,5,2.1,153,159,-6,-3.8
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,447,429,18,4.2,203,203,0,0,245,227,18,7.9
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,258,223,35,15.7,97,81,16,19.8,161,142,19,13.4
〔雇用者の主な産業別内訳〕／教育，学習支援業,379,364,15,4.1,185,146,39,26.7,194,218,-24,-11
〔雇用者の主な産業別内訳〕／医療，福祉,845,770,75,9.7,206,181,25,13.8,639,589,50,8.5
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,619,675,-56,-8.3,354,381,-27,-7.1,265,293,-28,-9.6
〔非農林業雇用者の従業者規模別内訳〕／総数,7350,7276,74,1,3981,3978,3,0.1,3369,3299,70,2.1
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1607,1708,-101,-5.9,831,885,-54,-6.1,776,823,-47,-5.7
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2308,2176,132,6.1,1203,1172,31,2.6,1105,1004,101,10.1
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2819,2705,114,4.2,1600,1549,51,3.3,1218,1157,61,5.3
〔完全失業率（年齢階級別）(%)〕／総数,2.6,2.3,0.3,…,3,2.4,0.6,…,2.1,2.3,-0.2,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,3.9,2.7,1.2,…,5.5,2.7,2.8,…,2.5,2.7,-0.2,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3.2,3.3,-0.1,…,3.5,3.2,0.3,…,2.9,3.3,-0.4,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2.3,1.9,0.4,…,2.2,1.8,0.4,…,2.3,2,0.3,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,1.7,2.1,-0.4,…,1.5,2,-0.5,…,1.9,2.3,-0.4,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,2.8,2.1,0.7,…,3.7,2.7,1,…,1.5,1.6,-0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.6,1.9,0.7,…,3.9,2.1,1.8,…,0.6,1.6,-1,…
〔就業率（%）〕／総数,65,65.5,-0.5,…,73.2,74.1,-0.9,…,57.2,57.2,0,…
〔労働力人口比率(%)〕／総数,66.7,67.1,-0.4,…,75.4,75.9,-0.5,…,58.4,58.6,-0.2,…
,,,,,,,,,,,,
東京の労働力統計データ（令和２年1～３月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
令和２年1～３月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
