区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,333,367,-34,-9.3,160,190,-30,-15.8,173,177,-4,-2.3
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／家事などのかたわらに仕事,834,828,6,0.7,77,69,8,11.6,757,758,-1,-0.1
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,240,232,8,3.4,76,83,-7,-8.4,164,149,15,10.1
〔就業者の主な産業別内訳〕／建設業,460,468,-8,-1.7,379,382,-3,-0.8,81,86,-5,-5.8
〔就業者の主な産業別内訳〕／製造業,752,662,90,13.6,506,452,54,11.9,246,209,37,17.7
〔就業者の主な産業別内訳〕／情報通信業,863,793,70,8.8,586,558,28,5,277,235,42,17.9
〔就業者の主な産業別内訳〕／運輸業，郵便業,367,354,13,3.7,281,278,3,1.1,87,76,11,14.5
〔就業者の主な産業別内訳〕／卸売業，小売業,1296,1283,13,1,630,647,-17,-2.6,667,635,32,5
〔就業者の主な産業別内訳〕／金融業，保険業,337,350,-13,-3.7,164,192,-28,-14.6,172,158,14,8.9
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,312,260,52,20,178,140,38,27.1,134,120,14,11.7
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,568,538,30,5.6,360,340,20,5.9,208,198,10,5.1
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,513,559,-46,-8.2,237,255,-18,-7.1,276,305,-29,-9.5
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,284,306,-22,-7.2,133,124,9,7.3,152,182,-30,-16.5
〔就業者の主な産業別内訳〕／教育，学習支援業,452,391,61,15.6,187,187,0,0,265,204,61,29.9
〔就業者の主な産業別内訳〕／医療，福祉,821,825,-4,-0.5,210,218,-8,-3.7,610,608,2,0.3
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,697,651,46,7.1,392,356,36,10.1,305,295,10,3.4
〔雇用者の主な産業別内訳〕／建設業,395,400,-5,-1.3,320,318,2,0.6,75,82,-7,-8.5
〔雇用者の主な産業別内訳〕／製造業,726,634,92,14.5,490,433,57,13.2,236,201,35,17.4
〔雇用者の主な産業別内訳〕／情報通信業,811,758,53,7,548,532,16,3,263,227,36,15.9
〔雇用者の主な産業別内訳〕／運輸業，郵便業,336,318,18,5.7,251,244,7,2.9,85,74,11,14.9
〔雇用者の主な産業別内訳〕／卸売業，小売業,1239,1226,13,1.1,600,616,-16,-2.6,639,611,28,4.6
〔雇用者の主な産業別内訳〕／金融業，保険業,335,350,-15,-4.3,163,192,-29,-15.1,172,158,14,8.9
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,260,237,23,9.7,148,126,22,17.5,112,110,2,1.8
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,446,410,36,8.8,278,252,26,10.3,168,157,11,7
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,465,513,-48,-9.4,205,226,-21,-9.3,259,287,-28,-9.8
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,226,240,-14,-5.8,100,87,13,14.9,126,153,-27,-17.6
〔雇用者の主な産業別内訳〕／教育，学習支援業,424,370,54,14.6,183,181,2,1.1,241,189,52,27.5
〔雇用者の主な産業別内訳〕／医療，福祉,783,784,-1,-0.1,191,193,-2,-1,591,591,0,0
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,658,604,54,8.9,367,326,41,12.6,291,277,14,5.1
〔非農林業雇用者の従業者規模別内訳〕／総数,7528,7305,223,3.1,4096,3975,121,3,3432,3330,102,3.1
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1788,1767,21,1.2,958,948,10,1.1,830,819,11,1.3
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2225,2201,24,1.1,1204,1183,21,1.8,1021,1018,3,0.3
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2931,2813,118,4.2,1628,1566,62,4,1303,1247,56,4.5
〔完全失業率（年齢階級別）(%)〕／総数,3,2.4,0.6,…,3.2,2.6,0.6,…,2.8,2.2,0.6,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,4.1,3.5,0.6,…,5,3.4,1.6,…,3.1,3.6,-0.5,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3.6,3.5,0.1,…,3.9,3.7,0.2,…,3.4,3.1,0.3,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2.4,2,0.4,…,3.1,1.8,1.3,…,1.4,2.4,-1,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.6,1.8,0.8,…,2.5,2.2,0.3,…,2.9,1.2,1.7,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3.3,2.3,1,…,3.1,2.6,0.5,…,3.6,1.8,1.8,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.6,1.9,0.7,…,2.7,2.5,0.2,…,2.4,1.3,1.1,…
〔就業率（%）〕／総数,66.3,64.5,1.8,…,75,73.2,1.8,…,58.1,56.2,1.9,…
〔労働力人口比率(%)〕／総数,68.4,66.1,2.3,…,77.5,75.2,2.3,…,59.7,57.5,2.2,…
,,,,,,,,,,,,
東京の労働力統計データ（令和２年10～12月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数　　,,,,,,,,,,,,
令和２年10～12月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
