"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","知っている（利用したことがある）[人]","知っているが利用したことはない[人]","知らない[人]","無回答[人]"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","居住地区別","高輪地区","146","3","23","120","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","居住地区別","芝浦港南地区","139","3","19","117","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","居住地区別","無回答","19","1","1","15","2"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","住居形態別","持家（一戸建）","64","4","8","52","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","住居形態別","持家（マンション）","267","3","43","221","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","住居形態別","借家（一戸建）","9","0","2","7","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","151","4","18","129","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","26","2","3","21","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","0","1","10","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","住居形態別","社宅・公務員宿舎","10","0","2","8","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","4","0","0","4","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","住居形態別","その他","5","1","1","3","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","住居形態別","無回答","11","0","1","8","2"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","定住意向別","ずっと住み続けていたい","279","8","47","223","1"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","定住意向別","当分は住んでいたい","203","4","27","172","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","0","3","42","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","0","0","5","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","13","2","1","10","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","定住意向別","わからない","10","0","1","9","0"
"202203","区政全般","Q8. 区政に対する区民の皆さまのご意見やご提案等をお伺いする「区民の声センター」を設置しています。あなたは「区民の声センター」を知っていますか。（１つ選択）","定住意向別","無回答","3","0","0","2","1"

"第33回港区民世論調査クロス集計表・区政全般Q8","Ver202203",,,,,,,,
