業種番号,適正管理化学物質名,報告数,使用量,製造量,製品としての出荷量,環境への排出量,環境への排出量（内、大気）,環境への排出量（内、公共用水域）,環境への排出量（内、その他）,事業所外への移動量,事業所外への移動量（内、廃棄物）,事業所外への移動量（内、廃水(下水道））,,,,,,,,,,,,,
3500,電気業,2,35600,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3700,熱供給業,1,61000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3810,上水道業,,,,,,,,,,,,,,,,,,,,,,,,
3830,下水道業,1,5300,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3900,鉄道業,,,,,,,,,,,,,,,,,,,,,,,,
4400,倉庫業,2,18900,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
5132,石油卸売業,,,,,,,,,,,,,,,,,,,,,,,,
5930,燃料小売業,,,,,,,,,,,,,,,,,,,,,,,,
7200,洗濯・理容・浴場業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
7211,普通洗濯業,,,,,,,,,,,,,,,,,,,,,,,,
7213,リネンサプライ業,,,,,,,,,,,,,,,,,,,,,,,,
7430,写真業,,,,,,,,,,,,,,,,,,,,,,,,
7700,自動車整備業,,,,,,,,,,,,,,,,,,,,,,,,
7810,機械修理業,1,1000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
8632,環境計量証明業,3,330,0,0,0,0,0,0,313,313,0,,,,,,,,,,,,,
8700,廃棄物処理業（下の業種を除く）,1,14000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
8710,一般廃棄物処理業,20,600490,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
8716,ごみ処分業,7,92800,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
8722,産業廃棄物処分業,3,39700,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
8724,特別産業廃棄物処分業,,,,,,,,,,,,,,,,,,,,,,,,
8800,医療業,1,240,0,0,0,0,0,0,110,110,0,,,,,,,,,,,,,
9100,教育,8,3060,0,0,134.6,134.6,0,0,1330,1330,0,,,,,,,,,,,,,
9210,自然科学研究所,7,24120,0,0,0,0,0,0,1181.2,1181,0.2,,,,,,,,,,,,,
9999,分類不明,1,500000,0,500000,0,0,0,0,0,0,0,,,,,,,,,,,,,
3600,ガス業,,,,,,,,,,,,,,,,,,,,,,,,
,総　計,321,28354310,0,1130785,7235.6,7235.6,0,0,292430.2,290829,1601.2,,,,,,,,,,,,,
