業種番号,適正管理化学物質名,報告数,使用量,製造量,製品としての出荷量,環境への排出量,環境への排出量（内、大気）,環境への排出量（内、公共用水域）,環境への排出量（内、その他）,事業所外への移動量,事業所外への移動量（内、廃棄物）,事業所外への移動量（内、廃水(下水道））,,,,,,,,,,,,,
3830,下水道業,,,,,,,,,,,,,,,,,,,,,,,,
3900,鉄道業,1,1300,0,0,1200,1200,0,0,63,63,0,,,,,,,,,,,,,
4400,倉庫業,,,,,,,,,,,,,,,,,,,,,,,,
5132,石油卸売業,,,,,,,,,,,,,,,,,,,,,,,,
5930,燃料小売業,,,,,,,,,,,,,,,,,,,,,,,,
7200,洗濯・理容・浴場業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
7211,普通洗濯業,,,,,,,,,,,,,,,,,,,,,,,,
7213,リネンサプライ業,,,,,,,,,,,,,,,,,,,,,,,,
7430,写真業,,,,,,,,,,,,,,,,,,,,,,,,
7700,自動車整備業,14,4614,0,0,3313,3313,0,0,1295,1295,0,,,,,,,,,,,,,
7810,機械修理業,1,150,0,0,90,90,0,0,60,60,0,,,,,,,,,,,,,
8632,環境計量証明業,7,2800,0,300,474,474,0,0,2030,1960,76,,,,,,,,,,,,,
8700,廃棄物処理業（下の業種を除く）,1,8100,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
8710,一般廃棄物処理業,1,2300000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
8716,ごみ処分業,,,,,,,,,,,,,,,,,,,,,,,,
8722,産業廃棄物処分業,1,5600,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
8724,特別産業廃棄物処分業,,,,,,,,,,,,,,,,,,,,,,,,
8800,医療業,22,42720,0,0,1204,1204,0,0,41280,40190,1090,,,,,,,,,,,,,
9100,教育,38,60810,0,0,7617.5,7555,34,29.5,51380,50327,986,,,,,,,,,,,,,
9210,自然科学研究所,25,45420,0,0,2167.3,2167.3,0,0,41625.6,41225.1,362,,,,,,,,,,,,,
9999,分類不明,1,1300,0,0,28,28,0,0,1300,1300,15,,,,,,,,,,,,,
3600,ガス業,,,,,,,,,,,,,,,,,,,,,,,,
,総　計,274,4930566.3,40000,1764327,95263.4,95200.9,34,29.5,329647.4,320124.4,9513.2,,,,,,,,,,,,,
