業種番号,適正管理化学物質名,報告数,使用量,製造量,製品としての出荷量,環境への排出量,環境への排出量（内、大気）,環境への排出量（内、公共用水域）,環境への排出量（内、その他）,事業所外への移動量,事業所外への移動量（内、廃棄物）,事業所外への移動量（内、廃水(下水道））,,,,,,,,,,,,,
5132,石油卸売業,4,138200000,0,138190000,4113,4113,0,0,0,0,0,,,,,,,,,,,,,
5930,燃料小売業,979,205956520,0,204566770,45901.64,45901.34,0,0,0,0,0,,,,,,,,,,,,,
7200,洗濯・理容・浴場業（下の業種を除く）,,,,,,,,,,,,,,,,,,,,,,,,
7211,普通洗濯業,,,,,,,,,,,,,,,,,,,,,,,,
7213,リネンサプライ業,,,,,,,,,,,,,,,,,,,,,,,,
7430,写真業,,,,,,,,,,,,,,,,,,,,,,,,
7700,自動車整備業,47,1332670,0,1310500,17579.8,17579.8,0,0,4757,4757,0,,,,,,,,,,,,,
7810,機械修理業,4,10110,0,0,5990,5990,0,0,4120,4120,0,,,,,,,,,,,,,
8632,環境計量証明業,3,2060,0,0,172,172,0,0,1858,1848,10,,,,,,,,,,,,,
8700,廃棄物処理業（下の業種を除く）,1,1400,0,1400,0.5,0.5,0,0,0,0,0,,,,,,,,,,,,,
8710,一般廃棄物処理業,1,1000,0,0,0.2,0.2,0,0,0,0,0,,,,,,,,,,,,,
8716,ごみ処分業,,,,,,,,,,,,,,,,,,,,,,,,
8722,産業廃棄物処分業,,,,,,,,,,,,,,,,,,,,,,,,
8724,特別産業廃棄物処分業,,,,,,,,,,,,,,,,,,,,,,,,
8800,医療業,,,,,,,,,,,,,,,,,,,,,,,,
9100,教育,17,29290,0,20600,1043.8,1043.8,0,0,4534,4524,12.7,,,,,,,,,,,,,
9210,自然科学研究所,8,7930,0,0,228.1,228.1,0,0,5530,5530,0,,,,,,,,,,,,,
9999,分類不明,1,310,0,0,310,310,0,0,0,0,0,,,,,,,,,,,,,
3600,ガス業,2,3160,0,3170,0.7,0.7,0,0,0,0,0,,,,,,,,,,,,,
,総　計,1341,347269288,400,344848816.5,471888.64,471881.84,0,0,192783.3,188352.3,4495,,,,,,,,,,,,,
