業種番号,適正管理化学物質名,報告数,使用量,製造量,製品としての出荷量,環境への排出量,環境への排出量（内、大気）,環境への排出量（内、公共用水域）,環境への排出量（内、その他）,事業所外への移動量,事業所外への移動量（内、廃棄物）,事業所外への移動量（内、廃水(下水道））,,,,,,,,,,,,,
3300,武器製造業,1,170000,0,80000,0,0,0,0,92000,92000,0,,,,,,,,,,,,,
3400,その他の製造業,52,560637.2,0,8023,9868,9868,0,0,48134,48099,35,,,,,,,,,,,,,
3500,電気業,13,53109,1170,0,1910,1910,0,0,230,230,0,,,,,,,,,,,,,
3700,熱供給業,1,61000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3810,上水道業,4,4680000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3830,下水道業,5,38106,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3900,鉄道業,10,7660,0,1920,4595,4595,0,0,727,727,0,,,,,,,,,,,,,
4400,倉庫業,13,25722,0,0,1830.1,1830.1,0,0,0,0,0,,,,,,,,,,,,,
5132,石油卸売業,20,244591000,0,244566000,13034,13034,0,0,0,0,0,,,,,,,,,,,,,
5930,燃料小売業,3906,369791355,0,367148846,133067.04,133083.54,1.7,0,0,0,0,,,,,,,,,,,,,
7200,洗濯・理容・浴場業（下の業種を除く）,3,6400,0,0,100,100,0,0,0,0,0,,,,,,,,,,,,,
7211,普通洗濯業,142,118402,0,0,54939,54939,0,0,36076.6,34976.6,1261,,,,,,,,,,,,,
7213,リネンサプライ業,6,27120,0,0,0,0,0,0,220,220,0,,,,,,,,,,,,,
7430,写真業,4,10680,0,0,7580,7580,0,0,1901,1900,1,,,,,,,,,,,,,
7700,自動車整備業,249,2346131,0,2189230,124925.7,124925.7,0,0,22697.4,22697.4,0,,,,,,,,,,,,,
7810,機械修理業,37,76490,0,4098,40100,40100,0,0,28844,28844,0,,,,,,,,,,,,,
8632,環境計量証明業,43,21509,0,300,2366,2366,0,0,18550,17750,792,,,,,,,,,,,,,
8700,廃棄物処理業（下の業種を除く）,10,45560,0,2660,1.9,1.9,0,0,2800,2800,0,,,,,,,,,,,,,
8710,一般廃棄物処理業,43,3531970,0,0,78.6,78.6,0,0,14555,14555,0,,,,,,,,,,,,,
8716,ごみ処分業,10,107700,0,13000,0,0,0,0,290,290,0,,,,,,,,,,,,,
8722,産業廃棄物処分業,10,68790,0,0,26,26,0,0,0,0,0,,,,,,,,,,,,,
8724,特別産業廃棄物処分業,5,894540,0,0,1380,1380,0,0,0,0,0,,,,,,,,,,,,,
8800,医療業,116,118131,0,0,6543,6533,0,10,107855,106315,1540,,,,,,,,,,,,,
9100,教育,282,501071,0,39734,58225.7,57849.1,344.17,29.5,365609,361866,3758.3,,,,,,,,,,,,,
9210,自然科学研究所,159,480277,0,200,13560.5,13560.5,0,0,224722.1,224110.2,546.1,,,,,,,,,,,,,
9999,分類不明,23,1769440,0,1280000,1105,1105,0,0,2820,2800,39,,,,,,,,,,,,,
3600,ガス業,8,6035,0,6055,2.7,2.7,0,0,0,0,0,,,,,,,,,,,,,
,総　計,8229,715419668.6,42731,653017687.6,2936748.94,2936267.34,445.87,44.5,4765476.5,4713055.5,52068.8,,,,,,,,,,,,,
