業種番号,適正管理化学物質名,報告数,使用量,製造量,製品としての出荷量,環境への排出量,環境への排出量（内、大気）,環境への排出量（内、公共用水域）,環境への排出量（内、その他）,事業所外への移動量,事業所外への移動量（内、廃棄物）,事業所外への移動量（内、廃水(下水道））,,,,,,,,,,,,,
3000,電気機械器具製造業（下の業種を除く）,24,175254,0,0,18,18,0,0,32010,30700,1310,,,,,,,,,,,,,
3060,電子応用装置製造業,1,18000,0,0,0,0,0,0,17000,17000,0,,,,,,,,,,,,,
3070,電気計測器製造業,2,26530,0,0,0,0,0,0,6910,6910,0,,,,,,,,,,,,,
3100,輸送用機械器具製造業（下の業種を除く）,3,9900,0,0,0,0,0,0,2070,2070,0,,,,,,,,,,,,,
3120,鉄道車両・同部分品製造業,,,,,,,,,,,,,,,,,,,,,,,,
3140,船舶製造・修理業・舶用機関製造業,,,,,,,,,,,,,,,,,,,,,,,,
3200,精密機械器具製造業（下の業種を除く）,6,3360,0,0,0,0,0,0,160,0,160,,,,,,,,,,,,,
3230,医療用機械器具・医療用品製造業,,,,,,,,,,,,,,,,,,,,,,,,
3300,武器製造業,,,,,,,,,,,,,,,,,,,,,,,,
3400,その他の製造業,3,532046,0,0,0,0,0,0,38000,38000,0,,,,,,,,,,,,,
3500,電気業,2,16530,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3700,熱供給業,,,,,,,,,,,,,,,,,,,,,,,,
3810,上水道業,4,4680000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3830,下水道業,2,29006,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3900,鉄道業,1,470,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
4400,倉庫業,,,,,,,,,,,,,,,,,,,,,,,,
5132,石油卸売業,,,,,,,,,,,,,,,,,,,,,,,,
5930,燃料小売業,1,890,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
7200,洗濯・理容・浴場業（下の業種を除く）,1,5000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
7211,普通洗濯業,8,26280,0,0,0,0,0,0,900,0,900,,,,,,,,,,,,,
7213,リネンサプライ業,4,26900,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
7430,写真業,1,1200,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
7700,自動車整備業,,,,,,,,,,,,,,,,,,,,,,,,
7810,機械修理業,1,3100,0,0,0,0,0,0,18,18,0,,,,,,,,,,,,,
8632,環境計量証明業,4,650,0,0,0,0,0,0,514,514,0,,,,,,,,,,,,,
8700,廃棄物処理業（下の業種を除く）,3,18000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
8710,一般廃棄物処理業,9,596260,0,0,0,0,0,0,3930,3930,0,,,,,,,,,,,,,
8716,ごみ処分業,,,,,,,,,,,,,,,,,,,,,,,,
8722,産業廃棄物処分業,3,11250,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
8724,特別産業廃棄物処分業,2,750240,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
8800,医療業,2,720,0,0,0,0,0,0,190,190,0,,,,,,,,,,,,,
9100,教育,8,2470,0,0,49.8,49.8,0,0,1870,1870,0,,,,,,,,,,,,,
9210,自然科学研究所,10,9507,0,0,0,0,0,0,5731.4,5731.4,0,,,,,,,,,,,,,
9999,分類不明,2,1110000,0,630000,0,0,0,0,0,0,0,,,,,,,,,,,,,
3600,ガス業,,,,,,,,,,,,,,,,,,,,,,,,
,総　計,428,43876982.5,0,26068814.5,3164.8,3164.8,0,0,1319350.4,1315980.4,3370,,,,,,,,,,,,,
