50音,品名,種別,料金,説明
え,映写機,粗大ごみ,400,
え,液晶テレビ,不燃ごみ,,"販売店または家電リサイクルセンターへ。
（但し、携帯用・車載用は粗大ごみへ）"
え,ACアダプター,不燃ごみ,,できるだけステージ・エコ等のイベント時の小型家電回収などを利用してください。
え,絵の具,可燃ごみ、不燃ごみ,,チューブが金属のものは不燃ごみへ。
え,絵本,資源、可燃ごみ,,ひもでしばって出してください。ビニールコーティングされているものやハードカバーはリサイクルできませんので、可燃ごみへ。
え,MD（ミニディスク）,可燃ごみ,,ケースも含めて可燃。
え,LED電球,不燃ごみ,,購入時のケースや新聞紙等に包んで出してください。
え,LD（レーザーディスク）,可燃ごみ,,ケースも含めて可燃。
え,エンジンオイル,不可,,専門業者へ回収を依頼してください。
え,延長コード,不燃ごみ,,
え,鉛筆削り器（電動・手動）,不燃ごみ,,
え,鉛筆削り器（携帯用・簡易）,可燃ごみ,,金属部分は極力取り除いてください。
お,オイル缶（食用）,不燃ごみ,,油が残るためリサイクルできません。
お,オイルヒーター,粗大ごみ,900,
お,オイルびん（食用）,不燃ごみ,,油が残るためリサイクルできません。
お,OA機器（ワープロを除く）,粗大ごみ,1300,パソコンは除く。
お,OA用紙,資源,,雑がみとして出してください。感熱紙・写真は可燃ごみへ。
お,オーディオ機器,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
お,オーディオラック,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
お,オートバイ,不可,,専門業者へ回収を依頼してください。
お,オーブントースター,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
お,オーブンレンジ,粗大ごみ,400,
お,置物（花器・花瓶除く）,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
お,桶・たらい　金属製,不燃ごみ、粗大ごみ,400,直径が30㎝以上のものは粗大ごみへ。
お,桶・たらい　プラスチック製,可燃ごみ、粗大ごみ,400,直径が30㎝以上のものは粗大ごみへ。
お,押入タンス,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
お,おたま　金属製,不燃ごみ,,
お,おたま　プラスチック製,可燃ごみ,,
お,落ち葉,可燃ごみ,,5袋以上は臨時ごみとして有料になります。清掃事務所へお問い合わせください。
お,おむつ,可燃ごみ,,紙製・布製とも可燃ごみへ。汚物は取り除いてください。
お,おもちゃ　木製・プラスチック製,可燃ごみ、粗大ごみ,400,電池は区内の回収拠点のボックスへ。おおむね一辺が30㎝以上のものは粗大ごみへ。
お,おもちゃ　金属製,不燃ごみ、粗大ごみ,400,電池は区内の回収拠点のボックスへ。おおむね一辺が30㎝以上のものは粗大ごみへ。
お,折込チラシ,資源,,新聞と一緒にひもでしばってお出しください。
お,オルガン,粗大ごみ,2300,電子ピアノ、電子オルガンを含む
お,温度計,不燃ごみ,,水銀を含むものについては、不燃ごみの日に他の不燃ごみとは分けて出してください。
お,温風機（電気温風ヒーター）,粗大ごみ,900,
か,カーテン,可燃ごみ,,できるだけ、小さく裁断して出してください。金具は取り外して不燃ごみへ。
か,カーテンレール,粗大ごみ,400,180㎝以下に切断してください。
か,カード類,可燃ごみ,,金属製のものは不燃ごみへ。
か,カーペット,粗大ごみ,900,
か,貝殻・卵の殻・食物の骨,可燃ごみ,,
か,カイロ（使い捨て）,不燃ごみ,,
か,化学ぞうきん,可燃ごみ,,
か,鏡・姿見,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
か,花器・花瓶・かめ,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
か,鍵,不燃ごみ,,
か,額縁,可燃ごみ、不燃ごみ、粗大ごみ,400,金属製のものは不燃ごみへ。おおむね一辺が30㎝以上のものは粗大ごみへ。
か,学習机,粗大ごみ,1300,
か,かご,可燃ごみ、不燃ごみ、粗大ごみ,400,水切りかご、自転車かご、洗濯かご、ペットかご等。金属製のものは不燃ごみ、おおむね一辺が30㎝以上のものは粗大ごみへ。
か,傘,不燃ごみ、粗大ごみ,400,束ねてください。10本未満は不燃ごみでお出しください。
か,傘立て　木製・プラスチック製,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
か,傘立て　金属製,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
か,飾り棚,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
か,加湿器,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
か,ガスオーブン,粗大ごみ,1300,
か,ガステーブル（ガスコンロ）,粗大ごみ,400,
か,ガスボンベ（大型のもの）,不可,,専門業者へ回収を依頼してください。
か,カセットコンロ（卓上用）,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
か,カセットテープ,可燃ごみ,,ケースも含めて可燃。
か,カセットボンベ（使い切ったもの）,資源,,中身の見えるビニール袋に入れて資源の日に青色のコンテナへ。
か,カセットボンベ（中身があるもの）,不燃ごみ,,他の不燃ごみと分けて「キケン」と表示して出してください。
か,ガソリン,不可,,専門業者へ回収を依頼してください。
か,カタログ類,資源,,ひもでしばって出してください。
か,楽器類（オルガン、シンセサイザー、ギターを除く）,粗大ごみ,400,ドラム（単体）、キーボード（鍵盤）、バイオリン等
か,活性炭,可燃ごみ,,
か,カップめん容器,可燃ごみ,,
か,かつら,可燃ごみ,,
か,金網（フェンス）,粗大ごみ,400,
か,かなづち,不燃ごみ,,
か,鞄（大型のもの）,粗大ごみ,400,
か,画鋲（プラ付きも）,不燃ごみ,,紙に包むなど、危険のないように出してください。
か,紙（感熱紙・感圧紙・粘着テープ等の付いたもの）,可燃ごみ,,リサイクルできません。
か,紙おむつ,可燃ごみ,,汚物は取り除いてください。
か,紙コップ,可燃ごみ,,
か,カミソリの刃・カッターの刃,不燃ごみ,,新聞紙などに包んで「キケン」と表示して出してください。
か,髪の毛,可燃ごみ,,
か,紙パック（内側が白い紙のもの）,可燃ごみ,,500ml以上の容器。できるだけ区施設等の回収拠点の回収ボックスに出してください（洗って切り開いてください）。
か,紙パック（内側が銀色のもの）,可燃ごみ,,リサイクルできません。
か,ガムテープ（紙製・ビニール製）,可燃ごみ,,
か,カメラ（デジタルカメラを除く）,不燃ごみ,,使い捨てカメラも含む。
か,カラーボックス,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
か,カラオケ演奏装置,粗大ごみ,900,
か,ガラス板（一束）,粗大ごみ,400,
か,ガラス食器・コップ等,不燃ごみ,,割れたものは新聞紙等に包んで「キケン」と表示して出してください。
か,皮（皮革製品）,可燃ごみ,,
か,瓦,不可,,専門業者へ回収を依頼してください。
か,缶（飲食料用のアルミ缶・スチール缶）,資源,,水で軽くすすいで青いコンテナに出してください。海苔の缶、お菓子の缶、茶筒缶も資源の日に青色のコンテナへお出しください。
か,缶（油が入っていたもの）,不燃ごみ,,汚れているものはリサイクルできません。
か,簡易棚,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
か,簡易・携帯便器,粗大ごみ,400,介護用簡易便器を含む。
か,換気扇,粗大ごみ,400,
か,換気扇フード,粗大ごみ,400,
か,乾燥機　衣類乾燥機,不可,,販売店または家電リサイクル受付センターへ。
か,乾燥機　食器乾燥機,粗大ごみ,400,
か,乾燥機　食器洗い乾燥機,粗大ごみ,1300,中の水を完全に抜いてからお出しください。
か,乾燥機　布団乾燥機,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
か,乾燥剤,可燃ごみ,,
か,乾電池（筒型の使い捨て一次電池）,不燃ごみ（水銀含有物）,,できるだけ区施設等の回収拠点の回収ボックスにお出しください。不燃ごみの日に出す場合は他の不燃ごみとは分けて中身の見える袋にいれて出してください。
か,乾電池（ボタン型）,不可,,販売店の回収ボックスにお出しください。
か,看板,粗大ごみ,400,
か,看板（電飾）,粗大ごみ,900,
き,キーボード（楽器）,粗大ごみ,400,
き,キーボード（パソコン用）,不燃ごみ、粗大ごみ,400,単体で廃棄する場合（おおむね一辺が30㎝以上のものは粗大ごみへ）。パソコン本体と一緒に廃棄する場合は、購入メーカーかパソコン3R協会へお問い合わせください。
き,キーホルダー（金属製）,不燃ごみ,,
き,木くず、木の枝,可燃ごみ,,30cm以下に切り、袋に入れて出してください。
き,ギター,粗大ごみ,400,
き,ギターケース,粗大ごみ,400,
き,キックボード,粗大ごみ,400,
き,木づち,可燃ごみ,,
き,キッチンペーパー,可燃ごみ,,不織布にはプラスチックが含まれているためリサイクルできません。
き,木箱,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
き,脚立,粗大ごみ,400,180㎝以下のもの。
き,キャビネット,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
き,キャットタワー,粗大ごみ,400,品名/ペット用品
き,キャップ　金属製,不燃ごみ,,
き,キャップ　プラスチック製,可燃ごみ,,
き,キャリア,粗大ごみ,400,箱型のものは、「箱物家具」の品物を選択してください。
き,キャンプ用品　いす,粗大ごみ,400,
き,キャンプ用品　いす付きテーブル,粗大ごみ,900,
き,キャンプ用品　テーブル,粗大ごみ,400,
き,キャンプ用品　テント、タープ,粗大ごみ,400,
き,キャンプ用品　野外調理器,粗大ごみ,400,バーベキュー鉄板、コンロ等
き,救急ばんそうこう,可燃ごみ,,
き,牛乳パック,可燃ごみ,,500ml以上の容器は、できるだけ区施設等の回収拠点の回収ボックスに出してください（洗って切り開いてください）。
き,牛乳びん,資源,,軽くすすいで資源の日に黄色のコンテナに出してください。
き,給油ポンプ,可燃ごみ,,電池は外してください。
き,教科書,資源,,ひもでしばって出してください。
き,鏡台　高さ40㎝未満,粗大ごみ,400,いすがある場合は、別途受け付け
き,鏡台　高さ40㎝以上70㎝未満,粗大ごみ,900,いすがある場合は、別途受け付け
き,鏡台　高さ70㎝以上,粗大ごみ,1300,いすがある場合は、別途受け付け
き,業務用ゲーム機（家庭使用）,粗大ごみ,3200,スロットマシン、電動麻雀台等
き,金庫　手提げ,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
き,金庫　耐火・大型,不可,,専門業者へ回収を依頼してください。
く,空気入れ,粗大ごみ,400,
く,空気清浄器,粗大ごみ,400,
く,クーラーボックス,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
く,くぎ,不燃ごみ,,新聞紙等に包んで「キケン」と表示して出してください。
く,草花,可燃ごみ,,
く,鎖（くさり）　金属製,不燃ごみ,,長いものは解けないように縛ってください。
く,鎖（くさり）　プラスチック製,可燃ごみ,,長いものは解けないように縛ってください。
く,串（くし）,可燃ごみ、不燃ごみ,,新聞紙等に包んで「キケン」と表示して出してください。金属製のものは不燃ごみへ。
く,櫛（くし）（プラスチック製）,可燃ごみ,,
く,薬（家庭用。容器を除く）,可燃ごみ,,業務用の薬品は専門業者へ依頼してください。
く,薬のシート,可燃ごみ,,アルミ使用のものは不燃ごみへ。
く,薬のチューブ,可燃ごみ,,チューブが金属のものは不燃ごみへ。
く,薬のびん　飲み薬,資源,,（家庭用に市販されているドリンク剤や錠剤のびん）　黄色のコンテナに出してください。
く,薬のびん　消毒薬・殺虫剤等,不燃ごみ,,
く,果物の保護材（ネット等）,可燃ごみ,,
く,靴,可燃ごみ,,
く,クッション,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
く,グラス,不燃ごみ,,新聞紙等に包んで「キケン」と表示して出してください。
く,クリアファイル,可燃ごみ,,金属の留め具は、不燃ごみで出してください。
く,クリスマスツリー,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
く,車いす,粗大ごみ,900,
く,クレヨン,可燃ごみ,,
く,クレンジングシート,可燃ごみ,,
く,クローゼット,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
く,グローブ（スポーツ用）,可燃ごみ,,
く,軍手（ゴム製・布製）,可燃ごみ,,
け,蛍光管,不燃ごみ（水銀含有物）,,できるだけ区施設等の回収拠点の回収ボックスに出してください（割れないように紙のケースに入れてください）不燃ごみの日に出す場合は、他の不燃ごみとは分けて購入時の箱に入れるか紙で包み出してください。割れている場合は併せて「キケン」と表示してください。
け,携帯音楽プレイヤー,不燃ごみ,,できるだけステージ・エコ等のイベント時の小型家電回収などを利用してください。
け,携帯ゲーム機,不燃ごみ,,できるだけステージ・エコ等のイベント時の小型家電回収などを利用してください。
け,携帯電話,不燃ごみ,,できるだけステージ・エコ等のイベント時の小型家電回収などを利用してください。区の集積所に出す際は、リチウムイオン電池は必ず取り出してください。
け,携帯トイレ,可燃ごみ、粗大ごみ,400,おおむね１辺が30㎝以上のものは粗大ごみへ。
け,ゲームソフト,可燃ごみ,,
け,消しゴム,可燃ごみ,,
け,化粧箱,粗大ごみ,400,
け,化粧品のびん　中身が水性のもの,資源,,軽くすすいで資源の日に黄色のコンテナに出してください。
け,化粧品のびん　中身が油性のもの,不燃ごみ,,リサイクルできません。
け,下駄,可燃ごみ,,
け,下駄箱・シューズラック,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
け,血圧計,不燃ごみ,400,水銀を含むものについては、不燃ごみの日に他の不燃ごみとは分けて出してください。
け,玄関マット（金属製）,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
け,健康いす,粗大ごみ,900,
け,健康器具　サイクリングマシン,粗大ごみ,1300,エアロバイク等
け,健康器具　ステッパー,粗大ごみ,400,
け,健康器具　美顔器,粗大ごみ,400,
け,健康器具　ぶら下がり健康器,粗大ごみ,900,
け,建築廃材,不可,,専門業者へ回収を依頼してください。
け,剣道用具（一式）,粗大ごみ,400,
こ,工具箱（大工道具箱等・家庭使用）,粗大ごみ,400,
こ,工具類（大工道具・家庭使用）,粗大ごみ,400,電気ドリル、チェーンソー、ジャッキ等
こ,行李（こうり）・柳行李,粗大ごみ,400,
こ,ゴーグル,可燃ごみ,,
こ,コーヒーメーカー、コーヒーミル,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
こ,黒板・白板,粗大ごみ,400,ホワイトボードを含む
こ,ござ,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
こ,家具調電気こたつ（こたつ板除く）,粗大ごみ,900,
こ,家具調電気こたつ以外（こたつ板除く）,粗大ごみ,400,
こ,こたつ板,粗大ごみ,400,
こ,こたつ布団,粗大ごみ,400,
こ,コップ　ガラス製,不燃ごみ,,新聞紙等に包み「キケン」と表示してお出しください。
こ,コップ　プラスチック製,可燃ごみ,,
こ,子ども用遊具（ブランコ、すべり台除く）,粗大ごみ,400,竹馬、トランポリン、ホッピング等
こ,碁盤・将棋盤,粗大ごみ,400,
こ,コピー機（家庭使用）,粗大ごみ,1300,インクカートリッジ、トナーカートリッジ等は取り外してお出しください。
こ,ごみ箱,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
こ,ゴムホース,可燃ごみ,,できるだけ、小さく裁断して出してください。
こ,ゴムボート,粗大ごみ,400,
こ,米びつ,粗大ごみ,400,
こ,小物入れ,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
こ,コルク栓,可燃ごみ,,
こ,ゴルフボール,可燃ごみ,,多量の場合は分けてお出しください。
こ,ゴルフ用具,粗大ごみ,400,1セット単位（クラブは束ねてお出しください）。
こ,コンクリート片,不可,,専門業者に回収を依頼してください。
こ,コンタクトレンズ,可燃ごみ,,
こ,梱包材,可燃ごみ,,
さ,サーフボード,粗大ごみ,400,180㎝以下に切断してください。
さ,サイクリングマシン,粗大ごみ,1300,エアロバイク等
さ,座椅子,粗大ごみ,400,
さ,サイドボード,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
さ,財布,可燃ごみ,,
さ,サインペン（プラスチック製）,可燃ごみ,,
さ,酒パック　内側が白色,可燃ごみ,,500ml以上の容器。できるだけ、区施設等の回収拠点の回収ボックスに出してください（洗って切り開いてください）。
さ,酒パック　内側が銀色,可燃ごみ,,リサイクルできません。
さ,殺菌剤,不可,,専門業者へ回収を依頼してください。
さ,雑誌・本,資源,,ひもでしばってお出しください。
さ,座布団（5枚まで）,粗大ごみ,400,ひとまとめにしてお出しください。
さ,サマーチェア,粗大ごみ,400,
さ,サラダ油のプラスチック製容器,可燃ごみ,,油が残るのでリサイクルできません。
さ,皿　陶器・ガラス・金属製,不燃ごみ,,割れやすいものは新聞紙等に包み「キケン」と表示して出してください。
さ,皿　プラスチック製,可燃ごみ,,割れやすいものは新聞紙等に包み「キケン」と表示して出してください。
さ,ざる,可燃ごみ、不燃ごみ,,金属製のものは不燃ごみへ。
さ,三脚,粗大ごみ,400,
さ,サンダル,可燃ごみ,,
さ,三輪車（子供用遊具）,粗大ごみ,400,
し,シーツ（敷布）,可燃ごみ,,できるだけ、小さく裁断して出してください。
し,CD（ディスク）,可燃ごみ,,
し,CDプレイヤー,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
し,CDラック,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
し,敷物・ホットカーペット　1畳以下,粗大ごみ,400,足ふきマット、足元保温マット、人工芝を含む。
し,敷物・ホットカーペット　1畳を超えるもの,粗大ごみ,900,人工芝を含む。
し,辞書・辞典,資源,,ひもでしばってお出しください。ハードカバーははがして可燃ごみへ。
し,湿布薬,可燃ごみ,,
し,自転車　16インチ未満,粗大ごみ,400,子ども用三輪車・一輪車を含む。
し,自転車　16インチ以上,粗大ごみ,900,大人用三輪車を含む（電動自転車はバッテリーを取り外して荷かご等に入れてお出しください）。
し,自転車の空気入れ　プラスチック製,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
し,自転車の空気入れ　金属製,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
し,自転車の車輪,粗大ごみ,400,
し,自転車のタイヤ（チューブ）,可燃ごみ,,
し,竹刀,粗大ごみ,400,
し,芝刈り機（エンジン式を除く）,粗大ごみ,400,エンジン式は専門業者へ回収を依頼してください。
し,写真引き伸ばし機,粗大ごみ,400,業務用は除く。
し,写真フィルム（ネガ）,可燃ごみ,,
し,しゃもじ（プラスチック製・木製）,可燃ごみ,,
し,シャワーヘッド,可燃ごみ、不燃ごみ,,プラスチック製のものは可燃ごみ、金属製のものは不燃ごみにお出しください。
し,シャンプーの容器,可燃ごみ,,できるだけ区施設等の回収拠点の回収ボックスへお出しください（キャップ、ポンプを外し、中を洗ってください）。
し,シャープペンシル（金属以外）,可燃ごみ,,金属製のものは不燃ごみへ。
し,ジューサー、ミキサー,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
し,じゅうたん,粗大ごみ,900,
し,充電器,不燃ごみ,,携帯電話用のものはできるだけ販売店へ。
し,収納ケース・収納棚,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
し,シュレッダー（家庭使用）　高さ60㎝未満,粗大ごみ,400,
し,シュレッダー（家庭使用）　高さ60㎝以上,粗大ごみ,1300,
し,シュレッダー屑,可燃ごみ,,
し,ジョイントマット,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
し,消火器,不可,,専門業者へ回収を依頼してください。
し,昇華転写紙,可燃ごみ,,
し,障子,粗大ごみ,400,
し,浄水器（整水器）,粗大ごみ,400,
し,消毒剤,不可,,専門業者へ回収を依頼してください。
し,照明器具,不燃ごみ、粗大ごみ,400,一辺がおおむね30㎝以上のシャンデリア、電気スタンド、フロアライト等は粗大ごみへ。
し,じょうろ（プラスチック製）,可燃ごみ,,金属製は可燃ごみへ。
し,食品トレイ,可燃ごみ,,できるだけ区施設等の回収拠点の回収ボックスに出してください（軽く洗って、乾かしてください）。
し,植物（土を取り除く）,可燃ごみ,,おおむね一辺が30㎝以上のものは粗大ごみへ。
し,除光液（リムーバー）,可燃ごみ,,古紙や古布などに染み込ませて、完全に乾いてから出してください。量が多い場合は、専門業者へ回収を依頼してください。
し,除湿機,粗大ごみ,400,
し,除湿剤,可燃ごみ,,
し,除草剤,不可,,専門業者へ回収を依頼してください。
し,書籍,資源,,ひもでしばってお出しください。
し,書棚・本棚,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
し,食器洗い乾燥機,粗大ごみ,1300,中の水を完全に抜いてからお出しください。
し,食器乾燥機,粗大ごみ,400,
し,食器棚,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
し,食器類（ガラス・陶器）,不燃ごみ,,新聞紙等に包み「キケン」と表示してお出しください。
し,ショッピングカート、キャリーカート等,粗大ごみ,400,
し,シングルベッド（ベッドマットを除く）,粗大ごみ,1300,ロフト型含む。
し,シンナー,不可,,専門業者へ回収を依頼してください。
し,新聞紙・折込チラシ,資源,,ひもでしばってお出しください。
し,シンセサイザー,粗大ごみ,900,
す,吸い殻（たばこ）,可燃ごみ,,
す,水槽　最大辺30㎝未満,不燃ごみ,,
す,水槽　最大辺30㎝以上50㎝未満,粗大ごみ,400,
す,水槽　最大辺50㎝以上,粗大ごみ,900,
す,水筒（金属製）,不燃ごみ,,保温・保冷ができるものは不燃ごみへ。
す,炊飯器,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
す,スーツケース,粗大ごみ,400,
す,スキー板（ストック含む）,粗大ごみ,400,
す,スキーウェア,可燃ごみ,,
す,スキー用品（板/ストック除く）,粗大ごみ,400,スキーバッグ、スキー靴、スキーストック（単体）等
す,すきま家具,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
す,スキャナー,粗大ごみ,400,インクカートリッジ、トナーカートリッジ等は取り外してお出しください。
す,スケート用品,粗大ごみ,400,スケートボード、スケート靴等
す,スコップ、シャベル,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。鋤、鍬を含む。
す,すずり,不燃ごみ,,
す,すだれ、よしず,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
す,スタンド式灰皿,粗大ごみ,400,
す,スチーム暖房機,粗大ごみ,900,
す,スチール缶,資源,,軽くすすいで資源の日に青いコンテナに出してください。
す,スチール棚,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
す,ステッパー（健康器具）,粗大ごみ,400,
す,ステレオセット（ミニコンポ以外）/幅80㎝以上）,粗大ごみ,2300,
す,ストーブ　ファンヒーター,粗大ごみ,900,灯油・電池は抜いてください。
す,ストーブ　ファンヒーター以外,粗大ごみ,400,灯油・電池は抜いてください。
す,ストーブガード,粗大ごみ,400,
す,ストロー,可燃ごみ,,
す,砂、土,不可,,販売店に引取りを相談してください。
す,スニーカー,可燃ごみ,,
す,スノーボード,粗大ごみ,400,
す,すのこ,粗大ごみ,400,
す,スパイクシューズ,可燃ごみ,,金属部分はできるだけ取り除いてください。
す,スパナ,不燃ごみ,,
す,スピーカー　最大辺50㎝未満・1個,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
す,スピーカー　最大辺50㎝以上・1個,粗大ごみ,900,
す,スプーン　金属製,不燃ごみ,,
す,スプーン　プラスチック製・木製,可燃ごみ,,
す,スプレー缶（使い切ったもの）,資源,,中身の見えるビニール袋に入れて青色のコンテナに入れてください。
す,スプレー缶（中身があるもの）,不燃ごみ,,他の不燃ごみと分けて「キケン」と表示して出してください。
す,すべり台,粗大ごみ,900,
す,スポンジ,可燃ごみ,,
す,ズボンプレッサー,粗大ごみ,400,
す,スマートフォン,不可,,リサイクル清掃課窓口または区のフリーマーケット（ステージ・エコ）時に回収ボックスへお出しいただくか、お近くの販売店にお問合せください。
す,スマホフィルム,可燃ごみ,,
す,スリッパ,可燃ごみ,,
せ,生花,可燃ごみ,,
せ,製図机,粗大ごみ,1300,
せ,製図板,粗大ごみ,400,
せ,製図用ドラフター,粗大ごみ,400,
せ,精米機（家庭使用）,粗大ごみ,400,
