項目名,データ形態,カテゴリー数,質問文,属性,値
Q1_インターネットに接続できる家電,ＳＡ,2,Q1: 通信機能を有する情報通信機器の使用状況についてお尋ねします。あなたの世帯で保有し、１年以内に使用した機器をすべて選択してください。（過去１年間に１度も使用していない機器は除く）,1,YES
Q1_インターネットに接続できる家電,ＳＡ,2,Q1: 通信機能を有する情報通信機器の使用状況についてお尋ねします。あなたの世帯で保有し、１年以内に使用した機器をすべて選択してください。（過去１年間に１度も使用していない機器は除く）,2,NO
Q1_その他,ＳＡ,2,Q1: 通信機能を有する情報通信機器の使用状況についてお尋ねします。あなたの世帯で保有し、１年以内に使用した機器をすべて選択してください。（過去１年間に１度も使用していない機器は除く）,1,YES
Q1_その他,ＳＡ,2,Q1: 通信機能を有する情報通信機器の使用状況についてお尋ねします。あなたの世帯で保有し、１年以内に使用した機器をすべて選択してください。（過去１年間に１度も使用していない機器は除く）,2,NO
Q1_使っているものはない,ＳＡ,2,Q1: 通信機能を有する情報通信機器の使用状況についてお尋ねします。あなたの世帯で保有し、１年以内に使用した機器をすべて選択してください。（過去１年間に１度も使用していない機器は除く）,1,YES
Q1_使っているものはない,ＳＡ,2,Q1: 通信機能を有する情報通信機器の使用状況についてお尋ねします。あなたの世帯で保有し、１年以内に使用した機器をすべて選択してください。（過去１年間に１度も使用していない機器は除く）,2,NO
Q2_固定系ブロードバンド回線（ADSL、ケーブルテレビ、光回線　など）,ＳＡ,2,Q2: あなたの自宅でどのような回線や機器でインターネットに接続していますか。,1,YES
Q2_固定系ブロードバンド回線（ADSL、ケーブルテレビ、光回線　など）,ＳＡ,2,Q2: あなたの自宅でどのような回線や機器でインターネットに接続していますか。,2,NO
Q2_モバイルWi[sanitize]Fiルーター,ＳＡ,2,Q2: あなたの自宅でどのような回線や機器でインターネットに接続していますか。,1,YES
Q2_モバイルWi[sanitize]Fiルーター,ＳＡ,2,Q2: あなたの自宅でどのような回線や機器でインターネットに接続していますか。,2,NO
Q2_携帯電話（3G、FOMA、LTE、4G、5G、Xi、WiMAXなどがサービス名につくもの）,ＳＡ,2,Q2: あなたの自宅でどのような回線や機器でインターネットに接続していますか。,1,YES
Q2_携帯電話（3G、FOMA、LTE、4G、5G、Xi、WiMAXなどがサービス名につくもの）,ＳＡ,2,Q2: あなたの自宅でどのような回線や機器でインターネットに接続していますか。,2,NO
Q2_その他（電話回線、ISDN　など）,ＳＡ,2,Q2: あなたの自宅でどのような回線や機器でインターネットに接続していますか。,1,YES
Q2_その他（電話回線、ISDN　など）,ＳＡ,2,Q2: あなたの自宅でどのような回線や機器でインターネットに接続していますか。,2,NO
Q2_契約していない,ＳＡ,2,Q2: あなたの自宅でどのような回線や機器でインターネットに接続していますか。,1,YES
Q2_契約していない,ＳＡ,2,Q2: あなたの自宅でどのような回線や機器でインターネットに接続していますか。,2,NO
Q2_わからない,ＳＡ,2,Q2: あなたの自宅でどのような回線や機器でインターネットに接続していますか。,1,YES
Q2_わからない,ＳＡ,2,Q2: あなたの自宅でどのような回線や機器でインターネットに接続していますか。,2,NO
Q3仕事_ホームページ（ウェブ）・ブログの閲覧,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3仕事_ホームページ（ウェブ）・ブログの閲覧,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3仕事_情報の検索,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3仕事_情報の検索,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3仕事_電子ゼsanitize][ルやメッセージの送受信,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3仕事_電子ゼsanitize][ルやメッセージの送受信,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3仕事_ＳＮＳの利用,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3仕事_ＳＮＳの利用,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3仕事_無料通話アプリやボイスチャットの利用,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3仕事_無料通話アプリやボイスチャットの利用,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3仕事_動画投稿・共有サイトの利用,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3仕事_動画投稿・共有サイトの利用,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3仕事_オンラインショッピング,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3仕事_オンラインショッピング,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3仕事_インターネットバンキング,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3仕事_インターネットバンキング,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3仕事_ウェブ・ラーニングの受講,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3仕事_ウェブ・ラーニングの受講,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3仕事_オンラインゲーム,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3仕事_オンラインゲーム,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3仕事_リモートワークでのネット利用,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3仕事_リモートワークでのネット利用,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3仕事_その他,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3仕事_その他,ＳＡ,2,Q3: 仕事で利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3仕事_利用していない,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3仕事_利用していない,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3プライベート_ホームページ（ウェブ）・ブログの閲覧,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3プライベート_ホームページ（ウェブ）・ブログの閲覧,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3プライベート_情報の検索,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3プライベート_情報の検索,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3プライベート_電子ゼsanitize][ルやメッセージの送受信,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3プライベート_電子ゼsanitize][ルやメッセージの送受信,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3プライベート_ＳＮＳの利用,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3プライベート_ＳＮＳの利用,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3プライベート_無料通話アプリやボイスチャットの利用,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3プライベート_無料通話アプリやボイスチャットの利用,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3プライベート_動画投稿・共有サイトの利用,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3プライベート_動画投稿・共有サイトの利用,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3プライベート_オンラインショッピング,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3プライベート_オンラインショッピング,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3プライベート_インターネットバンキング,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3プライベート_インターネットバンキング,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3プライベート_ウェブ・ラーニングの受講,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3プライベート_ウェブ・ラーニングの受講,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3プライベート_オンラインゲーム,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3プライベート_オンラインゲーム,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3プライベート_リモートワークでのネット利用,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3プライベート_リモートワークでのネット利用,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3プライベート_その他,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3プライベート_その他,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q3プライベート_利用していない,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,1,YES
Q3プライベート_利用していない,ＳＡ,2,Q3: プライベートで利用 [sanitize] 過去１年間のインターネットの利用の有無についてお尋ねします。あなたは過去１年間に仕事やプライベートでインターネットを利用しましたか。利用したものをすべて選択してください。,2,NO
Q4_個人情報流出の恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,1,YES
Q4_個人情報流出の恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,2,NO
Q4_詐欺等の被害により金品が奪われる恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,1,YES
Q4_詐欺等の被害により金品が奪われる恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,2,NO
Q4_誹謗中傷の被害に遭う恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,1,YES
Q4_誹謗中傷の被害に遭う恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,2,NO
Q4_子どもや家族がネット上で誹謗・中傷・いじめの被害に遭う恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,1,YES
Q4_子どもや家族がネット上で誹謗・中傷・いじめの被害に遭う恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,2,NO
Q4_子どもや家族がネット上で出会い系サイト等を通じて犯罪に巻き込まれる恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,1,YES
Q4_子どもや家族がネット上で出会い系サイト等を通じて犯罪に巻き込まれる恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,2,NO
Q4_子どもや家族がネット上でアダルトサイト等の違法・有害情報を閲覧する恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,1,YES
Q4_子どもや家族がネット上でアダルトサイト等の違法・有害情報を閲覧する恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,2,NO
Q4_フェイクニュース等のデマに騙される恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,1,YES
Q4_フェイクニュース等のデマに騙される恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,2,NO
Q4_ＳＮＳやブログ、オンラインゲームに依存してしまう恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,1,YES
Q4_ＳＮＳやブログ、オンラインゲームに依存してしまう恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,2,NO
Q4_コンピュータウイルスに感染する恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,1,YES
Q4_コンピュータウイルスに感染する恐れがあること,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,2,NO
Q4_その他,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,1,YES
Q4_その他,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,2,NO
Q4_特に不安に思うことはない,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,1,YES
Q4_特に不安に思うことはない,ＳＡ,2,Q4: インターネット利用時の不安の有無について、お尋ねします。インターネットを利用する際に不安に思うことはありますか。,2,NO
Q5[sanitize]1_紙媒体（広報誌等）,ＳＡ,2,Q5[sanitize]1: 行政サービスに関する情報の収集方法について、お尋ねします。現在、行政サービスに関する情報を探したり利用したりする場合、どのような媒体を活用していますか。,1,YES
Q5[sanitize]1_紙媒体（広報誌等）,ＳＡ,2,Q5[sanitize]1: 行政サービスに関する情報の収集方法について、お尋ねします。現在、行政サービスに関する情報を探したり利用したりする場合、どのような媒体を活用していますか。,2,NO
