項目名,データ形態,カテゴリー数,質問文,属性,値
Q2-1補助金・融資で利用した行政手続,ＳＡ,8,Q2-1:補助金・融資で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO06,防災・防犯（例：防災、消防関係　など）
Q2-1補助金・融資で利用した行政手続,ＳＡ,8,Q2-1:補助金・融資で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO07,仕事・雇用（例：就業支援、能力開発、テレワーク推進、働き方改革　など）
Q2-1補助金・融資で利用した行政手続,ＳＡ,8,Q2-1:補助金・融資で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO08,その他
Q2-2利用した手続名,ＦＡ,1,Q2-2:利用した手続名がわかる場合はご記載ください。,,
Q2-3補助金・融資でのデジタル行政手続の利用,ＳＡ,2,Q2-3:補助金・融資の手続において、デジタルによる手続を行いましたか？,1,はい
Q2-3補助金・融資でのデジタル行政手続の利用,ＳＡ,2,Q2-3:補助金・融資の手続において、デジタルによる手続を行いましたか？,2,いいえ
Q2-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q2-4:デジタルによる手続を利用しなかった理由を教えてください。,AO01,デジタル化されていなかった
Q2-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q2-4:デジタルによる手続を利用しなかった理由を教えてください。,AO02,デジタル化されていることを知らなかった
Q2-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q2-4:デジタルによる手続を利用しなかった理由を教えてください。,AO03,デジタル化されていたが、使い方が分からなかった
Q2-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q2-4:デジタルによる手続を利用しなかった理由を教えてください。,AO04,デジタル化されていたが、面倒で途中で断念した
Q2-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q2-4:デジタルによる手続を利用しなかった理由を教えてください。,-oth-,その他（自由記述）
Q2-5補助金・融資で利用した行政手続の満足度,ＳＡ,5,Q2-5:補助金・融資で利用した行政手続の満足度を教えてください。,AO01,非常に満足
Q2-5補助金・融資で利用した行政手続の満足度,ＳＡ,5,Q2-5:補助金・融資で利用した行政手続の満足度を教えてください。,AO02,どちらかといえば満足
Q2-5補助金・融資で利用した行政手続の満足度,ＳＡ,5,Q2-5:補助金・融資で利用した行政手続の満足度を教えてください。,AO03,どちらでもない
Q2-5補助金・融資で利用した行政手続の満足度,ＳＡ,5,Q2-5:補助金・融資で利用した行政手続の満足度を教えてください。,AO04,どちらかといえば不満
Q2-5補助金・融資で利用した行政手続の満足度,ＳＡ,5,Q2-5:補助金・融資で利用した行政手続の満足度を教えてください。,AO05,不満
Q2-6補助金・融資で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q2-6:満足度について、さらに掘り下げて質問いたします。補助金・融資で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO01,非常に満足
Q2-6補助金・融資で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q2-6:満足度について、さらに掘り下げて質問いたします。補助金・融資で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO02,どちらかといえば満足
Q2-6補助金・融資で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q2-6:満足度について、さらに掘り下げて質問いたします。補助金・融資で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO03,どちらでもない
Q2-6補助金・融資で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q2-6:満足度について、さらに掘り下げて質問いたします。補助金・融資で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO04,どちらかといえば不満
Q2-6補助金・融資で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q2-6:満足度について、さらに掘り下げて質問いたします。補助金・融資で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO05,不満
Q2-7リンクが切れているなど、閲覧できなかった,ＳＡ,2,Q2-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q2-7リンクが切れているなど、閲覧できなかった,ＳＡ,2,Q2-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q2-7検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった,ＳＡ,2,Q2-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q2-7検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった,ＳＡ,2,Q2-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q2-7耳が聞こえづらい人への配慮が少なかった,ＳＡ,2,Q2-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q2-7耳が聞こえづらい人への配慮が少なかった,ＳＡ,2,Q2-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q2-7色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった,ＳＡ,2,Q2-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q2-7色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった,ＳＡ,2,Q2-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q2-7知りたい情報を見つけたが、情報が雑多で整理されておらず分かりにくかった,ＳＡ,2,Q2-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q2-7知りたい情報を見つけたが、情報が雑多で整理されておらず分かりにくかった,ＳＡ,2,Q2-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q2-7知りたい情報を見つけたが、難しい表現や専門用語で書かれていて分かりにくかった,ＳＡ,2,Q2-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q2-7知りたい情報を見つけたが、難しい表現や専門用語で書かれていて分かりにくかった,ＳＡ,2,Q2-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q2-7その他,ＳＡ,2,Q2-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q2-7その他,ＳＡ,2,Q2-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q2-8Q2-7その他FA,ＦＡ,1,Q2-8:その他の内容についてご記載ください,,
Q2-9補助金・融資等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q2-9:補助金・融資等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO01,非常に満足
Q2-9補助金・融資等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q2-9:補助金・融資等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO02,どちらかといえば満足
Q2-9補助金・融資等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q2-9:補助金・融資等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO03,どちらでもない
Q2-9補助金・融資等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q2-9:補助金・融資等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO04,どちらかといえば不満
Q2-9補助金・融資等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q2-9:補助金・融資等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO05,不満
Q2-10ページ表示に時間がかかった,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q2-10ページ表示に時間がかかった,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q2-10申請時、同じ情報を何度もフォームに入力させられた,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q2-10申請時、同じ情報を何度もフォームに入力させられた,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q2-10申請時、フォームに何を入力すればよいか分かりにくかった,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q2-10申請時、フォームに何を入力すればよいか分かりにくかった,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q2-10文字のサイズが小さすぎて読みづらかった,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q2-10文字のサイズが小さすぎて読みづらかった,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q2-10情報が点在し、理解できなかった,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q2-10情報が点在し、理解できなかった,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q2-10手続き方法を説明している内容が分かりづらかった,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q2-10手続き方法を説明している内容が分かりづらかった,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q2-10行政手続そのものが複雑で難しかった,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q2-10行政手続そのものが複雑で難しかった,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q2-10問い合わせする方法が電話しかなかった,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q2-10問い合わせする方法が電話しかなかった,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q2-10プロセスの一部がデジタル化されていなかった（添付書類の郵送や窓口での受け取りが必要だった等）,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q2-10プロセスの一部がデジタル化されていなかった（添付書類の郵送や窓口での受け取りが必要だった等）,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q2-10その他,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q2-10その他,ＳＡ,2,Q2-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q2-11Q2-10その他FA,ＦＡ,1,Q2-11:その他の内容についてご記載ください,,
Q2-12補助金・融資等で利用した行政手続にかかる時間,ＳＡ,5,Q2-12:補助金・融資等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO01,非常に満足
Q2-12補助金・融資等で利用した行政手続にかかる時間,ＳＡ,5,Q2-12:補助金・融資等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO02,どちらかといえば満足
Q2-12補助金・融資等で利用した行政手続にかかる時間,ＳＡ,5,Q2-12:補助金・融資等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO03,どちらでもない
Q2-12補助金・融資等で利用した行政手続にかかる時間,ＳＡ,5,Q2-12:補助金・融資等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO04,どちらかといえば不満
Q2-12補助金・融資等で利用した行政手続にかかる時間,ＳＡ,5,Q2-12:補助金・融資等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO05,不満
Q2-13手続を探すのに時間がかかった,ＳＡ,2,Q2-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q2-13手続を探すのに時間がかかった,ＳＡ,2,Q2-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q2-13制度を理解するのに時間がかかった,ＳＡ,2,Q2-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q2-13制度を理解するのに時間がかかった,ＳＡ,2,Q2-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q2-13申請時のフォームの入力に時間がかかった,ＳＡ,2,Q2-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q2-13申請時のフォームの入力に時間がかかった,ＳＡ,2,Q2-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q2-13行政側の確認や不備等への対応、内容の審査に時間がかかった,ＳＡ,2,Q2-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q2-13行政側の確認や不備等への対応、内容の審査に時間がかかった,ＳＡ,2,Q2-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q2-13郵送などにより通知等を手元に受け取るまでに時間がかかった,ＳＡ,2,Q2-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q2-13郵送などにより通知等を手元に受け取るまでに時間がかかった,ＳＡ,2,Q2-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q2-13その他,ＳＡ,2,Q2-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q2-13その他,ＳＡ,2,Q2-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q2-14Q2-13その他FA,ＦＡ,1,Q2-14:その他の内容についてご記載ください,,
Q2-15補助金・融資のデジタル行政手続のアップデート,ＳＡ,6,Q2-15:補助金・融資において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO01,不備や不満があっても意見を伝えようと思わない
Q2-15補助金・融資のデジタル行政手続のアップデート,ＳＡ,6,Q2-15:補助金・融資において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO02,不備や不満について改善の意見を伝えたいが、伝える機会・機能がない
Q2-15補助金・融資のデジタル行政手続のアップデート,ＳＡ,6,Q2-15:補助金・融資において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO03,意見を伝える機会・機能はあるものの、利用者の意見がアップデートに反映されていないと感じる
Q2-15補助金・融資のデジタル行政手続のアップデート,ＳＡ,6,Q2-15:補助金・融資において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO04,意見を伝える機会・機能があり、利用者のニーズに合わせたアップデートがされていると感じる
Q2-15補助金・融資のデジタル行政手続のアップデート,ＳＡ,6,Q2-15:補助金・融資において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO05,わからない
Q2-15補助金・融資のデジタル行政手続のアップデート,ＳＡ,6,Q2-15:補助金・融資において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,-oth-,その他（自由記述）
Q3-1許認可で利用した行政手続,ＳＡ,8,Q3-1:許認可で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO01,産業（例：企業支援、産業振興　など）
Q3-1許認可で利用した行政手続,ＳＡ,8,Q3-1:許認可で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO02,健康・医療（例：環境衛生、食品衛生、感染症対策、薬物の取扱い　など）
Q3-1許認可で利用した行政手続,ＳＡ,8,Q3-1:許認可で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO03,福祉（例：子育て支援、高齢者福祉、障害者支援　など）
Q3-1許認可で利用した行政手続,ＳＡ,8,Q3-1:許認可で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO04,環境（例：温暖化対策、公害対策、自然環境、廃棄物、土壌汚染対策　など）
Q3-1許認可で利用した行政手続,ＳＡ,8,Q3-1:許認可で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO05,都市整備（例：都市計画、まちづくり、建築　など）
Q3-1許認可で利用した行政手続,ＳＡ,8,Q3-1:許認可で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO06,防災・防犯（例：防災、消防関係　など）
Q3-1許認可で利用した行政手続,ＳＡ,8,Q3-1:許認可で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO07,仕事・雇用（例：就業支援、能力開発、テレワーク推進、働き方改革　など）
Q3-1許認可で利用した行政手続,ＳＡ,8,Q3-1:許認可で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO08,その他
Q3-2利用した手続名,ＦＡ,1,Q3-2:利用した手続名がわかる場合はご記載ください。,,
Q3-3許認可でのデジタル行政手続の利用,ＳＡ,2,Q3-3:許認可の手続において、デジタルによる手続を行いましたか？,1,はい
Q3-3許認可でのデジタル行政手続の利用,ＳＡ,2,Q3-3:許認可の手続において、デジタルによる手続を行いましたか？,2,いいえ
Q3-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q3-4:デジタルによる手続を利用しなかった理由を教えてください。,AO01,デジタル化されていなかった
Q3-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q3-4:デジタルによる手続を利用しなかった理由を教えてください。,AO02,デジタル化されていることを知らなかった
Q3-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q3-4:デジタルによる手続を利用しなかった理由を教えてください。,AO03,デジタル化されていたが、使い方が分からなかった
Q3-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q3-4:デジタルによる手続を利用しなかった理由を教えてください。,AO04,デジタル化されていたが、面倒で途中で断念した
Q3-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q3-4:デジタルによる手続を利用しなかった理由を教えてください。,-oth-,その他（自由記述）
Q3-5許認可で利用した行政手続の満足度,ＳＡ,5,Q3-5:許認可で利用した行政手続の満足度を教えてください。,AO01,非常に満足
Q3-5許認可で利用した行政手続の満足度,ＳＡ,5,Q3-5:許認可で利用した行政手続の満足度を教えてください。,AO02,どちらかといえば満足
Q3-5許認可で利用した行政手続の満足度,ＳＡ,5,Q3-5:許認可で利用した行政手続の満足度を教えてください。,AO03,どちらでもない
Q3-5許認可で利用した行政手続の満足度,ＳＡ,5,Q3-5:許認可で利用した行政手続の満足度を教えてください。,AO04,どちらかといえば不満
Q3-5許認可で利用した行政手続の満足度,ＳＡ,5,Q3-5:許認可で利用した行政手続の満足度を教えてください。,AO05,不満
Q3-6許認可で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q3-6:満足度について、さらに掘り下げて質問いたします。許認可で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO01,非常に満足
Q3-6許認可で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q3-6:満足度について、さらに掘り下げて質問いたします。許認可で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO02,どちらかといえば満足
Q3-6許認可で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q3-6:満足度について、さらに掘り下げて質問いたします。許認可で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO03,どちらでもない
Q3-6許認可で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q3-6:満足度について、さらに掘り下げて質問いたします。許認可で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO04,どちらかといえば不満
Q3-6許認可で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q3-6:満足度について、さらに掘り下げて質問いたします。許認可で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO05,不満
Q3-7リンクが切れているなど、閲覧できなかった,ＳＡ,2,Q3-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q3-7リンクが切れているなど、閲覧できなかった,ＳＡ,2,Q3-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q3-7検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった,ＳＡ,2,Q3-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q3-7検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった,ＳＡ,2,Q3-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q3-7耳が聞こえづらい人への配慮が少なかった,ＳＡ,2,Q3-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q3-7耳が聞こえづらい人への配慮が少なかった,ＳＡ,2,Q3-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q3-7色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった,ＳＡ,2,Q3-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q3-7色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった,ＳＡ,2,Q3-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q3-7知りたい情報を見つけたが、情報が雑多で整理されておらず分かりにくかった,ＳＡ,2,Q3-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q3-7知りたい情報を見つけたが、情報が雑多で整理されておらず分かりにくかった,ＳＡ,2,Q3-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q3-7知りたい情報を見つけたが、難しい表現や専門用語で書かれていて分かりにくかった,ＳＡ,2,Q3-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q3-7知りたい情報を見つけたが、難しい表現や専門用語で書かれていて分かりにくかった,ＳＡ,2,Q3-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q3-7その他,ＳＡ,2,Q3-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q3-7その他,ＳＡ,2,Q3-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q3-8Q3-7その他FA,ＦＡ,1,Q3-8:その他の内容についてご記載ください,,
Q3-9許認可等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q3-9:許認可等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO01,非常に満足
Q3-9許認可等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q3-9:許認可等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO02,どちらかといえば満足
Q3-9許認可等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q3-9:許認可等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO03,どちらでもない
Q3-9許認可等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q3-9:許認可等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO04,どちらかといえば不満
Q3-9許認可等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q3-9:許認可等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO05,不満
Q3-10ページ表示に時間がかかった,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q3-10ページ表示に時間がかかった,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q3-10申請時、同じ情報を何度もフォームに入力させられた,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q3-10申請時、同じ情報を何度もフォームに入力させられた,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q3-10申請時、フォームに何を入力すればよいか分かりにくかった,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q3-10申請時、フォームに何を入力すればよいか分かりにくかった,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q3-10文字のサイズが小さすぎて読みづらかった,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q3-10文字のサイズが小さすぎて読みづらかった,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q3-10情報が点在し、理解できなかった,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q3-10情報が点在し、理解できなかった,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q3-10手続き方法を説明している内容が分かりづらかった,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q3-10手続き方法を説明している内容が分かりづらかった,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q3-10行政手続そのものが複雑で難しかった,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q3-10行政手続そのものが複雑で難しかった,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q3-10問い合わせする方法が電話しかなかった,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q3-10問い合わせする方法が電話しかなかった,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q3-10プロセスの一部がデジタル化されていなかった（添付書類の郵送や窓口での受け取りが必要だった等）,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q3-10プロセスの一部がデジタル化されていなかった（添付書類の郵送や窓口での受け取りが必要だった等）,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q3-10その他,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q3-10その他,ＳＡ,2,Q3-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q3-11Q3-10その他FA,ＦＡ,1,Q3-11:その他の内容についてご記載ください,,
Q3-12許認可等で利用した行政手続にかかる時間,ＳＡ,5,Q3-12:許認可等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO01,非常に満足
Q3-12許認可等で利用した行政手続にかかる時間,ＳＡ,5,Q3-12:許認可等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO02,どちらかといえば満足
Q3-12許認可等で利用した行政手続にかかる時間,ＳＡ,5,Q3-12:許認可等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO03,どちらでもない
Q3-12許認可等で利用した行政手続にかかる時間,ＳＡ,5,Q3-12:許認可等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO04,どちらかといえば不満
Q3-12許認可等で利用した行政手続にかかる時間,ＳＡ,5,Q3-12:許認可等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO05,不満
Q3-13手続を探すのに時間がかかった,ＳＡ,2,Q3-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q3-13手続を探すのに時間がかかった,ＳＡ,2,Q3-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q3-13制度を理解するのに時間がかかった,ＳＡ,2,Q3-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q3-13制度を理解するのに時間がかかった,ＳＡ,2,Q3-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
