執行年月日_西暦,執行年月日_和暦,曜日,天候,選挙種別,当日有権者数（男）（人）,当日有権者数（女）（人）,当日有権者数（総計）（人）,投票者数（男）（人）,投票者数（女）（人）,投票者数（総計）（人）,投票率（男）（％）,投票率（女）（％）,投票率（総計）（％）,備考
1986-07-06,昭和61年7月6日,日曜日,曇,衆議院,"99,391","106,892","206,283","58,693","64,623","123,316",59.05%,60.46%,59.78%,
1986-07-06,昭和61年7月6日,日曜日,曇,最高裁,"99,391","106,892","206,283","58,084","63,727","121,811",58.44%,59.62%,59.05%,
1990-02-18,平成2年2月18日,日曜日,晴,衆議院,"95,344","103,546","198,890","60,269","67,279","127,548",63.21%,64.97%,64.13%,
1990-02-18,平成2年2月18日,日曜日,晴,最高裁,"95,344","103,546","198,890","57,483","63,148","120,631",60.29%,60.99%,60.65%,
1993-07-18,平成5年7月18日,日曜日,曇時々雨,衆議院,"93,237","104,085","197,322","56,402","62,628","119,030",60.49%,60.17%,60.32%,
1993-07-18,平成5年7月18日,日曜日,曇時々雨,最高裁,"93,237","104,085","197,322","53,734","58,195","111,929",57.63%,55.91%,56.72%,
1996-10-20,平成8年10月20日,日曜日,晴,衆議院小選挙区,"93,912","106,184","200,096","52,794","59,508","112,302",56.22%,56.04%,56.12%,
1996-10-20,平成8年10月20日,日曜日,晴,衆議院比例代表,"93,912","106,184","200,096","52,701","59,489","112,190",56.12%,56.02%,56.07%,
1996-10-20,平成8年10月20日,日曜日,晴,最高裁,"93,912","106,184","200,096","51,113","56,838","107,951",54.43%,53.53%,53.95%,
2000-06-25,平成12年6月25日,日曜日,雨後曇,衆議院小選挙区,"96,113","109,509","205,622","57,005","63,735","120,740",59.31%,58.20%,58.72%,
2000-06-25,平成12年6月25日,日曜日,雨後曇,衆議院比例代表,"96,454","109,762","206,216","57,100","63,777","120,877",59.20%,58.10%,58.62%,在外選挙人含む
2000-06-25,平成12年6月25日,日曜日,雨後曇,最高裁,"96,113","109,509","205,622","55,890","62,350","118,240",58.15%,56.94%,57.50%,
2003-11-09,平成15年11月9日,日曜日,曇後雨,衆議院小選挙区,"98,749","113,628","212,377","56,957","63,474","120,431",57.68%,55.86%,56.71%,
2003-11-09,平成15年11月9日,日曜日,曇後雨,衆議院比例代表,"99,101","113,944","213,045","57,021","63,497","120,518",57.54%,55.73%,56.57%,在外選挙人含む
2003-11-09,平成15年11月9日,日曜日,曇後雨,最高裁,"98,749","113,628","212,377","56,209","62,554","118,763",56.92%,55.05%,55.92%,
2005-09-11,平成17年9月11日,日曜日,曇後雨,衆議院小選挙区,"99,474","114,778","214,252","64,224","73,935","138,159",64.56%,64.42%,64.48%,
2005-09-11,平成17年9月11日,日曜日,曇後雨,衆議院比例代表,"99,873","115,150","215,023","64,343","74,033","138,376",64.42%,64.29%,64.35%,在外選挙人含む
2005-09-11,平成17年9月11日,日曜日,曇後雨,最高裁,"99,474","114,778","214,252","62,896","72,602","135,498",63.23%,63.25%,63.24%,
2009-08-30,平成21年8月30日,日曜日,曇,衆議院小選挙区,"101,902","118,334","220,236","68,080","77,428","145,508",66.81%,65.43%,66.07%,在外選挙人含む
2009-08-30,平成21年8月30日,日曜日,曇,衆議院比例代表,"101,902","118,334","220,236","68,056","77,403","145,459",66.79%,65.41%,66.05%,在外選挙人含む
2009-08-30,平成21年8月30日,日曜日,曇,最高裁,"101,383","117,803","219,186","66,293","75,765","142,058",65.39%,64.32%,64.81%,
2012-12-16,平成24年12月16日,日曜日,晴,衆議院小選挙区,"102,978","119,401","222,379","65,139","72,815","137,954",63.26%,60.98%,62.04%,在外選挙人含む
2012-12-16,平成24年12月16日,日曜日,晴,衆議院比例代表,"102,978","119,401","222,379","65,120","72,795","137,915",63.24%,60.97%,62.02%,在外選挙人含む
2012-12-16,平成24年12月16日,日曜日,晴,最高裁,"102,501","118,858","221,359","63,986","71,691","135,677",62.42%,60.32%,61.29%,
2014-12-14,平成26年12月14日,日曜日,晴,衆議院小選挙区,"105,082","121,762","226,844","58,961","64,636","123,597",56.11%,53.08%,54.49%,在外選挙人含む
2014-12-14,平成26年12月14日,日曜日,晴,衆議院比例代表,"105,082","121,762","226,844","58,949","64,602","123,551",56.10%,53.06%,54.47%,在外選挙人含む
2014-12-14,平成26年12月14日,日曜日,晴,最高裁,"104,596","121,206","225,802","57,787","63,570","121,357",55.25%,52.45%,53.74%,
2017-10-22,平成29年10月22日,日曜日,雨,衆議院小選挙区,"109,032","125,482","234,514","60,490","67,187","127,677",55.48%,53.54%,54.44%,在外選挙人含む
2017-10-22,平成29年10月22日,日曜日,雨,衆議院比例代表,"109,032","125,482","234,514","60,483","67,173","127,656",55.47%,53.53%,54.43%,在外選挙人含む
2017-10-22,平成29年10月22日,日曜日,雨,最高裁,"108,519","124,879","233,398","60,112","66,809","126,921",55.39%,53.50%,54.38%,
