採水日,曜日,対象物質,下水排除基準,定量下限値,５街区青果棟,６街区水産仲卸売場棟西,６街区水産仲卸売場棟東,６街区加工パッケージ棟,７街区水産卸売場棟
3月28日,火,ｐＨ,５を超え９未満,-,6.9,7.2,7.4,7.4,7.9
4月4日,火,ベンゼン（ｍｇ／Ｌ）,0.1,0.01,,,不検出,不検出,不検出
4月4日,火,シアン（ｍｇ／Ｌ）,1,0.1,,,不検出,不検出,不検出
4月4日,火,ヒ素（ｍｇ／Ｌ）,0.1,0.01,,,不検出,不検出,不検出
4月4日,火,鉛（ｍｇ／Ｌ）,0.1,0.01,,,不検出,不検出,不検出
4月4日,火,水銀（ｍｇ／Ｌ）,0.005,0.0005,,,不検出,不検出,不検出
4月4日,火,六価クロム（ｍｇ／Ｌ）,0.5,0.05,,,不検出,不検出,不検出
4月4日,火,カドミウム（ｍｇ／Ｌ）,0.03,0.003,,,不検出,不検出,不検出
4月4日,火,ｐＨ,５を超え９未満,-,,,7.2,7.6,7.4
4月11日,火,ベンゼン（ｍｇ／Ｌ）,0.1,0.01,不検出,,不検出,不検出,不検出
4月11日,火,シアン（ｍｇ／Ｌ）,1,0.1,不検出,,不検出,不検出,不検出
4月11日,火,ヒ素（ｍｇ／Ｌ）,0.1,0.01,不検出,,不検出,不検出,不検出
4月11日,火,鉛（ｍｇ／Ｌ）,0.1,0.01,不検出,,不検出,不検出,不検出
4月11日,火,水銀（ｍｇ／Ｌ）,0.005,0.0005,不検出,,不検出,不検出,不検出
4月11日,火,六価クロム（ｍｇ／Ｌ）,0.5,0.05,不検出,,不検出,不検出,不検出
4月11日,火,カドミウム（ｍｇ／Ｌ）,0.03,0.003,不検出,,不検出,不検出,不検出
4月11日,火,ｐＨ,５を超え９未満,-,7.1,,7.2,7.2,7.6
4月18日,火,ベンゼン（ｍｇ／Ｌ）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
4月18日,火,シアン（ｍｇ／Ｌ）,1,0.1,不検出,不検出,不検出,不検出,不検出
4月18日,火,ヒ素（ｍｇ／Ｌ）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
4月18日,火,鉛（ｍｇ／Ｌ）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
4月18日,火,水銀（ｍｇ／Ｌ）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
4月18日,火,六価クロム（ｍｇ／Ｌ）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
4月18日,火,カドミウム（ｍｇ／Ｌ）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
4月18日,火,ｐＨ,５を超え９未満,-,7.4,7.2,7.4,8.4,7.2
4月24日,月,ベンゼン（ｍｇ／Ｌ）,0.1,0.01,不検出,,,,
4月24日,月,シアン（ｍｇ／Ｌ）,1,0.1,不検出,,,,
4月24日,月,ヒ素（ｍｇ／Ｌ）,0.1,0.01,不検出,,,,
4月24日,月,鉛（ｍｇ／Ｌ）,0.1,0.01,不検出,,,,
4月24日,月,水銀（ｍｇ／Ｌ）,0.005,0.0005,不検出,,,,
4月24日,月,六価クロム（ｍｇ／Ｌ）,0.5,0.05,不検出,,,,
4月24日,月,カドミウム（ｍｇ／Ｌ）,0.03,0.003,不検出,,,,
4月24日,月,ｐＨ,５を超え９未満,-,7.7,,,,
4月25日,火,ベンゼン（ｍｇ／Ｌ）,0.1,0.01,,不検出,不検出,不検出,不検出
4月25日,火,シアン（ｍｇ／Ｌ）,1,0.1,,不検出,不検出,不検出,不検出
4月25日,火,ヒ素（ｍｇ／Ｌ）,0.1,0.01,,不検出,不検出,不検出,不検出
4月25日,火,鉛（ｍｇ／Ｌ）,0.1,0.01,,不検出,不検出,不検出,不検出
4月25日,火,水銀（ｍｇ／Ｌ）,0.005,0.0005,,不検出,不検出,不検出,不検出
4月25日,火,六価クロム（ｍｇ／Ｌ）,0.5,0.05,,不検出,不検出,不検出,不検出
4月25日,火,カドミウム（ｍｇ／Ｌ）,0.03,0.003,,不検出,不検出,不検出,不検出
4月25日,火,ｐＨ,５を超え９未満,-,,7.8,7.8,7.5,6.6
5月9日,火,ベンゼン（ｍｇ／Ｌ）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
5月9日,火,シアン（ｍｇ／Ｌ）,1,0.1,不検出,不検出,不検出,不検出,不検出
5月9日,火,ヒ素（ｍｇ／Ｌ）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
5月9日,火,鉛（ｍｇ／Ｌ）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
5月9日,火,水銀（ｍｇ／Ｌ）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
5月9日,火,六価クロム（ｍｇ／Ｌ）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
5月9日,火,カドミウム（ｍｇ／Ｌ）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
5月9日,火,ｐＨ,５を超え９未満,-,7.3,7.3,7.4,7.6,6.6
