"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","まちづくり・景観[人]","住宅対策[人]","道路・交通対策[人]","自転車対策[人]","防災・生活安全[人]","公園整備[人]","緑や水辺の整備[人]","ごみ・リサイクル[人]","地球温暖化対策[人]","環境保全・公害対策[人]","たばこ対策[人]","健康づくり[人]","区民参画・区民協働[人]","中小企業支援・商店街振興[人]","観光振興[人]","消費生活対策[人]","国際化・国際交流[人]","子育て支援[人]","学校教育の充実[人]","高齢者福祉[人]","障害者福祉[人]","低所得世帯への支援[人]","スポーツの振興[人]","生涯学習・文化振興[人]","男女平等参画の推進[人]"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","住居形態別","無回答","11","4","3","5","2","1","3","0","2","2","2","0","4","1","2","1","1","1","2","3","0","1","2","1","2","2"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","定住意向別","ずっと住み続けていたい","279","92","96","78","86","77","129","82","69","79","56","39","68","32","44","47","33","19","61","53","49","25","103","53","49","66"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","定住意向別","当分は住んでいたい","203","62","55","51","63","34","100","49","38","60","44","28","53","22","36","18","33","16","66","60","23","20","52","30","36","37"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","11","7","8","19","12","14","9","5","7","8","4","13","5","9","10","4","2","18","7","7","10","8","6","7","7"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","1","1","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","0","0","0","1"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","定住意向別","近いうちに区外に転居する予定である","13","5","2","1","3","2","5","2","0","5","2","3","3","1","3","2","1","1","5","3","1","0","4","4","3","2"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","定住意向別","わからない","10","3","2","3","3","3","6","3","3","4","5","4","2","1","1","1","1","0","3","2","1","1","4","3","5","3"
"202203","区基本計画","Q13. 今後、港区が特に重点的に取り組むべきと思うものを選んでください。（５つまで選択可）","定住意向別","無回答","3","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"

"第33回港区民世論調査クロス集計表・区基本計画Q13","Ver202203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
