全国地方公共団体コード,ID,地方公共団体名,地区名,ごみの品目,ごみの品目_カナ,ごみの品目_英字,分別区分,出し方,注意点,備考,粗大ごみ回収料金
132012,132012GMLT000023,八王子市,全域,アルミホイル,,,不燃ごみ,指定袋（黄色）,,汚れが取れない物は可燃ごみへ,
132012,132012GMLT000024,八王子市,全域,あんか,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000025,八王子市,全域,安全ピン,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000026,八王子市,全域,アンテナ（ＢＳアンテナ含む）,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000027,八王子市,全域,アンプ,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000028,八王子市,全域,あんま機,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000029,八王子市,全域,石（漬物石）,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,数量制限があります。お問い合わせください。,
132012,132012GMLT000030,八王子市,全域,石（天然石）,,,,市では処理できません,,専門業者に処理を依頼してください,
132012,132012GMLT000031,八王子市,全域,衣装ケース（ダンボール製）,,,ダンボール,ひもでしっかりとしばる,,,
132012,132012GMLT000032,八王子市,全域,衣装ケース（金属製）,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000033,八王子市,全域,衣装ケース（プラスチック製）,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000034,八王子市,全域,椅子（金属製）,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000035,八王子市,全域,椅子（木製・プラスチック製）,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000036,八王子市,全域,板,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000037,八王子市,全域,板ガラス,,,不燃ごみ,指定袋（黄色）,,厚紙などに包んでください,
132012,132012GMLT000038,八王子市,全域,一輪車（スポーツ用・作業用）,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000039,八王子市,全域,一升びん,,,びん,家庭で用意した容器,,,
132012,132012GMLT000040,八王子市,全域,井戸ポンプ,,,,市では処理できません,,専門業者に処理を依頼してください,
132012,132012GMLT000041,八王子市,全域,犬小屋（金属製）,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000042,八王子市,全域,犬小屋（木製・プラスチック製）,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000043,八王子市,全域,医薬品（家庭用）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000044,八王子市,全域,医療廃棄物,,,,市では処理できません,,専門業者に処理を依頼してください,
132012,132012GMLT000045,八王子市,全域,衣類,,,古着・古布,透明・半透明の袋,,汚れのひどいものは可燃ごみへ,
132012,132012GMLT000046,八王子市,全域,衣類乾燥機,,,家電リサイクル,市では処理できません,,家電リサイクル法対象品目なので、市の指定業者に収集依頼をするか、指定引取場所に持ち込みをお願いします。,
132012,132012GMLT000047,八王子市,全域,印鑑（金属製）,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000048,八王子市,全域,印鑑（象牙製・木製・プラスチック製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000049,八王子市,全域,インクリボン（インクカートリッジ）,,,可燃ごみ,指定袋（青色）,,できるだけ販売店の 店頭回収ポストへ,
132012,132012GMLT000050,八王子市,全域,インスタント麺の袋,,,容器包装プラスチック,家庭で用意した容器など,,,
132012,132012GMLT000051,八王子市,全域,インターホン,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000052,八王子市,全域,植木鉢（陶磁器製・金属製）,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000053,八王子市,全域,植木鉢（プラスチック製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000054,八王子市,全域,ウェットティッシュ,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000055,八王子市,全域,浮き輪,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000056,八王子市,全域,うす（石製）,,,,市では処理できません,,専門業者に処理を依頼してください,
132012,132012GMLT000057,八王子市,全域,うす（木製）,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,数量制限があります。お問い合わせください。,
132012,132012GMLT000058,八王子市,全域,うちわ（木製・プラスチック製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000059,八王子市,全域,ウッドカーペット,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000060,八王子市,全域,ウッドデッキ,,,粗大ごみ（可燃）,お問い合わせください,,立会い確認をする場合があります,
132012,132012GMLT000061,八王子市,全域,腕時計,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000062,八王子市,全域,乳母車,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000063,八王子市,全域,梅酒漬けびん,,,不燃ごみ,指定袋（黄色）,,割れている場合は、厚紙などに包んで「キケン」と書いてください。,
132012,132012GMLT000064,八王子市,全域,羽毛布団,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000065,八王子市,全域,エアコン,,,家電リサイクル,市では処理できません,,家電リサイクル法対象品目なので、市の指定業者に収集依頼をするか、指定引取場所に持ち込みをお願いします。,
132012,132012GMLT000066,八王子市,全域,映写機,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000067,八王子市,全域,枝（毒性のあるもの・繊維質のもの）,,,可燃ごみ,長さ100ｃｍ　直径30ｃｍの束,,1回につき2束までは無料 （1本の太さは直径5cmまで）,
132012,132012GMLT000068,八王子市,全域,枝（毒性のあるもの・繊維質のものは除く）,,,木の枝,長さ100ｃｍ　直径30ｃｍの束,,1回につき10束まで （1本の太さは直径5cmまで）,
132012,132012GMLT000069,八王子市,全域,枝切ばさみ,,,不燃ごみ,指定袋（黄色）,,厚紙などに包んでください,
132012,132012GMLT000070,八王子市,全域,絵の具のチューブ（アルミ製）,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000071,八王子市,全域,絵の具のチューブ（プラスチック製）,,,容器包装プラスチック,家庭で用意した容器など,,中の絵の具が落とせない場合は可燃ごみへ,
132012,132012GMLT000072,八王子市,全域,絵本,,,雑誌・雑紙,ひもでしっかりとしばる,,,
132012,132012GMLT000073,八王子市,全域,ＭＤ,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000074,八王子市,全域,ＭＤケース,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000075,八王子市,全域,ＭＤラジカセ,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000076,八王子市,全域,エレキギター,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000077,八王子市,全域,エレクトーン,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000078,八王子市,全域,園芸肥料,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000079,八王子市,全域,園芸用腐葉土,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000080,八王子市,全域,縁台（アルミ製）,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000081,八王子市,全域,縁台（木製）,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000082,八王子市,全域,延長コード,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000083,八王子市,全域,鉛筆（色鉛筆）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000084,八王子市,全域,鉛筆削り,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000085,八王子市,全域,オイル,,,可燃ごみ,指定袋（青色）,,紙・布にしみ込ませるか、 凝固剤で固めてください。,
132012,132012GMLT000086,八王子市,全域,オイル缶（食用）,,,缶,家庭で用意した容器,,油を切ってください,
132012,132012GMLT000087,八王子市,全域,オイルヒーター,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000088,八王子市,全域,オイルびん（食用）,,,びん,家庭で用意した容器,,油を切ってください,
132012,132012GMLT000089,八王子市,全域,応接用椅子（スプリング入り）,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000090,八王子市,全域,応接用椅子（スプリング無し）,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000091,八王子市,全域,ＯＡ用紙,,,雑誌・雑紙,ひもでしっかりとしばる,,感熱紙は可燃ごみへ,
132012,132012GMLT000092,八王子市,全域,桶（木製・プラスチック製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000093,八王子市,全域,押入タンス,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000094,八王子市,全域,おしゃぶり,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000095,八王子市,全域,おたま（杓子）（金属製）,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000096,八王子市,全域,おたま（杓子）（竹製・木製・プラスチック製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000097,八王子市,全域,落ち葉,,,可燃ごみ,透明・半透明の袋,,1回につき45L以下、2袋まで無料,
132012,132012GMLT000098,八王子市,全域,オーディオ機器,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000099,八王子市,全域,オーディオラック,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000100,八王子市,全域,オートバイ,,,,市では処理できません,,専門業者に処理を依頼してください,
132012,132012GMLT000101,八王子市,全域,帯,,,古着・古布,透明・半透明の袋,,汚れのひどいものは可燃ごみへ,
132012,132012GMLT000102,八王子市,全域,オーブン,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000103,八王子市,全域,オーブントースター,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000104,八王子市,全域,お盆（金属製）,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000105,八王子市,全域,お盆（木製・プラスチック製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000106,八王子市,全域,おまる,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000107,八王子市,全域,おむつカバー,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000108,八王子市,全域,おむつ（乳幼児・高齢者・障害者）,,,可燃ごみ,おむつ袋（緑色）,,汚物はトイレへ流してください,
132012,132012GMLT000109,八王子市,全域,おもちゃ（金属製）,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000110,八王子市,全域,おもちゃ（木製・プラスチック製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000111,八王子市,全域,折り込みチラシ,,,新聞・チラシ,ひもでしっかりとしばる,,チラシのみ出す場合は雑誌・雑紙へ,
132012,132012GMLT000112,八王子市,全域,折りたたみ椅子（金属製）,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000113,八王子市,全域,折りたたみ椅子（木製・プラスチック製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000114,八王子市,全域,折りたたみ自転車,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000115,八王子市,全域,折りたたみ洗濯角ハンガー（金属製）,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000116,八王子市,全域,折りたたみ洗濯角ハンガー（プラスチック製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000117,八王子市,全域,オルガン,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000118,八王子市,全域,おろしがね（金属製）,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000119,八王子市,全域,おろしがね（プラスチック製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000120,八王子市,全域,温水洗浄便座,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000121,八王子市,全域,温度計（水銀式）,,,有害ごみ,透明・半透明の袋,,購入時のケースに入れるか厚紙などに包んで「水銀」と書いてビニール袋に入れてください。割れてしまっている場合は、半透明の袋で二重にして袋の口をきちんとしばってください。,
132012,132012GMLT000122,八王子市,全域,温度計（電子式、アルコール式）,,,不燃ごみ,指定袋（黄色）,,電池は外して有害ごみへ,
132012,132012GMLT000123,八王子市,全域,貝殻,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000124,八王子市,全域,懐中電灯,,,不燃ごみ,指定袋（黄色）,,乾電池は有害ごみへ。小型充電式電池はリサイクル協力店または有害ごみへ。外せない場合は本体ごと有害ごみへ,
132012,132012GMLT000647,八王子市,全域,買い物袋（レジ袋）,,,容器包装プラスチック,家庭で用意した容器など,,プラマークがついていない物は可燃ごみへ,
132012,132012GMLT000648,八王子市,全域,カイロ（金属製）,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000649,八王子市,全域,カイロ（使いすて）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000650,八王子市,全域,化学ぞうきん,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000651,八王子市,全域,鏡,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000652,八王子市,全域,鍵,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000653,八王子市,全域,学習机,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000654,八王子市,全域,家具調こたつ,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000655,八王子市,全域,額縁（金属製）,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000656,八王子市,全域,額縁（木製・プラスチック製）,,,可燃ごみ,指定袋（青色）,,ガラスは外して不燃ごみへ,
132012,132012GMLT000657,八王子市,全域,傘,,,不燃ごみ,指定袋（黄色）,,中袋（20L）以上の袋で、半分以上入っていること,
132012,132012GMLT000658,八王子市,全域,傘立て（金属製）,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000659,八王子市,全域,傘立て（木製・プラスチック製）,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000660,八王子市,全域,菓子缶,,,缶,家庭で用意した容器,,,
132012,132012GMLT000661,八王子市,全域,加湿器,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000662,八王子市,全域,菓子箱（紙製）,,,雑誌・雑紙,ひもでしっかりとしばる,,,
132012,132012GMLT000663,八王子市,全域,菓子袋（紙製）,,,雑誌・雑紙,ひもでしっかりとしばる,,,
132012,132012GMLT000664,八王子市,全域,菓子袋（ビニール製）,,,容器包装プラスチック,家庭で用意した容器など,,プラマークがついていないものは可燃ごみへ,
132012,132012GMLT000665,八王子市,全域,ガスストーブ,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000666,八王子市,全域,ガス台（ガスコンロ）,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,電池は外して有害ごみへ,
132012,132012GMLT000667,八王子市,全域,ガス台（ビルトイン）,,,粗大ごみ（不燃）,お問い合わせください,,立会い確認をする場合があります。電池は外して有害ごみへ,
132012,132012GMLT000668,八王子市,全域,ガステーブル,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,電池は外して有害ごみへ,
132012,132012GMLT000669,八王子市,全域,ガス風呂がま,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000670,八王子市,全域,ガスレンジ（ガスオーブン）,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000671,八王子市,全域,ガーゼ,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000672,八王子市,全域,カセットコンロ用ガスボンベ,,,有害ごみ,透明・半透明の袋,,中身を必ず使い切って、穴を開けずに出してください,
132012,132012GMLT000673,八王子市,全域,カセットテープ,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000674,八王子市,全域,カセットデッキ,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000675,八王子市,全域,ガソリン,,,,市では処理できません,,専門業者に処理を依頼してください,
132012,132012GMLT000676,八王子市,全域,カタログ,,,雑誌・雑紙,ひもでしっかりとしばる,,,
132012,132012GMLT000677,八王子市,全域,活性炭,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000678,八王子市,全域,カッターナイフ,,,不燃ごみ,指定袋（黄色）,,厚紙などに包んでください,
132012,132012GMLT000679,八王子市,全域,カッパ（雨具）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000680,八王子市,全域,カップ酒のびん,,,びん,家庭で用意した容器,,,
132012,132012GMLT000681,八王子市,全域,カップ麺のかやく・スープの袋,,,容器包装プラスチック,家庭で用意した容器など,,プラマークがついていないものは可燃ごみへ,
132012,132012GMLT000682,八王子市,全域,カップ麺のふた（紙製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000683,八王子市,全域,カップ麺のふた（プラスチック製）,,,容器包装プラスチック,家庭で用意した容器など,,プラマークがついていないものは可燃ごみへ,
132012,132012GMLT000684,八王子市,全域,カップ麺の容器（紙製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000685,八王子市,全域,カップ麺の容器（発泡スチロール製）,,,容器包装プラスチック,家庭で用意した容器など,,プラマークがついていないものは可燃ごみへ,
132012,132012GMLT000686,八王子市,全域,かつら,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000687,八王子市,全域,家庭用電気温水器,,,,市では処理できません,,専門業者に処理を依頼してください,
132012,132012GMLT000688,八王子市,全域,カーテン（布製）,,,古着・古布,透明・半透明の袋,,汚れのひどいものは可燃ごみへ,
132012,132012GMLT000689,八王子市,全域,カーテン（ビニール製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000690,八王子市,全域,カーテン（レース）,,,古着・古布,透明・半透明の袋,,汚れのひどいものは可燃ごみへ,
132012,132012GMLT000691,八王子市,全域,カーテンレール（金属製）,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000692,八王子市,全域,カーテンレール（木製・プラスチック製）,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000693,八王子市,全域,カード類（ポイントカード・診察券等）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000694,八王子市,全域,金網,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000695,八王子市,全域,金たわし,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000696,八王子市,全域,かなづち,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000697,八王子市,全域,かばん（革製・ビニール製）,,,可燃ごみ,指定袋（青色）,,金具はできるだけ外して不燃ごみへ,
132012,132012GMLT000698,八王子市,全域,画びょう（押しピン）,,,不燃ごみ,指定袋（黄色）,,厚紙などに包んでください,
132012,132012GMLT000699,八王子市,全域,花瓶（ガラス製・陶磁器製）,,,不燃ごみ,指定袋（黄色）,,割れている場合は、厚紙などに包んで「キケン」と書いてください。,
132012,132012GMLT000700,八王子市,全域,花瓶（プラスチック製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000701,八王子市,全域,カーペット,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000702,八王子市,全域,カーボン紙,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000703,八王子市,全域,鎌,,,不燃ごみ,指定袋（黄色）,,厚紙などに包んでください,
132012,132012GMLT000704,八王子市,全域,釜,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000705,八王子市,全域,紙おむつ（乳幼児・高齢者・障害者）,,,可燃ごみ,おむつ袋（緑色）,,汚物はトイレへ流してください,
132012,132012GMLT000706,八王子市,全域,紙コップ,,,可燃ごみ,指定袋（青色）,,雑誌・雑紙には出せません,
132012,132012GMLT000707,八王子市,全域,紙皿,,,可燃ごみ,指定袋（青色）,,雑誌・雑紙には出せません,
132012,132012GMLT000708,八王子市,全域,カミソリ,,,不燃ごみ,指定袋（黄色）,,厚紙などに包んでください,
132012,132012GMLT000709,八王子市,全域,神棚,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000710,八王子市,全域,髪の毛,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000711,八王子市,全域,紙パック,,,紙パック,ひもでしっかりとしばる,,,
132012,132012GMLT000712,八王子市,全域,紙袋,,,雑誌・雑紙,ひもでしっかりとしばる,,,
132012,132012GMLT000713,八王子市,全域,ガムテープ（クラフト製・布製・ビニール製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000714,八王子市,全域,カメラ,,,不燃ごみ,指定袋（黄色）,,乾電池は外して有害ごみへ。小型充電式電池はリサイクル協力店または有害ごみへ,
132012,132012GMLT000715,八王子市,全域,蚊帳（天然繊維製・化学繊維製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000716,八王子市,全域,カラオケ演奏装置,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000717,八王子市,全域,ガラスくず（破片）,,,不燃ごみ,指定袋（黄色）,,厚紙などに包んでください,
132012,132012GMLT000718,八王子市,全域,ガラスケース,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000719,八王子市,全域,空箱（紙製）,,,雑誌・雑紙,ひもでしっかりとしばる,,,
132012,132012GMLT000720,八王子市,全域,空箱（金属製）,,,不燃ごみ,指定袋（黄色）,,食品用は缶へ,
132012,132012GMLT000721,八王子市,全域,空箱（木製・プラスチック製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000722,八王子市,全域,カラーボックス,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000723,八王子市,全域,革靴,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000724,八王子市,全域,革製衣類,,,古着・古布,透明・半透明の袋,,汚れのひどいものは可燃ごみへ,
132012,132012GMLT000725,八王子市,全域,革手袋,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000726,八王子市,全域,革バッグ,,,可燃ごみ,指定袋（青色）,,金具はできるだけ外して不燃ごみへ,
132012,132012GMLT000727,八王子市,全域,簡易ジャグジー,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000728,八王子市,全域,簡易トイレ,,,粗大ごみ（可燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000729,八王子市,全域,換気扇,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000730,八王子市,全域,缶切り,,,不燃ごみ,指定袋（黄色）,,厚紙などに包んでください,
132012,132012GMLT000731,八王子市,全域,玩具（金属製）,,,不燃ごみ,指定袋（黄色）,,,
132012,132012GMLT000732,八王子市,全域,玩具（木製・プラスチック製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000733,八王子市,全域,緩衝材（紙製）,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000734,八王子市,全域,緩衝材（気泡）（プチプチと呼ばれるもの）,,,可燃ごみ,指定袋（青色）,,プラマークがついているものは 容器包装プラスチックへ,
132012,132012GMLT000735,八王子市,全域,緩衝材（発泡スチロール製）,,,容器包装プラスチック,家庭で用意した容器など,,プラマーク表示のあるものが対象,
132012,132012GMLT000736,八王子市,全域,乾燥機（衣類乾燥機）,,,家電リサイクル,市では処理できません,,家電リサイクル法対象品目なので、市の指定業者に収集依頼をするか、指定引取場所に持ち込みをお願いします。,
132012,132012GMLT000737,八王子市,全域,乾燥機（布団用・食器用）,,,粗大ごみ（不燃）,直接持ち込みまたは収集依頼,,,
132012,132012GMLT000738,八王子市,全域,乾燥剤,,,可燃ごみ,指定袋（青色）,,消石灰系はぬらさないでください,
132012,132012GMLT000739,八王子市,全域,乾燥剤の容器,,,容器包装プラスチック,家庭で用意した容器など,,プラマークがついていないものは可燃ごみへ,
132012,132012GMLT000740,八王子市,全域,寒暖計（水銀）,,,有害ごみ,透明・半透明の袋,,購入時のケースに入れるか厚紙などに包んで「水銀」と書いてビニール袋に入れてください。割れてしまっている場合は、半透明の袋で二重にして袋の口をきちんとしばってください。アルコール性のものは不燃ごみへ,
132012,132012GMLT000741,八王子市,全域,寒暖計（デジタル）,,,不燃ごみ,指定袋（黄色）,,電池は外して有害ごみへ,
132012,132012GMLT000742,八王子市,全域,缶詰の缶,,,缶,家庭で用意した容器,,,
132012,132012GMLT000743,八王子市,全域,乾電池,,,有害ごみ,透明・半透明の袋,,両極をテープで絶縁してください,
132012,132012GMLT000744,八王子市,全域,感熱紙,,,可燃ごみ,指定袋（青色）,,,
132012,132012GMLT000745,八王子市,全域,木くず,,,可燃ごみ,指定袋（青色）,,湿らせてください,
