経営,事業所名,郵便番号,所在地,経度,緯度,座標系,電話番号
社福法人,港区立精神障害者地域活動支援センター,108-0074,港区高輪１－４－８,139.73511,35.64287,JGD2011,03-5798-4660
他の法人,麻布メンタルヘルス指定相談支援事業所,108-0074,港区高輪１－４－８　中銀高輪マンシオン５０２,139.73511,35.64287,JGD2011,03-5424-1004
営利法人,プロキオン,160-0011,新宿区若葉１－４,139.72395,35.68672,JGD2011,03-3359-0128
区市町村,新宿区立子ども総合センター,160-0022,新宿区新宿７－３－２９,139.7132,35.70022,JGD2011,03-3232-0679
社福法人,ファロ,160-0022,新宿区新宿１－１６－１６　ティアーカテリーナ３階,139.71089,35.68975,JGD2011,03-3350-4437
他の法人,プラーナ新宿　相談支援,160-0022,新宿区新宿２－１－１４　エレメンツ新宿ビル５０２,139.70946,35.68837,JGD2011,03-6273-2633
営利法人,相談支援事業所　Ｋａｉｅｎ新宿　,160-0023,新宿区西新宿６－２－３　新宿アイランドアネックス２０７,139.69408,35.6937,JGD2011,050-2018-2040
営利法人,ホートンケアサービス,160-0023,新宿区西新宿４－３２－１１　新宿セントラルビラ永谷４１５,139.68869,35.68742,JGD2011,03-6300-6483
区市町村,新宿区基幹相談支援センター,160-8484,新宿区歌舞伎町１－４－１　新宿区役所本庁舎２階障害者福祉課,139.70345,35.69392,JGD2011,03-5273-4302
区市町村,新宿区立あゆみの家,161-0031,新宿区西落合１－３０－１０,139.67928,35.72081,JGD2011,03-3953-1230
他の法人,地域活動支援センター『風』,161-0032,新宿区中落合４－２３－２５,139.68259,35.71795,JGD2011,03-3952-6014
社福法人,みのり舎,161-0032,新宿区中落合３－２８－１４　第２アビタシオン落合２０５号,139.68553,35.72229,JGD2011,03-5988-9791
他の法人,高次脳機能障害相談支援ＶＩＶＩＤ,161-0033,新宿区下落合４－２０－１６　ソレイユ目白１０３,139.69785,35.72135,JGD2011,03-5849-4831
他の法人,新宿西共同作業所ラバンス,161-0034,新宿区上落合３－３４－２６,139.68123,35.71149,JGD2011,03-3364-1603
区市町村,新宿区立障害者福祉センター,162-0052,新宿区戸山１－２２－２,139.71744,35.70351,JGD2011,03-3232-3711
社福法人,東京視覚障害者生活支援センター,162-0054,新宿区河田町１０－１０,139.71771,35.69823,JGD2011,03-3353-1277
社福法人,あんそれいゆ,162-0851,新宿区弁天町３２－６,139.7276,35.70423,JGD2011,03-5579-8412
社福法人,特定相談支援事業所　どまーに,169-0051,新宿区西早稲田２－１６－１,139.71205,35.70996,JGD2011,03-5155-3340
営利法人,相談支援事業所　えくぼケア,169-0072,新宿区大久保１－９－１７－３０１,139.70474,35.70036,JGD2011,03-6302-1755
区市町村,新宿区立障害者生活支援センター,169-0073,新宿区百人町４－４－２,139.70119,35.70914,JGD2011,03-5937-6821
社福法人,地域活動支援センターまど,169-0075,新宿区高田馬場１－１５－６,139.70639,35.70984,JGD2011,03-3200-9376
他の法人,指定特定相談支援事業所　TOMO,169-0075,新宿区高田馬場１－９－２３　盲人福祉センター内,139.70839,35.70997,JGD2011,03-6380-2800
社福法人,日本点字図書館自立支援室,169-8586,新宿区高田馬場１－２３－４,139.7048,35.7109,JGD2011,03-3209-0241
社福法人,ふる里学舎小石川,112-0002,文京区小石川３－３０－６,139.74905,35.71426,JGD2011,03-3811-1431
その他,地域プラザ　ふらっと,112-0006,文京区小日向２－１６－１５,139.73488,35.71065,JGD2011,03-5940-2822
社福法人,文京地域生活支援センターあかり,112-0011,文京区千石４－２７－１２　水間ビル１階,139.73865,35.73135,JGD2011,03-5976-3351
社福法人,あくせす,112-0012,文京区大塚４－２１－８,139.7332,35.72475,JGD2011,03-3943-4300
社福法人,ふる里学舎大塚,112-0012,文京区大塚４－５０－１,139.73082,35.72464,JGD2011,03-3946-5601
営利法人,タオ,113-0001,文京区白山１－３２－１１　鈴木ビル１０１,139.75212,35.71983,JGD2011,03-3868-2519
他の法人,エナジーハウス,113-0022,文京区千駄木５－１０－８,139.75687,35.72637,JGD2011,03-3828-6517
営利法人,だんござかハウス　相談支援係,113-0022,文京区千駄木２－３３－８,139.763,35.72414,JGD2011,03-3823-2844
社福法人,指定特定相談支援事業　ふくろう,113-0032,文京区弥生２－９－６,139.76443,35.71489,JGD2011,03-3812-3700
社福法人,サポートセンターいちょう,113-0033,文京区本郷３－３７－１　中村ビル２階,139.76225,35.70718,JGD2011,03-3868-3552
社福法人,ふる里学舎本郷,113-0033,文京区本郷２－２１－７,139.75932,35.70457,JGD2011,03-5803-2333
区市町村,文京区児童発達支援センター,113-0034,文京区湯島４－７－１０,139.76573,35.70895,JGD2011,03-5800-2591
他の法人,相談支援事業所　リリーフ,113-0034,文京区湯島３－２０－９－４０１,139.76762,35.7051,JGD2011,03-6240-1977
営利法人,マインドサポート,113-0034,文京区湯島２－４－３　ソフィアお茶の水９０４,139.76425,35.70347,JGD2011,03-6260-9813
営利法人,ＣＯＭＰＡＳＳ　上野,110-0005,台東区上野３－１６－３　上野鈴木ビル５Ｆ,139.77223,35.70546,JGD2011,03-5817-8820
他の法人,特定非営利活動法人自立生活センターたいとう,110-0012,台東区竜泉３－１９－７,139.79243,35.72555,JGD2011,03-5603-0821
社福法人,つばさ相談支援センター,110-0016,台東区台東１－２５－５　いきいきプラザ内,139.77798,35.70176,JGD2011,03-6795-0230
他の法人,相談支援センター　ほおずき,111-0021,台東区日本堤１－３２－３,139.79672,35.72567,JGD2011,03-3871-4123
社福法人,障害者支援施設浅草ほうらい,111-0022,台東区清川２－１４－７,139.80136,35.7271,JGD2011,03-5808-0067
他の法人,相談支援センターアップル,111-0031,台東区千束３－２０－２４,139.79272,35.72279,JGD2011,03-3874-7922
他の法人,相談支援センターつなぐ,111-0032,台東区浅草３－９－２　ランドール浅草１０２,139.79459,35.71701,JGD2011,03-6458-1872
他の法人,特定非営利活動法人トータルサポートたいとう,111-0032,台東区浅草５－１５－２,139.79509,35.7207,JGD2011,03-5808-7855
区市町村,台東区松が谷福祉会館,111-0036,台東区松が谷１－４－１２,139.78546,35.71115,JGD2011,03-3842-2671
他の法人,台東区精神障害者地域生活支援センターあさがお,111-0051,台東区蔵前３－１８－４　ライフコア蔵前２０１,139.79115,35.70564,JGD2011,03-5823-4298
他の法人,かけはし,111-0053,台東区浅草橋１－３２－６　コスモス浅草橋酒井ビル２階,139.7854,35.69849,JGD2011,03-3864-7003
営利法人,ほしのき相談支援,130-0002,墨田区業平５－１１－１０　岩楯ビル１０２,139.81622,35.70808,JGD2011,03-6456-1594
営利法人,相談支援事業所ジョイサポート,130-0003,墨田区横川５－１０－１　プリメール柳島１１８,139.81641,35.70554,JGD2011,03-5809-7291
営利法人,ハーツ相談支援事業所,130-0011,墨田区石原３－１－１,139.80293,35.69913,JGD2011,03-5819-4383
社福法人,墨田区精神障害者地域生活支援センター友の家,130-0012,墨田区太平１－１１－７　グランドステータスＫＩＹＡ４階,139.8112,35.70078,JGD2011,03-3626-6165
医療法人,医療法人社団草思会　錦糸町相談支援センター,130-0013,墨田区錦糸３－５－１　４階,139.81421,35.69836,JGD2011,03-5637-7266
営利法人,らいふ十人会,130-0021,墨田区緑４－５－１０,139.80626,35.69319,JGD2011,03-3634-1217
営利法人,ラック鐘ヶ淵,131-0032,墨田区墨田２－３６－１１－２０２号室,139.81824,35.73088,JGD2011,03-5630-2235
区市町村,すみだ福祉保健センター相談支援事業所,131-0033,墨田区向島３－３６－７,139.81073,35.71324,JGD2011,03-5608-3715
営利法人,エリアサポートすみだ,131-0033,墨田区向島３－３５－１３,139.81015,35.71286,JGD2011,03-5637-8195
他の法人,とらいあんぐるサポートセンター,131-0041,墨田区八広３－１－５　ライフスペース９０　１０１号,139.82495,35.71876,JGD2011,03-3616-3465
社福法人,相談支援センターさんさん,131-0043,墨田区立花４－３０－１６,139.83484,35.70974,JGD2011,03-5631-3305
営利法人,ラック立花,131-0043,墨田区立花１－２３　２号棟１０１号室　サンタウン立花,139.83096,35.70655,JGD2011,03-5631-7151
営利法人,本所相談支援事業所,131-0044,墨田区文花３－１４－４,139.82599,35.71209,JGD2011,03-5655-3820
営利法人,あしたば相談支援事業所,131-0045,墨田区押上１－４３－３,139.81648,35.70976,JGD2011,03-6456-1669
営利法人,ラックすみだ,131-0046,墨田区京島１－４７－１７　２Ｆ,139.82175,35.71839,JGD2011,03-5655-7508
区市町村,江東区第二あすなろ作業所,135-0001,江東区毛利２－１－１４,139.81694,35.68953,JGD2011,03-3846-6508
営利法人,あそかライフサービス株式会社,135-0002,江東区住吉１－１６－１３　富士工第２ビル３階,139.81277,35.68925,JGD2011,03-5669-7511
営利法人,グッドワン,135-0002,江東区住吉１－１４－１１,139.81339,35.68841,JGD2011,03-6284-0411
他の法人,乳幼児親子教室,135-0003,江東区猿江１－１８－９－２０４,139.81123,35.68674,JGD2011,03-3635-4626
区市町村,江東区こども発達扇橋センター,135-0011,江東区扇橋３－７－２,139.8201,35.68285,JGD2011,03-3648-3760
区市町村,江東区障害者福祉センター,135-0011,江東区扇橋３－７－２,139.8201,35.68285,JGD2011,03-3699-0316
他の法人,たんぽぽクラブ,135-0014,江東区石島５－７　深川ビル１階２０１,139.81204,35.68018,JGD2011,03-5690-4300
他の法人,江東区地域生活支援センター　ステップ,135-0016,江東区東陽３－１６－１２　田中ビル２階,139.81184,35.67038,JGD2011,03-5633-7714
営利法人,株式会社アンシンケアサービス,135-0016,江東区東陽５－２６－１５,139.81448,35.67107,JGD2011,03-5635-9855
他の法人,なかよし指定訪問介護事業所,135-0032,江東区福住２－４－１,139.79437,35.67775,JGD2011,03-5639-9188
他の法人,こぴあクラブ,135-0041,江東区冬木６－２０,139.80141,35.67353,JGD2011,03-3630-1364
営利法人,ライフアーク相談支援センター,135-0042,江東区木場６－１０－６　ＴＫＹビル３階,139.806,35.66827,JGD2011,03-6666-6240
区市町村,江東区こども発達センター,135-0043,江東区塩浜２－５－２０,139.80518,35.66123,JGD2011,03-5632-2591
区市町村,江東区塩浜福祉園,135-0043,江東区塩浜２－５－２０,139.80518,35.66123,JGD2011,03-3647-6987
営利法人,あそかライフサービス　辰巳営業所,135-0053,江東区辰巳１－２　９－１０３　辰己団地９号棟店舗,139.80737,35.65011,JGD2011,03-3522-8666
営利法人,スマートキッズ江東相談支援センター,136-0071,江東区亀戸１－３１－７　亀戸センタービル４Ｆ,139.82562,35.6947,JGD2011,03-5858-8032
区市町村,江東区亀戸福祉園,136-0071,江東区亀戸９－６－２９,139.84224,35.69677,JGD2011,03-3683-1451
営利法人,カレッジケア,136-0071,江東区亀戸６－３０－４－１１０７,139.828,35.69643,JGD2011,03-5875-2188
他の法人,地域活動支援センター　ロータス,136-0072,江東区大島５－１０－１０－１０１,139.83414,35.68932,JGD2011,03-5858-8696
営利法人,城東訪問介護,136-0072,江東区大島３－１５－１３　,139.82906,35.69055,JGD2011,03-5628-3377
営利法人,さくら・介護ステーション大島,136-0072,江東区大島７－１０－５,139.83853,35.69226,JGD2011,03-6807-0790
社福法人,地域活動支援センター　ウィル・オアシス,136-0073,江東区北砂１－５－２０－２０４,139.8224,35.68192,JGD2011,03-6659-8844
営利法人,有限会社ケア･けんこう,136-0073,江東区北砂６－１９－３,139.83856,35.68521,JGD2011,03-5617-8240
社福法人,ゆめ相談支援事業所,136-0073,江東区北砂１－１４－４－１階,139.82422,35.67921,JGD2011,03-6825-5678
営利法人,ツクイ江東北砂,136-0073,江東区北砂６－２１－４　紅ビル２０１,139.83797,35.6843,JGD2011,03-5665-1601
社福法人,のびのび相談支援センター,136-0073,江東区北砂７－９－１　太陽ベニヤビル１階,139.83562,35.67625,JGD2011,03-5632-4048
営利法人,有限会社サン介護センター,136-0074,江東区東砂１－６－５,139.84055,35.68125,JGD2011,03-5617-3955
区市町村,江東区東砂福祉園,136-0074,江東区東砂３－３０－６　東砂福祉プラザ１・２階,139.84464,35.68102,JGD2011,03-3646-6634
区市町村,江東区あすなろ作業所,136-0074,江東区東砂３－３０－６　東砂福祉プラザ３階,139.84464,35.68102,JGD2011,03-3646-6720
営利法人,江東ヘルパーステーション,136-0076,江東区南砂２－３７－１０－４０７,139.8255,35.67119,JGD2011,03-5606-9255
社福法人,楓の会ヘルパーセンター,136-0076,江東区南砂１－６－９,139.82253,35.68039,JGD2011,03-5617-3750
他の法人,相談支援センターきりん,136-0076,江東区南砂５－４－２,139.82777,35.67644,JGD2011,03-3699-5809
社福法人,福栄会障害者相談支援センター,140-0002,品川区東品川３－１－８,139.7466,35.61698,JGD2011,03-5479-2912
社福法人,グロー障害者相談支援センター,140-0004,品川区南品川５－１０－４３　楓ハイツ３階,139.73958,35.60949,JGD2011,03-6873-5424
営利法人,ケアサークル恵愛障害者相談支援センター,140-0014,品川区大井３－１７－８　大井本通りビル,139.73087,35.60206,JGD2011,03-3771-6767
営利法人,ケアメイト品川居宅介護支援事業所,140-0015,品川区西大井２－４－１４,139.72235,35.5998,JGD2011,03-3772-1331
営利法人,株式会社ハート・トータルサービス,141-0022,品川区東五反田４－８－７,139.72649,35.6298,JGD2011,03-3443-6666
社福法人,品川区精神障害者地域生活支援センター,141-0031,品川区西五反田２－２４－２,139.71922,35.62586,JGD2011,03-5719-3381
社福法人,品川区障害者生活支援センター,142-0064,品川区旗の台５－２－２,139.70041,35.605,JGD2011,03-5750-4995
社福法人,地域生活相談支援センターセサミ,152-0001,目黒区中央町２－３２－５　スマイルプラザ中央町３階,139.68837,35.63137,JGD2011,03-5794-4101
区市町村,目黒区児童発達支援センター　相談支援ひまわり,152-0001,目黒区中央町２－２３－２４,139.68994,35.63036,JGD2011,03-3714-1617
他の法人,特定相談支援事業所　ＳＵＮ,152-0001,目黒区中央町２－３０－１１　学芸大ＫＹハイツ１０３,139.68837,35.63203,JGD2011,03-6303-3765
他の法人,いきいき福祉相談支援センター,152-0003,目黒区碑文谷５－１２－１,139.6824,35.62359,JGD2011,03-6808-8575
営利法人,アトリエそうだん,152-0003,目黒区碑文谷１－１１ー１５,139.69133,35.6213,JGD2011,03-6452-2946
営利法人,福祉相談事務所　エール,152-0004,目黒区鷹番２－２０－１３　ＲＳ牛山２０３,139.68626,35.6292,JGD2011,03-4291-0955
区市町村,目黒区心身障害者センターあいアイ館,152-0023,目黒区八雲１－１－８,139.67227,35.62103,JGD2011,03-5701-2221
他の法人,目黒障害者相談センター,152-0031,目黒区中根１－３－９　森戸ビル３０２,139.67522,35.61792,JGD2011,03-3725-8808
営利法人,ナイスケア目黒相談支援センター,152-0033,目黒区大岡山１－５－１５　ＮＣビル２Ｆ,139.68425,35.6104,JGD2011,03-3717-3120
営利法人,LITALICO相談支援センター中目黒,153-0051,目黒区上目黒２－１－１　中目黒ＧＴタワー１５Ｆ,139.69885,35.64357,JGD2011,03-5704-7355
他の法人,たんぽぽの会　相談支援,153-0053,目黒区五本木３－３２－８　小佐井ビル１０４,139.6814,35.62964,JGD2011,03-6412-8372
他の法人,ふれんず,153-0061,目黒区中目黒５－２８－２１　ＳＶ祐天寺ビル３階,139.694,35.6357,JGD2011,03-3793-1871
営利法人,成年後見・相談支援センターハッピーブリッジ,153-0064,目黒区下目黒２－１９－８　ニュー目黒フラワーマンション３０７,139.71004,35.63231,JGD2011,090-6529-2009
社福法人,大田地域生活相談室,143-0015,大田区大森西３－３－９,139.73035,35.57467,JGD2011,080-4195-4578
他の法人,相談支援事業所ここん,143-0016,大田区大森北５－１６－１－１３１０,139.72404,35.58101,JGD2011,03-5767-0022
区市町村,大田区立障がい者総合サポートセンター相談支援事業所,143-0024,大田区中央４－３０－１１,139.7179,35.5793,JGD2011,03-5728-9433
他の法人,ＮＰＯ法人結ぶ会,143-0024,大田区中央５－８－１４,139.7083,35.58114,JGD2011,03-6755-4349
営利法人,相談支援　山王ケアサポート中央,143-0024,大田区中央１－２１－５　フタバビル２０１,139.72,35.57988,JGD2011,03-6809-9003
営利法人,あいりすキッズ,143-0026,大田区西馬込１－３２－１５　共信ビル３０３,139.70345,35.58953,JGD2011,03-4400-2756
医療法人,おおた相談支援センター,144-0031,大田区東蒲田２－１－１３,139.72658,35.56306,JGD2011,03-6424-9020
社福法人,こうじや生活支援センター,144-0033,大田区東糀谷１－１４－１４,139.73901,35.55826,JGD2011,03-5705-0744
社福法人,障害者相談支援事業所うめのき,144-0033,大田区東糀谷５－１７－１４－１０１,139.74431,35.55759,JGD2011,03-3743-3811
社福法人,相談支援室さんさん幸陽,144-0034,大田区西糀谷２－３１－２　大田幸陽会ラナハウス西糀谷１０１,139.7341,35.55732,JGD2011,03-3744-3354
営利法人,ケア・シーンプランニングセンター,144-0035,大田区南蒲田３－１－５,139.72621,35.55533,JGD2011,03-3744-2281
他の法人,糀谷作業所,144-0044,大田区本羽田１－１８－２１　日興ビル２０１号室,139.72626,35.54726,JGD2011,03-6319-7458
社福法人,障害者相談支援事業所くすのき,144-0045,大田区南六郷３－２３－９,139.71411,35.54141,JGD2011,03-3732-0141
社福法人,障害者相談支援事業所　南六郷,144-0045,大田区南六郷３－２３－８,139.71411,35.54141,JGD2011,03-3732-2940
社福法人,指定障害者相談支援事業所　大田,144-0047,大田区萩中２－１０－１１,139.73064,35.551,JGD2011,03-3745-0878
社福法人,ビーマイセルフはぎなか,144-0047,大田区萩中２－１２－２３,139.73288,35.55085,JGD2011,03-5705-6531
社福法人,かまた生活支援センター,144-0051,大田区西蒲田４－４－１,139.71672,35.56979,JGD2011,03-5700-6761
社福法人,ＥＮＴＡＳ,144-0051,大田区西蒲田４－４－１－２階,139.71672,35.56979,JGD2011,03-3751-7650
他の法人,ＴＯＭＯソーシャルサポートネット,144-0052,大田区蒲田１－２４－１７,139.71942,35.56485,JGD2011,03-5480-7391
他の法人,相談支援事業所　でらいとさぽーと,144-0052,大田区蒲田５－３０－１５　第２０下川ビル,139.71948,35.56168,JGD2011,03-6715-9003
営利法人,ケア２１　大田,144-0052,大田区蒲田４－４１－１　大熊ビル１階,139.71899,35.55954,JGD2011,03-5480-3521
他の法人,障がい者相談支援事業所　らっこ,144-0053,大田区蒲田本町２－１２－１　松井ビル１階,139.71965,35.55648,JGD2011,03-6909-4480
区市町村,大田区立志茂田福祉センター,144-0056,大田区西六郷１－４－２７,139.71115,35.55517,JGD2011,03-6715-9376
区市町村,大田区立上池台障害者福祉会館　,145-0064,大田区上池台５－５－１,139.70192,35.59555,JGD2011,03-3728-3111
営利法人,リトルコールケア相談支援事業所,145-0066,大田区南雪谷４－７－１３　１０１号室,139.68202,35.58915,JGD2011,03-6421-9856
他の法人,麻布メンタルヘルス指定相談支援事業所大田支局,146-0082,大田区池上６－１０－１１　遠藤ビル２０２,139.70256,35.57127,JGD2011,03-6410-9995
他の法人,あかしろきいろ子ども発達相談るーむ,146-0082,大田区池上４－３０－９－３０１,139.70531,35.57342,JGD2011,03-6410-6701
営利法人,With,146-0082,大田区池上３－４－１１　ケインズスクエア池上１０２,139.69954,35.57598,JGD2011,03-6410-6875
区市町村,大田区立こども発達センターわかばの家　相談支援事業所,146-0083,大田区千鳥３－７－５,139.68996,35.57293,JGD2011,03-5741-9088
営利法人,ケアプランさんさん,146-0083,大田区千鳥２－１２－１５－Ｃ,139.69562,35.56998,JGD2011,03-5741-7011
社福法人,障害者相談支援事業所久が原,146-0085,大田区久が原１－２－５,139.69299,35.58718,JGD2011,03-5748-0251
他の法人,サポートネット久が原,146-0085,大田区久が原３－３２－１２,139.68875,35.58108,JGD2011,03-6410-9405
営利法人,特定相談支援事業所　ワークスタッフ鵜の木,146-0091,大田区鵜の木２－１７－３　ライオンズマンション鵜の木１階,139.67914,35.57613,JGD2011,03-5741-8239
社福法人,特定相談支援事業所 いずみえん,146-0093,大田区矢口３－１－５,139.69626,35.56121,JGD2011,03-3759-5550
他の法人,相談をめぐる冒険,146-0094,大田区東矢口３－３１－８,139.70833,35.56039,JGD2011,03-6715-9324
営利法人,森の実相談室,146-0094,大田区東矢口１－１７－１１　蓮沼ビル１階,139.7068,35.56456,JGD2011,050-3786-8535
社福法人,ケアセンターふらっと,154-0002,世田谷区下馬２－２０－１４,139.67532,35.64054,JGD2011,03-5712-5105
社福法人,相談支援事業所　わいわい,154-0002,世田谷区下馬２－３１－３４－１０１,139.67862,35.64265,JGD2011,03-3414-0141
社福法人,相談室なびお,154-0003,世田谷区野沢４－２２－６　ニューコーポラス１０２号,139.66541,35.63397,JGD2011,070-4437-6727
社福法人,重症心身障害児療育相談センター,154-0005,世田谷区三宿２－３０－９,139.67287,35.6508,JGD2011,03-3413-6781
営利法人,ナイスケア世田谷相談支援センター,154-0012,世田谷区駒沢２－８－６　ゆうコート駒沢１０１,139.65927,35.63358,JGD2011,03-5433-2240
営利法人,相談支援センター架け橋,154-0012,世田谷区駒沢５－１５－１５　駒沢パークサイドマンション４０１,139.6548,35.6222,JGD2011,03-6805-9397
営利法人,桜新町総合支援サービス,154-0014,世田谷区新町２－７－２　富岡ビル３Ｆ,139.65021,35.62972,JGD2011,03-5799-4919
他の法人,自立生活センターハンズ世田谷,154-0021,世田谷区豪徳寺１－３２－２１　スマイルホーム豪徳寺１階,139.6494,35.65334,JGD2011,03-5450-2861
他の法人,相談支援センター　かりんとう,154-0021,世田谷区豪徳寺１－４１－６,139.64833,35.65485,JGD2011,03-3426-0768
他の法人,相談支援センターわんぱく,154-0023,世田谷区若林２－３９－２－２階,139.66182,35.65051,JGD2011,03-6450-8229
他の法人,ソレイユ相談支援センター,154-0023,世田谷区若林３－１７－１２,139.65508,35.64244,JGD2011,03-5779-8157
社福法人,コンシェルジュ藍,154-0023,世田谷区若林５－２５－１６,139.65576,35.64933,JGD2011,03-6804-0111
営利法人,シモキタステーション,155-0032,世田谷区代沢２－２８－８－１ＦＡ,139.66833,35.65831,JGD2011,03-5787-8705
他の法人,team shien m.a,156-0042,世田谷区羽根木１－１３－９,139.65958,35.66668,JGD2011,03-6379-5484
社福法人,地域生活支援センターＭＯＴＡ,156-0043,世田谷区松原３－４０－７　パインフィールドビル２０１,139.64273,35.66717,JGD2011,03-3325-0951
社福法人,まつばらけやき相談支援センター,156-0043,世田谷区松原６－４３－１７,139.64902,35.65631,JGD2011,03-6265-7140
区市町村,総合福祉センター相談支援事業所,156-0043,世田谷区松原６－４１－７,139.64966,35.65681,JGD2011,03-5376-3414
営利法人,おおきなき明大前,156-0043,世田谷区松原２－３８－９　明大前グランドハイツ１階,139.64792,35.66831,JGD2011,03-5329-5801
営利法人,相棒相談支援センター,156-0043,世田谷区松原１－３４－１９－３０６,139.65144,35.66704,JGD2011,03-6379-0415
営利法人,東京総合福祉,156-0045,世田谷区桜上水１－１－３－１０４,139.63268,35.65885,JGD2011,03-6318-4222
社福法人,子どもの生活研究所,156-0055,世田谷区船橋１－３０－９,139.62111,35.64836,JGD2011,03-3426-2386
他の法人,マーベラス,156-0057,世田谷区上北沢３－１７－７　ハイムオリオン１０２号室,139.62518,35.6683,JGD2011,03-6326-2659
社福法人,相談支援　ここから,157-0061,世田谷区北烏山３－１１－５,139.60226,35.67389,JGD2011,03-5315-7887
社福法人,相談支援センターちぐさ,157-0061,世田谷区北烏山１－８－２　ＮＴＫビル２階　ちぐさ企画内,139.6068,35.67361,JGD2011,03-5969-8522
他の法人,相談室にじのこ,157-0062,世田谷区南烏山６－３－９　ミールスズキ６０３,139.60027,35.66938,JGD2011,03-5314-2488
営利法人,オレンジケア相談室,157-0065,世田谷区上祖師谷一丁目４１番２８号１０２,139.59805,35.66662,JGD2011,03-5315-5442
営利法人,相談支援ルーム　きたみ,157-0067,世田谷区喜多見８－１５－３５　Ｋ．田中ビル３０７,139.58861,35.63538,JGD2011,03-5438-2776
営利法人,オリーブ・ケア千歳台,157-0071,世田谷区千歳台３－２８－４－１０１,139.61328,35.6532,JGD2011,03-3482-8421
医療法人,サポートセンターきぬた,157-0072,世田谷区祖師谷３－３６－２６　祖師谷セントラルプラザ３階,139.60715,35.64579,JGD2011,03-3483-2471
社福法人,相談支援センターあい,157-0072,世田谷区祖師谷３－２１－１,139.60466,35.64297,JGD2011,03-6411-2289
区市町村,世田谷区発達障害相談・療育センター相談支援事業所,157-0074,世田谷区大蔵２－１０－１８,139.6111,35.63297,JGD2011,03-5727-2235
社福法人,相談支援センターおかもと,157-0076,世田谷区岡本２－３３－２４,139.61679,35.62389,JGD2011,03-3415-3366
営利法人,相談支援アンジュ,157-0077,世田谷区鎌田４－１７－１７　サンエイハイツ１０５,139.60864,35.62299,JGD2011,03-6411-1580
