項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,7939,2.6,-22.8,3226,3.2,4014,2.5,6362,3.1,7261,2.9,8298,2.7,9192,2.4,17170,2.4
2,基礎的支出,5519,1.8,-28.4,2615,2.6,3587,2.2,4825,2.3,4653,1.8,5937,1.9,7539,1.9,9434,1.3
3,選択的支出,2421,0.8,-6.1,611,0.6,427,0.3,1538,0.7,2607,1,2361,0.8,1653,0.4,7736,1.1
1,被服及び履物,11231,3.7,-11.9,2281,2.3,3786,2.4,5611,2.7,10517,4.1,12717,4.1,16199,4.2,27433,3.8
2,基礎的支出,556,0.2,-30.2,308,0.3,261,0.2,519,0.3,464,0.2,1130,0.4,540,0.1,662,0.1
3,選択的支出,10675,3.5,-10.7,1973,2,3526,2.2,5092,2.5,10053,4,11586,3.8,15659,4,26771,3.7
1,保健医療,14239,4.7,3.6,5333,5.3,8315,5.2,9265,4.5,12686,5,15050,4.9,14730,3.8,34222,4.8
2,基礎的支出,12861,4.2,6.5,5077,5.1,6925,4.3,8830,4.3,11113,4.4,13134,4.3,13752,3.5,31125,4.3
3,選択的支出,1378,0.5,-17.3,256,0.3,1390,0.9,435,0.2,1573,0.6,1916,0.6,979,0.3,3096,0.4
1,交通・通信,28632,9.4,-30.6,4223,4.2,9868,6.2,18531,8.9,25380,10,32778,10.7,38252,9.9,71127,9.9
2,基礎的支出,8390,2.7,-24.2,2060,2.1,3770,2.4,6966,3.4,9236,3.6,10614,3.5,10886,2.8,15127,2.1
3,選択的支出,20242,6.6,-32.9,2163,2.2,6098,3.8,11565,5.6,16144,6.4,22164,7.2,27366,7.1,56000,7.8
1,教育,27993,9.2,91.9,631,0.6,2103,1.3,4587,2.2,6737,2.7,11775,3.8,16264,4.2,153665,21.3
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,27993,9.2,91.9,631,0.6,2103,1.3,4587,2.2,6737,2.7,11775,3.8,16264,4.2,153665,21.3
1,教養娯楽,34398,11.3,-2.4,7466,7.5,13142,8.2,22414,10.8,26474,10.4,36625,11.9,53189,13.7,81148,11.3
2,基礎的支出,6724,2.2,-7.1,4289,4.3,4239,2.7,6470,3.1,7566,3,7383,2.4,8554,2.2,8542,1.2
3,選択的支出,27674,9.1,-1.2,3177,3.2,8903,5.6,15944,7.7,18908,7.5,29241,9.5,44635,11.5,72606,10.1
1,その他の消費支出,44565,14.6,-4.3,7806,7.8,18566,11.6,22559,10.9,33418,13.2,50823,16.5,63632,16.4,114758,15.9
2,基礎的支出,19695,6.4,-3.6,4901,4.9,7872,4.9,13132,6.3,13735,5.4,20746,6.8,28664,7.4,48619,6.7
3,選択的支出,24870,8.1,-4.9,2905,2.9,10694,6.7,9426,4.5,19684,7.8,30076,9.8,34968,9,66139,9.2
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成28年2月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
