項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
3,選択的支出,16327,5.2,-0.7,3823,3.4,4688,2.7,8209,3.8,11241,4.3,16440,5.1,29307,7,40446,5.8
1,保健医療,14004,4.4,-2.8,5543,4.9,8846,5.1,9215,4.3,11016,4.2,14269,4.4,16606,4,32439,4.6
2,基礎的支出,12064,3.8,-5.4,5104,4.5,8210,4.8,7403,3.4,10213,3.9,11866,3.7,13701,3.3,27877,4
3,選択的支出,1939,0.6,16.4,439,0.4,636,0.4,1812,0.8,803,0.3,2403,0.7,2905,0.7,4563,0.7
1,交通・通信,30358,9.6,-35.1,5237,4.6,13482,7.8,21595,10,22668,8.6,29291,9.1,46808,11.1,73181,10.4
2,基礎的支出,8995,2.9,-20,2625,2.3,6111,3.5,9319,4.3,6992,2.7,8649,2.7,14572,3.5,14656,2.1
3,選択的支出,21363,6.8,-39.8,2611,2.3,7370,4.3,12276,5.7,15676,6,20642,6.4,32236,7.7,58525,8.3
1,教育,14928,4.7,2.6,843,0.7,618,0.4,3168,1.5,3195,1.2,11683,3.6,19408,4.6,65351,9.3
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,14928,4.7,2.6,843,0.7,618,0.4,3168,1.5,3195,1.2,11683,3.6,19408,4.6,65351,9.3
1,教養娯楽,37188,11.8,-2,8935,7.9,16488,9.6,18767,8.7,22367,8.5,33906,10.5,47245,11.2,112245,16
2,基礎的支出,6708,2.1,-7.3,4093,3.6,6313,3.7,6186,2.9,6229,2.4,6363,2,7354,1.7,10397,1.5
3,選択的支出,30480,9.7,-0.7,4842,4.3,10175,5.9,12581,5.9,16138,6.1,27544,8.5,39891,9.5,101848,14.5
1,その他の消費支出,57188,18.1,-13.3,14610,12.9,26768,15.5,30506,14.2,47079,17.9,55797,17.3,74965,17.8,150105,21.4
2,基礎的支出,29437,9.3,-5.6,9801,8.7,18435,10.7,15754,7.3,26381,10,29888,9.3,36041,8.6,69551,9.9
3,選択的支出,27751,8.8,-20.2,4809,4.2,8334,4.8,14753,6.9,20698,7.9,25908,8,38924,9.3,80553,11.5
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成28年1月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―全世帯―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
