"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","男性[人]","女性[人]","無回答[人]"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","女性 50～59歳","62","0","62","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","女性 60～69歳","56","0","56","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","女性 70歳以上","42","0","42","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","女性 無回答","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","性・年代別","無回答","14","0","0","14"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","職業別","自営業主・家族従業","86","47","39","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","職業別","会社員・団体職員・公務員","243","120","120","3"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","職業別","アルバイト・パートタイマー","35","5","30","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","職業別","家事専業","55","1","54","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","職業別","学生","13","5","8","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","職業別","無職","81","38","43","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","職業別","その他","31","14","17","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","職業別","無回答","14","1","2","11"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","居住地区別","芝地区","86","34","52","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","居住地区別","麻布地区","87","41","45","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","居住地区別","赤坂地区","81","38","42","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","居住地区別","高輪地区","146","61","85","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","居住地区別","芝浦港南地区","139","55","82","2"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","居住地区別","無回答","19","2","7","10"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","住居形態別","持家（一戸建）","64","37","27","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","住居形態別","持家（マンション）","267","106","161","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","住居形態別","借家（一戸建）","9","3","6","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","住居形態別","民間の賃貸マンション・アパート","151","64","85","2"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","住居形態別","都営住宅・区営住宅・区立住宅","26","8","18","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","3","7","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","住居形態別","社宅・公務員宿舎","10","6","4","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","住居形態別","寮・寄宿舎・住み込み・間借り","4","2","2","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","住居形態別","その他","5","2","3","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","住居形態別","無回答","11","0","0","11"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","定住意向別","ずっと住み続けていたい","279","115","157","7"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","定住意向別","当分は住んでいたい","203","85","114","4"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","18","26","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","4","1","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","定住意向別","近いうちに区外に転居する予定である","13","5","7","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","定住意向別","わからない","10","4","6","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(1)あなたの性別は。","定住意向別","無回答","3","0","2","1"

"第33回港区民世論調査クロス集計表・あなたご自身についてQ33-1","Ver202203",,,,,,,,
