"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","選択肢A","選択肢B","選択肢C","選択肢D","選択肢E","選択肢F","選択肢G","選択肢H","選択肢I","選択肢J","選択肢K","選択肢L","選択肢M","選択肢N","選択肢O","選択肢P"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","性・年代別","女性 無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","性・年代別","無回答","14","3","2","0","1","0","2","2","1","2","0","0","1","1","1","1","0"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","職業別","自営業主・家族従業","86","35","18","14","6","46","60","20","14","30","32","20","34","40","30","50","6"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","職業別","会社員・団体職員・公務員","243","115","94","38","28","137","159","72","45","106","67","46","74","106","75","133","16"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","職業別","アルバイト・パートタイマー","35","16","9","5","4","17","20","14","8","19","11","6","10","12","10","19","2"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","職業別","家事専業","55","35","16","7","11","36","35","15","11","22","20","13","19","29","24","34","5"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","職業別","学生","13","3","4","3","1","5","7","4","6","5","2","1","2","6","3","5","0"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","職業別","無職","81","40","22","14","12","48","53","34","7","35","20","13","21","34","32","48","8"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","職業別","その他","31","11","8","2","5","18","23","9","5","13","11","5","11","16","13","21","2"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","職業別","無回答","14","2","2","0","1","0","4","2","2","1","0","0","1","2","1","1","0"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","居住地区別","芝地区","86","39","30","12","8","46","55","24","12","32","26","18","26","37","25","53","6"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","居住地区別","麻布地区","87","41","28","21","13","47","61","28","14","42","24","20","35","40","31","55","7"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","居住地区別","赤坂地区","81","44","28","10","10","47","48","26","15","25","20","13","21","37","26","44","4"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","居住地区別","高輪地区","146","66","41","23","13","90","97","42","26","68","46","28","46","63","50","77","12"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","居住地区別","芝浦港南地区","139","62","42","16","22","71","92","46","27","60","42","24","41","62","52","78","9"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","居住地区別","無回答","19","5","4","1","2","6","8","4","4","4","5","1","3","6","4","4","1"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","住居形態別","持家（一戸建）","64","35","22","9","10","39","41","17","12","26","14","11","20","28","28","36","7"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","住居形態別","持家（マンション）","267","129","88","46","36","167","193","81","44","120","86","50","83","133","97","159","15"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","住居形態別","借家（一戸建）","9","2","2","0","1","5","6","2","3","4","2","2","2","4","2","5","2"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","住居形態別","民間の賃貸マンション・アパート","151","67","45","19","14","68","93","51","26","62","47","33","47","63","47","83","11"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","住居形態別","都営住宅・区営住宅・区立住宅","26","11","5","2","3","10","11","8","4","5","6","3","6","6","5","10","2"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","4","4","5","2","8","6","4","5","7","3","2","5","5","7","8","1"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","住居形態別","社宅・公務員宿舎","10","5","4","1","1","7","6","5","2","6","2","2","5","3","0","6","1"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","住居形態別","寮・寄宿舎・住み込み・間借り","4","2","2","0","0","0","1","1","1","0","0","1","1","1","0","0","0"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","住居形態別","その他","5","1","0","1","0","3","3","0","0","1","3","0","3","2","2","4","0"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","住居形態別","無回答","11","1","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","定住意向別","ずっと住み続けていたい","279","146","92","44","34","163","176","80","44","116","89","51","89","120","108","164","17"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","定住意向別","当分は住んでいたい","203","82","60","30","26","105","141","69","43","92","58","39","67","99","62","112","14"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","17","12","6","4","24","25","12","5","15","9","8","9","15","9","20","4"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","2","2","1","0","3","4","1","0","2","2","0","0","1","0","3","0"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","定住意向別","近いうちに区外に転居する予定である","13","5","4","0","1","4","5","1","1","1","0","1","3","3","2","4","2"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","定住意向別","わからない","10","3","3","2","2","7","8","6","5","5","5","5","4","5","6","6","1"
"202203","地球温暖化対策","Q18-1. 問18で１または２を選択した場合は、日常生活の中で実行している省エネルギー行動について、ア～タのうち当てはまる記号を 内に記入してください。（複数記入可）","定住意向別","無回答","3","2","0","0","1","1","2","1","0","0","0","0","0","2","1","2","1"

"第33回港区民世論調査クロス集計表・地球温暖化対策Q18-1","Ver202203",,,,,,,,,,,,,,,,,,,,
