都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考,画像_詳細,最終確認日
131041,11,東京都,新宿区,山鹿素行の墓,ヤマガソコウノハカ,,,国指定史跡,その他,,東京都新宿区弁天町1,,35.704937,139.7247574,03-3209-8514,,1,所,,宗参寺,1943-05-01,月火水木金土日,,,,,,江戸時代前期の儒学者・兵学者。江戸で家塾を開き多くの門弟を育成し、『武教要録』『山鹿語類』などを著した。,,"江戸時代前期の儒学者・兵学者山鹿素行（1622～1685）の墓である。山鹿家の墓地として区画された墓域は面積約29㎡で、素行とその父母・夫人・子どもなど合計8基の墓石が立っている。墓地の正面中央に「月海院殿瑚光浄珊居士」という戒名が刻まれた素行の墓石があり、その左右に両親の墓石が、これに対面した墓地南側には素行夫人、嫡男藤助など5基の墓石が立っている。また墓地内には、素行の学徳を顕彰し、素行会の設立に参加した陸軍大将乃木希典遺愛の梅と植樹碑が建っている。
　素行は会津の生まれ、江戸に出て林羅山に儒学を、小幡景憲・北条氏長に兵学を学ぶ。承応元年（1652）赤穂藩浅野家に仕え家禄千石を賜った。江戸で家塾を開き多くの門弟を育成し、『武教要録』『聖教要録』『山鹿語類』などを著したが、当時の正統であった朱子学を批判したため、寛文6年（1666）赤穂に移された。晩年は許されて江戸に戻り、積徳堂を開き再び門弟の養成にあたったが、貞享2年（1685）64歳で亡くなった。
",,,,,2021-06-25
131041,12,東京都,新宿区,田宮稲荷神社跡,タミヤイナリジンジャアト,,,東京都指定史跡,その他,,東京都新宿区左門町17,,35.68548,139.721004,03-3351-5066,,1,所,,於岩稲荷田宮神社,1955-03-28,月火水木金土日,,,,,,『東海道四谷怪談』のモデルとなったお岩と田宮伊右衛門が信仰したという神社。,,"田宮稲荷神社や、鶴屋南北の戯曲『東海道四谷怪談』のモデルとなったお岩と田宮伊右衛門が信仰したという神社。江戸時代には幕府御先手組の組屋敷があったところで、御先手組同心であった田宮家の屋敷内に祀られていた稲荷社を起源とする。
　お岩は寛永13年（1636）に没した実在の人物で、『東海道四谷怪談』の話とは異なり、夫伊右衛門との仲は睦まじく、30俵3人扶持の苦しい家計を支えるため奉公に出て家を再興したという。その時にお岩が信仰したのがこの稲荷社で、次第に周囲の人々も信仰するようになった。嘉永2年（1849）の『江戸切絵図』には於岩稲荷と記されており、幕末には独立した神社として信仰されていたことがわかる。明治5年（1872）頃田宮稲荷神社と改称したが、同12年四谷左門町の大火で類焼、翌年信仰のあった歌舞伎関係者の引きもあり現在の中央区新川に移転した。それ以来新川を本社とし、左門町は飛地境内社となり小さな社殿が建っている。
",,,,,2021-06-25
131041,13,東京都,新宿区,夏目漱石終焉の地,ナツメソウセキシュウエンノチ,,,新宿区指定史跡,その他,,東京都新宿区早稲田南町7,,35.708604,139.725385,03-3205-0209,,1,所,,新宿区（漱石山房記念館）,1986-10-03,火水木金土日,10:00,18:00,月曜日が休日の場合その翌日休館。年末年始（12月29日～1月3日）休館。臨時休館あり（詳細はお問い合わせください）。,http://www.city.shinjuku.lg.jp/content/ntmssk01.jpg,本データと同様,作家夏目漱石が明治40年（1907）から亡くなるまで暮らした、通称「漱石山房」の跡地。現在は新宿区立漱石山房記念館が建っている。,,"　この地は、作家・夏目漱石（1867～1916）が明治40年（1907）9月29日から亡くなる大正5年（1916）12月9日まで暮らした、通称「漱石山房」の跡地である。
　漱石山房は木造平屋建ての和洋折衷の建物で、漱石は洋間2間を書斎・客間として使用した。漱石は『坑夫』を皮切りに、『三四郎』『それから』『門』『こころ』『道草』などの代表作をこの地で発表し、『明暗』の連載半ばに胃潰瘍により世を去った。享年49歳。
　漱石没後の大正7年（1918）には、漱石の夫人鏡子がこの土地を購入し、母屋の増改築を行うとともに、漱石が使用していた書斎・客間・回廊を曳家し、保存した。
　その後、漱石山房は昭和20年（1945）5月25日の空襲で焼失し、跡地は昭和25年（1950）に東京都の所有となった。跡地は長らく都営アパート（昭和52年に区へ譲渡され、区営アパートとなる）の敷地として使用されていたが、昭和51年（1976）にはその一部に漱石公園が、平成29年（2017）9月24日には、区営アパートの移転に伴い、全国で初めてとなる本格的な漱石の記念館「新宿区立漱石山房記念館」が開館した。
",,http://soseki-museum.jp,,,2021-06-25
131041,14,東京都,新宿区,佐伯祐三アトリエの地,サエキユウゾウアトリエノチ,,,新宿区指定史跡,その他,,東京都新宿区中落合2-4-21,,35.720863,139.69364,03-5988-0091,,1,所,,新宿区（佐伯祐三アトリエ記念館）,2010-04-09,火水木金土日,10:00,16:30,10月～4月は10:00～16:00営業。月曜日が休日の場合その翌日休館。年末年始（12月29日～1月3日）休館。,http://www.city.shinjuku.lg.jp/content/skyztr01.jpg,本データと同様,洋画家佐伯祐三が大正10年（1921）に下落合に構えたアトリエ付住宅。,,"洋画家佐伯祐三（1898～1928）が大正10年（1921）、まだ武蔵野の面影を残す下落合に構えたアトリエ付住宅。
　大正12年（1923）佐伯は家族とともにフランスに渡り、パリの街並みを数多く描いたが、大正15年（1926）に健康上の理由などで帰国した。再びフランスに渡る昭和2年（1927）までの約2年間は、パリで得た描写法を日本の風景に当てはめ、自己の画風を醸成させることに努めた。とくに、下落合周辺に画題を求めた連作「下落合風景」は、ここで制作された。
　この地は、佐伯が日本でアトリエを構えて創作活動の拠点とした唯一の場所で、復元されたアトリエは、北側の大きな採光窓など、当時の典型的なアトリエ建築を今に伝えている。現在は新宿区立佐伯祐三アトリエ記念館として整備され、公開されている。
",,https://www.regasu-shinjuku.or.jp/rekihaku/saeki/1667/,,,2021-06-25
131041,15,東京都,新宿区,小泉八雲旧居跡,コイズミヤクモキュウキョアト,,,新宿区指定史跡,その他,,東京都新宿区富久町7-30,,35.691418,139.717239,03-3351-2330,,1,所,,成女学園,1984-11-02,月火水木金土日,,,,,,小説家・随筆家小泉八雲が明治29年（1896）から同35年（1902）まで住んでいたところ。,,　小説家・随筆家小泉八雲（1850～1904）が明治29年（1896）から同35年（1902）まで住んでいたところ。八雲は本名をラフカディオ・ハーンといい、イギリス人を父にギリシャのレフカダ島で生れた。日本に魅せられ明治23年（1890）来日、松江中学で英語を教え、やがて小泉節と結婚した。明治29年東京帝国大学に招かれたためこの地に居を構えたが、八雲はすぐ裏手にある自証院（瘤寺）の風景を愛し、境内をよく散歩したと伝えられる。しかし次第に周辺の喧騒を嫌うようになり、西大久保に転居し（新宿区指定史跡「小泉八雲終焉の地」）、そこで亡くなった。なお『小泉八雲舊所跡』の碑は、昭和25年（1950）八雲生誕100年を記念して東京八雲同人会が建立したものである。,,,,,2021-06-25
131041,16,東京都,新宿区,服部半蔵の墓,ハットリハンゾウノハカ,,,新宿区指定史跡,その他,,東京都新宿区若葉2-9,,35.684599,139.725659,03-3351-0662,,1,所,,西念寺,1984-07-06,月火水木金土日,,,,,,「鬼の半蔵」と呼ばれた戦国時代の武将服部半蔵正成（1542～1596）の墓地。,,　「鬼の半蔵」と呼ばれた戦国時代の武将服部半蔵正成（1542～1596）の墓地。家康の三河以来の旧臣で、江戸入府後は江戸城西門近くに居を構え警備に当たった。半蔵門の名はこれに由来する。西念寺は、天正7年（1579）に切腹した家康の長男信康の菩提を弔うため、半蔵が出家して創建した寺院である。,,,,,2021-06-25
131041,17,東京都,新宿区,三遊亭円朝旧居跡,サンユウテイエンチョウキュウキョアト,,,新宿区指定史跡,その他,,東京都新宿区新宿1-21,,35.688881,136.713079,03-3209-1111,,1,所,,新宿区（花園公園）,1986-06-06,月火水木金土日,,,,,,明治時代の落語家三遊亭円朝が、明治21年（1888）から明治28年（1895）まで住んでいたところ。,,明治時代の落語家三遊亭円朝（1839～1900）が、明治21年（1888）から明治28年（1895）まで住んでいたところ。円朝は本名を出淵次郎吉といい、湯島に生まれた。7歳で初高座を踏み、17歳で円朝を襲名、20歳で真打ちに昇進する。工夫を凝らした鳴り物囃などで師である二代目円生をしのぐ人気を博したほか、「塩原太助」「怪談牡丹灯籠」「名人長二」などの創作も数多く行い、近代落語を完成させた。,,,,,2021-06-25
131041,18,東京都,新宿区,林芙美子終焉の地,ハヤシフミコシュウエンノチ,,,新宿区登録史跡,その他,,東京都新宿区中井2-20-1,,35.715782,139.684141,03-5996-9207,,1,所,,新宿区（林芙美子記念館）,1995-02-03,火水木金土日,10:00,16:30,月曜日が休日の場合その翌日休館。年末年始（12月29日～1月3日）休館。臨時休館あり（詳細はお問い合わせください）。,http://www.city.shinjuku.lg.jp/content/hyshfm01.jpg,本データと同様,小説家林芙美子が、昭和16年（1941）から亡くなるまで住んだところで、代表作『浮雲』などが執筆された。,,小説家林芙美子（1903～1951）が、昭和16年（1941）8月から昭和26年（1951）6月28日に亡くなるまで住んだところで、代表作『うず潮』『晩菊』『浮雲』などが執筆された。芙美子は福岡県門司市に生まれ（戸籍上）、幼年期、両親の行商について各地を転々とするが、やがて尾道に移り思春期を迎える。この頃より文学を志し大正11年（1922）上京、カフェーの女給など職を転々としながら創作活動に励み、昭和5年（1930）自伝的小説『放浪記』がベストセラーになり文壇での地位を確立した。この地は昭和14年（1939）土地を購入し、山口文象の設計により家屋を新築したもので、設計には芙美子の意見も反映しているという（建坪の規制を逃れるため夫婦別棟で2棟の家屋が建っている）。現在は新宿区立林芙美子記念館として整備され、公開している。,,https://www.regasu-shinjuku.or.jp/rekihaku/fumiko/12/,,,2021-06-25
131041,19,東京都,新宿区,成子天神社の富士塚,ナルコテンジンシャノフジヅカ,,,新宿区登録史跡,その他,,東京都新宿区西新宿8-14-10,,35.69643,139.692167,03-3368-6933,,1,所,,成子天神社,1990-06-01,月火水木金土日,,,,,,大正9年（1920）8月に、成子天神社境内に富士山の溶岩を積んで築造した富士塚で、高さ約12mと区内で最大規模を持つ。,,"　大正9年（1920）8月に、成子天神社境内にあった天神山という小山に富士山の溶岩を加えて築造した富士塚で、高さ約12mと区内で最大規模を持つ。
　もともとは地元の丸藤成子講社が奉祀していたもので、全盛期は200名もの講員を抱えていたというが、現在は活動していない。塚には成子講社の石碑のほか、近在のさまざまな業種の組合の寄進碑が建てられている。
",,,,,2021-06-25
131041,20,東京都,新宿区,牛込城跡,ウシゴメジョウアト,,,新宿区登録史跡,その他,,東京都新宿区袋町15,,35.70044,139.738241,03-3260-1025,,1,所,,光照寺,1985-12-06,月火水木金土日,,,,,,中世に牛込地区を拠点としていた牛込氏の城館跡。,,"　中世に牛込地区を拠点としていた牛込氏の城館跡。牛込氏は赤城山麓、現在の群馬県前橋市大胡町周辺を領有していた大胡氏の出で、15世紀末にその一派が武蔵国に進出し北条氏に従った。
　当時の資料はなく、城内の構造や築城時期については不明である。牛込氏は北条氏滅亡後、江戸幕府の旗本として仕えた。正保2年（1645）には現在の光照寺が神田から移転してきた。
",,,,,2021-06-25
